Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Чагодощенская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899					
		0.16%	0.17%	0.0%	0.0%	0.0%	0.0%	1.04%	0.20%	0.24%	0.0%	0.31%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.65%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	0	2	1	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0					
		0.13%	0.0%	0.23%	0.19%	0.63%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.21%	0.0%					
27	"10. ""Аграрная партия России"""	617	28	41	26	17	24	12	51	26	13	61	30	11	68	55	53	56	4	41					
		9.00%	4.99%	4.76%	5.08%	3.61%	6.93%	4.19%	10.22%	6.40%	3.16%	18.94%	42.85%	3.98%	26.56%	19.71%	22.17%	19.51%	0.86%	13.26%					
28	"11. ""Истинные патриоты России"""	4	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0					
		0.05%	0.0%	0.11%	0.19%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	50	1	8	7	3	0	6	1	3	2	4	0	2	0	1	0	4	5	3					
		0.73%	0.17%	0.93%	1.36%	0.63%	0.0%	2.09%	0.20%	0.73%	0.48%	1.24%	0.0%	0.72%	0.0%	0.35%	0.0%	1.39%	1.08%	0.97%					
30	"13. ""Демократическая партия России"""	18	1	4	2	2	4	1	0	0	1	1	0	1	1	0	0	0	0	0					
		0.26%	0.17%	0.46%	0.39%	0.42%	1.15%	0.34%	0.0%	0.0%	0.24%	0.31%	0.0%	0.36%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	0	1	1	1	0	1	2	0	2	0	0	0	0	0	0	0	1	1					
		0.14%	0.0%	0.11%	0.19%	0.21%	0.0%	0.34%	0.40%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.32%					
32	"15. ""Партия СЛОН"""	11	1	1	1	0	0	0	3	1	0	1	0	0	0	0	1	0	0	2					
		0.16%	0.17%	0.11%	0.19%	0.0%	0.0%	0.0%	0.60%	0.24%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.64%					
33	"16. ""Родина"" (народно-патриотический союз)"""	325	28	34	29	35	19	18	21	31	32	14	1	13	4	9	0	8	17	12					
		4.74%	4.99%	3.95%	5.67%	7.44%	5.49%	6.29%	4.20%	7.63%	7.78%	4.34%	1.42%	4.71%	1.56%	3.22%	0.0%	2.78%	3.68%	3.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	2	2	1	0	0	1	0	0	1	1	0	0	1	1	0	1	3	1					
		0.21%	0.35%	0.23%	0.19%	0.0%	0.0%	0.34%	0.0%	0.0%	0.24%	0.31%	0.0%	0.0%	0.39%	0.35%	0.0%	0.34%	0.65%	0.32%					
35	"18. ""ЛДПР"""	692	49	68	61	43	27	36	72	49	60	32	4	25	10	23	15	29	57	32					
		10.10%	8.75%	7.90%	11.93%	9.14%	7.80%	12.58%	14.42%	12.06%	14.59%	9.93%	5.71%	9.05%	3.90%	8.24%	6.27%	10.10%	12.36%	10.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	176	19	26	12	10	16	12	20	10	9	4	1	7	2	6	3	4	7	8					
		2.57%	3.39%	3.02%	2.34%	2.12%	4.62%	4.19%	4.00%	2.46%	2.18%	1.24%	1.42%	2.53%	0.78%	2.15%	1.25%	1.39%	1.51%	2.58%					
37	"20. ""Политическая партия ""Единая Россия"""	2925	261	350	213	210	140	120	194	156	170	122	28	122	114	117	126	119	256	107					
		42.71%	46.60%	40.69%	41.68%	44.68%	40.46%	41.95%	38.87%	38.42%	41.36%	37.88%	39.99%	44.20%	44.53%	41.93%	52.71%	41.46%	55.53%	34.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	0	2	0	1	0	0	1	0	3	3	0	0	1	1	2	1	3	0					
		0.26%	0.0%	0.23%	0.0%	0.21%	0.0%	0.0%	0.20%	0.0%	0.72%	0.93%	0.0%	0.0%	0.39%	0.35%	0.83%	0.34%	0.65%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	0	3	0	2	0	1	2	0	0	0	0	1	1	0	0	1	1	0					
		0.17%	0.0%	0.34%	0.0%	0.42%	0.0%	0.34%	0.40%	0.0%	0.0%	0.0%	0.0%	0.36%	0.39%	0.0%	0.0%	0.34%	0.21%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1007	95	197	78	82	59	37	69	66	55	30	1	40	25	28	18	42	25	60					
		14.70%	16.96%	22.90%	15.26%	17.44%	17.05%	12.93%	13.82%	16.25%	13.38%	9.31%	1.42%	14.49%	9.76%	10.03%	7.53%	14.63%	5.42%	19.41%					
																									
41	Против всех	195	17	18	21	9	11	8	12	15	14	10	1	8	12	9	7	8	8	7					
		2.84%	3.03%	2.09%	4.10%	1.91%	3.17%	2.79%	2.40%	3.69%	3.40%	3.10%	1.42%	2.89%	4.68%	3.22%	2.92%	2.78%	1.73%	2.26%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
