Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Богородицкая																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	596	27	16	21	35	18	17	31	15	4	24	16	30	13	15	3	5	20	15	15	16	12	19	17	13	15	15	10	10	1	10	3	20	3	3	8	5	12	3	5	3	10	3	10	3	8	3	7	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	596	27	16	21	35	18	17	31	15	4	24	16	30	13	15	3	5	20	15	15	16	12	19	17	13	15	15	10	10	1	10	3	20	3	3	8	5	12	3	5	3	10	3	10	3	8	3	7	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	493	7	11	22	17	35	4	31	22	17	1	20	30	28	22	5	23	22	14	11	13	4	10	22	16	4	7	3	0	4	0	5	6	6	4	4	3	3	1	9	5	4	3	1	5	1	4	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	154	10	6	10	16	7	10	12	2	2	5	9	6	3	4	3	0	4	5	9	6	2	2	0	2	5	2	1	2	0	1	0	4	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1960	68	58	62	78	60	57	91	26	25	53	105	75	69	53	11	22	43	68	69	71	44	56	77	62	57	56	24	14	4	7	12	66	8	3	38	12	23	2	28	5	50	8	38	12	19	11	33	27					
		8.78%	8.45%	9.01%	10.69%	10.24%	7.50%	10.40%	8.56%	4.96%	7.89%	10.21%	12.51%	9.40%	12.17%	8.45%	8.40%	7.75%	9.15%	6.89%	14.94%	8.53%	8.75%	9.91%	6.77%	10.92%	11.09%	8.07%	11.21%	5.41%	4.17%	3.63%	7.23%	8.63%	5.93%	2.80%	10.95%	12.00%	9.79%	1.65%	9.79%	6.10%	12.76%	4.60%	9.79%	8.51%	3.71%	3.86%	7.64%	7.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2930	156	124	82	131	99	89	185	42	45	110	103	127	63	76	17	24	74	54	66	115	82	86	131	85	67	64	26	15	5	18	22	113	10	10	45	7	29	22	47	8	45	21	49	17	28	19	27	50					
		13.13%	19.38%	19.25%	14.14%	17.19%	12.38%	16.24%	17.40%	8.02%	14.20%	21.19%	12.28%	15.91%	11.11%	12.12%	12.98%	8.45%	15.74%	5.47%	14.29%	13.82%	16.30%	15.22%	11.52%	14.96%	13.04%	9.22%	12.15%	5.79%	5.21%	9.33%	13.25%	14.77%	7.41%	9.35%	12.97%	7.00%	12.34%	18.18%	16.43%	9.76%	11.48%	12.07%	12.63%	12.06%	5.47%	6.67%	6.25%	14.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	218	7	5	4	14	7	6	13	4	7	1	14	8	8	1	2	1	6	3	6	6	1	5	6	8	6	8	4	1	0	1	6	9	1	4	3	1	0	0	7	0	5	0	4	6	4	1	4	0					
		0.98%	0.87%	0.78%	0.69%	1.84%	0.88%	1.09%	1.22%	0.76%	2.21%	0.19%	1.67%	1.00%	1.41%	0.16%	1.53%	0.35%	1.28%	0.30%	1.30%	0.72%	0.20%	0.88%	0.53%	1.41%	1.17%	1.15%	1.87%	0.39%	0.00%	0.52%	3.61%	1.18%	0.74%	3.74%	0.86%	1.00%	0.00%	0.00%	2.45%	0.00%	1.28%	0.00%	1.03%	4.26%	0.78%	0.35%	0.93%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4053	184	131	143	208	157	147	193	71	60	141	197	207	101	90	14	28	133	173	119	147	73	124	178	101	97	82	33	43	20	17	28	101	13	10	29	6	34	6	39	8	61	33	43	32	47	36	65	50					
		18.17%	22.86%	20.34%	24.66%	27.30%	19.63%	26.82%	18.16%	13.55%	18.93%	27.17%	23.48%	25.94%	17.81%	14.35%	10.69%	9.86%	28.30%	17.53%	25.76%	17.67%	14.51%	21.95%	15.66%	17.78%	18.87%	11.82%	15.42%	16.60%	20.83%	8.81%	16.87%	13.20%	9.63%	9.35%	8.36%	6.00%	14.47%	4.96%	13.64%	9.76%	15.56%	18.97%	11.08%	22.70%	9.18%	12.63%	15.05%	14.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	514	21	13	29	34	26	19	47	9	11	13	24	22	15	13	2	2	13	12	28	15	10	11	23	25	14	12	1	2	1	1	0	17	1	0	4	1	1	2	4	0	4	1	4	2	3	0	1	1					
		2.30%	2.61%	2.02%	5.00%	4.46%	3.25%	3.47%	4.42%	1.72%	3.47%	2.50%	2.86%	2.76%	2.65%	2.07%	1.53%	0.70%	2.77%	1.22%	6.06%	1.80%	1.99%	1.95%	2.02%	4.40%	2.72%	1.73%	0.47%	0.77%	1.04%	0.52%	0.00%	2.22%	0.74%	0.00%	1.15%	1.00%	0.43%	1.65%	1.40%	0.00%	1.02%	0.57%	1.03%	1.42%	0.59%	0.00%	0.23%	0.29%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12286	345	304	254	284	427	219	503	362	166	194	384	346	303	377	82	206	190	674	167	468	285	275	702	278	267	458	125	183	65	149	95	445	102	79	225	71	145	87	156	61	218	111	245	69	409	218	302	206					
		55.07%	42.86%	47.20%	43.79%	37.27%	53.38%	39.96%	47.32%	69.08%	52.37%	37.38%	45.77%	43.36%	53.44%	60.13%	62.60%	72.54%	40.43%	68.29%	36.15%	56.25%	56.66%	48.67%	61.74%	48.94%	51.95%	65.99%	58.41%	70.66%	67.71%	77.20%	57.23%	58.17%	75.56%	73.83%	64.84%	71.00%	61.70%	71.90%	54.55%	74.39%	55.61%	63.79%	63.14%	48.94%	79.88%	76.49%	69.91%	60.41%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	104	8	4	1	7	7	3	3	2	1	3	3	2	2	3	0	0	3	0	1	6	2	5	10	4	2	5	1	0	0	0	0	3	0	0	0	1	1	1	1	0	1	0	4	2	1	0	0	1					
		0.47%	0.99%	0.62%	0.17%	0.92%	0.88%	0.55%	0.28%	0.38%	0.32%	0.58%	0.36%	0.25%	0.35%	0.48%	0.00%	0.00%	0.64%	0.00%	0.22%	0.72%	0.40%	0.88%	0.88%	0.70%	0.39%	0.72%	0.47%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.00%	0.43%	0.83%	0.35%	0.00%	0.26%	0.00%	1.03%	1.42%	0.20%	0.00%	0.00%	0.29%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
