Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Думиничская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519									
		18.16%	20.85%	19.36%	16.38%	19.77%	10.78%	7.36%	17.88%	17.80%	15.48%	15.38%	17.52%	17.97%	22.87%	27.56%	17.07%	13.76%	14.29%	13.94%	14.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	4	2	4	2	0	0	2	0	0	1	1	2	2	0	0	0	0	12	3									
		0.68%	0.49%	0.24%	1.39%	0.76%	0.00%	0.00%	0.66%	0.00%	0.00%	1.28%	0.19%	0.78%	0.53%	0.00%	0.00%	0.00%	0.00%	7.27%	1.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	6	2	1	1	1	4	4	6	1	0	1	1	1	0	0	0	0	0	1									
		0.58%	0.73%	0.24%	0.35%	0.38%	0.60%	2.45%	1.32%	2.27%	1.19%	0.00%	0.19%	0.39%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.06%	0.12%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	5	5	1	1	3	0	6	1	0	0	1	1	3	0	1	0	1	0	0									
		0.56%	0.61%	0.59%	0.35%	0.38%	1.80%	0.00%	1.99%	0.38%	0.00%	0.00%	0.19%	0.39%	0.80%	0.00%	1.22%	0.00%	1.30%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	794	131	177	45	46	15	11	39	59	16	8	99	37	43	13	9	8	12	16	10									
		15.44%	15.98%	20.90%	15.68%	17.49%	8.98%	6.75%	12.91%	22.35%	19.05%	10.26%	18.86%	14.45%	11.44%	10.24%	10.98%	7.34%	15.58%	9.70%	6.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	3	5	1	1	1	0	0	0	0	0	2	2	0	0	1	0	0	0	0									
		0.31%	0.37%	0.59%	0.35%	0.38%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.78%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	200	42	53	10	4	0	4	9	8	6	2	38	4	4	3	2	0	1	8	2									
		3.89%	5.12%	6.26%	3.48%	1.52%	0.00%	2.45%	2.98%	3.03%	7.14%	2.56%	7.24%	1.56%	1.06%	2.36%	2.44%	0.00%	1.30%	4.85%	1.32%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
