Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Туапсинская районная																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5311	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320	УИК №5321	УИК №5322	УИК №5323	УИК №5324	УИК №5325	УИК №5326	УИК №5327	УИК №5328	УИК №5329	УИК №5330	УИК №5331	УИК №5332	УИК №5333	УИК №5334	УИК №5335	УИК №5336	УИК №5337	УИК №5338	УИК №5339	УИК №5340	УИК №5341	УИК №5342	УИК №5343	УИК №5344	УИК №5345	УИК №5346	УИК №5347	УИК №5348	УИК №5349	УИК №5350	УИК №5351	УИК №5352	УИК №5353	УИК №5354	УИК №5355	УИК №5356	УИК №5357					
		0.17%	0.00%	0.00%	0.34%	1.02%	0.00%	0.11%	0.18%	0.00%	0.00%	0.21%	0.19%	0.48%	0.31%	0.09%	0.00%	0.38%	0.09%	0.00%	0.13%	0.21%	0.10%	0.36%	0.23%	0.34%	0.33%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.30%	0.00%	0.16%	0.00%	0.00%	0.00%	0.72%	0.00%	0.21%	0.00%	0.00%	0.43%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4087	59	142	58	40	116	173	109	51	96	57	205	241	191	155	30	75	150	64	124	153	144	107	178	95	102	16	18	26	24	9	4	35	31	116	79	102	15	34	75	49	34	52	10	28	14	1	88	12	11	9	32	61	45	37	29	12	64					
		13.67%	14.75%	10.76%	19.93%	13.56%	14.57%	18.91%	19.40%	10.43%	16.08%	11.73%	19.85%	16.41%	14.57%	13.94%	15.71%	14.15%	13.18%	15.61%	15.86%	16.26%	13.87%	9.71%	20.37%	16.16%	16.72%	17.98%	5.42%	9.70%	11.76%	11.84%	3.96%	10.45%	10.92%	18.15%	15.74%	13.53%	10.00%	24.64%	10.53%	10.47%	39.08%	8.29%	4.27%	9.18%	11.11%	1.75%	11.84%	10.62%	12.09%	6.77%	11.19%	12.79%	9.96%	7.44%	7.80%	2.77%	11.83%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	111	0	3	0	0	6	2	3	5	4	2	4	4	2	10	0	2	2	0	5	7	7	4	0	3	1	1	0	1	0	1	2	2	2	1	1	9	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	2	4					
		0.37%	0.00%	0.23%	0.00%	0.00%	0.75%	0.22%	0.53%	1.02%	0.67%	0.41%	0.39%	0.27%	0.15%	0.90%	0.00%	0.38%	0.18%	0.00%	0.64%	0.74%	0.67%	0.36%	0.00%	0.51%	0.16%	1.12%	0.00%	0.37%	0.00%	1.32%	1.98%	0.60%	0.70%	0.16%	0.20%	1.19%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.88%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.27%	0.46%	0.74%					
23	6.Политическая партия «Партия социальной справедливости»	41	0	1	0	1	0	3	1	1	0	1	1	2	0	3	0	1	3	0	2	2	2	1	0	1	4	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	1					
		0.14%	0.00%	0.08%	0.00%	0.34%	0.00%	0.33%	0.18%	0.20%	0.00%	0.21%	0.10%	0.14%	0.00%	0.27%	0.00%	0.19%	0.26%	0.00%	0.26%	0.21%	0.19%	0.09%	0.00%	0.17%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.13%	0.67%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.27%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	1935	63	61	18	13	92	82	61	44	29	28	64	129	72	74	2	43	94	13	14	11	7	102	2	53	59	9	17	16	17	9	10	20	36	54	55	53	18	1	45	33	3	41	26	19	5	2	57	8	4	10	4	34	30	35	19	12	3					
		6.47%	15.75%	4.62%	6.19%	4.41%	11.56%	8.96%	10.85%	8.99%	4.86%	5.76%	6.20%	8.78%	5.49%	6.65%	1.05%	8.11%	8.26%	3.17%	1.79%	1.17%	0.67%	9.26%	0.23%	9.01%	9.67%	10.11%	5.12%	5.97%	8.33%	11.84%	9.90%	5.97%	12.68%	8.45%	10.96%	7.03%	12.00%	0.72%	6.32%	7.05%	3.45%	6.54%	11.11%	6.23%	3.97%	3.51%	7.67%	7.08%	4.40%	7.52%	1.40%	7.13%	6.64%	7.04%	5.11%	2.77%	0.55%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2468	17	54	30	17	86	90	56	20	22	12	74	104	110	93	6	36	104	32	65	82	100	105	67	82	72	6	62	53	24	4	17	17	23	62	70	72	23	22	67	32	20	25	15	51	6	1	57	10	9	17	14	15	18	11	31	42	36					
		8.25%	4.25%	4.09%	10.31%	5.76%	10.80%	9.84%	9.96%	4.09%	3.69%	2.47%	7.16%	7.08%	8.39%	8.36%	3.14%	6.79%	9.14%	7.80%	8.31%	8.71%	9.63%	9.53%	7.67%	13.95%	11.80%	6.74%	18.67%	19.78%	11.76%	5.26%	16.83%	5.07%	8.10%	9.70%	13.94%	9.55%	15.33%	15.94%	9.41%	6.84%	22.99%	3.99%	6.41%	16.72%	4.76%	1.75%	7.67%	8.85%	9.89%	12.78%	4.90%	3.14%	3.98%	2.21%	8.33%	9.70%	6.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	183	5	3	5	3	0	9	4	7	3	2	11	5	6	9	1	8	7	0	3	7	10	0	1	10	4	0	1	9	1	0	2	0	1	4	4	4	0	1	5	1	1	3	2	2	0	0	10	2	0	1	1	0	5	0	0	0	0					
		0.61%	1.25%	0.23%	1.72%	1.02%	0.00%	0.98%	0.71%	1.43%	0.50%	0.41%	1.06%	0.34%	0.46%	0.81%	0.52%	1.51%	0.62%	0.00%	0.38%	0.74%	0.96%	0.00%	0.11%	1.70%	0.66%	0.00%	0.30%	3.36%	0.49%	0.00%	1.98%	0.00%	0.35%	0.63%	0.80%	0.53%	0.00%	0.72%	0.70%	0.21%	1.15%	0.48%	0.85%	0.66%	0.00%	0.00%	1.35%	1.77%	0.00%	0.75%	0.35%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19695	244	1023	161	202	467	506	301	330	413	359	620	919	834	706	138	334	726	291	532	633	727	754	595	302	327	47	209	148	120	50	58	235	178	363	273	477	77	75	503	335	24	485	170	195	89	50	495	78	66	90	224	348	329	408	272	353	427					
		65.86%	61.00%	77.50%	55.33%	68.47%	58.67%	55.30%	53.56%	67.48%	69.18%	73.87%	60.02%	62.56%	63.62%	63.49%	72.25%	63.02%	63.80%	70.98%	68.03%	67.27%	70.04%	68.42%	68.08%	51.36%	53.61%	52.81%	62.95%	55.22%	58.82%	65.79%	57.43%	70.15%	62.68%	56.81%	54.38%	63.26%	51.33%	54.35%	70.65%	71.58%	27.59%	77.35%	72.65%	63.93%	70.63%	87.72%	66.62%	69.03%	72.53%	67.67%	78.32%	72.96%	72.79%	82.09%	73.12%	81.52%	78.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	236	1	2	11	1	3	6	3	5	3	2	16	17	25	8	0	5	13	0	4	5	7	0	1	6	3	0	1	2	5	0	2	11	4	6	6	10	2	0	0	2	1	0	3	2	2	1	3	1	0	1	2	0	5	5	9	0	3					
		0.79%	0.25%	0.15%	3.78%	0.34%	0.38%	0.66%	0.53%	1.02%	0.50%	0.41%	1.55%	1.16%	1.91%	0.72%	0.00%	0.94%	1.14%	0.00%	0.51%	0.53%	0.67%	0.00%	0.11%	1.02%	0.49%	0.00%	0.30%	0.75%	2.45%	0.00%	1.98%	3.28%	1.41%	0.94%	1.20%	1.33%	1.33%	0.00%	0.00%	0.43%	1.15%	0.00%	1.28%	0.66%	1.59%	1.75%	0.40%	0.88%	0.00%	0.75%	0.70%	0.00%	1.11%	1.01%	2.42%	0.00%	0.55%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
