Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Туапсинская районная																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5311	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320	УИК №5321	УИК №5322	УИК №5323	УИК №5324	УИК №5325	УИК №5326	УИК №5327	УИК №5328	УИК №5329	УИК №5330	УИК №5331	УИК №5332	УИК №5333	УИК №5334	УИК №5335	УИК №5336	УИК №5337	УИК №5338	УИК №5339	УИК №5340	УИК №5341	УИК №5342	УИК №5343	УИК №5344	УИК №5345	УИК №5346	УИК №5347	УИК №5348	УИК №5349	УИК №5350	УИК №5351	УИК №5352	УИК №5353	УИК №5354	УИК №5355	УИК №5356	УИК №5357					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2827	35	63	46	15	19	64	66	57	62	19	83	142	121	111	14	81	170	50	107	100	110	80	81	111	5	14	27	53	36	8	9	1	35	62	30	107	17	25	63	33	5	48	10	17	9	92	61	4	5	11	18	32	22	52	38	21	50					
		9.11%	7.90%	6.90%	17.97%	4.57%	3.73%	5.89%	9.55%	8.14%	8.76%	3.32%	7.71%	10.05%	7.44%	9.95%	7.65%	12.74%	13.24%	15.11%	11.97%	10.05%	10.88%	6.93%	8.85%	17.73%	0.84%	13.33%	8.26%	17.49%	14.75%	9.88%	9.78%	0.35%	10.90%	9.49%	5.78%	15.13%	9.71%	17.12%	9.36%	8.55%	7.14%	8.92%	5.00%	5.35%	5.20%	10.70%	7.95%	4.00%	5.21%	8.66%	7.83%	8.14%	5.79%	13.13%	8.98%	4.70%	11.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	990	2	53	0	8	7	15	3	3	24	0	24	45	55	10	7	17	43	7	6	6	6	54	2	53	2	4	0	54	4	14	1	0	36	0	70	0	0	2	20	29	0	18	5	9	11	2	30	6	5	4	4	59	38	41	33	29	10					
		3.19%	0.45%	5.81%	0.00%	2.44%	1.37%	1.38%	0.43%	0.43%	3.39%	0.00%	2.23%	3.18%	3.38%	0.90%	3.83%	2.67%	3.35%	2.11%	0.67%	0.60%	0.59%	4.68%	0.22%	8.47%	0.33%	3.81%	0.00%	17.82%	1.64%	17.28%	1.09%	0.00%	11.21%	0.00%	13.49%	0.00%	0.00%	1.37%	2.97%	7.51%	0.00%	3.35%	2.50%	2.83%	6.36%	0.23%	3.91%	6.00%	5.21%	3.15%	1.74%	15.01%	10.00%	10.35%	7.80%	6.49%	2.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	182	1	0	0	0	1	0	2	4	4	0	5	21	14	13	2	3	2	6	6	2	4	12	1	4	0	0	1	4	3	3	4	0	6	0	7	0	0	2	1	6	0	1	1	1	1	7	1	0	0	1	2	0	6	6	0	4	7					
		0.59%	0.23%	0.00%	0.00%	0.00%	0.20%	0.00%	0.29%	0.57%	0.56%	0.00%	0.46%	1.49%	0.86%	1.16%	1.09%	0.47%	0.16%	1.81%	0.67%	0.20%	0.40%	1.04%	0.11%	0.64%	0.00%	0.00%	0.31%	1.32%	1.23%	3.70%	4.35%	0.00%	1.87%	0.00%	1.35%	0.00%	0.00%	1.37%	0.15%	1.55%	0.00%	0.19%	0.50%	0.31%	0.58%	0.81%	0.13%	0.00%	0.00%	0.79%	0.87%	0.00%	1.58%	1.52%	0.00%	0.89%	1.64%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4977	75	114	71	43	76	192	100	128	113	65	226	316	286	195	58	114	306	27	108	180	124	133	211	97	19	21	54	44	54	6	20	3	44	137	127	120	29	40	103	70	18	17	5	7	18	107	28	22	20	13	36	96	78	72	61	33	97					
		16.04%	16.93%	12.49%	27.73%	13.11%	14.90%	17.66%	14.47%	18.29%	15.96%	11.34%	20.98%	22.36%	17.58%	17.47%	31.69%	17.92%	23.83%	8.16%	12.08%	18.09%	12.27%	11.52%	23.06%	15.50%	3.18%	20.00%	16.51%	14.52%	22.13%	7.41%	21.74%	1.06%	13.71%	20.98%	24.47%	16.97%	16.57%	27.40%	15.30%	18.13%	25.71%	3.16%	2.50%	2.20%	10.40%	12.44%	3.65%	22.00%	20.83%	10.24%	15.65%	24.43%	20.53%	18.18%	14.42%	7.38%	22.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	355	0	0	0	0	4	4	2	0	14	0	20	14	35	13	2	8	10	2	5	6	5	2	2	18	0	4	0	12	4	1	0	0	16	0	15	0	0	1	11	9	0	2	4	1	1	3	2	1	0	3	3	4	9	22	14	16	31					
		1.14%	0.00%	0.00%	0.00%	0.00%	0.78%	0.37%	0.29%	0.00%	1.98%	0.00%	1.86%	0.99%	2.15%	1.16%	1.09%	1.26%	0.78%	0.60%	0.56%	0.60%	0.49%	0.17%	0.22%	2.88%	0.00%	3.81%	0.00%	3.96%	1.64%	1.23%	0.00%	0.00%	4.98%	0.00%	2.89%	0.00%	0.00%	0.68%	1.63%	2.33%	0.00%	0.37%	2.00%	0.31%	0.58%	0.35%	0.26%	1.00%	0.00%	2.36%	1.30%	1.02%	2.37%	5.56%	3.31%	3.58%	7.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20881	323	683	139	254	395	790	514	500	482	489	693	838	1080	721	93	393	753	233	656	693	751	852	598	320	514	43	174	131	140	47	37	149	130	445	258	480	129	75	464	225	47	442	171	280	131	640	638	67	66	93	165	200	219	202	273	339	224					
		67.29%	72.91%	74.81%	54.30%	77.44%	77.45%	72.68%	74.38%	71.43%	68.08%	85.34%	64.35%	59.31%	66.38%	64.61%	50.82%	61.79%	58.64%	70.39%	73.38%	69.65%	74.28%	73.77%	65.36%	51.12%	85.95%	40.95%	53.21%	43.23%	57.38%	58.02%	40.22%	52.46%	40.50%	68.15%	49.71%	67.89%	73.71%	51.37%	68.95%	58.29%	67.14%	82.16%	85.50%	88.05%	75.72%	74.42%	83.18%	67.00%	68.75%	73.23%	71.74%	50.89%	57.63%	51.01%	64.54%	75.84%	52.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	118	0	0	0	0	2	0	0	4	2	0	5	9	26	10	0	0	0	3	6	8	1	3	0	5	0	1	0	1	0	1	0	0	3	0	3	0	0	1	2	0	0	1	0	1	1	2	1	0	0	0	2	0	1	1	4	5	3					
		0.38%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.57%	0.28%	0.00%	0.46%	0.64%	1.60%	0.90%	0.00%	0.00%	0.00%	0.91%	0.67%	0.80%	0.10%	0.26%	0.00%	0.80%	0.00%	0.95%	0.00%	0.33%	0.00%	1.23%	0.00%	0.00%	0.93%	0.00%	0.58%	0.00%	0.00%	0.68%	0.30%	0.00%	0.00%	0.19%	0.00%	0.31%	0.58%	0.23%	0.13%	0.00%	0.00%	0.00%	0.87%	0.00%	0.26%	0.25%	0.95%	1.12%	0.70%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
