Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Калининская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	3	3	0	0	2	3	1	0	2	3	5	3	0	0	0	0	0	2	3	0	1	3	0	0	0	0	0	0	0	0	0	0	5	2	1	2	0	0	0	0	0	0	0	1									
		0.22%	0.44%	0.40%	0.00%	0.00%	0.28%	0.41%	0.17%	0.00%	0.32%	0.46%	0.99%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	2.75%	0.00%	0.37%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.45%	0.28%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	1	0	0	3	2	4	0	0	1	3	2	8	4	0	4	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	1	0	2	0	0	5	0	0	0	0	0									
		0.28%	0.15%	0.00%	0.00%	0.45%	0.28%	0.55%	0.00%	0.00%	0.16%	0.46%	0.40%	1.35%	0.70%	0.00%	0.69%	0.52%	0.31%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.53%	0.23%	0.00%	0.82%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	0	0	0	0	2	0	0	0	0	1	3	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	7	0	0	0	0	0	5	0	0	0	0	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.15%	0.60%	0.00%	0.00%	2.37%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.47%	0.00%	0.48%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	2	3	0	2	0	4	1	3	3	2	8	2	2	0	2	0	0	3	0	0	1	0	1	2	1	2	0	0	0	6	0	0	6	0	8	1	2	0	0	0	0	0	0	2									
		0.34%	0.29%	0.40%	0.00%	0.30%	0.00%	0.55%	0.17%	0.45%	0.49%	0.30%	1.59%	0.34%	0.35%	0.00%	0.34%	0.00%	0.00%	0.95%	0.00%	0.00%	0.37%	0.00%	0.46%	0.57%	0.16%	0.83%	0.00%	0.00%	0.00%	1.38%	0.00%	0.00%	0.92%	0.00%	2.22%	0.41%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2326	66	58	90	101	86	126	80	90	69	93	62	72	84	76	73	38	26	32	4	22	31	7	7	27	72	29	32	31	16	48	22	24	78	26	27	29	122	36	56	55	143	41	18	1									
		11.43%	9.62%	7.75%	11.97%	15.07%	11.85%	17.36%	13.70%	13.47%	11.18%	14.13%	12.33%	12.14%	14.76%	12.01%	12.59%	9.95%	8.00%	10.13%	3.67%	12.43%	11.57%	1.98%	3.23%	7.65%	11.73%	11.98%	8.47%	10.10%	7.44%	11.01%	10.53%	12.44%	11.96%	5.87%	7.48%	11.89%	12.40%	10.47%	11.89%	13.25%	25.04%	6.96%	5.10%	0.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	4	2	0	0	2	4	2	4	3	2	6	0	1	0	1	0	0	3	0	0	0	0	0	1	0	1	0	0	3	1	0	1	8	0	2	6	1	0	5	0	0	0	0	0									
		0.31%	0.58%	0.27%	0.00%	0.00%	0.28%	0.55%	0.34%	0.60%	0.49%	0.30%	1.19%	0.00%	0.18%	0.00%	0.17%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.41%	0.00%	0.00%	1.40%	0.23%	0.00%	0.52%	1.23%	0.00%	0.55%	2.46%	0.10%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	823	24	29	5	55	39	45	14	31	8	21	25	29	33	29	16	14	4	14	0	11	16	2	0	1	35	15	11	11	7	23	8	11	30	31	2	5	42	13	17	20	23	32	21	1									
		4.04%	3.50%	3.88%	0.66%	8.21%	5.37%	6.20%	2.40%	4.64%	1.30%	3.19%	4.97%	4.89%	5.80%	4.58%	2.76%	3.66%	1.23%	4.43%	0.00%	6.21%	5.97%	0.56%	0.00%	0.28%	5.70%	6.20%	2.91%	3.58%	3.26%	5.28%	3.83%	5.70%	4.60%	6.99%	0.55%	2.05%	4.27%	3.78%	3.61%	4.82%	4.03%	5.43%	5.95%	0.83%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
