Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Большесолдатская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320									
		0.51%	0.70%	1.56%	0.00%	0.29%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	1.31%	0.00%	0.63%	1.03%	1.21%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	220	28	11	8	11	12	3	3	9	14	2	26	7	5	3	8	4	13	4	7	19	8	3	8	4									
		3.73%	3.28%	2.86%	5.48%	3.14%	6.15%	5.17%	5.88%	2.54%	9.03%	1.98%	4.09%	3.57%	6.17%	1.31%	6.25%	1.26%	4.45%	2.42%	2.42%	8.12%	4.60%	1.56%	3.16%	6.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	48	16	2	1	4	0	1	0	1	3	1	3	2	0	1	0	1	5	2	1	2	1	1	0	0									
		0.81%	1.88%	0.52%	0.68%	1.14%	0.00%	1.72%	0.00%	0.28%	1.94%	0.99%	0.47%	1.02%	0.00%	0.44%	0.00%	0.32%	1.71%	1.21%	0.35%	0.85%	0.57%	0.52%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4050	462	227	108	235	148	38	33	269	91	53	423	148	60	171	99	276	199	130	207	147	122	148	207	49									
		68.68%	54.16%	58.96%	73.97%	67.14%	75.90%	65.52%	64.71%	75.77%	58.71%	52.48%	66.51%	75.51%	74.07%	74.67%	77.34%	87.07%	68.15%	78.79%	71.63%	62.82%	70.11%	77.08%	81.82%	79.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	7	2	0	3	0	0	0	0	0	2	2	0	1	1	1	1	0	1	2	0	2	0	1	0									
		0.44%	0.82%	0.52%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	1.98%	0.31%	0.00%	1.23%	0.44%	0.78%	0.32%	0.00%	0.61%	0.69%	0.00%	1.15%	0.00%	0.40%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0									
		0.08%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.16%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	669	152	83	8	40	19	5	4	33	16	11	76	16	5	24	12	5	28	7	43	27	19	19	12	5									
		11.34%	17.82%	21.56%	5.48%	11.43%	9.74%	8.62%	7.84%	9.30%	10.32%	10.89%	11.95%	8.16%	6.17%	10.48%	9.38%	1.58%	9.59%	4.24%	14.88%	11.54%	10.92%	9.90%	4.74%	8.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	5	2	0	0	0	0	0	0	0	1	2	0	1	2	0	0	2	0	1	0	0	0	4	0									
		0.34%	0.59%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.31%	0.00%	1.23%	0.87%	0.00%	0.00%	0.68%	0.00%	0.35%	0.00%	0.00%	0.00%	1.58%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	2	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0									
		0.15%	0.23%	0.26%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.51%	0.00%	0.44%	0.00%	0.00%	0.34%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.05%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	8	2	0	2	0	0	0	0	0	0	5	2	0	1	0	1	0	0	4	1	1	0	0	0									
		0.46%	0.94%	0.52%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	1.02%	0.00%	0.44%	0.00%	0.32%	0.00%	0.00%	1.38%	0.43%	0.57%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	490	88	25	15	26	10	8	9	26	26	14	73	14	5	16	8	20	21	14	13	16	14	11	14	4									
		8.31%	10.32%	6.49%	10.27%	7.43%	5.13%	13.79%	17.65%	7.32%	16.77%	13.86%	11.48%	7.14%	6.17%	6.99%	6.25%	6.31%	7.19%	8.48%	4.50%	6.84%	8.05%	5.73%	5.53%	6.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	4	6	0	4	3	0	0	3	0	1	2	0	1	1	0	2	1	0	3	3	0	2	0	0									
		0.61%	0.47%	1.56%	0.00%	1.14%	1.54%	0.00%	0.00%	0.85%	0.00%	0.99%	0.31%	0.00%	1.23%	0.44%	0.00%	0.63%	0.34%	0.00%	1.04%	1.28%	0.00%	1.04%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	162	50	11	0	17	1	1	1	8	5	5	8	6	2	3	0	4	16	3	2	11	2	1	5	0									
		2.75%	5.86%	2.86%	0.00%	4.86%	0.51%	1.72%	1.96%	2.25%	3.23%	4.95%	1.26%	3.06%	2.47%	1.31%	0.00%	1.26%	5.48%	1.82%	0.69%	4.70%	1.15%	0.52%	1.98%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
