Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
"Наименование Избирательной комиссии:    Тверь, Московская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117					
18	1.Политическая партия «Аграрная партия России»	1640	43	28	4	25	45	51	57	11	36	34	22	9	12	22	27	38	51	12	16	23	31	17	12	28	27	36	38	31	18	47	36	49	55	31	20	13	34	47	34	36	24	45	57	31	36	33	27	39	33	26	35	36	1	8	1	2					
		2.88%	2.79%	2.52%	0.97%	2.09%	2.99%	3.18%	3.87%	1.60%	3.36%	3.12%	2.21%	1.59%	1.89%	3.32%	2.48%	3.87%	3.88%	1.84%	2.09%	3.28%	2.65%	2.65%	2.40%	2.72%	3.20%	3.41%	2.52%	2.73%	2.05%	4.04%	3.46%	4.78%	4.04%	2.71%	3.11%	1.58%	3.14%	3.50%	2.99%	2.52%	1.80%	2.92%	3.60%	2.75%	2.48%	2.18%	2.55%	3.20%	2.66%	2.51%	4.44%	3.05%	1.89%	5.23%	0.96%	0.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	899	34	29	3	19	27	38	24	15	10	18	10	7	8	6	13	19	28	9	9	6	17	7	7	17	10	11	14	15	12	22	12	12	19	21	18	16	12	14	12	22	22	31	29	25	19	25	17	26	24	23	15	18	0	0	1	2					
		1.58%	2.21%	2.61%	0.73%	1.59%	1.80%	2.37%	1.63%	2.18%	0.93%	1.65%	1.00%	1.23%	1.26%	0.90%	1.19%	1.93%	2.13%	1.38%	1.17%	0.86%	1.46%	1.09%	1.40%	1.65%	1.18%	1.04%	0.93%	1.32%	1.37%	1.89%	1.15%	1.17%	1.40%	1.84%	2.80%	1.94%	1.11%	1.04%	1.06%	1.54%	1.65%	2.01%	1.83%	2.22%	1.31%	1.65%	1.61%	2.13%	1.93%	2.22%	1.90%	1.52%	0.00%	0.00%	0.96%	0.31%					
20	3.Политическая партия «Демократическая партия России»	61	5	0	1	0	3	2	1	0	4	2	4	0	0	0	3	1	1	0	1	2	0	1	0	2	0	1	1	0	0	0	0	0	3	2	0	0	0	0	0	2	2	2	2	1	1	1	1	2	0	3	0	1	0	0	1	2					
		0.11%	0.32%	0.00%	0.24%	0.00%	0.20%	0.12%	0.07%	0.00%	0.37%	0.18%	0.40%	0.00%	0.00%	0.00%	0.28%	0.10%	0.08%	0.00%	0.13%	0.29%	0.00%	0.16%	0.00%	0.19%	0.00%	0.09%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.15%	0.13%	0.13%	0.09%	0.07%	0.07%	0.09%	0.16%	0.00%	0.29%	0.00%	0.08%	0.00%	0.00%	0.96%	0.31%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9573	266	169	50	172	280	289	213	96	142	127	200	113	75	90	176	181	213	129	128	100	168	127	95	167	168	164	229	175	131	216	182	219	255	234	98	138	208	272	203	248	248	270	335	196	272	256	176	225	184	176	114	163	8	19	13	12					
		16.78%	17.27%	15.20%	12.14%	14.36%	18.64%	18.04%	14.46%	13.93%	13.23%	11.65%	20.06%	19.93%	11.79%	13.57%	16.18%	18.43%	16.20%	19.75%	16.69%	14.27%	14.38%	19.78%	19.04%	16.20%	19.88%	15.53%	15.19%	15.42%	14.92%	18.56%	17.52%	21.37%	18.75%	20.45%	15.22%	16.73%	19.21%	20.25%	17.87%	17.38%	18.58%	17.53%	21.18%	17.39%	18.77%	16.91%	16.65%	18.46%	14.81%	17.00%	14.45%	13.80%	15.09%	12.42%	12.50%	1.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	753	27	22	0	15	33	33	25	8	9	5	15	9	2	6	12	12	23	7	3	7	17	5	6	21	8	13	17	22	8	11	14	21	24	10	6	13	15	8	14	13	20	20	26	12	12	18	20	17	17	14	11	19	0	0	0	8					
		1.32%	1.75%	1.98%	0.00%	1.25%	2.20%	2.06%	1.70%	1.16%	0.84%	0.46%	1.50%	1.59%	0.31%	0.90%	1.10%	1.22%	1.75%	1.07%	0.39%	0.99%	1.46%	0.78%	1.20%	2.04%	0.95%	1.23%	1.13%	1.94%	0.91%	0.95%	1.35%	2.05%	1.76%	0.87%	0.93%	1.58%	1.39%	0.60%	1.23%	0.91%	1.50%	1.30%	1.64%	1.06%	0.83%	1.19%	1.89%	1.39%	1.37%	1.35%	1.39%	1.61%	0.00%	0.00%	0.00%	1.23%					
23	6.Политическая партия «Партия социальной справедливости»	136	8	1	0	4	6	3	4	3	3	2	2	0	0	1	4	5	4	2	3	2	1	0	0	0	2	1	7	3	1	2	2	2	4	2	1	0	2	3	2	5	3	4	2	4	5	0	4	3	7	1	0	4	0	1	0	1					
		0.24%	0.52%	0.09%	0.00%	0.33%	0.40%	0.19%	0.27%	0.44%	0.28%	0.18%	0.20%	0.00%	0.00%	0.15%	0.37%	0.51%	0.30%	0.31%	0.39%	0.29%	0.09%	0.00%	0.00%	0.00%	0.24%	0.09%	0.46%	0.26%	0.11%	0.17%	0.19%	0.20%	0.29%	0.17%	0.16%	0.00%	0.18%	0.22%	0.18%	0.35%	0.22%	0.26%	0.13%	0.35%	0.35%	0.00%	0.38%	0.25%	0.56%	0.10%	0.00%	0.34%	0.00%	0.65%	0.00%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	5436	158	126	46	132	122	138	132	82	95	113	93	53	57	58	102	101	128	51	77	63	122	54	47	106	70	107	176	111	79	109	95	75	126	95	67	74	112	117	104	144	140	180	133	93	146	154	87	107	119	94	71	120	1	8	8	58					
		9.53%	10.26%	11.33%	11.17%	11.02%	8.12%	8.61%	8.96%	11.90%	8.85%	10.37%	9.33%	9.35%	8.96%	8.75%	9.38%	10.29%	9.73%	7.81%	10.04%	8.99%	10.45%	8.41%	9.42%	10.28%	8.28%	10.13%	11.67%	9.78%	8.99%	9.36%	9.14%	7.32%	9.26%	8.30%	10.40%	8.97%	10.34%	8.71%	9.15%	10.09%	10.49%	11.69%	8.41%	8.25%	10.08%	10.17%	8.23%	8.78%	9.58%	9.08%	8.99%	10.16%	1.89%	5.23%	7.69%	8.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4761	124	102	31	81	155	135	122	58	78	87	100	58	52	41	80	86	128	62	63	68	107	70	50	95	69	116	145	114	89	104	91	71	133	102	55	60	104	98	79	91	101	125	116	96	145	115	77	72	87	79	79	86	2	19	4	4					
		8.35%	8.05%	9.17%	7.52%	6.76%	10.32%	8.43%	8.28%	8.42%	7.27%	7.98%	10.03%	10.23%	8.18%	6.18%	7.35%	8.76%	9.73%	9.49%	8.21%	9.70%	9.16%	10.90%	10.02%	9.21%	8.17%	10.98%	9.62%	10.04%	10.14%	8.93%	8.76%	6.93%	9.78%	8.92%	8.54%	7.27%	9.60%	7.30%	6.95%	6.38%	7.57%	8.12%	7.33%	8.52%	10.01%	7.60%	7.28%	5.91%	7.00%	7.63%	10.01%	7.28%	3.77%	12.42%	3.85%	0.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	575	20	9	4	13	18	15	19	10	10	11	4	8	6	2	7	10	9	1	4	5	17	6	3	8	7	9	16	10	8	9	18	5	17	8	6	11	6	19	12	23	18	27	16	9	14	17	10	8	15	11	6	11	0	2	1	7					
		1.01%	1.30%	0.81%	0.97%	1.09%	1.20%	0.94%	1.29%	1.45%	0.93%	1.01%	0.40%	1.41%	0.94%	0.30%	0.64%	1.02%	0.68%	0.15%	0.52%	0.71%	1.46%	0.93%	0.60%	0.78%	0.83%	0.85%	1.06%	0.88%	0.91%	0.77%	1.73%	0.49%	1.25%	0.70%	0.93%	1.33%	0.55%	1.41%	1.06%	1.61%	1.35%	1.75%	1.01%	0.80%	0.97%	1.12%	0.95%	0.66%	1.21%	1.06%	0.76%	0.93%	0.00%	1.31%	0.96%	1.08%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31031	784	557	269	699	756	836	809	383	659	652	497	278	409	409	621	475	675	349	443	408	640	328	264	556	453	571	792	611	497	604	549	524	692	591	340	476	552	714	625	786	699	781	820	608	758	845	603	664	701	568	437	675	38	91	73	537					
		54.40%	50.91%	50.09%	65.29%	58.35%	50.33%	52.18%	54.92%	55.59%	61.42%	59.82%	49.85%	49.03%	64.31%	61.69%	57.08%	48.37%	51.33%	53.45%	57.76%	58.20%	54.79%	51.09%	52.91%	53.93%	53.61%	54.07%	52.52%	53.83%	56.61%	51.89%	52.84%	51.12%	50.88%	51.66%	52.80%	57.70%	50.97%	53.16%	55.02%	55.08%	52.36%	50.71%	51.83%	53.95%	52.31%	55.81%	57.05%	54.47%	56.44%	54.88%	55.39%	57.15%	71.70%	59.48%	70.19%	82.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1614	58	51	3	24	47	45	48	14	20	30	32	30	4	23	33	43	41	25	15	14	42	17	9	26	25	16	58	31	22	26	31	33	23	37	30	16	25	38	37	46	39	41	32	44	30	39	28	34	45	33	17	32	2	3	2	5					
		2.83%	3.77%	4.59%	0.73%	2.00%	3.13%	2.81%	3.26%	2.03%	1.86%	2.75%	3.21%	5.29%	0.63%	3.47%	3.03%	4.38%	3.12%	3.83%	1.96%	1.99%	3.60%	2.65%	1.80%	2.52%	2.96%	1.52%	3.85%	2.73%	2.51%	2.23%	2.98%	3.22%	1.69%	3.23%	4.66%	1.94%	2.31%	2.83%	3.26%	3.22%	2.92%	2.66%	2.02%	3.90%	2.07%	2.58%	2.65%	2.79%	3.62%	3.19%	2.15%	2.71%	3.77%	1.96%	1.92%	0.77%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
