Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
"Наименование Избирательной комиссии:    Тверь, Московская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1705	39	27	8	38	33	40	34	26	32	27	23	21	34	25	20	36	15	27	27	36	22	9	64	25	35	42	46	24	37	45	59	63	60	20	15	32	20	23	42	30	34	27	29	27	47	39	19	63	35	57	47	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1545	33	26	8	31	31	35	31	24	26	25	23	19	28	18	18	28	15	19	26	36	21	9	62	17	34	39	37	22	36	38	53	57	52	19	14	32	20	23	40	29	34	27	29	26	44	36	15	56	33	54	37	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1666	99	54	12	31	11	53	8	100	31	18	15	5	47	17	16	56	37	39	27	31	10	20	32	42	13	12	19	19	10	13	77	21	13	32	25	9	26	12	18	37	27	60	12	16	42	19	26	12	11	8	28	10	9	4	205	10					
14	Число погашенных неиспользованных открепительных удостоверений	160	6	1	0	7	2	5	3	2	6	2	0	2	6	7	2	8	0	8	1	0	1	0	2	8	1	3	9	2	1	7	6	6	8	1	1	0	0	0	2	1	0	0	0	1	3	3	4	7	2	3	10	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	491	7	3	6	10	33	34	52	24	5	13	11	3	27	4	15	12	3	4	5	23	1	0	12	2	1	3	12	10	10	9	3	10	5	1	7	13	6	9	5	3	8	3	12	4	13	0	11	3	4	12	5	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10282	268	175	62	200	231	237	199	106	196	235	193	112	232	90	233	242	92	99	122	227	135	78	223	158	201	251	202	137	178	211	155	251	209	138	157	185	288	192	239	210	336	270	208	291	274	207	225	276	210	260	264	30	34	6	32	10					
		20.78%	18.68%	17.66%	20.60%	19.12%	18.09%	17.31%	17.44%	17.15%	22.43%	25.77%	23.37%	24.45%	19.30%	17.61%	26.75%	20.28%	17.66%	16.92%	22.34%	21.29%	24.46%	20.63%	28.09%	20.28%	21.64%	20.51%	22.35%	19.46%	20.07%	21.73%	16.52%	19.79%	17.97%	22.66%	23.33%	21.22%	24.81%	20.60%	20.24%	18.63%	22.52%	20.58%	22.41%	22.42%	21.21%	22.75%	19.84%	27.44%	23.62%	22.17%	19.80%	17.86%	22.22%	7.14%	7.22%	15.15%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6652	174	136	58	155	147	167	138	97	153	134	107	54	191	72	116	169	60	77	70	140	58	50	86	82	132	188	114	79	126	116	120	181	145	59	113	113	176	113	155	176	197	159	104	167	190	122	133	135	115	158	191	7	12	8	151	6					
		13.45%	12.13%	13.72%	19.27%	14.82%	11.51%	12.20%	12.09%	15.70%	17.51%	14.69%	12.95%	11.79%	15.89%	14.09%	13.32%	14.17%	11.52%	13.16%	12.82%	13.13%	10.51%	13.23%	10.83%	10.53%	14.21%	15.36%	12.61%	11.22%	14.21%	11.95%	12.79%	14.27%	12.47%	9.69%	16.79%	12.96%	15.16%	12.12%	13.12%	15.62%	13.20%	12.12%	11.21%	12.87%	14.71%	13.41%	11.73%	13.42%	12.94%	13.47%	14.33%	4.17%	7.84%	9.52%	34.09%	9.09%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	789	29	16	6	16	24	18	13	9	13	11	20	3	15	12	8	21	5	11	6	17	11	10	6	12	16	20	16	11	12	7	12	21	18	10	13	16	15	15	12	29	43	20	8	27	20	14	16	16	16	19	27	2	0	0	4	2					
		1.59%	2.02%	1.61%	1.99%	1.53%	1.88%	1.31%	1.14%	1.46%	1.49%	1.21%	2.42%	0.66%	1.25%	2.35%	0.92%	1.76%	0.96%	1.88%	1.10%	1.59%	1.99%	2.65%	0.76%	1.54%	1.72%	1.63%	1.77%	1.56%	1.35%	0.72%	1.28%	1.66%	1.55%	1.64%	1.93%	1.83%	1.29%	1.61%	1.02%	2.57%	2.88%	1.52%	0.86%	2.08%	1.55%	1.54%	1.41%	1.59%	1.80%	1.62%	2.03%	1.19%	0.00%	0.00%	0.90%	3.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12801	416	255	51	253	373	418	323	152	178	194	229	100	289	125	211	274	147	151	134	263	160	109	190	226	222	315	248	188	265	252	248	296	309	161	156	245	295	263	350	279	415	347	240	323	350	243	318	231	259	322	339	22	47	2	19	11					
		25.88%	28.99%	25.73%	16.94%	24.19%	29.21%	30.53%	28.31%	24.60%	20.37%	21.27%	27.72%	21.83%	24.04%	24.46%	24.23%	22.97%	28.21%	25.81%	24.54%	24.67%	28.99%	28.84%	23.93%	29.01%	23.90%	25.74%	27.43%	26.70%	29.88%	25.95%	26.44%	23.34%	26.57%	26.44%	23.18%	28.10%	25.41%	28.22%	29.64%	24.76%	27.82%	26.45%	25.86%	24.88%	27.09%	26.70%	28.04%	22.96%	29.13%	27.45%	25.43%	13.10%	30.72%	2.38%	4.29%	16.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3392	127	104	19	45	120	110	86	41	42	58	49	40	61	33	91	84	28	38	37	93	37	21	52	54	70	88	66	48	52	64	70	77	76	46	30	74	64	67	84	65	105	94	77	86	75	71	72	57	61	74	92	5	1	0	4	7					
		6.86%	8.85%	10.49%	6.31%	4.30%	9.40%	8.04%	7.54%	6.63%	4.81%	6.36%	5.93%	8.73%	5.07%	6.46%	10.45%	7.04%	5.37%	6.50%	6.78%	8.72%	6.70%	5.56%	6.55%	6.93%	7.53%	7.19%	7.30%	6.82%	5.86%	6.59%	7.46%	6.07%	6.53%	7.55%	4.46%	8.49%	5.51%	7.19%	7.11%	5.77%	7.04%	7.16%	8.30%	6.63%	5.80%	7.80%	6.35%	5.67%	6.86%	6.31%	6.90%	2.98%	0.65%	0.00%	0.90%	10.61%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14425	381	278	97	356	358	390	357	201	273	262	216	102	386	167	188	364	183	201	168	307	141	101	226	230	270	334	247	225	237	299	316	414	390	178	190	214	299	263	323	333	368	404	271	369	359	229	355	274	214	310	379	98	57	68	176	29					
		29.16%	26.55%	28.05%	32.23%	34.03%	28.03%	28.49%	31.29%	32.52%	31.24%	28.73%	26.15%	22.27%	32.11%	32.68%	21.58%	30.51%	35.12%	34.36%	30.77%	28.80%	25.54%	26.72%	28.46%	29.53%	29.06%	27.29%	27.32%	31.96%	26.72%	30.79%	33.69%	32.65%	33.53%	29.23%	28.23%	24.54%	25.75%	28.22%	27.35%	29.55%	24.66%	30.79%	29.20%	28.43%	27.79%	25.16%	31.31%	27.24%	24.07%	26.43%	28.43%	58.33%	37.25%	80.95%	39.73%	43.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	345	11	7	5	7	14	6	5	4	6	9	3	4	4	4	7	13	1	2	8	5	4	2	6	5	8	8	1	6	4	7	3	9	6	4	2	5	7	9	7	19	5	11	5	10	6	6	2	7	7	12	16	1	0	0	10	0					
		0.70%	0.77%	0.71%	1.66%	0.67%	1.10%	0.44%	0.44%	0.65%	0.69%	0.99%	0.36%	0.87%	0.33%	0.78%	0.80%	1.09%	0.19%	0.34%	1.47%	0.47%	0.72%	0.53%	0.76%	0.64%	0.86%	0.65%	0.11%	0.85%	0.45%	0.72%	0.32%	0.71%	0.52%	0.66%	0.30%	0.57%	0.60%	0.97%	0.59%	1.69%	0.34%	0.84%	0.54%	0.77%	0.46%	0.66%	0.18%	0.70%	0.79%	1.02%	1.20%	0.60%	0.00%	0.00%	2.26%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
