Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
Наименование Избирательной комиссии:    Петрозаводская городская №2																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №128	УИК №129	УИК №130					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1630	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	473	10	10	12	7	8	6	11	8	5	4	7	5	6	8	7	11	8	18	28	5	16	8	1	7	8	11	9	9	16	7	9	12	16	14	7	5	7	9	15	11	7	10	8	8	5	3	10	4	7	6	8	12	4	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	504	20	11	12	4	14	8	9	14	8	13	13	7	10	7	11	9	12	14	12	5	3	5	8	10	11	5	7	8	9	7	9	3	7	7	8	12	8	9	3	14	7	7	4	6	5	4	13	2	7	9	4	10	7	1	25	2	9	12	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	1157	20	20	18	23	22	24	19	22	25	26	23	25	24	22	23	19	22	12	12	25	14	22	29	23	22	19	21	21	14	23	21	18	14	16	23	25	23	21	15	19	23	20	22	22	25	27	20	26	23	24	22	18	26	30	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	3	0	1	0	0	1	1	0	0	1	0	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	2	0	0	0	0	1	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8546	173	162	160	149	125	116	133	108	164	119	206	134	155	122	138	165	146	168	207	131	157	174	162	161	160	169	222	205	194	168	189	179	176	206	162	200	162	127	151	162	153	134	151	195	115	137	185	147	126	91	109	230	90	19	75	11	30	24	6	51					
		17.32%	17.20%	19.38%	18.78%	16.28%	17.61%	18.65%	16.54%	18.43%	16.94%	15.97%	18.17%	15.97%	17.40%	14.34%	17.29%	17.95%	13.99%	15.15%	15.36%	15.13%	18.00%	16.05%	17.86%	18.15%	16.97%	17.83%	21.92%	19.19%	20.64%	19.27%	20.45%	19.52%	18.31%	19.04%	17.14%	18.45%	17.63%	18.35%	17.48%	16.89%	17.09%	14.73%	18.85%	21.20%	13.76%	16.16%	15.84%	16.17%	14.45%	13.56%	15.62%	17.54%	15.49%	14.07%	19.69%	18.64%	16.30%	22.64%	11.54%	18.75%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8696	107	82	117	186	106	122	144	116	169	144	198	162	109	182	117	134	173	172	247	178	164	208	134	170	137	171	166	197	150	138	176	152	149	184	168	196	159	132	208	181	182	166	138	155	151	168	237	167	171	157	131	249	119	11	64	15	24	12	10	64					
		17.63%	10.64%	9.81%	13.73%	20.33%	14.93%	19.61%	17.91%	19.80%	17.46%	19.33%	17.46%	19.31%	12.23%	21.39%	14.66%	14.58%	16.59%	15.51%	18.32%	20.55%	18.81%	19.19%	14.77%	19.17%	14.53%	18.04%	16.39%	18.45%	15.96%	15.83%	19.05%	16.58%	15.50%	17.01%	17.78%	18.08%	17.30%	19.08%	24.07%	18.87%	20.34%	18.24%	17.23%	16.85%	18.06%	19.81%	20.29%	18.37%	19.61%	23.40%	18.77%	18.99%	20.48%	8.15%	16.80%	25.42%	13.04%	11.32%	19.23%	23.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	525	6	13	9	8	16	6	9	10	9	6	6	10	1	11	8	7	5	14	16	11	10	15	5	12	7	12	11	8	10	11	14	16	8	9	6	11	6	8	14	9	5	18	7	7	12	14	11	6	6	9	6	20	6	1	4	0	2	2	2	4					
		1.06%	0.60%	1.56%	1.06%	0.87%	2.25%	0.96%	1.12%	1.71%	0.93%	0.81%	0.53%	1.19%	0.11%	1.29%	1.00%	0.76%	0.48%	1.26%	1.19%	1.27%	1.15%	1.38%	0.55%	1.35%	0.74%	1.27%	1.09%	0.75%	1.06%	1.26%	1.52%	1.74%	0.83%	0.83%	0.63%	1.01%	0.65%	1.16%	1.62%	0.94%	0.56%	1.98%	0.87%	0.76%	1.44%	1.65%	0.94%	0.66%	0.69%	1.34%	0.86%	1.53%	1.03%	0.74%	1.05%	0.00%	1.09%	1.89%	3.85%	1.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11383	312	262	228	208	180	153	189	111	231	178	239	170	271	212	188	231	261	250	320	180	193	247	254	176	224	244	252	264	244	224	215	216	273	260	273	232	200	141	175	209	152	208	159	205	153	179	245	178	173	110	129	301	73	39	81	7	35	27	4	35					
		23.07%	31.01%	31.34%	26.76%	22.73%	25.35%	24.60%	23.51%	18.94%	23.86%	23.89%	21.08%	20.26%	30.42%	24.91%	23.56%	25.14%	25.02%	22.54%	23.74%	20.79%	22.13%	22.79%	28.00%	19.84%	23.75%	25.74%	24.88%	24.72%	25.96%	25.69%	23.27%	23.56%	28.41%	24.03%	28.89%	21.40%	21.76%	20.38%	20.25%	21.79%	16.98%	22.86%	19.85%	22.28%	18.30%	21.11%	20.98%	19.58%	19.84%	16.39%	18.48%	22.96%	12.56%	28.89%	21.26%	11.86%	19.02%	25.47%	7.69%	12.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5663	142	115	124	114	89	80	106	71	104	103	130	81	115	101	100	117	159	147	128	81	86	136	124	138	113	87	85	75	105	82	91	92	80	105	81	124	112	100	80	96	114	111	76	77	126	113	156	112	96	114	114	116	56	5	15	3	16	8	4	32					
		11.48%	14.12%	13.76%	14.55%	12.46%	12.54%	12.86%	13.18%	12.12%	10.74%	13.83%	11.46%	9.65%	12.91%	11.87%	12.53%	12.73%	15.24%	13.26%	9.50%	9.35%	9.86%	12.55%	13.67%	15.56%	11.98%	9.18%	8.39%	7.02%	11.17%	9.40%	9.85%	10.03%	8.32%	9.70%	8.57%	11.44%	12.19%	14.45%	9.26%	10.01%	12.74%	12.20%	9.49%	8.37%	15.07%	13.33%	13.36%	12.32%	11.01%	16.99%	16.33%	8.85%	9.64%	3.70%	3.94%	5.08%	8.70%	7.55%	7.69%	11.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13134	235	176	189	224	175	137	201	155	262	164	326	257	215	198	220	237	266	331	391	263	241	271	207	213	259	237	253	291	222	219	223	239	249	283	241	285	260	167	207	274	259	242	242	256	262	215	309	273	267	176	190	363	217	50	131	18	70	31	25	75					
		26.62%	23.36%	21.05%	22.18%	24.48%	24.65%	22.03%	25.00%	26.45%	27.07%	22.01%	28.75%	30.63%	24.13%	23.27%	27.57%	25.79%	25.50%	29.85%	29.01%	30.37%	27.64%	25.00%	22.82%	24.01%	27.47%	25.00%	24.98%	27.25%	23.62%	25.11%	24.13%	26.06%	25.91%	26.16%	25.50%	26.29%	28.29%	24.13%	23.96%	28.57%	28.94%	26.59%	30.21%	27.83%	31.34%	25.35%	26.46%	30.03%	30.62%	26.23%	27.22%	27.69%	37.35%	37.04%	34.38%	30.51%	38.04%	29.25%	48.08%	27.57%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	545	14	12	10	11	5	1	7	4	7	18	16	11	7	11	6	7	16	9	16	14	7	11	8	6	18	13	8	16	8	19	7	11	13	14	8	12	10	8	14	10	8	6	10	11	7	8	6	9	10	8	6	9	4	5	6	1	3	2	1	2					
		1.10%	1.39%	1.44%	1.17%	1.20%	0.70%	0.16%	0.87%	0.68%	0.72%	2.42%	1.41%	1.31%	0.79%	1.29%	0.75%	0.76%	1.53%	0.81%	1.19%	1.62%	0.80%	1.01%	0.88%	0.68%	1.91%	1.37%	0.79%	1.50%	0.85%	2.18%	0.76%	1.20%	1.35%	1.29%	0.85%	1.11%	1.09%	1.16%	1.62%	1.04%	0.89%	0.66%	1.25%	1.20%	0.84%	0.94%	0.51%	0.99%	1.15%	1.19%	0.86%	0.69%	0.69%	3.70%	1.57%	1.69%	1.63%	1.89%	1.92%	0.74%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
