Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Петрозаводская городская №2																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1530	30	30	30	30	30	30	30	30	60	30	30	30	30	30	60	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	556	13	8	8	19	8	8	7	12	32	6	5	12	14	5	48	13	9	9	10	9	12	14	15	10	10	16	12	13	12	15	11	10	18	9	13	9	5	7	13	10	9	3	4	16	5	9	5	11	5	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	512	7	4	9	12	14	8	0	12	9	7	7	18	14	4	37	4	4	11	1	4	5	4	10	3	7	3	5	7	9	9	5	23	5	7	6	13	15	11	6	5	10	3	11	5	4	38	0	9	9	5	37	3	16	2	11	5					
14	Число погашенных неиспользованных открепительных удостоверений	974	17	22	22	11	22	22	23	18	28	24	25	18	16	25	12	17	21	21	20	21	18	16	15	20	20	14	18	17	18	15	19	20	12	21	17	21	25	23	17	20	21	27	26	14	25	21	25	19	25	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	0	0	0	1	1	0	1	2	0	1	1	1	0	0	0	0	2	1	0	1	0	0	0	2	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	856	8	19	11	7	21	15	19	19	19	9	18	24	27	11	28	17	14	19	24	21	20	23	14	18	23	25	12	16	14	19	26	16	15	5	11	21	23	13	20	19	6	16	16	19	19	13	9	15	18	1	6	0	11	1	2	1					
		1.75%	1.08%	2.81%	1.20%	0.82%	1.95%	1.79%	2.13%	1.95%	1.72%	0.99%	1.98%	2.21%	2.38%	1.04%	2.08%	1.71%	1.37%	1.76%	2.41%	2.33%	2.06%	2.43%	1.27%	1.58%	2.11%	2.31%	1.16%	1.51%	1.31%	1.53%	2.56%	1.23%	1.69%	0.76%	1.15%	2.04%	2.46%	1.39%	2.30%	1.92%	0.75%	1.82%	1.86%	1.96%	2.16%	1.63%	1.29%	1.04%	2.68%	1.22%	1.46%	0.00%	3.69%	1.82%	2.13%	1.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1005	19	5	24	9	31	21	20	19	27	19	12	18	22	24	22	18	29	26	19	30	34	31	20	22	22	34	18	27	24	21	23	37	22	14	26	27	16	17	14	23	9	10	20	13	10	18	2	22	8	1	4	0	2	0	0	0					
		2.05%	2.56%	0.74%	2.62%	1.05%	2.88%	2.50%	2.24%	1.95%	2.44%	2.08%	1.32%	1.66%	1.94%	2.27%	1.63%	1.81%	2.84%	2.40%	1.91%	3.32%	3.50%	3.27%	1.82%	1.93%	2.02%	3.15%	1.74%	2.54%	2.25%	1.69%	2.26%	2.85%	2.48%	2.12%	2.72%	2.63%	1.71%	1.81%	1.61%	2.32%	1.12%	1.14%	2.32%	1.34%	1.14%	2.25%	0.29%	1.53%	1.19%	1.22%	0.97%	0.00%	0.67%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	73	1	0	0	3	2	2	2	2	2	1	1	2	3	4	3	4	2	1	3	1	1	1	1	0	0	2	0	1	0	5	3	0	1	3	3	1	1	1	0	1	0	0	1	1	0	3	0	1	2	0	1	0	0	0	0	0					
		0.15%	0.13%	0.00%	0.00%	0.35%	0.19%	0.24%	0.22%	0.21%	0.18%	0.11%	0.11%	0.18%	0.26%	0.38%	0.22%	0.40%	0.20%	0.09%	0.30%	0.11%	0.10%	0.11%	0.09%	0.00%	0.00%	0.19%	0.00%	0.09%	0.00%	0.40%	0.29%	0.00%	0.11%	0.45%	0.31%	0.10%	0.11%	0.11%	0.00%	0.10%	0.00%	0.00%	0.12%	0.10%	0.00%	0.38%	0.00%	0.07%	0.30%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6804	109	86	109	71	123	102	117	120	203	119	169	175	203	176	143	145	142	151	167	123	141	157	174	182	174	156	167	124	154	180	185	125	112	79	97	164	123	146	107	136	106	146	129	122	117	99	82	196	32	10	50	10	35	2	32	0					
		13.91%	14.71%	12.70%	11.91%	8.28%	11.44%	12.14%	13.12%	12.31%	18.34%	13.05%	18.57%	16.11%	17.87%	16.65%	10.61%	14.59%	13.89%	13.96%	16.75%	13.62%	14.51%	16.56%	15.80%	15.94%	15.95%	14.43%	16.17%	11.69%	14.43%	14.46%	18.19%	9.63%	12.61%	11.97%	10.15%	15.95%	13.14%	15.58%	12.30%	13.74%	13.18%	16.57%	14.97%	12.56%	13.31%	12.39%	11.80%	13.63%	4.77%	12.20%	12.17%	19.23%	11.74%	3.64%	34.04%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	548	14	4	14	4	23	8	10	7	22	8	8	8	18	7	12	3	9	7	9	10	14	9	22	16	12	20	14	16	26	16	13	23	28	7	7	6	8	6	3	10	4	10	7	11	7	1	5	13	4	0	1	0	4	0	0	0					
		1.12%	1.89%	0.59%	1.53%	0.47%	2.14%	0.95%	1.12%	0.72%	1.99%	0.88%	0.88%	0.74%	1.58%	0.66%	0.89%	0.30%	0.88%	0.65%	0.90%	1.11%	1.44%	0.95%	1.99%	1.40%	1.10%	1.85%	1.36%	1.51%	2.44%	1.29%	1.28%	1.77%	3.15%	1.06%	0.73%	0.58%	0.85%	0.64%	0.34%	1.01%	0.50%	1.14%	0.81%	1.13%	0.80%	0.13%	0.72%	0.90%	0.60%	0.00%	0.24%	0.00%	1.34%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	180	5	3	5	4	3	2	1	4	3	2	5	1	7	0	4	6	3	1	3	2	5	3	6	2	5	3	4	5	7	6	4	4	4	5	5	4	3	5	0	5	3	1	2	6	3	2	3	4	2	1	1	1	2	0	0	0					
		0.37%	0.67%	0.44%	0.55%	0.47%	0.28%	0.24%	0.11%	0.41%	0.27%	0.22%	0.55%	0.09%	0.62%	0.00%	0.30%	0.60%	0.29%	0.09%	0.30%	0.22%	0.51%	0.32%	0.54%	0.18%	0.46%	0.28%	0.39%	0.47%	0.66%	0.48%	0.39%	0.31%	0.45%	0.76%	0.52%	0.39%	0.32%	0.53%	0.00%	0.51%	0.37%	0.11%	0.23%	0.62%	0.34%	0.25%	0.43%	0.28%	0.30%	1.22%	0.24%	1.92%	0.67%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5240	72	66	80	103	107	102	108	96	111	112	76	106	103	79	147	85	114	117	104	87	88	91	103	121	117	111	113	113	108	128	88	174	105	90	124	113	98	126	90	88	100	109	138	104	105	94	74	153	101	7	30	4	43	5	4	5					
		10.71%	9.72%	9.75%	8.74%	12.02%	9.95%	12.14%	12.11%	9.85%	10.03%	12.28%	8.35%	9.76%	9.07%	7.47%	10.91%	8.55%	11.15%	10.81%	10.43%	9.63%	9.05%	9.60%	9.36%	10.60%	10.72%	10.27%	10.94%	10.65%	10.12%	10.28%	8.65%	13.41%	11.82%	13.64%	12.97%	10.99%	10.47%	13.45%	10.34%	8.89%	12.44%	12.37%	16.01%	10.71%	11.95%	11.76%	10.65%	10.64%	15.05%	8.54%	7.30%	7.69%	14.43%	9.09%	4.26%	7.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5371	87	80	110	87	137	99	72	103	143	96	105	136	131	101	121	96	118	129	131	91	108	110	146	147	122	128	124	121	139	143	120	133	89	77	94	96	87	98	87	116	90	106	84	101	91	58	105	155	35	11	32	7	22	2	10	4					
		10.98%	11.74%	11.82%	12.02%	10.15%	12.74%	11.79%	8.07%	10.56%	12.92%	10.53%	11.54%	12.52%	11.53%	9.56%	8.98%	9.66%	11.55%	11.92%	13.14%	10.08%	11.11%	11.60%	13.26%	12.87%	11.18%	11.84%	12.00%	11.40%	13.03%	11.49%	11.80%	10.25%	10.02%	11.67%	9.83%	9.34%	9.29%	10.46%	10.00%	11.72%	11.19%	12.03%	9.74%	10.40%	10.35%	7.26%	15.11%	10.78%	5.22%	13.41%	7.79%	13.46%	7.38%	3.64%	10.64%	5.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	680	4	4	9	12	12	0	10	8	19	14	8	14	10	12	28	17	28	16	13	29	33	17	17	16	16	9	22	22	21	12	8	12	13	12	6	15	18	11	14	16	8	5	8	9	18	9	8	23	3	0	5	0	5	0	1	1					
		1.39%	0.54%	0.59%	0.98%	1.40%	1.12%	0.00%	1.12%	0.82%	1.72%	1.54%	0.88%	1.29%	0.88%	1.14%	2.08%	1.71%	2.74%	1.48%	1.30%	3.21%	3.40%	1.79%	1.54%	1.40%	1.47%	0.83%	2.13%	2.07%	1.97%	0.96%	0.79%	0.92%	1.46%	1.82%	0.63%	1.46%	1.92%	1.17%	1.61%	1.62%	0.99%	0.57%	0.93%	0.93%	2.05%	1.13%	1.15%	1.60%	0.45%	0.00%	1.22%	0.00%	1.68%	0.00%	1.06%	1.45%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24388	352	357	465	489	539	420	465	504	482	430	432	508	499	549	752	526	480	530	437	442	428	429	530	546	521	502	479	541	493	626	474	688	418	308	512	507	469	446	469	513	429	409	400	497	457	437	372	758	427	48	269	29	158	45	39	57					
		49.87%	47.50%	52.73%	50.82%	57.06%	50.14%	50.00%	52.13%	51.69%	43.54%	47.15%	47.47%	46.78%	43.93%	51.94%	55.79%	52.92%	46.97%	48.98%	43.83%	48.95%	44.03%	45.25%	48.14%	47.81%	47.75%	46.44%	46.37%	50.99%	46.20%	50.28%	46.61%	53.00%	47.07%	46.67%	53.56%	49.32%	50.11%	47.60%	53.91%	51.82%	53.36%	46.42%	46.40%	51.18%	51.99%	54.69%	53.53%	52.71%	63.64%	58.54%	65.45%	55.77%	53.02%	81.82%	41.49%	82.61%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3259	66	49	79	62	68	62	59	85	68	98	66	83	103	87	73	66	68	72	75	60	83	59	64	63	65	77	67	65	64	77	59	77	65	54	63	65	77	57	56	56	44	65	50	78	48	56	31	71	32	2	6	1	9	0	3	1					
		6.66%	8.91%	7.24%	8.63%	7.23%	6.33%	7.38%	6.61%	8.72%	6.14%	10.75%	7.25%	7.64%	9.07%	8.23%	5.42%	6.64%	6.65%	6.65%	7.52%	6.64%	8.54%	6.22%	5.81%	5.52%	5.96%	7.12%	6.49%	6.13%	5.99%	6.18%	5.80%	5.93%	7.32%	8.18%	6.59%	6.32%	8.23%	6.08%	6.44%	5.66%	5.47%	7.38%	5.80%	8.03%	5.46%	7.01%	4.46%	4.94%	4.77%	2.44%	1.46%	1.92%	3.02%	0.00%	3.19%	1.45%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
