Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Кисловодская городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4721	183	131	170	83	73	147	156	79	162	124	93	149	11	166	127	90	126	99	63	155	131	67	157	102	49	58	126	223	198	60	93	135	95	82	116	60	70	123	116	20	43	28	38	10	21	15	11	9	46	32					
		15.90%	16.77%	14.92%	15.25%	14.80%	12.52%	16.84%	22.25%	16.60%	14.62%	16.76%	16.85%	15.94%	7.48%	17.95%	16.69%	14.31%	19.72%	17.90%	14.48%	20.34%	16.67%	11.65%	13.69%	12.85%	14.80%	11.58%	14.45%	18.44%	20.69%	15.54%	15.76%	17.42%	18.89%	11.78%	17.44%	13.57%	13.54%	16.36%	15.05%	5.99%	22.16%	13.86%	19.49%	11.11%	10.24%	10.34%	13.10%	18.75%	16.43%	17.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3431	185	133	152	59	80	90	67	41	148	82	61	134	3	130	92	74	64	61	47	63	104	49	86	123	24	59	153	105	90	58	71	91	30	65	97	55	56	92	83	50	24	16	10	8	19	4	6	3	18	16					
		11.55%	16.96%	15.15%	13.63%	10.52%	13.72%	10.31%	9.56%	8.61%	13.36%	11.08%	11.05%	14.33%	2.04%	14.05%	12.09%	11.76%	10.02%	11.03%	10.80%	8.27%	13.23%	8.52%	7.50%	15.49%	7.25%	11.78%	17.55%	8.68%	9.40%	15.03%	12.03%	11.74%	5.96%	9.34%	14.59%	12.44%	10.83%	12.23%	10.77%	14.97%	12.37%	7.92%	5.13%	8.89%	9.27%	2.76%	7.14%	6.25%	6.43%	8.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	351	14	9	18	7	7	10	10	8	13	13	1	7	3	11	9	2	9	7	5	8	6	7	13	5	5	8	14	12	10	7	9	12	5	2	7	5	15	12	7	1	6	2	3	2	1	1	0	1	1	1					
		1.18%	1.28%	1.03%	1.61%	1.25%	1.20%	1.15%	1.43%	1.68%	1.17%	1.76%	0.18%	0.75%	2.04%	1.19%	1.18%	0.32%	1.41%	1.27%	1.15%	1.05%	0.76%	1.22%	1.13%	0.63%	1.51%	1.60%	1.61%	0.99%	1.04%	1.81%	1.53%	1.55%	0.99%	0.29%	1.05%	1.13%	2.90%	1.60%	0.91%	0.30%	3.09%	0.99%	1.54%	2.22%	0.49%	0.69%	0.00%	2.08%	0.36%	0.54%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8581	267	263	282	201	151	198	197	151	350	221	161	291	29	277	207	184	193	170	144	243	203	148	191	250	112	173	208	395	303	121	191	240	139	178	185	147	165	179	277	69	58	103	69	19	41	32	35	23	96	51					
		28.90%	24.47%	29.95%	25.29%	35.83%	25.90%	22.68%	28.10%	31.72%	31.59%	29.86%	29.17%	31.12%	19.73%	29.95%	27.20%	29.25%	30.20%	30.74%	33.10%	31.89%	25.83%	25.74%	16.65%	31.49%	33.84%	34.53%	23.85%	32.67%	31.66%	31.35%	32.37%	30.97%	27.63%	25.57%	27.82%	33.26%	31.91%	23.80%	35.93%	20.66%	29.90%	50.99%	35.38%	21.11%	20.00%	22.07%	41.67%	47.92%	34.29%	27.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1509	64	26	50	27	20	26	34	24	55	47	21	37	1	40	28	17	43	22	22	43	63	29	109	34	28	18	25	70	67	26	28	29	25	30	28	9	28	56	40	10	4	11	21	4	11	9	8	6	32	4					
		5.08%	5.87%	2.96%	4.48%	4.81%	3.43%	2.98%	4.85%	5.04%	4.96%	6.35%	3.80%	3.96%	0.68%	4.32%	3.68%	2.70%	6.73%	3.98%	5.06%	5.64%	8.02%	5.04%	9.50%	4.28%	8.46%	3.59%	2.87%	5.79%	7.00%	6.74%	4.75%	3.74%	4.97%	4.31%	4.21%	2.04%	5.42%	7.45%	5.19%	2.99%	2.06%	5.45%	10.77%	4.44%	5.37%	6.21%	9.52%	12.50%	11.43%	2.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10294	345	290	418	165	241	262	224	156	348	246	202	294	95	288	283	254	192	176	150	231	260	261	574	254	101	180	323	369	268	107	182	256	187	329	210	156	183	264	223	175	59	39	52	46	109	82	23	5	83	74					
		34.67%	31.62%	33.03%	37.49%	29.41%	41.34%	30.01%	31.95%	32.77%	31.41%	33.24%	36.59%	31.44%	64.63%	31.14%	37.19%	40.38%	30.05%	31.83%	34.48%	30.31%	33.08%	45.39%	50.04%	31.99%	30.51%	35.93%	37.04%	30.52%	28.00%	27.72%	30.85%	33.03%	37.18%	47.27%	31.58%	35.29%	35.40%	35.11%	28.92%	52.40%	30.41%	19.31%	26.67%	51.11%	53.17%	56.55%	27.38%	10.42%	29.64%	40.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	169	8	6	4	5	3	3	2	5	5	4	1	3	3	2	2	2	3	6	2	1	5	4	3	4	6	2	5	12	12	0	1	8	2	5	3	1	0	6	7	5	0	0	2	1	3	1	0	1	0	0					
		0.57%	0.73%	0.68%	0.36%	0.89%	0.51%	0.34%	0.29%	1.05%	0.45%	0.54%	0.18%	0.32%	2.04%	0.22%	0.26%	0.32%	0.47%	1.08%	0.46%	0.13%	0.64%	0.70%	0.26%	0.50%	1.81%	0.40%	0.57%	0.99%	1.25%	0.00%	0.17%	1.03%	0.40%	0.72%	0.45%	0.23%	0.00%	0.80%	0.91%	1.50%	0.00%	0.00%	1.03%	1.11%	1.46%	0.69%	0.00%	2.08%	0.00%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
