13	Бабурин Сергей Николаевич	578	9	6	7	10	13	6	9	11	6	10	8	2	18	14	5	13	9	11	7	7	6	9	10	9	9	6	10	11	16	5	13	13	7	6	6	5	8	12	15	5	21	8	15	12	12	6	10	12	19	9	10	9	8	13	11	9	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0									
		0.91%	0.84%	0.63%	0.82%	0.92%	1.15%	0.55%	0.90%	0.94%	0.49%	0.91%	1.05%	0.17%	1.63%	1.35%	0.83%	1.07%	1.03%	0.82%	0.81%	0.79%	0.61%	0.75%	0.77%	1.10%	1.27%	0.71%	1.16%	0.77%	0.99%	0.53%	1.44%	1.42%	0.77%	0.73%	0.62%	0.46%	0.83%	1.23%	1.56%	0.58%	1.33%	0.56%	1.24%	0.81%	0.86%	0.61%	0.85%	1.06%	1.82%	0.81%	1.07%	0.93%	0.66%	1.07%	1.04%	0.73%	0.86%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	18.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	20.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	3.85%	23.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.70%	8.00%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%									
14	Грудинин Павел Николаевич	5836	122	92	89	90	96	107	87	116	111	82	75	92	139	104	60	113	83	151	80	111	105	106	127	80	67	71	91	119	137	86	91	95	87	74	94	115	89	72	65	88	135	117	85	135	142	95	82	116	89	88	69	95	90	74	113	123	130	10	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	5	0	0	0	0	1	3	5	2	5	2	7	1	0	2	4	7	9	5	6	5	6	1	1	4	2	8	0	2	0	0	0	2	2	4	1	4	1	3	0	1	0	0	4	2	6	1	1	2	2	4	1	0	1	1	0	0	0	14	4	4	1	0	5	7	0	1									
		9.21%	11.35%	9.69%	10.48%	8.32%	8.48%	9.75%	8.67%	9.92%	9.13%	7.47%	9.87%	7.59%	12.60%	10.02%	10.02%	9.34%	9.49%	11.23%	9.30%	12.49%	10.76%	8.83%	9.78%	9.74%	9.46%	8.39%	10.56%	8.32%	8.51%	9.10%	10.07%	10.39%	9.60%	8.98%	9.67%	10.57%	9.18%	7.37%	6.78%	10.24%	8.58%	8.19%	7.03%	9.06%	10.21%	9.72%	6.99%	10.27%	8.51%	7.94%	7.40%	9.80%	7.48%	6.11%	10.64%	9.92%	9.27%	4.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	9.09%	0.00%	0.00%	9.09%	0.00%	0.00%	9.09%	20.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	22.22%	20.00%	0.00%	20.00%	0.00%	0.00%	0.00%	0.00%	0.00%	22.22%	0.00%	0.00%	18.18%	0.00%	0.00%	0.00%	0.00%	45.45%	0.00%	0.00%	0.00%	0.00%	10.00%	9.09%	20.00%	8.00%	23.81%	11.11%	33.33%	5.26%	0.00%	10.53%	19.05%	25.00%	47.37%	22.73%	20.00%	13.89%	23.08%	3.85%	4.17%	16.00%	8.00%	17.78%	0.00%	8.33%	0.00%	0.00%	0.00%	8.00%	8.33%	16.00%	11.11%	36.36%	11.11%	30.00%	0.00%	9.09%	0.00%	0.00%	36.36%	4.26%	10.71%	4.17%	3.70%	8.33%	7.41%	15.38%	7.69%	0.00%	20.00%	16.67%	0.00%	0.00%	0.00%	36.84%	14.81%	16.00%	2.08%	0.00%	35.71%	25.00%	0.00%	8.33%									
15	Жириновский Владимир Вольфович	2764	50	34	30	29	57	52	37	58	73	62	41	45	39	40	28	59	38	47	44	40	39	45	50	35	38	32	35	64	73	42	35	36	51	31	36	49	49	40	46	24	56	62	50	51	48	48	44	42	48	56	31	39	50	68	50	33	54	14	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	1	1	1	2	0	0	2	6	3	2	3	1	3	4	0	1	3	0	3	4	1	1	0	2	0	4	4	2	1	2	8	1	2	4	3	2	0	1	0	1	0	1	1	0	8	3	3	9	2	11	7	2	0	0	1	0	1	0	3	4	2	6	7	1	3	0	0									
		4.36%	4.65%	3.58%	3.53%	2.68%	5.04%	4.74%	3.69%	4.96%	6.00%	5.65%	5.39%	3.71%	3.54%	3.85%	4.67%	4.88%	4.34%	3.49%	5.12%	4.50%	3.99%	3.75%	3.85%	4.26%	5.37%	3.78%	4.06%	4.47%	4.54%	4.44%	3.87%	3.94%	5.63%	3.76%	3.70%	4.50%	5.06%	4.09%	4.80%	2.79%	3.56%	4.34%	4.14%	3.42%	3.45%	4.91%	3.75%	3.72%	4.59%	5.05%	3.32%	4.02%	4.15%	5.62%	4.71%	2.66%	3.85%	5.81%	10.00%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	18.18%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	10.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	27.27%	18.18%	0.00%	9.09%	0.00%	9.09%	9.09%	9.09%	20.00%	0.00%	0.00%	6.06%	24.00%	12.00%	9.52%	16.67%	4.76%	15.79%	21.05%	0.00%	4.76%	10.71%	0.00%	13.64%	13.33%	2.78%	3.85%	0.00%	8.33%	0.00%	16.00%	8.89%	6.90%	4.17%	7.14%	15.38%	2.44%	8.00%	16.67%	12.00%	22.22%	0.00%	11.11%	0.00%	11.11%	0.00%	11.11%	11.11%	0.00%	17.02%	5.36%	12.50%	33.33%	8.33%	40.74%	26.92%	15.38%	0.00%	0.00%	16.67%	0.00%	11.11%	0.00%	7.89%	14.81%	8.00%	12.50%	13.21%	7.14%	10.71%	0.00%	0.00%									
16	Путин Владимир Владимирович	47135	762	723	633	838	829	793	769	865	918	832	551	968	756	769	452	903	640	967	614	616	693	907	942	590	490	618	648	1057	1211	702	641	677	675	618	715	806	731	730	704	661	1185	1090	932	1108	985	724	913	854	785	837	763	732	930	928	759	915	1061	205	9	8	10	12	11	11	11	10	8	11	11	8	11	11	8	10	9	10	7	10	8	10	9	10	10	10	10	7	8	10	8	8	10	10	10	10	3	11	11	5	9	12	8	8	4	10	10	8	9	7	24	9	18	14	11	13	15	14	13	16	15	9	14	18	27	15	23	20	20	19	30	21	20	25	42	38	18	18	16	6	7	6	7	8	7	8	7	5	27	29	19	14	15	14	12	7	5	3	3	5	8	3	17	16	16	40	44	6	16	11	10									
		74.42%	70.88%	76.19%	74.56%	77.45%	73.23%	72.29%	76.67%	73.99%	75.49%	75.84%	72.50%	79.87%	68.54%	74.08%	75.46%	74.63%	73.14%	71.90%	71.40%	69.29%	71.00%	75.52%	72.57%	71.86%	69.21%	73.05%	75.17%	73.86%	75.26%	74.29%	70.91%	74.07%	74.50%	75.00%	73.56%	74.08%	75.44%	74.72%	73.41%	76.95%	75.29%	76.28%	77.09%	74.36%	70.81%	74.10%	77.90%	75.58%	75.05%	75.54%	81.78%	75.54%	77.24%	76.63%	71.47%	73.79%	75.62%	85.06%	90.00%	80.00%	100.00%	100.00%	91.67%	100.00%	100.00%	100.00%	80.00%	100.00%	100.00%	72.73%	100.00%	100.00%	72.73%	100.00%	100.00%	90.91%	70.00%	90.91%	72.73%	100.00%	90.00%	100.00%	100.00%	100.00%	100.00%	77.78%	80.00%	100.00%	80.00%	80.00%	100.00%	100.00%	100.00%	100.00%	33.33%	100.00%	100.00%	45.45%	81.82%	100.00%	72.73%	80.00%	36.36%	90.91%	90.91%	80.00%	90.00%	70.00%	72.73%	36.00%	72.00%	66.67%	61.11%	61.90%	78.95%	73.68%	68.42%	76.19%	53.57%	47.37%	63.64%	60.00%	75.00%	57.69%	88.46%	83.33%	80.00%	76.00%	66.67%	72.41%	83.33%	89.29%	80.77%	92.68%	72.00%	75.00%	64.00%	66.67%	63.64%	66.67%	70.00%	88.89%	63.64%	88.89%	77.78%	45.45%	57.45%	51.79%	79.17%	51.85%	62.50%	51.85%	46.15%	53.85%	100.00%	60.00%	50.00%	100.00%	88.89%	75.00%	44.74%	59.26%	64.00%	83.33%	83.02%	42.86%	57.14%	91.67%	83.33%									
17	Собчак Ксения Анатольевна	2631	51	42	41	60	51	50	36	52	39	26	32	33	69	37	17	49	37	73	44	42	46	50	67	36	54	59	26	73	54	40	49	32	27	27	51	41	37	48	50	30	58	57	50	60	68	38	54	38	37	46	16	31	50	48	53	49	50	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	1	0	1	3	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	1	3	8	1	3	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0									
		4.15%	4.74%	4.43%	4.83%	5.55%	4.51%	4.56%	3.59%	4.45%	3.21%	2.37%	4.21%	2.72%	6.26%	3.56%	2.84%	4.05%	4.23%	5.43%	5.12%	4.72%	4.71%	4.16%	5.16%	4.38%	7.63%	6.97%	3.02%	5.10%	3.36%	4.23%	5.42%	3.50%	2.98%	3.28%	5.25%	3.77%	3.82%	4.91%	5.21%	3.49%	3.68%	3.99%	4.14%	4.03%	4.89%	3.89%	4.61%	3.36%	3.54%	4.15%	1.71%	3.20%	4.15%	3.96%	4.99%	3.95%	3.56%	0.83%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	22.22%	0.00%	0.00%	0.00%	0.00%	0.00%	18.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.00%	4.00%	0.00%	5.56%	0.00%	0.00%	0.00%	10.53%	0.00%	7.14%	0.00%	0.00%	3.33%	0.00%	0.00%	0.00%	0.00%	4.00%	0.00%	2.22%	10.34%	0.00%	3.57%	3.85%	0.00%	4.00%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	6.38%	14.29%	4.17%	11.11%	4.17%	0.00%	0.00%	0.00%	0.00%	0.00%	16.67%	0.00%	0.00%	25.00%	2.63%	0.00%	4.00%	2.08%	1.89%	0.00%	0.00%	0.00%	0.00%									
18	Сурайкин Максим Александрович	454	6	6	5	5	7	6	6	9	12	5	15	9	10	9	3	9	7	10	8	10	12	6	9	6	5	5	7	7	8	4	8	7	6	8	3	7	5	4	4	11	8	16	10	12	7	19	6	4	5	8	5	10	10	16	4	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.72%	0.56%	0.63%	0.59%	0.46%	0.62%	0.55%	0.60%	0.77%	0.99%	0.46%	1.97%	0.74%	0.91%	0.87%	0.50%	0.74%	0.80%	0.74%	0.93%	1.12%	1.23%	0.50%	0.69%	0.73%	0.71%	0.59%	0.81%	0.49%	0.50%	0.42%	0.88%	0.77%	0.66%	0.97%	0.31%	0.64%	0.52%	0.41%	0.42%	1.28%	0.51%	1.12%	0.83%	0.81%	0.50%	1.94%	0.51%	0.35%	0.48%	0.72%	0.54%	1.03%	0.83%	1.32%	0.38%	0.56%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	3.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.85%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
19	Титов Борис Юрьевич	949	25	7	12	10	16	17	19	15	15	23	12	25	14	18	6	13	12	12	17	13	12	23	25	17	15	26	9	13	25	16	11	14	9	10	17	11	13	15	18	8	33	24	15	38	21	14	16	12	16	24	7	7	17	23	15	19	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	2	0	0	0	0	0	3	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1									
