7	Число избирательных бюллетеней в переносных ящиках для голосования	6848	19	6	7	353	18	11	7	10	12	15	18	61	42	7	14	28	300	93	15	12	22	33	30	26	29	34	37	431	19	43	20	11	38	16	23	28	27	13	21	24	18	474	21	122	42	28	93	13	31	45	35	29	36	28	77	60	34	30	19	27	43	140	21	105	24	100	207	153	182	51	88	164	146	158	182	98	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	634	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	87526	848	717	710	1021	841	1320	374	856	1134	1155	799	818	1391	788	996	1031	1250	1124	825	1143	1167	1130	1377	1139	1441	970	1365	777	909	1459	914	1034	1312	668	999	982	901	1015	920	958	1073	987	918	959	1333	1184	1152	785	1101	1292	1190	2455	1144	1250	1113	1192	1107	1208	949	1243	1434	1113	1050	1199	1336	1452	1503	1865	1325	1593	1256	1306	1420	1255	0	314	232	11	10	10	26	11	11	11	10	9	12	12	3	11	11	10	12	11	11	10	11	12	11	11	11	11	11	11	10	11	11	9	10	11	10	10	12	40	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	11	11	25	25	25	50	48	34	32	21	26	27	26	24	34	48	42	31	33	28	31	25	27	318	621	449	68	737	99	26	24	24									
9	Число недействительных избирательных бюллетеней	1257	12	11	12	17	19	14	11	12	14	14	25	15	27	19	22	10	18	16	12	18	5	16	33	15	17	20	22	18	17	22	12	16	0	11	11	13	8	17	10	13	20	16	12	12	20	20	30	3	10	22	23	15	8	27	17	37	11	12	38	16	15	15	7	22	11	24	4	11	13	29	13	5	22	14	0	0	9	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	5	10	6	1	11	4	0	0	0									
10	Число действительных избирательных бюллетеней	93117	855	712	705	1357	840	1317	370	854	1132	1156	792	864	1406	776	988	1049	1532	1201	828	1137	1184	1147	1374	1150	1453	984	1380	1190	911	1480	922	1029	1350	673	1011	997	920	1011	931	969	1071	1445	927	1069	1355	1192	1215	795	1122	1315	1202	2469	1172	1251	1173	1215	1130	1226	930	1254	1462	1238	1064	1282	1349	1528	1706	2007	1494	1615	1331	1465	1544	1399	182	412	984	11	10	9	24	11	10	11	10	9	12	12	3	10	11	10	12	11	11	10	11	9	11	11	11	11	11	11	9	11	11	9	10	10	10	10	12	40	10	10	11	11	11	11	11	11	10	11	11	11	11	11	8	10	10	11	25	24	25	50	48	34	31	20	26	27	25	24	34	47	42	31	32	28	31	25	27	313	611	443	423	726	729	26	24	24									
11	Число полученных открепительных  удостоверений	2283	25	25	27	32	30	40	25	25	30	30	25	25	35	33	25	40	44	30	25	43	35	25	38	30	40	30	25	30	30	40	30	35	40	25	32	25	25	25	30	25	30	35	25	25	39	33	25	25	40	30	28	35	30	31	30	25	25	25	28	25	28	35	35	30	49	40	35	38	25	30	25	35	35	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2145	21	22	27	32	29	39	9	24	30	29	16	22	34	29	23	33	44	29	22	42	35	24	37	27	40	24	25	28	24	40	30	35	39	25	32	25	22	24	26	25	30	33	22	18	39	33	19	24	39	30	28	35	30	29	27	25	24	14	27	23	28	35	35	29	48	39	33	35	25	30	21	35	35	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1894	79	48	13	27	26	1	30	50	28	24	30	17	44	18	24	26	21	24	35	16	31	15	17	31	48	22	23	28	37	48	18	22	33	26	16	22	16	17	18	13	22	18	32	13	17	16	26	12	12	32	22	50	25	15	17	22	17	14	18	10	39	25	18	9	23	33	14	18	24	48	22	28	17	24	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	35	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	138	4	3	0	0	1	1	16	1	0	1	9	3	1	4	2	7	0	1	3	1	0	1	1	3	0	6	0	2	6	0	0	0	1	0	0	0	3	1	4	0	0	2	3	7	0	0	6	1	1	0	0	0	0	2	3	0	1	11	1	2	0	0	0	1	1	1	2	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	213	3	3	3	17	1	4	0	4	3	3	3	1	8	1	3	6	6	2	1	7	1	2	3	2	2	2	2	3	0	5	0	1	0	1	3	7	1	1	6	5	0	7	1	3	4	5	0	6	5	0	1	4	0	5	1	2	4	1	0	5	2	5	0	2	4	4	3	3	3	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																																																													
19	Жириновский Владимир Вольфович	4557	74	32	37	59	46	63	28	63	85	54	50	37	72	50	53	72	85	62	47	72	66	40	76	30	62	41	47	35	48	74	45	53	73	30	55	56	53	46	53	29	56	75	35	49	38	66	57	35	75	68	56	79	38	40	40	75	83	63	49	54	58	55	38	34	66	106	69	55	52	52	54	51	68	53	13	18	34	1	0	1	7	0	4	1	0	1	5	0	0	1	1	1	3	0	1	2	1	6	3	2	1	3	0	2	2	3	3	1	1	2	2	1	1	4	2	3	2	1	4	2	6	2	5	4	1	3	1	0	2	3	1	1	1	3	2	17	8	5	2	1	1	1	1	2	7	5	1	3	2	4	0	7	14	28	46	15	11	58	14	12	9	7									
		4.83%	8.54%	4.43%	5.16%	4.29%	5.36%	4.73%	7.35%	7.27%	7.42%	4.62%	6.12%	4.21%	5.02%	6.29%	5.25%	6.80%	5.48%	5.09%	5.60%	6.23%	5.55%	3.44%	5.40%	2.58%	4.22%	4.08%	3.35%	2.90%	5.17%	4.93%	4.82%	5.07%	5.41%	4.39%	5.38%	5.54%	5.71%	4.47%	5.63%	2.95%	5.13%	5.13%	3.73%	4.53%	2.76%	5.45%	4.58%	4.39%	6.63%	5.09%	4.57%	3.18%	3.22%	3.13%	3.36%	5.99%	7.27%	5.09%	5.06%	4.25%	3.93%	4.39%	3.55%	2.61%	4.85%	6.83%	4.04%	2.73%	3.45%	3.16%	4.02%	3.47%	4.34%	3.75%	7.14%	4.37%	3.42%	9.09%	0.00%	10.00%	26.92%	0.00%	36.36%	9.09%	0.00%	11.11%	41.67%	0.00%	0.00%	9.09%	9.09%	10.00%	25.00%	0.00%	9.09%	20.00%	9.09%	50.00%	27.27%	18.18%	9.09%	27.27%	0.00%	18.18%	20.00%	27.27%	27.27%	11.11%	10.00%	18.18%	20.00%	10.00%	8.33%	10.00%	18.18%	27.27%	18.18%	9.09%	36.36%	18.18%	54.55%	18.18%	45.45%	36.36%	9.09%	27.27%	9.09%	0.00%	18.18%	30.00%	9.09%	9.09%	4.00%	12.00%	8.00%	34.00%	16.67%	14.71%	6.25%	4.76%	3.85%	3.70%	3.85%	8.33%	20.59%	10.42%	2.38%	9.68%	6.06%	14.29%	0.00%	28.00%	51.85%	8.81%	7.41%	3.34%	2.59%	7.87%	1.91%	46.15%	37.50%	29.17%									
20	Зюганов Геннадий Андреевич	11392	102	86	95	186	122	126	49	131	165	163	118	140	184	143	143	155	220	118	123	111	218	110	225	170	236	147	119	137	156	223	148	184	238	99	179	141	121	154	99	70	109	162	88	97	101	125	101	84	184	203	164	198	112	146	168	165	160	221	127	222	145	103	116	112	115	218	135	107	162	180	196	171	190	142	16	44	46	0	2	1	8	0	0	3	1	5	0	0	1	1	5	3	1	1	0	0	6	0	0	0	3	0	3	0	1	0	0	2	0	2	4	4	4	12	2	0	2	0	1	2	1	2	2	2	3	0	4	0	0	0	0	5	5	3	5	7	18	4	2	3	2	3	4	5	4	12	9	6	7	2	8	2	2	11	52	18	12	75	15	2	3	3									
		12.07%	11.76%	11.89%	13.25%	13.54%	14.20%	9.47%	12.86%	15.13%	14.40%	13.93%	14.44%	15.93%	12.84%	17.99%	14.16%	14.64%	14.19%	9.70%	14.64%	9.61%	18.33%	9.46%	15.99%	14.59%	16.05%	14.64%	8.49%	11.34%	16.81%	14.85%	15.85%	17.61%	17.63%	14.47%	17.51%	13.96%	13.04%	14.98%	10.52%	7.13%	9.99%	11.09%	9.37%	8.97%	7.35%	10.31%	8.11%	10.53%	16.25%	15.18%	13.39%	7.97%	9.49%	11.42%	14.12%	13.18%	14.02%	17.85%	13.12%	17.48%	9.82%	8.22%	10.83%	8.59%	8.46%	14.05%	7.89%	5.30%	10.75%	10.95%	14.58%	11.63%	12.13%	10.05%	8.79%	10.68%	4.63%	0.00%	20.00%	10.00%	30.77%	0.00%	0.00%	27.27%	10.00%	55.56%	0.00%	0.00%	33.33%	9.09%	45.45%	30.00%	8.33%	9.09%	0.00%	0.00%	54.55%	0.00%	0.00%	0.00%	27.27%	0.00%	27.27%	0.00%	10.00%	0.00%	0.00%	22.22%	0.00%	18.18%	40.00%	40.00%	33.33%	30.00%	18.18%	0.00%	18.18%	0.00%	9.09%	18.18%	9.09%	18.18%	18.18%	18.18%	27.27%	0.00%	36.36%	0.00%	0.00%	0.00%	0.00%	45.45%	20.00%	12.00%	20.00%	14.00%	37.50%	11.76%	6.25%	14.29%	7.69%	11.11%	15.38%	20.83%	11.76%	25.00%	21.43%	19.35%	21.21%	7.14%	25.81%	8.00%	7.41%	3.46%	8.37%	4.01%	2.83%	10.18%	2.05%	7.69%	12.50%	12.50%									
21	Миронов Сергей Михайлович	5991	63	54	60	78	82	76	26	49	78	89	69	63	78	52	91	85	119	59	59	51	91	64	122	136	128	88	69	77	68	97	76	113	132	65	80	94	81	82	63	59	61	96	59	31	44	37	85	33	75	71	69	218	46	80	89	86	82	86	65	105	101	68	61	71	64	100	58	64	77	61	76	74	56	79	7	19	18	1	4	1	2	0	0	4	3	0	1	1	1	0	1	2	3	2	2	0	1	0	1	5	0	4	0	1	1	0	1	0	0	2	0	1	2	9	1	2	0	2	2	0	0	3	1	1	1	1	0	0	0	0	3	1	2	0	1	7	1	3	7	3	0	4	4	4	3	9	3	3	1	4	2	7	1	8	29	13	7	32	15	1	1	4									
		6.35%	7.27%	7.47%	8.37%	5.68%	9.55%	5.71%	6.82%	5.66%	6.81%	7.61%	8.45%	7.17%	5.44%	6.54%	9.01%	8.03%	7.68%	4.85%	7.02%	4.42%	7.65%	5.50%	8.67%	11.67%	8.71%	8.76%	4.92%	6.37%	7.33%	6.46%	8.14%	10.81%	9.78%	9.50%	7.83%	9.31%	8.73%	7.98%	6.70%	6.01%	5.59%	6.57%	6.28%	2.87%	3.20%	3.05%	6.83%	4.14%	6.63%	5.31%	5.63%	8.78%	3.90%	6.26%	7.48%	6.87%	7.19%	6.95%	6.71%	8.27%	6.84%	5.43%	5.70%	5.44%	4.71%	6.44%	3.39%	3.17%	5.11%	3.71%	5.65%	5.03%	3.58%	5.59%	3.85%	4.61%	1.81%	9.09%	40.00%	10.00%	7.69%	0.00%	0.00%	36.36%	30.00%	0.00%	8.33%	8.33%	33.33%	0.00%	9.09%	20.00%	25.00%	18.18%	18.18%	0.00%	9.09%	0.00%	9.09%	45.45%	0.00%	36.36%	0.00%	9.09%	10.00%	0.00%	9.09%	0.00%	0.00%	18.18%	0.00%	10.00%	16.67%	22.50%	9.09%	18.18%	0.00%	18.18%	18.18%	0.00%	0.00%	27.27%	9.09%	9.09%	9.09%	9.09%	0.00%	0.00%	0.00%	0.00%	27.27%	9.09%	8.00%	0.00%	4.00%	14.00%	2.08%	8.82%	21.88%	14.29%	0.00%	14.81%	15.38%	16.67%	8.82%	18.75%	7.14%	9.68%	3.03%	14.29%	6.45%	28.00%	3.70%	2.52%	4.67%	2.90%	1.65%	4.34%	2.05%	3.85%	4.17%	16.67%									
22	Прохоров Михаил Дмитриевич	12616	195	123	146	234	157	156	80	168	202	275	187	142	127	156	39	214	238	94	104	150	209	108	266	113	332	195	171	181	182	303	227	216	276	175	153	180	137	210	93	96	123	198	85	132	129	144	80	89	151	198	160	124	180	109	205	229	160	234	139	263	159	131	131	120	99	317	121	110	148	212	96	117	172	140	18	21	47	0	2	1	1	0	2	0	0	1	2	1	0	1	0	0	2	4	2	0	2	0	1	0	0	2	0	0	1	1	4	1	0	0	0	2	2	7	0	1	1	1	1	4	0	2	0	0	0	0	3	0	0	2	5	1	2	5	1	2	1	11	4	3	10	2	1	4	6	6	4	2	0	8	4	2	5	12	30	23	14	58	29	1	1	1									
		13.37%	22.49%	17.01%	20.36%	17.03%	18.28%	11.72%	20.99%	19.40%	17.63%	23.50%	22.89%	16.15%	8.86%	19.62%	3.86%	20.21%	15.35%	7.72%	12.38%	12.99%	17.58%	9.29%	18.91%	9.70%	22.59%	19.42%	12.20%	14.98%	19.61%	20.17%	24.30%	20.67%	20.44%	25.58%	14.97%	17.82%	14.76%	20.43%	9.88%	9.78%	11.27%	13.55%	9.05%	12.21%	9.38%	11.88%	6.43%	11.15%	13.34%	14.81%	13.06%	4.99%	15.25%	8.53%	17.23%	18.29%	14.02%	18.90%	14.36%	20.71%	10.77%	10.45%	12.23%	9.20%	7.28%	20.43%	7.08%	5.45%	9.82%	12.90%	7.14%	7.96%	10.98%	9.91%	9.89%	5.10%	4.73%	0.00%	20.00%	10.00%	3.85%	0.00%	18.18%	0.00%	0.00%	11.11%	16.67%	8.33%	0.00%	9.09%	0.00%	0.00%	16.67%	36.36%	18.18%	0.00%	18.18%	0.00%	9.09%	0.00%	0.00%	18.18%	0.00%	0.00%	10.00%	9.09%	36.36%	11.11%	0.00%	0.00%	0.00%	20.00%	16.67%	17.50%	0.00%	9.09%	9.09%	9.09%	9.09%	36.36%	0.00%	18.18%	0.00%	0.00%	0.00%	0.00%	27.27%	0.00%	0.00%	20.00%	45.45%	9.09%	8.00%	20.00%	4.00%	4.00%	2.08%	32.35%	12.50%	14.29%	38.46%	7.41%	3.85%	16.67%	17.65%	12.50%	9.52%	6.45%	0.00%	28.57%	12.90%	8.00%	18.52%	3.77%	4.83%	5.12%	3.30%	7.87%	3.96%	3.85%	4.17%	4.17%									
23	Путин Владимир Владимирович	58561	421	417	367	800	433	896	187	443	602	575	368	482	945	375	662	523	870	868	495	753	600	825	685	701	695	513	974	760	457	783	426	463	631	304	544	526	528	519	623	715	722	914	660	760	1043	820	892	554	637	775	753	1850	796	876	671	660	645	622	550	610	999	881	718	945	1005	787	1323	1671	1055	1110	909	1052	1058	985	128	310	839	9	2	5	6	11	4	3	6	2	4	10	1	7	4	4	3	4	6	8	1	3	6	4	7	2	8	8	4	7	3	5	9	4	4	2	3	8	5	4	6	7	3	3	4	2	2	4	6	7	3	11	6	5	1	3	15	13	16	17	20	11	16	10	13	17	15	9	14	15	25	17	22	10	17	7	5	254	454	374	379	503	656	10	10	9									
		62.05%	48.56%	57.68%	51.19%	58.22%	50.41%	67.32%	49.08%	51.15%	52.53%	49.15%	45.04%	54.84%	65.95%	47.17%	65.54%	49.39%	56.13%	71.32%	58.93%	65.19%	50.46%	70.94%	48.69%	60.17%	47.28%	51.10%	69.47%	62.91%	49.25%	52.13%	45.61%	44.31%	46.74%	44.44%	53.23%	52.08%	56.90%	50.49%	66.21%	72.81%	66.18%	62.56%	70.29%	70.31%	75.85%	67.66%	71.65%	69.42%	56.27%	57.97%	61.47%	74.48%	67.46%	68.54%	56.39%	52.72%	56.53%	50.24%	56.82%	48.03%	67.64%	70.31%	67.04%	72.47%	73.90%	50.71%	77.37%	82.80%	70.01%	67.52%	67.63%	71.56%	67.56%	69.71%	70.33%	75.24%	84.49%	81.82%	20.00%	50.00%	23.08%	100.00%	36.36%	27.27%	60.00%	22.22%	33.33%	83.33%	33.33%	63.64%	36.36%	40.00%	25.00%	36.36%	54.55%	80.00%	9.09%	25.00%	54.55%	36.36%	63.64%	18.18%	72.73%	72.73%	40.00%	63.64%	27.27%	55.56%	90.00%	36.36%	40.00%	20.00%	25.00%	20.00%	45.45%	36.36%	54.55%	63.64%	27.27%	27.27%	36.36%	18.18%	18.18%	36.36%	54.55%	63.64%	27.27%	100.00%	54.55%	50.00%	9.09%	27.27%	60.00%	52.00%	64.00%	34.00%	41.67%	32.35%	50.00%	47.62%	50.00%	62.96%	57.69%	37.50%	41.18%	31.25%	59.52%	54.84%	66.67%	35.71%	54.84%	28.00%	18.52%	79.87%	73.11%	83.30%	89.39%	68.25%	89.50%	38.46%	41.67%	37.50%									
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
																																																																																																																																																																													
