Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																										
Дата голосования: 07.12.2003 0:00:00																																																																										
																																																																										
"Наименование Избирательной комиссии:    Тюмень, Калининская"																																																																										
																																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																										
																																																																										
		Сумма	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814					
		4.06%	2.89%	7.00%	6.22%	6.17%	5.23%	4.87%	2.80%	4.93%	2.25%	6.67%	3.21%	4.45%	3.25%	5.91%	4.68%	3.10%	6.0%	4.64%	4.20%	3.70%	1.90%	3.20%	2.06%	6.55%	2.85%	2.08%	5.24%	3.26%	5.25%	3.11%	3.63%	2.00%	4.96%	4.54%	3.76%	2.52%	2.94%	3.95%	3.32%	2.21%	3.09%	5.40%	5.38%	2.38%	3.49%	3.21%	3.68%	2.75%	4.00%	4.85%	4.51%	3.42%	4.46%	4.18%	5.38%	3.54%	5.69%	5.40%	3.00%	1.70%	1.46%	4.13%	2.19%	0.75%	1.74%	4.68%	4.89%					
22	"5. ""За Русь Святую"""	185	7	3	3	5	4	1	3	3	5	2	2	2	2	3	5	8	4	2	1	3	5	2	3	0	0	1	5	2	0	2	3	4	2	1	0	0	0	2	9	3	1	2	2	0	1	3	2	6	4	3	5	4	2	2	6	2	4	8	3	0	1	3	1	1	1	1	5					
		0.32%	0.54%	0.36%	0.28%	0.68%	1.16%	0.15%	0.93%	0.38%	0.38%	0.13%	0.29%	0.35%	0.20%	0.25%	0.39%	0.65%	0.36%	0.16%	0.17%	0.37%	1.18%	0.32%	0.77%	0.0%	0.0%	0.12%	0.55%	0.29%	0.0%	0.20%	0.33%	0.23%	0.15%	0.08%	0.0%	0.0%	0.0%	0.37%	0.87%	0.47%	0.23%	0.20%	0.25%	0.0%	0.18%	0.31%	0.17%	0.91%	0.34%	0.22%	0.41%	0.31%	0.19%	0.20%	0.49%	0.18%	0.35%	0.77%	0.56%	0.0%	0.36%	0.40%	0.16%	0.12%	0.34%	0.09%	0.53%					
23	"6. ""Объединенная Российская партия ""Русь"""	129	7	1	3	2	1	0	0	3	5	1	1	1	5	6	2	2	1	3	1	0	2	1	1	0	1	1	7	2	1	0	2	3	2	4	1	3	5	1	0	2	1	0	0	1	1	2	6	3	1	1	2	2	2	3	1	4	1	3	1	0	0	3	1	1	1	2	2					
		0.22%	0.54%	0.12%	0.28%	0.27%	0.29%	0.0%	0.0%	0.38%	0.38%	0.06%	0.14%	0.17%	0.50%	0.51%	0.15%	0.16%	0.09%	0.24%	0.17%	0.0%	0.47%	0.16%	0.25%	0.0%	0.15%	0.12%	0.78%	0.29%	0.18%	0.0%	0.22%	0.17%	0.15%	0.35%	0.20%	0.42%	0.92%	0.18%	0.0%	0.31%	0.23%	0.0%	0.0%	0.17%	0.18%	0.20%	0.51%	0.45%	0.08%	0.07%	0.16%	0.15%	0.19%	0.31%	0.08%	0.37%	0.08%	0.28%	0.18%	0.0%	0.0%	0.40%	0.16%	0.12%	0.34%	0.19%	0.21%					
24	"7. ""Новый курс - Автомобильная Россия"""	411	6	3	2	6	2	2	0	2	6	10	8	5	13	12	10	9	8	8	4	5	3	4	5	2	1	5	7	2	4	3	4	12	15	10	8	8	6	3	6	8	4	2	6	6	4	3	14	5	14	13	4	3	10	12	10	5	12	10	3	2	3	2	7	6	2	2	10					
		0.72%	0.46%	0.36%	0.19%	0.82%	0.58%	0.31%	0.0%	0.25%	0.46%	0.67%	1.16%	0.89%	1.32%	1.02%	0.78%	0.73%	0.72%	0.64%	0.70%	0.61%	0.71%	0.64%	1.29%	0.81%	0.15%	0.61%	0.78%	0.29%	0.75%	0.30%	0.44%	0.70%	1.18%	0.89%	1.67%	1.12%	1.10%	0.56%	0.58%	1.26%	0.95%	0.20%	0.75%	1.02%	0.73%	0.31%	1.20%	0.76%	1.19%	0.95%	0.33%	0.23%	0.96%	1.25%	0.82%	0.46%	1.05%	0.96%	0.56%	0.48%	1.09%	0.26%	1.18%	0.75%	0.69%	0.19%	1.06%					
25	"8. ""Народно-республиканская партия России"""	42	2	0	0	0	0	0	0	0	0	1	2	3	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	1	0	1	0	1	2	0	2	0	0	0	0	0	0	1	1	0	1	0	0	4	2	0	2	0	0	3	0	0	1	0	0	1	1					
		0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.29%	0.53%	0.10%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.12%	0.0%	0.29%	0.18%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.14%	0.0%	0.18%	0.19%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.08%	0.0%	0.08%	0.0%	0.0%	0.41%	0.16%	0.0%	0.17%	0.0%	0.0%	0.73%	0.0%	0.0%	0.16%	0.0%	0.0%	0.09%	0.10%					
26	"9. ""Российская экологическая партия ""Зеленые"""	224	0	1	5	4	1	5	1	6	10	4	9	3	4	6	3	3	4	4	3	4	0	1	1	2	4	5	2	0	1	3	2	5	8	3	2	5	6	1	2	1	1	1	5	1	3	2	7	4	4	6	6	5	6	5	4	3	3	1	3	1	1	6	2	1	1	2	6					
		0.39%	0.0%	0.12%	0.47%	0.54%	0.29%	0.78%	0.31%	0.77%	0.77%	0.26%	1.31%	0.53%	0.40%	0.51%	0.23%	0.24%	0.36%	0.32%	0.52%	0.49%	0.0%	0.16%	0.25%	0.81%	0.63%	0.61%	0.22%	0.0%	0.18%	0.30%	0.22%	0.29%	0.63%	0.26%	0.41%	0.70%	1.10%	0.18%	0.19%	0.15%	0.23%	0.10%	0.62%	0.17%	0.55%	0.20%	0.60%	0.61%	0.34%	0.44%	0.50%	0.38%	0.58%	0.52%	0.33%	0.28%	0.26%	0.09%	0.56%	0.24%	0.36%	0.80%	0.33%	0.12%	0.34%	0.19%	0.63%					
27	"10. ""Аграрная партия России"""	824	11	5	28	8	5	7	5	14	8	24	9	7	21	14	19	7	13	15	10	15	10	14	2	1	11	9	8	7	11	16	18	11	20	18	5	11	10	12	13	17	6	17	12	10	13	9	12	13	28	16	12	20	9	8	11	17	21	15	10	13	7	13	9	16	19	11	8					
		1.45%	0.86%	0.61%	2.67%	1.09%	1.45%	1.10%	1.55%	1.81%	0.62%	1.61%	1.31%	1.24%	2.13%	1.19%	1.48%	0.57%	1.18%	1.20%	1.75%	1.85%	2.37%	2.24%	0.51%	0.40%	1.74%	1.10%	0.89%	1.04%	2.06%	1.60%	1.98%	0.64%	1.57%	1.60%	1.04%	1.54%	1.84%	2.25%	1.27%	2.68%	1.42%	1.76%	1.50%	1.70%	2.39%	0.93%	1.02%	1.98%	2.38%	1.17%	1.00%	1.55%	0.87%	0.83%	0.91%	1.58%	1.83%	1.44%	1.87%	3.17%	2.56%	1.73%	1.51%	2.02%	6.62%	1.09%	0.85%					
28	"11. ""Истинные патриоты России"""	80	1	1	0	4	2	1	0	0	4	3	5	0	1	0	2	3	1	1	1	2	0	0	1	0	1	0	2	0	0	2	0	6	0	0	0	1	0	0	1	3	2	3	0	1	0	0	1	4	2	0	3	1	2	1	3	1	0	3	0	0	0	0	0	2	1	0	1					
		0.14%	0.07%	0.12%	0.0%	0.54%	0.58%	0.15%	0.0%	0.0%	0.31%	0.20%	0.73%	0.0%	0.10%	0.0%	0.15%	0.24%	0.09%	0.08%	0.17%	0.24%	0.0%	0.0%	0.25%	0.0%	0.15%	0.0%	0.22%	0.0%	0.0%	0.20%	0.0%	0.35%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.09%	0.47%	0.47%	0.31%	0.0%	0.17%	0.0%	0.0%	0.08%	0.61%	0.17%	0.0%	0.25%	0.07%	0.19%	0.10%	0.24%	0.09%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.34%	0.0%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	2668	77	45	54	44	26	35	20	38	51	63	42	39	51	50	70	80	59	73	33	36	16	42	16	14	36	33	39	38	15	41	33	48	50	49	22	39	28	21	40	37	26	47	24	30	33	49	46	29	54	40	59	49	50	53	61	31	54	39	27	16	16	41	15	34	17	40	45					
		4.71%	6.02%	5.52%	5.16%	6.03%	7.55%	5.50%	6.23%	4.93%	3.96%	4.24%	6.14%	6.95%	5.18%	4.28%	5.46%	6.54%	5.36%	5.84%	5.77%	4.44%	3.80%	6.73%	4.13%	5.73%	5.70%	4.04%	4.35%	5.64%	2.81%	4.11%	3.63%	2.82%	3.94%	4.36%	4.60%	5.46%	5.15%	3.95%	3.91%	5.85%	6.19%	4.88%	3.00%	5.11%	6.07%	5.08%	3.94%	4.43%	4.60%	2.94%	4.92%	3.81%	4.84%	5.54%	5.04%	2.89%	4.72%	3.76%	5.07%	3.90%	5.86%	5.47%	2.52%	4.30%	5.92%	3.98%	4.79%					
30	"13. ""Демократическая партия России"""	114	3	2	1	4	0	2	0	0	3	3	2	0	1	0	1	2	0	6	3	1	2	4	0	0	1	1	1	5	1	0	2	2	1	3	1	2	2	2	3	3	0	1	3	2	1	4	1	4	3	1	1	0	0	3	7	0	1	0	0	0	0	4	2	3	1	1	1					
		0.20%	0.23%	0.24%	0.09%	0.54%	0.0%	0.31%	0.0%	0.0%	0.23%	0.20%	0.29%	0.0%	0.10%	0.0%	0.07%	0.16%	0.0%	0.48%	0.52%	0.12%	0.47%	0.64%	0.0%	0.0%	0.15%	0.12%	0.11%	0.74%	0.18%	0.0%	0.22%	0.11%	0.07%	0.26%	0.20%	0.28%	0.36%	0.37%	0.29%	0.47%	0.0%	0.10%	0.37%	0.34%	0.18%	0.41%	0.08%	0.61%	0.25%	0.07%	0.08%	0.0%	0.0%	0.31%	0.57%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.53%	0.33%	0.37%	0.34%	0.09%	0.10%					
31	"14. ""Великая Россия - Евразийский Союз"""	115	2	0	4	4	2	1	0	0	1	4	3	1	1	6	2	0	3	2	1	0	2	4	0	0	2	5	1	3	1	3	1	1	3	2	0	0	2	3	0	2	1	0	0	1	0	5	0	1	5	2	1	2	1	1	1	0	3	2	0	2	0	3	5	3	0	4	0					
		0.20%	0.15%	0.0%	0.38%	0.54%	0.58%	0.15%	0.0%	0.0%	0.07%	0.26%	0.43%	0.17%	0.10%	0.51%	0.15%	0.0%	0.27%	0.16%	0.17%	0.0%	0.47%	0.64%	0.0%	0.0%	0.31%	0.61%	0.11%	0.44%	0.18%	0.30%	0.11%	0.05%	0.23%	0.17%	0.0%	0.0%	0.36%	0.56%	0.0%	0.31%	0.23%	0.0%	0.0%	0.17%	0.0%	0.51%	0.0%	0.15%	0.42%	0.14%	0.08%	0.15%	0.09%	0.10%	0.08%	0.0%	0.26%	0.19%	0.0%	0.48%	0.0%	0.40%	0.84%	0.37%	0.0%	0.39%	0.0%					
32	"15. ""Партия СЛОН"""	86	3	0	0	2	0	3	0	2	3	1	1	1	0	2	6	4	3	3	0	2	1	1	1	0	0	0	2	1	1	2	0	1	2	3	1	1	0	0	1	0	1	1	2	0	2	2	2	0	1	2	0	1	4	2	1	2	2	0	2	1	0	2	1	0	1	0	0					
		0.15%	0.23%	0.0%	0.0%	0.27%	0.0%	0.47%	0.0%	0.25%	0.23%	0.06%	0.14%	0.17%	0.0%	0.17%	0.46%	0.32%	0.27%	0.24%	0.0%	0.24%	0.23%	0.16%	0.25%	0.0%	0.0%	0.0%	0.22%	0.14%	0.18%	0.20%	0.0%	0.05%	0.15%	0.26%	0.20%	0.14%	0.0%	0.0%	0.09%	0.0%	0.23%	0.10%	0.25%	0.0%	0.36%	0.20%	0.17%	0.0%	0.08%	0.14%	0.0%	0.07%	0.38%	0.20%	0.08%	0.18%	0.17%	0.0%	0.37%	0.24%	0.0%	0.26%	0.16%	0.0%	0.34%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3319	18	58	101	40	23	28	18	41	62	92	28	17	43	91	73	67	85	76	29	40	18	38	22	16	26	28	44	36	33	82	70	72	85	76	34	53	26	35	80	45	25	70	43	29	29	63	76	25	72	81	66	76	67	52	90	76	76	70	24	18	16	37	22	36	9	60	62					
		5.86%	1.40%	7.12%	9.66%	5.48%	6.68%	4.40%	5.60%	5.32%	4.81%	6.19%	4.09%	3.03%	4.37%	7.79%	5.70%	5.48%	7.72%	6.08%	5.07%	4.93%	4.27%	6.08%	5.68%	6.55%	4.12%	3.43%	4.91%	5.34%	6.19%	8.23%	7.70%	4.24%	6.70%	6.76%	7.11%	7.43%	4.78%	6.59%	7.82%	7.12%	5.95%	7.27%	5.38%	4.94%	5.34%	6.53%	6.51%	3.82%	6.13%	5.95%	5.51%	5.91%	6.49%	5.43%	7.45%	7.09%	6.65%	6.75%	4.51%	4.39%	5.86%	4.93%	3.70%	4.55%	3.13%	5.97%	6.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	96	9	0	1	3	2	4	0	3	4	0	3	1	0	1	1	3	0	1	0	3	1	1	0	1	1	3	0	3	0	0	2	3	0	0	1	0	1	1	2	3	0	0	1	0	0	0	1	1	0	3	2	0	1	0	1	4	3	2	2	3	0	2	2	4	2	0	0					
		0.16%	0.70%	0.0%	0.09%	0.41%	0.58%	0.62%	0.0%	0.38%	0.31%	0.0%	0.43%	0.17%	0.0%	0.08%	0.07%	0.24%	0.0%	0.08%	0.0%	0.37%	0.23%	0.16%	0.0%	0.40%	0.15%	0.36%	0.0%	0.44%	0.0%	0.0%	0.22%	0.17%	0.0%	0.0%	0.20%	0.0%	0.18%	0.18%	0.19%	0.47%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.08%	0.15%	0.0%	0.22%	0.16%	0.0%	0.09%	0.0%	0.08%	0.37%	0.26%	0.19%	0.37%	0.73%	0.0%	0.26%	0.33%	0.50%	0.69%	0.0%	0.0%					
35	"18. ""ЛДПР"""	6845	249	76	72	85	40	78	32	93	184	148	78	80	124	111	140	141	106	141	75	69	53	65	58	22	89	114	112	88	51	84	99	205	159	123	58	89	71	61	124	86	48	109	113	64	71	108	142	77	140	173	156	185	133	128	133	127	165	147	74	52	32	107	78	88	28	128	106					
		12.09%	19.49%	9.33%	6.88%	11.65%	11.62%	12.26%	9.96%	12.07%	14.29%	9.97%	11.40%	14.26%	12.61%	9.51%	10.93%	11.53%	9.63%	11.29%	13.13%	8.51%	12.58%	10.41%	14.98%	9.01%	14.10%	13.98%	12.49%	13.07%	9.56%	8.43%	10.89%	12.08%	12.53%	10.95%	12.13%	12.48%	13.07%	11.48%	12.12%	13.60%	11.42%	11.33%	14.14%	10.90%	13.07%	11.20%	12.17%	11.77%	11.93%	12.72%	13.03%	14.40%	12.90%	13.38%	11.00%	11.85%	14.44%	14.18%	13.90%	12.68%	11.72%	14.28%	13.15%	11.13%	9.75%	12.74%	11.28%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	629	9	13	5	5	6	6	5	7	6	20	2	8	14	11	13	17	7	14	6	12	4	8	10	1	8	10	11	8	8	13	16	5	9	3	8	8	6	9	12	9	8	9	12	1	6	13	15	8	16	18	15	6	11	13	21	10	8	8	12	3	6	8	7	17	9	9	8					
		1.11%	0.70%	1.59%	0.47%	0.68%	1.74%	0.94%	1.55%	0.90%	0.46%	1.34%	0.29%	1.42%	1.42%	0.94%	1.01%	1.39%	0.63%	1.12%	1.05%	1.48%	0.95%	1.28%	2.58%	0.40%	1.26%	1.22%	1.22%	1.18%	1.50%	1.30%	1.76%	0.29%	0.70%	0.26%	1.67%	1.12%	1.10%	1.69%	1.17%	1.42%	1.90%	0.93%	1.50%	0.17%	1.10%	1.34%	1.28%	1.22%	1.36%	1.32%	1.25%	0.46%	1.06%	1.35%	1.73%	0.93%	0.70%	0.77%	2.25%	0.73%	2.19%	1.06%	1.18%	2.15%	3.13%	0.89%	0.85%					
37	"20. ""Политическая партия ""Единая Россия"""	26696	551	342	465	324	133	275	175	323	734	697	306	275	450	523	604	553	495	556	234	396	220	302	192	117	278	416	435	305	259	443	392	1097	579	532	220	306	260	240	439	264	210	468	371	297	247	470	525	299	533	651	570	648	484	453	557	534	501	491	253	206	115	334	281	420	145	485	441					
