Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Егорьевская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1506	23	16	38	9	14	12	22	47	15	31	20	22	21	144	17	20	27	203	31	15	22	24	15	25	10	18	14	15	20	18	31	56	11	8	19	12	14	10	4	5	10	16	15	17	8	34	16	15	13	9	13	10	17	65	21	40	8	8	17	11	14	24	7					
14	Число погашенных неиспользованных открепительных удостоверений	171	0	0	0	1	0	7	6	0	0	0	0	1	13	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	6	1	7	0	0	0	0	0	0	10	0	0	0	1	2	10	0	0	8	0	12	0	18	6	0	2	8	8	25	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	161	0	1	4	1	5	1	2	7	3	6	3	2	4	3	8	10	10	2	3	3	3	6	8	4	3	2	5	1	7	4	0	0	0	1	4	0	3	1	0	0	2	3	0	1	3	0	1	1	0	3	7	0	2	0	3	1	0	0	0	0	0	4	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	1.Политическая партия «Аграрная партия России»	1339	31	7	42	14	18	26	26	36	22	37	38	16	28	24	46	41	55	20	36	48	23	27	43	24	31	20	47	44	32	36	12	11	0	8	55	4	36	6	9	5	23	16	2	1	3	6	12	21	4	20	5	4	37	6	27	10	4	15	7	2	1	26	3					
		2.83%	3.77%	2.22%	3.79%	1.98%	2.90%	3.51%	4.50%	2.71%	3.27%	2.81%	4.03%	2.89%	3.94%	2.73%	3.13%	3.33%	3.48%	2.30%	3.15%	4.49%	3.20%	3.11%	3.33%	2.88%	2.94%	2.66%	3.96%	3.53%	2.44%	3.16%	2.46%	2.98%	0.00%	2.22%	3.69%	2.47%	2.76%	1.80%	3.17%	2.54%	2.92%	1.42%	2.11%	0.28%	0.52%	1.51%	2.80%	3.27%	1.27%	2.89%	1.08%	2.00%	2.43%	0.91%	3.56%	1.08%	1.74%	2.18%	2.23%	2.90%	0.86%	2.03%	3.49%					
19	2.Всероссийская политическая партия «Гражданская Сила»	373	5	2	8	10	2	13	7	21	5	13	2	8	8	19	20	11	10	7	11	6	3	4	10	4	11	5	9	19	19	13	2	1	2	1	12	1	7	3	3	1	7	1	0	0	2	0	1	5	1	2	0	0	18	2	5	2	0	6	0	0	0	3	0					
		0.79%	0.61%	0.63%	0.72%	1.42%	0.32%	1.76%	1.21%	1.58%	0.74%	0.99%	0.21%	1.45%	1.13%	2.16%	1.36%	0.89%	0.63%	0.80%	0.96%	0.56%	0.42%	0.46%	0.77%	0.48%	1.04%	0.67%	0.76%	1.52%	1.45%	1.14%	0.41%	0.27%	0.38%	0.28%	0.80%	0.62%	0.54%	0.90%	1.06%	0.51%	0.89%	0.09%	0.00%	0.00%	0.35%	0.00%	0.23%	0.78%	0.32%	0.29%	0.00%	0.00%	1.18%	0.30%	0.66%	0.22%	0.00%	0.87%	0.00%	0.00%	0.00%	0.23%	0.00%					
20	3.Политическая партия «Демократическая партия России»	64	0	1	4	0	1	1	3	1	1	3	2	1	1	0	0	1	1	3	1	2	0	0	1	1	0	1	2	0	4	0	1	0	1	1	3	0	6	1	0	0	0	2	0	0	2	0	0	1	0	1	1	0	2	1	4	0	0	0	0	0	1	0	0					
		0.14%	0.00%	0.32%	0.36%	0.00%	0.16%	0.14%	0.52%	0.08%	0.15%	0.23%	0.21%	0.18%	0.14%	0.00%	0.00%	0.08%	0.06%	0.34%	0.09%	0.19%	0.00%	0.00%	0.08%	0.12%	0.00%	0.13%	0.17%	0.00%	0.30%	0.00%	0.21%	0.00%	0.19%	0.28%	0.20%	0.00%	0.46%	0.30%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.35%	0.00%	0.00%	0.16%	0.00%	0.14%	0.22%	0.00%	0.13%	0.15%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5460	111	39	157	80	78	94	84	196	92	189	135	85	99	113	129	143	191	82	170	162	95	105	167	127	145	100	175	155	162	147	67	37	3	40	137	17	133	19	44	18	67	99	8	38	41	39	58	85	18	105	43	11	146	24	60	42	27	60	39	12	11	95	10					
		11.54%	13.49%	12.34%	14.17%	11.33%	12.56%	12.70%	14.53%	14.76%	13.67%	14.36%	14.30%	15.37%	13.94%	12.84%	8.77%	11.61%	12.07%	9.43%	14.86%	15.15%	13.21%	12.08%	12.93%	15.23%	13.74%	13.32%	14.76%	12.43%	12.33%	12.92%	13.76%	10.03%	0.58%	11.11%	9.18%	10.49%	10.19%	5.69%	15.49%	9.14%	8.50%	8.81%	8.42%	10.83%	7.08%	9.80%	13.52%	13.22%	5.71%	15.15%	9.25%	5.50%	9.59%	3.63%	7.91%	4.52%	11.74%	8.73%	12.42%	17.39%	9.48%	7.43%	11.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	378	11	2	7	3	5	8	5	9	1	17	8	2	6	10	15	8	18	11	11	7	5	7	8	7	6	10	11	12	17	7	3	2	3	2	16	1	10	0	0	3	5	1	1	4	2	1	6	7	0	5	3	0	9	3	5	5	2	3	6	0	14	2	0					
		0.80%	1.34%	0.63%	0.63%	0.42%	0.81%	1.08%	0.87%	0.68%	0.15%	1.29%	0.85%	0.36%	0.85%	1.14%	1.02%	0.65%	1.14%	1.26%	0.96%	0.65%	0.70%	0.81%	0.62%	0.84%	0.57%	1.33%	0.93%	0.96%	1.29%	0.62%	0.62%	0.54%	0.58%	0.56%	1.07%	0.62%	0.77%	0.00%	0.00%	1.52%	0.63%	0.09%	1.05%	1.14%	0.35%	0.25%	1.40%	1.09%	0.00%	0.72%	0.65%	0.00%	0.59%	0.45%	0.66%	0.54%	0.87%	0.44%	1.91%	0.00%	12.07%	0.16%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	92	3	0	3	3	1	1	2	3	3	3	2	0	1	3	3	3	3	1	1	2	1	2	3	2	2	0	3	2	0	7	1	0	0	0	3	0	6	0	1	0	0	1	0	2	0	1	1	4	0	1	0	0	3	2	0	2	0	0	0	0	0	1	0					
		0.19%	0.36%	0.00%	0.27%	0.42%	0.16%	0.14%	0.35%	0.23%	0.45%	0.23%	0.21%	0.00%	0.14%	0.34%	0.20%	0.24%	0.19%	0.11%	0.09%	0.19%	0.14%	0.23%	0.23%	0.24%	0.19%	0.00%	0.25%	0.16%	0.00%	0.62%	0.21%	0.00%	0.00%	0.00%	0.20%	0.00%	0.46%	0.00%	0.35%	0.00%	0.00%	0.09%	0.00%	0.57%	0.00%	0.25%	0.23%	0.62%	0.00%	0.14%	0.00%	0.00%	0.20%	0.30%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3361	55	23	65	54	40	64	44	93	52	112	73	35	47	62	73	94	118	79	89	84	59	55	106	46	80	70	70	82	116	83	30	23	46	36	103	9	71	50	21	20	65	58	2	17	20	24	50	40	18	46	47	10	163	42	57	30	22	39	8	5	6	57	3					
		7.10%	6.68%	7.28%	5.87%	7.65%	6.44%	8.65%	7.61%	7.00%	7.73%	8.51%	7.73%	6.33%	6.62%	7.05%	4.96%	7.63%	7.46%	9.08%	7.78%	7.86%	8.21%	6.33%	8.20%	5.52%	7.58%	9.32%	5.90%	6.58%	8.83%	7.29%	6.16%	6.23%	8.83%	10.00%	6.90%	5.56%	5.44%	14.97%	7.39%	10.15%	8.25%	5.16%	2.11%	4.84%	3.45%	6.03%	11.66%	6.22%	5.71%	6.64%	10.11%	5.00%	10.71%	6.34%	7.51%	3.23%	9.57%	5.68%	2.55%	7.25%	5.17%	4.46%	3.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3383	73	23	65	56	35	61	47	113	56	122	65	33	66	72	110	117	155	62	99	80	62	81	123	80	118	59	92	141	133	125	34	19	5	19	109	5	70	9	12	14	44	59	3	11	43	27	25	32	7	19	12	3	76	43	38	27	5	30	3	4	9	41	2					
		7.15%	8.87%	7.28%	5.87%	7.93%	5.64%	8.24%	8.13%	8.51%	8.32%	9.27%	6.89%	5.97%	9.30%	8.18%	7.48%	9.50%	9.80%	7.13%	8.65%	7.48%	8.62%	9.32%	9.52%	9.59%	11.18%	7.86%	7.76%	11.31%	10.12%	10.98%	6.98%	5.15%	0.96%	5.28%	7.31%	3.09%	5.36%	2.69%	4.23%	7.11%	5.58%	5.25%	3.16%	3.13%	7.43%	6.78%	5.83%	4.98%	2.22%	2.74%	2.58%	1.50%	4.99%	6.50%	5.01%	2.90%	2.17%	4.37%	0.96%	5.80%	7.76%	3.21%	2.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	416	12	4	10	4	6	12	6	6	5	10	11	6	12	7	12	21	16	7	5	12	6	7	19	12	7	11	13	12	6	10	3	3	2	1	11	1	4	2	5	3	6	3	0	4	4	2	5	3	1	3	1	0	18	11	4	5	1	6	0	2	0	15	0					
		0.88%	1.46%	1.27%	0.90%	0.57%	0.97%	1.62%	1.04%	0.45%	0.74%	0.76%	1.17%	1.08%	1.69%	0.80%	0.82%	1.70%	1.01%	0.80%	0.44%	1.12%	0.83%	0.81%	1.47%	1.44%	0.66%	1.46%	1.10%	0.96%	0.46%	0.88%	0.62%	0.81%	0.38%	0.28%	0.74%	0.62%	0.31%	0.60%	1.76%	1.52%	0.76%	0.27%	0.00%	1.14%	0.69%	0.50%	1.17%	0.47%	0.32%	0.43%	0.22%	0.00%	1.18%	1.66%	0.53%	0.54%	0.43%	0.87%	0.00%	2.90%	0.00%	1.17%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31463	510	209	723	464	423	445	341	815	419	778	585	353	422	539	1040	761	969	586	699	641	445	561	778	505	628	448	731	761	800	676	322	263	447	246	1022	124	927	240	181	131	551	858	79	271	457	297	263	439	266	480	344	170	1019	517	550	796	167	524	249	42	71	1029	66					
		66.50%	61.97%	66.14%	65.25%	65.72%	68.12%	60.14%	58.99%	61.37%	62.26%	59.12%	61.97%	63.83%	59.44%	61.25%	70.70%	61.77%	61.25%	67.36%	61.10%	59.96%	61.89%	64.56%	60.22%	60.55%	59.53%	59.65%	61.64%	61.03%	60.88%	59.40%	66.12%	71.27%	85.80%	68.33%	68.50%	76.54%	71.03%	71.86%	63.73%	66.50%	69.92%	76.33%	83.16%	77.21%	78.93%	74.62%	61.31%	68.27%	84.44%	69.26%	73.98%	85.00%	66.95%	78.10%	72.46%	85.59%	72.61%	76.27%	79.30%	60.87%	61.21%	80.52%	76.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	498	6	2	9	11	6	9	9	28	7	13	15	11	10	18	16	18	35	8	12	10	10	15	13	15	14	11	16	7	16	24	4	4	2	3	8	0	12	2	6	1	5	3	0	2	1	0	1	2	0	7	4	0	17	2	3	6	0	1	1	1	2	3	1					
		1.05%	0.73%	0.63%	0.81%	1.56%	0.97%	1.22%	1.56%	2.11%	1.04%	0.99%	1.59%	1.99%	1.41%	2.05%	1.09%	1.46%	2.21%	0.92%	1.05%	0.94%	1.39%	1.73%	1.01%	1.80%	1.33%	1.46%	1.35%	0.56%	1.22%	2.11%	0.82%	1.08%	0.38%	0.83%	0.54%	0.00%	0.92%	0.60%	2.11%	0.51%	0.63%	0.27%	0.00%	0.57%	0.17%	0.00%	0.23%	0.31%	0.00%	1.01%	0.86%	0.00%	1.12%	0.30%	0.40%	0.65%	0.00%	0.15%	0.32%	1.45%	1.72%	0.23%	1.16%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
