Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Чертковская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	38	3	1	4	2	0	4	2	0	1	2	0	4	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	1	2	3	1	0	0	0	0	0	2	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	608	16	25	19	30	18	23	14	21	26	27	24	6	16	16	9	10	16	18	20	19	0	10	10	16	16	14	10	1	15	0	19	20	23	0	0	20	16	22	20	0	0	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	57	3	3	1	2	0	3	1	3	1	1	1	0	0	3	0	0	1	1	0	1	1	0	0	4	2	0	0	1	0	0	0	1	1	2	0	2	11	2	2	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	127	2	7	13	8	0	6	1	11	7	2	3	0	0	0	0	0	1	2	4	4	6	1	0	6	2	0	5	1	2	6	2	1	8	6	1	2	0	0	0	6	1	0									
		0.62%	0.24%	1.62%	1.72%	1.06%	0.00%	0.85%	0.25%	1.02%	0.97%	0.57%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.36%	0.84%	0.67%	1.07%	0.41%	0.00%	0.99%	0.49%	0.00%	1.44%	0.23%	0.80%	0.59%	0.41%	0.22%	1.38%	1.64%	0.27%	0.38%	0.00%	0.00%	0.00%	1.26%	0.30%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	318	11	13	15	6	9	14	6	18	7	16	15	3	2	0	2	2	5	5	8	13	10	4	2	10	6	7	20	6	5	2	6	7	23	8	7	0	5	0	11	8	1	0									
		1.55%	1.34%	3.01%	1.99%	0.80%	1.79%	1.98%	1.53%	1.67%	0.97%	4.60%	1.61%	1.01%	1.26%	0.00%	1.05%	1.08%	1.36%	0.91%	1.68%	2.17%	1.78%	1.63%	0.76%	1.65%	1.46%	1.72%	5.75%	1.36%	2.01%	0.20%	1.24%	1.57%	3.96%	2.19%	1.92%	0.00%	1.04%	0.00%	3.28%	1.68%	0.30%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	225	7	3	12	7	2	8	11	24	3	3	7	6	3	1	2	1	6	3	2	4	0	4	3	4	7	0	5	5	3	11	3	3	18	10	0	9	10	0	1	7	7	0									
		1.10%	0.85%	0.69%	1.59%	0.93%	0.40%	1.13%	2.80%	2.22%	0.42%	0.86%	0.75%	2.01%	1.89%	0.27%	1.05%	0.54%	1.63%	0.55%	0.42%	0.67%	0.00%	1.63%	1.14%	0.66%	1.70%	0.00%	1.44%	1.13%	1.20%	1.08%	0.62%	0.67%	3.10%	2.73%	0.00%	1.71%	2.08%	0.00%	0.30%	1.47%	2.11%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15108	689	248	597	504	347	472	323	886	575	162	788	239	149	326	142	147	250	398	389	418	422	187	218	439	301	211	171	334	119	841	413	387	270	170	290	353	306	624	235	342	282	144									
		73.76%	83.82%	57.41%	79.18%	67.02%	68.85%	66.86%	82.19%	82.04%	79.75%	46.55%	84.37%	80.20%	93.71%	88.59%	74.35%	79.03%	68.12%	72.50%	81.89%	69.90%	75.22%	76.02%	82.89%	72.56%	73.06%	51.97%	49.14%	75.74%	47.79%	82.78%	85.51%	86.77%	46.47%	46.45%	79.67%	67.11%	63.62%	83.42%	70.15%	71.85%	84.94%	89.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	2	0	5	3	2	0	1	2	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	1	22	0	2	1	0	0	0	1	0	0	0	0	0	0	0									
		0.24%	0.24%	0.00%	0.66%	0.40%	0.40%	0.00%	0.25%	0.19%	0.00%	0.00%	0.11%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.36%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.24%	0.25%	0.29%	4.99%	0.00%	0.20%	0.21%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	3	2	6	7	0	1	1	2	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	0	5	2	0	1	0	0	0	0	0	1	0	0									
		0.19%	0.36%	0.46%	0.80%	0.93%	0.00%	0.14%	0.25%	0.19%	0.00%	0.00%	0.00%	0.34%	0.00%	0.27%	0.00%	0.00%	0.54%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.23%	0.00%	0.00%	1.04%	0.45%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1700	16	84	18	19	85	81	14	34	60	85	41	4	1	11	28	18	50	58	22	68	56	29	6	92	54	45	55	34	64	41	10	12	88	76	17	38	49	30	39	42	17	9									
		8.30%	1.95%	19.44%	2.39%	2.53%	16.87%	11.47%	3.56%	3.15%	8.32%	24.43%	4.39%	1.34%	0.63%	2.99%	14.66%	9.68%	13.62%	10.56%	4.63%	11.37%	9.98%	11.79%	2.28%	15.21%	13.11%	11.08%	15.80%	7.71%	25.70%	4.04%	2.07%	2.69%	15.15%	20.77%	4.67%	7.22%	10.19%	4.01%	11.64%	8.82%	5.12%	5.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	2	2	1	3	2	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0									
		0.11%	0.24%	0.46%	0.13%	0.40%	0.40%	0.00%	0.25%	0.00%	0.14%	0.29%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	1.23%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	6	1	3	8	3	3	1	1	4	3	4	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	1	3	0	3	0	1	1	0	0	2	0	0	0									
		0.26%	0.73%	0.23%	0.40%	1.06%	0.60%	0.42%	0.25%	0.09%	0.55%	0.86%	0.43%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.17%	0.00%	0.49%	0.00%	0.00%	0.00%	0.10%	0.62%	0.00%	0.52%	0.00%	0.27%	0.19%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	4	0	4	9	0	0	1	2	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	0	1	2	2	1	0	0	0	1	0	0	0	1	0	0									
		0.18%	0.49%	0.00%	0.53%	1.20%	0.00%	0.00%	0.25%	0.19%	0.00%	0.00%	0.21%	0.34%	0.00%	0.00%	0.00%	0.54%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.49%	0.29%	0.00%	0.40%	0.20%	0.41%	0.22%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	2	2	2	4	2	4	1	0	0	0	4	0	0	1	0	0	1	3	0	1	0	0	0	2	1	3	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0									
		0.19%	0.24%	0.46%	0.27%	0.53%	0.40%	0.57%	0.25%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.27%	0.00%	0.00%	0.27%	0.55%	0.00%	0.17%	0.00%	0.00%	0.00%	0.33%	0.24%	0.74%	0.29%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.27%	0.00%	0.19%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2062	40	56	36	142	36	95	19	54	43	58	52	40	3	21	16	13	34	55	39	67	43	13	19	33	24	110	73	30	45	69	22	21	124	92	35	103	95	77	35	55	18	7									
		10.07%	4.87%	12.96%	4.77%	18.88%	7.14%	13.46%	4.83%	5.00%	5.96%	16.67%	5.57%	13.42%	1.89%	5.71%	8.38%	6.99%	9.26%	10.02%	8.21%	11.20%	7.66%	5.28%	7.22%	5.45%	5.83%	27.09%	20.98%	6.80%	18.07%	6.79%	4.55%	4.71%	21.34%	25.14%	9.62%	19.58%	19.75%	10.29%	10.45%	11.55%	5.42%	4.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	6	1	8	7	0	2	2	6	5	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	2	3	0	0	7	2	4	1	2	0	0	2	1	0	0	1	1	0									
		0.38%	0.73%	0.23%	1.06%	0.93%	0.00%	0.28%	0.51%	0.56%	0.69%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.74%	0.00%	0.00%	2.81%	0.20%	0.83%	0.22%	0.34%	0.00%	0.00%	0.38%	0.21%	0.00%	0.00%	0.21%	0.30%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	440	31	6	31	22	8	9	10	37	10	8	12	2	1	0	1	3	12	10	10	8	6	8	14	9	10	5	6	7	0	27	11	9	35	2	6	10	14	12	10	6	1	1									
		2.15%	3.77%	1.39%	4.11%	2.93%	1.59%	1.27%	2.54%	3.43%	1.39%	2.30%	1.28%	0.67%	0.63%	0.00%	0.52%	1.61%	3.27%	1.82%	2.11%	1.34%	1.07%	3.25%	5.32%	1.49%	2.43%	1.23%	1.72%	1.59%	0.00%	2.66%	2.28%	2.02%	6.02%	0.55%	1.65%	1.90%	2.91%	1.60%	2.99%	1.26%	0.30%	0.62%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
