Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Иваново, Фрунзенская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1301	42	23	29	20	30	18	20	40	30	40	40	35	34	30	20	20	30	30	20	60	20	40	39	41	20	35	39	34	31	30	25	20	30	25	30	26	50	30	25	20	20	20	20	20	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	994	18	14	16	18	9	15	11	15	17	25	13	28	14	25	17	29	14	20	11	7	17	17	32	25	75	17	23	20	26	12	17	15	19	20	16	17	28	18	16	15	36	18	20	10	77	35	17					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	190	6	4	2	6	5	1	2	4	5	5	5	1	10	12	6	1	6	4	5	2	3	4	5	1	1	4	5	2	0	1	1	0	3	4	3	4	30	2	6	1	6	4	1	7	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7107	183	170	189	159	136	163	184	220	215	219	232	111	162	201	115	136	110	178	115	168	149	131	198	150	172	167	167	188	228	106	124	97	114	188	170	108	203	141	195	178	119	156	141	127	9	14	1					
		16.03%	16.73%	15.29%	17.65%	18.03%	16.25%	16.17%	19.31%	19.33%	18.58%	17.00%	18.30%	12.80%	16.33%	17.96%	19.56%	13.41%	12.53%	16.90%	15.01%	18.71%	18.08%	16.21%	16.64%	14.91%	15.23%	16.44%	14.90%	16.59%	18.61%	13.59%	17.54%	12.55%	15.62%	17.03%	20.94%	13.50%	16.06%	14.64%	9.93%	13.83%	14.84%	17.93%	16.87%	14.85%	5.03%	8.64%	5.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7043	174	161	143	127	116	120	138	167	167	205	175	105	141	180	95	184	149	171	132	149	137	118	176	133	127	167	162	170	175	117	137	110	125	123	115	90	265	146	524	321	134	153	152	135	14	16	2					
		15.88%	15.90%	14.48%	13.35%	14.40%	13.86%	11.90%	14.48%	14.67%	14.43%	15.92%	13.80%	12.11%	14.21%	16.09%	16.16%	18.15%	16.97%	16.24%	17.23%	16.59%	16.63%	14.60%	14.79%	13.22%	11.25%	16.44%	14.45%	15.00%	14.29%	15.00%	19.38%	14.23%	17.12%	11.14%	14.16%	11.25%	20.97%	15.16%	26.69%	24.94%	16.71%	17.59%	18.18%	15.79%	7.82%	9.88%	11.76%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	715	21	20	13	18	16	17	11	18	16	23	11	6	18	11	3	14	11	19	18	19	16	15	13	25	14	37	21	15	25	9	14	16	10	15	11	7	26	13	36	16	12	17	14	12	1	2	0					
		1.61%	1.92%	1.80%	1.21%	2.04%	1.91%	1.69%	1.15%	1.58%	1.38%	1.79%	0.87%	0.69%	1.81%	0.98%	0.51%	1.38%	1.25%	1.80%	2.35%	2.12%	1.94%	1.86%	1.09%	2.49%	1.24%	3.64%	1.87%	1.32%	2.04%	1.15%	1.98%	2.07%	1.37%	1.36%	1.35%	0.88%	2.06%	1.35%	1.83%	1.24%	1.50%	1.95%	1.67%	1.40%	0.56%	1.23%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10720	324	326	242	221	202	278	213	300	296	332	371	229	237	257	140	241	203	269	190	214	201	224	317	265	280	230	298	299	296	176	134	174	183	294	179	254	289	253	281	179	207	193	160	238	14	14	3					
		24.18%	29.62%	29.32%	22.60%	25.06%	24.13%	27.58%	22.35%	26.36%	25.58%	25.78%	29.26%	26.41%	23.89%	22.97%	23.81%	23.77%	23.12%	25.55%	24.80%	23.83%	24.39%	27.72%	26.64%	26.34%	24.80%	22.64%	26.58%	26.39%	24.16%	22.56%	18.95%	22.51%	25.07%	26.63%	22.04%	31.75%	22.86%	26.27%	14.31%	13.91%	25.81%	22.18%	19.14%	27.84%	7.82%	8.64%	17.65%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2655	64	48	78	47	61	81	73	78	101	105	99	48	54	58	26	62	27	67	50	57	69	47	99	83	86	59	64	69	74	36	37	27	39	88	48	55	68	68	53	25	43	42	45	37	3	6	1					
		5.99%	5.85%	4.32%	7.28%	5.33%	7.29%	8.04%	7.66%	6.85%	8.73%	8.15%	7.81%	5.54%	5.44%	5.18%	4.42%	6.11%	3.08%	6.36%	6.53%	6.35%	8.37%	5.82%	8.32%	8.25%	7.62%	5.81%	5.71%	6.09%	6.04%	4.62%	5.23%	3.49%	5.34%	7.97%	5.91%	6.88%	5.38%	7.06%	2.70%	1.94%	5.36%	4.83%	5.38%	4.33%	1.68%	3.70%	5.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14950	302	366	381	292	288	319	320	332	321	370	341	342	344	390	201	353	350	319	245	254	233	248	354	325	427	339	373	370	389	315	251	334	244	313	267	263	381	321	833	545	264	283	308	286	136	109	9					
		33.72%	27.61%	32.91%	35.57%	33.11%	34.41%	31.65%	33.58%	29.17%	27.74%	28.73%	26.89%	39.45%	34.68%	34.85%	34.18%	34.81%	39.86%	30.29%	31.98%	28.29%	28.28%	30.69%	29.75%	32.31%	37.82%	33.37%	33.27%	32.66%	31.76%	40.38%	35.50%	43.21%	33.42%	28.35%	32.88%	32.88%	30.14%	33.33%	42.44%	42.35%	32.92%	32.53%	36.84%	33.45%	75.98%	67.28%	52.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	489	12	4	10	8	6	14	5	10	24	16	20	14	16	12	4	11	9	13	9	17	7	9	14	11	14	7	19	8	19	4	8	2	7	13	8	16	23	11	11	9	7	10	5	12	0	1	0					
		1.10%	1.10%	0.36%	0.93%	0.91%	0.72%	1.39%	0.52%	0.88%	2.07%	1.24%	1.58%	1.61%	1.61%	1.07%	0.68%	1.08%	1.03%	1.23%	1.17%	1.89%	0.85%	1.11%	1.18%	1.09%	1.24%	0.69%	1.69%	0.71%	1.55%	0.51%	1.13%	0.26%	0.96%	1.18%	0.99%	2.00%	1.82%	1.14%	0.56%	0.70%	0.87%	1.15%	0.60%	1.40%	0.00%	0.62%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
