Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Дрожжановская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	272	8	6	1	10	10	1	3	0	0	11	5	11	0	1	13	8	0	11	10	1	7	0	3	4	12	7	12	3	0	0	2	2	10	0	2	26	42	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	1	1	0	1	1	0	0	1	2	3	4	0	0	1	2	1	1	1	1	3	1	3	1	1	1	1	1	0	1	1	1	0	3	0	1	0	8	0									
14	Число погашенных неиспользованных открепительных удостоверений	287	0	10	1	0	2	5	7	5	6	19	13	14	10	7	4	6	2	4	7	9	8	7	15	4	0	0	0	19	3	5	4	6	8	4	8	34	31	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	155	5	26	0	5	14	0	2	1	0	1	6	2	0	3	17	18	1	3	7	1	8	0	1	0	3	0	0	3	0	0	0	1	9	1	6	2	7	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	46	0	3	0	2	1	0	4	0	0	5	1	4	2	2	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	2	0	0	2	0	0	0	3	9									
		0.25%	0.00%	0.51%	0.00%	0.48%	0.23%	0.00%	0.85%	0.00%	0.00%	0.43%	0.14%	0.38%	0.57%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.21%	1.08%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	96	0	0	0	2	0	0	2	2	0	21	1	10	2	0	0	0	0	3	1	0	2	7	0	0	6	5	0	0	2	0	1	3	2	0	0	16	8	0									
		0.53%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.42%	1.87%	0.00%	1.79%	0.14%	0.96%	0.57%	0.00%	0.00%	0.00%	0.00%	0.51%	0.31%	0.00%	0.39%	2.54%	0.00%	0.00%	1.05%	1.92%	0.00%	0.00%	1.54%	0.00%	0.48%	1.08%	0.27%	0.00%	0.00%	1.51%	0.56%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	35	0	5	0	2	0	0	0	0	0	7	2	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	9	0									
		0.19%	0.00%	0.86%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.29%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.63%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17195	224	561	75	405	419	242	453	104	198	1113	665	993	334	224	541	514	79	565	310	449	503	267	652	301	547	249	521	756	127	191	205	267	697	100	299	991	1256	798									
		95.26%	97.39%	96.23%	94.94%	96.66%	96.32%	95.28%	96.18%	97.20%	94.74%	95.13%	95.27%	95.48%	95.16%	97.39%	96.09%	97.16%	100.00%	96.58%	97.48%	96.77%	97.67%	96.74%	95.18%	94.95%	95.46%	95.77%	95.95%	95.94%	97.69%	95.02%	98.09%	95.70%	95.61%	99.01%	96.45%	93.58%	88.08%	95.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	7	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.07%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	166	4	6	1	3	2	6	3	0	5	8	3	5	2	0	12	5	0	1	5	2	2	1	3	2	5	0	10	9	0	0	0	3	15	1	3	18	17	4									
		0.92%	1.74%	1.03%	1.27%	0.72%	0.46%	2.36%	0.64%	0.00%	2.39%	0.68%	0.43%	0.48%	0.57%	0.00%	2.13%	0.95%	0.00%	0.17%	1.57%	0.43%	0.39%	0.36%	0.44%	0.63%	0.87%	0.00%	1.84%	1.14%	0.00%	0.00%	0.00%	1.08%	2.06%	0.99%	0.97%	1.70%	1.19%	0.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.28%	0.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	411	2	5	2	5	13	6	4	1	3	11	23	16	0	3	10	10	0	16	2	11	5	1	30	14	15	0	12	22	0	6	3	5	3	0	6	24	112	10									
		2.28%	0.87%	0.86%	2.53%	1.19%	2.99%	2.36%	0.85%	0.93%	1.44%	0.94%	3.30%	1.54%	0.00%	1.30%	1.78%	1.89%	0.00%	2.74%	0.63%	2.37%	0.97%	0.36%	4.38%	4.42%	2.62%	0.00%	2.21%	2.79%	0.00%	2.99%	1.44%	1.79%	0.41%	0.00%	1.94%	2.27%	7.85%	1.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.09%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	41	0	3	1	0	0	0	3	0	3	1	1	2	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	10	6	0									
		0.23%	0.00%	0.51%	1.27%	0.00%	0.00%	0.00%	0.64%	0.00%	1.44%	0.09%	0.14%	0.19%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.14%	0.00%	0.65%	0.94%	0.42%	0.00%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
