Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Беловская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	497	20	15	5	36	25	23	10	5	15	10	6	5	11	2	5	5	5	7	10	20	11	43	31	8	15	15	5	20	2	5	2	5	3	10	3	10	13	20	10	2	1	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	460	13	14	5	36	25	23	7	1	15	9	4	4	11	2	5	3	5	7	10	20	11	43	31	8	14	10	3	20	0	5	2	2	3	10	1	10	13	20	10	2	0	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	781	102	4	4	15	2	6	1	0	6	2	52	0	1	5	3	3	21	2	3	69	163	196	8	0	3	41	1	6	5	12	2	8	1	3	1	2	7	6	3	4	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	37	7	1	0	0	0	0	3	4	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	1	5	2	0	2	0	0	3	0	0	2	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	212	1	5	2	9	7	10	0	0	10	1	1	1	4	4	10	2	5	11	2	6	4	9	12	1	11	19	0	11	0	5	1	0	1	0	0	0	9	17	3	3	4	11					
		1.01%	0.06%	1.08%	1.30%	0.65%	0.88%	1.46%	0.00%	0.00%	1.26%	0.80%	0.35%	0.39%	1.49%	6.25%	2.56%	1.12%	1.36%	2.42%	0.61%	0.81%	0.48%	0.92%	1.12%	0.84%	3.23%	1.97%	0.00%	1.17%	0.00%	1.21%	0.49%	0.00%	0.39%	0.00%	0.00%	0.00%	1.91%	1.26%	0.45%	0.86%	2.11%	1.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	56	5	1	0	7	1	7	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	5	5	0	0	8	0	2	0	2	0	0	0	0	0	0	0	3	4	0	0	1					
		0.27%	0.29%	0.22%	0.00%	0.50%	0.13%	1.02%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.51%	0.47%	0.00%	0.00%	0.83%	0.00%	0.21%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.61%	0.00%	0.00%	0.11%					
20	3.Политическая партия «Демократическая партия России»	12	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1					
		0.06%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.10%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.07%	0.00%	0.00%	0.00%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1056	61	22	7	57	26	32	16	2	52	6	13	10	10	2	31	3	10	5	14	57	37	50	59	5	34	64	6	34	1	20	3	11	5	3	4	10	37	83	48	23	11	72					
		5.05%	3.53%	4.76%	4.55%	4.09%	3.27%	4.68%	5.61%	1.33%	6.57%	4.80%	4.61%	3.92%	3.73%	3.13%	7.93%	1.69%	2.72%	1.10%	4.29%	7.69%	4.48%	5.10%	5.50%	4.20%	9.97%	6.63%	4.11%	3.61%	1.00%	4.85%	1.46%	11.00%	1.95%	1.88%	3.17%	2.72%	7.86%	6.14%	7.26%	6.61%	5.79%	8.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	3	0	0	1	0	1	4	0	0	0	1	2	1	0	2	0	0	1	1	0	4	2	3	0	3	3	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1					
		0.19%	0.17%	0.00%	0.00%	0.07%	0.00%	0.15%	1.40%	0.00%	0.00%	0.00%	0.35%	0.78%	0.37%	0.00%	0.51%	0.00%	0.00%	0.22%	0.31%	0.00%	0.48%	0.20%	0.28%	0.00%	0.88%	0.31%	0.68%	0.11%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.11%					
23	6.Политическая партия «Партия социальной справедливости»	18	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2					
		0.09%	0.06%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.13%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.61%	0.00%	0.00%	0.41%	0.09%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	1.05%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	1303	98	22	9	111	54	42	13	6	32	6	24	9	16	0	30	5	12	32	27	49	52	105	59	12	12	55	9	33	1	24	16	0	13	4	5	19	28	85	55	32	11	76					
		6.23%	5.67%	4.76%	5.84%	7.97%	6.78%	6.14%	4.56%	4.00%	4.05%	4.80%	8.51%	3.53%	5.97%	0.00%	7.67%	2.81%	3.26%	7.03%	8.28%	6.61%	6.30%	10.71%	5.50%	10.08%	3.52%	5.69%	6.16%	3.50%	1.00%	5.83%	7.80%	0.00%	5.08%	2.50%	3.97%	5.16%	5.94%	6.29%	8.32%	9.20%	5.79%	8.69%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	431	25	7	4	20	28	9	5	0	20	0	3	3	5	0	8	3	5	11	13	16	16	25	32	5	2	16	3	24	0	3	2	4	2	4	0	4	14	37	17	4	9	23					
		2.06%	1.45%	1.52%	2.60%	1.44%	3.52%	1.32%	1.75%	0.00%	2.53%	0.00%	1.06%	1.18%	1.87%	0.00%	2.05%	1.69%	1.36%	2.42%	3.99%	2.16%	1.94%	2.55%	2.98%	4.20%	0.59%	1.66%	2.05%	2.55%	0.00%	0.73%	0.98%	4.00%	0.78%	2.50%	0.00%	1.09%	2.97%	2.74%	2.57%	1.15%	4.74%	2.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	68	12	2	0	3	3	0	1	0	2	0	0	0	0	0	0	0	1	1	0	1	2	5	3	0	0	3	0	1	1	2	1	2	0	0	0	2	1	5	2	1	4	7					
		0.33%	0.69%	0.43%	0.00%	0.22%	0.38%	0.00%	0.35%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.22%	0.00%	0.13%	0.24%	0.51%	0.28%	0.00%	0.00%	0.31%	0.00%	0.11%	1.00%	0.49%	0.49%	2.00%	0.00%	0.00%	0.00%	0.54%	0.21%	0.37%	0.30%	0.29%	2.11%	0.80%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17527	1516	400	129	1168	667	568	246	142	660	111	238	227	231	56	302	164	318	380	266	609	700	762	891	96	278	795	127	824	97	352	182	81	233	149	117	330	380	1104	527	282	147	675					
		83.81%	87.73%	86.58%	83.77%	83.85%	83.79%	83.04%	86.32%	94.67%	83.44%	88.80%	84.40%	89.02%	86.19%	87.50%	77.24%	92.13%	86.41%	83.52%	81.60%	82.19%	84.75%	77.76%	83.04%	80.67%	81.52%	82.30%	86.99%	87.38%	97.00%	85.44%	88.78%	81.00%	91.02%	93.13%	92.86%	89.67%	80.68%	81.72%	79.73%	81.03%	77.37%	77.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	67	3	1	0	5	3	7	0	0	5	0	0	0	1	0	4	1	2	1	1	0	7	7	2	0	1	3	0	2	0	1	0	0	0	0	0	2	0	3	3	1	1	0					
		0.32%	0.17%	0.22%	0.00%	0.36%	0.38%	1.02%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.37%	0.00%	1.02%	0.56%	0.54%	0.22%	0.31%	0.00%	0.85%	0.71%	0.19%	0.00%	0.29%	0.31%	0.00%	0.21%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.22%	0.45%	0.29%	0.53%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
