Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Каргопольская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1374	29	134	76	108	154	97	40	85	45	14	8	19	10	12	20	24	10	18	7	52	17	42	70	26	47	15	36	19	15	44	13	36	32									
		20.52%	22.83%	22.75%	17.80%	20.57%	22.45%	23.37%	20.20%	22.02%	25.00%	17.72%	17.39%	23.75%	21.74%	17.91%	25.64%	15.38%	17.86%	22.22%	14.29%	22.91%	25.00%	23.60%	20.06%	17.33%	22.93%	16.13%	16.51%	22.09%	27.27%	15.88%	14.44%	15.32%	16.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	2	3	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0									
		0.27%	0.00%	0.34%	0.70%	0.38%	0.44%	0.48%	0.51%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	3	9	3	9	18	6	4	2	2	1	0	0	1	1	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	2	0									
		1.00%	2.36%	1.53%	0.70%	1.71%	2.62%	1.45%	2.02%	0.52%	1.11%	1.27%	0.00%	0.00%	2.17%	1.49%	0.00%	0.64%	0.00%	1.23%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.49%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0									
		0.13%	0.79%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.26%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.56%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	1	5	8	9	11	4	0	4	0	1	2	0	0	1	0	1	0	0	1	0	0	2	2	0	1	0	5	0	0	2	1	3	2									
		0.99%	0.79%	0.85%	1.87%	1.71%	1.60%	0.96%	0.00%	1.04%	0.00%	1.27%	4.35%	0.00%	0.00%	1.49%	0.00%	0.64%	0.00%	0.00%	2.04%	0.00%	0.00%	1.12%	0.57%	0.00%	0.49%	0.00%	2.29%	0.00%	0.00%	0.72%	1.11%	1.28%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	848	19	76	66	82	106	60	17	37	20	17	2	6	6	8	4	11	6	12	10	24	9	23	46	20	32	6	24	18	2	36	5	17	21									
		12.66%	14.96%	12.90%	15.46%	15.62%	15.45%	14.46%	8.59%	9.59%	11.11%	21.52%	4.35%	7.50%	13.04%	11.94%	5.13%	7.05%	10.71%	14.81%	20.41%	10.57%	13.24%	12.92%	13.18%	13.33%	15.61%	6.45%	11.01%	20.93%	3.64%	12.99%	5.56%	7.23%	10.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	0	5	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	2	2	0	0									
		0.33%	0.00%	0.00%	1.17%	0.38%	0.58%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.56%	0.29%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	2.22%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	501	4	55	44	45	60	42	24	27	13	3	4	2	5	3	8	6	5	5	4	16	14	7	22	7	9	6	18	2	2	12	4	12	11									
		7.48%	3.15%	9.34%	10.30%	8.57%	8.75%	10.12%	12.12%	6.99%	7.22%	3.80%	8.70%	2.50%	10.87%	4.48%	10.26%	3.85%	8.93%	6.17%	8.16%	7.05%	20.59%	3.93%	6.30%	4.67%	4.39%	6.45%	8.26%	2.33%	3.64%	4.33%	4.44%	5.11%	5.64%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
