Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:     Советская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948									
		0.63%	0.68%	0.68%	0.53%	1.02%	0.67%	0.90%	0.00%	0.00%	1.04%	0.49%	0.36%	0.29%	0.86%	1.92%	0.00%	0.97%	1.41%	0.00%	1.80%	0.93%	0.00%	1.26%	0.00%	0.91%	0.00%	0.00%	0.96%	0.00%	2.19%	0.00%	0.00%	0.00%	0.95%	0.00%	0.41%	1.31%	0.52%	1.06%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.23%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	1.92%	0.65%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1136	87	67	77	85	26	20	20	15	16	21	33	69	24	18	27	17	11	27	18	22	13	24	9	38	14	13	17	23	12	38	17	26	15	25	48	36	17	31	20									
		15.19%	19.64%	15.30%	13.70%	17.38%	17.45%	18.02%	20.41%	8.38%	16.67%	10.29%	11.74%	20.12%	20.69%	17.31%	17.65%	16.50%	15.49%	14.06%	10.78%	20.37%	18.84%	7.57%	5.88%	17.27%	13.59%	11.93%	16.35%	14.29%	8.76%	24.84%	14.29%	15.29%	14.29%	17.12%	19.75%	23.53%	8.76%	10.95%	14.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	2	2	2	0	0	1	0	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	2	0									
		0.25%	0.45%	0.46%	0.36%	0.00%	0.00%	0.90%	0.00%	0.56%	0.00%	0.98%	0.00%	0.29%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.31%	0.00%	0.00%	0.95%	0.68%	0.00%	0.00%	0.00%	0.71%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	5	4	1	5	1	0	0	1	0	2	0	1	0	1	4	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	3	1	0	0	1	0	4	5	0									
		0.60%	1.13%	0.91%	0.18%	1.02%	0.67%	0.00%	0.00%	0.56%	0.00%	0.98%	0.00%	0.29%	0.00%	0.96%	2.61%	0.97%	0.00%	0.52%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	2.52%	0.59%	0.00%	0.00%	0.41%	0.00%	2.06%	1.77%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	3	7	10	8	1	0	0	4	0	1	0	5	0	0	0	0	0	1	1	0	0	0	0	3	0	3	0	2	1	1	0	0	0	1	2	0	0	1	0									
		0.74%	0.68%	1.60%	1.78%	1.64%	0.67%	0.00%	0.00%	2.23%	0.00%	0.49%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.60%	0.00%	0.00%	0.00%	0.00%	1.36%	0.00%	2.75%	0.00%	1.24%	0.73%	0.65%	0.00%	0.00%	0.00%	0.68%	0.82%	0.00%	0.00%	0.35%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	910	76	75	111	66	9	15	13	16	0	22	25	44	7	7	26	7	11	25	22	2	10	40	19	28	7	9	14	22	14	7	17	11	16	8	30	14	19	39	7									
		12.17%	17.16%	17.12%	19.75%	13.50%	6.04%	13.51%	13.27%	8.94%	0.00%	10.78%	8.90%	12.83%	6.03%	6.73%	16.99%	6.80%	15.49%	13.02%	13.17%	1.85%	14.49%	12.62%	12.42%	12.73%	6.80%	8.26%	13.46%	13.66%	10.22%	4.58%	14.29%	6.47%	15.24%	5.48%	12.35%	9.15%	9.79%	13.78%	5.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	139	15	9	26	17	0	1	1	5	0	5	1	0	0	1	1	0	1	5	0	8	1	1	3	3	0	0	1	1	2	6	5	0	2	0	5	2	1	7	3									
		1.86%	3.39%	2.05%	4.63%	3.48%	0.00%	0.90%	1.02%	2.79%	0.00%	2.45%	0.36%	0.00%	0.00%	0.96%	0.65%	0.00%	1.41%	2.60%	0.00%	7.41%	1.45%	0.32%	1.96%	1.36%	0.00%	0.00%	0.96%	0.62%	1.46%	3.92%	4.20%	0.00%	1.90%	0.00%	2.06%	1.31%	0.52%	2.47%	2.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	202	18	18	17	24	4	2	0	2	10	7	5	14	3	0	2	0	1	1	7	1	1	5	3	4	2	0	2	0	2	3	3	5	3	2	7	1	5	12	6									
		2.70%	4.06%	4.11%	3.02%	4.91%	2.68%	1.80%	0.00%	1.12%	10.42%	3.43%	1.78%	4.08%	2.59%	0.00%	1.31%	0.00%	1.41%	0.52%	4.19%	0.93%	1.45%	1.58%	1.96%	1.82%	1.94%	0.00%	1.92%	0.00%	1.46%	1.96%	2.52%	2.94%	2.86%	1.37%	2.88%	0.65%	2.58%	4.24%	4.48%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
