Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Максатихинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	184	15	14	10	25	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	78	11	11	10	17	0	0	1	3	0	1	2	2	0	3	4	0	0	1	0	1	0	5	2	0	3	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	5	3	4	14	2	0	4	0	4	3	5	0	0	4	1	0	2	2	3	5	0	4	2	2	0	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	106	4	3	0	8	5	5	4	7	5	4	3	3	5	2	1	5	5	4	5	4	5	0	3	5	2	4	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	100	12	16	5	9	1	0	4	2	2	7	8	1	0	2	10	1	7	3	3	0	0	2	3	0	1	1	0									
		1.92%	1.93%	2.26%	0.90%	1.61%	0.85%	0.00%	2.86%	1.42%	1.10%	2.79%	4.32%	0.82%	0.00%	2.70%	18.52%	1.41%	4.40%	5.45%	2.54%	0.00%	0.00%	1.13%	2.52%	0.00%	0.67%	0.69%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	124	24	24	17	12	2	2	3	0	5	0	4	2	2	2	0	2	6	0	1	3	0	6	1	0	4	2	0									
		2.38%	3.86%	3.39%	3.06%	2.15%	1.71%	4.65%	2.14%	0.00%	2.76%	0.00%	2.16%	1.64%	2.74%	2.70%	0.00%	2.82%	3.77%	0.00%	0.85%	3.45%	0.00%	3.39%	0.84%	0.00%	2.68%	1.39%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	127	10	16	10	24	2	2	4	0	4	4	5	0	4	1	0	1	3	4	1	1	7	4	6	2	4	5	3									
		2.44%	1.61%	2.26%	1.80%	4.30%	1.71%	4.65%	2.86%	0.00%	2.21%	1.59%	2.70%	0.00%	5.48%	1.35%	0.00%	1.41%	1.89%	7.27%	0.85%	1.15%	6.36%	2.26%	5.04%	2.74%	2.68%	3.47%	2.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2119	207	180	159	188	69	23	62	69	93	149	83	49	33	36	26	44	87	29	61	38	47	55	65	34	77	76	80									
		40.66%	33.33%	25.39%	28.65%	33.69%	58.97%	53.49%	44.29%	48.94%	51.38%	59.36%	44.86%	40.16%	45.21%	48.65%	48.15%	61.97%	54.72%	52.73%	51.69%	43.68%	42.73%	31.07%	54.62%	46.58%	51.68%	52.78%	64.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	2	7	5	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0									
		0.40%	0.32%	0.99%	0.90%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	1.37%	0.67%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1									
		0.12%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.54%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.80%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1027	131	147	127	103	21	6	28	28	34	43	31	31	17	13	8	10	27	14	25	25	15	42	23	16	31	15	16									
		19.71%	21.10%	20.73%	22.88%	18.46%	17.95%	13.95%	20.00%	19.86%	18.78%	17.13%	16.76%	25.41%	23.29%	17.57%	14.81%	14.08%	16.98%	25.45%	21.19%	28.74%	13.64%	23.73%	19.33%	21.92%	20.81%	10.42%	12.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	2	3	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	2	0	0	0	1									
		0.33%	0.32%	0.42%	0.18%	0.18%	0.85%	0.00%	0.00%	0.00%	0.00%	0.40%	0.54%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	1.82%	0.85%	0.00%	0.91%	0.00%	1.68%	0.00%	0.00%	0.00%	0.80%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	3	6	7	3	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	2	0	3	0	2	0	1	0									
		0.65%	0.48%	0.85%	1.26%	0.54%	0.00%	0.00%	0.71%	0.71%	0.55%	0.00%	0.54%	0.00%	1.37%	0.00%	0.00%	1.41%	0.00%	0.00%	0.85%	2.30%	0.00%	1.69%	0.00%	2.74%	0.00%	0.69%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0									
		0.12%	0.00%	0.00%	0.18%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.67%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	6	8	4	5	1	1	0	1	0	4	5	0	0	0	0	0	0	0	2	0	1	4	2	0	1	0	1									
		0.88%	0.97%	1.13%	0.72%	0.90%	0.85%	2.33%	0.00%	0.71%	0.00%	1.59%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.91%	2.26%	1.68%	0.00%	0.67%	0.00%	0.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	903	111	176	129	117	18	9	20	16	24	20	25	28	5	14	5	6	14	1	18	9	23	33	8	12	21	25	16									
		17.33%	17.87%	24.82%	23.24%	20.97%	15.38%	20.93%	14.29%	11.35%	13.26%	7.97%	13.51%	22.95%	6.85%	18.92%	9.26%	8.45%	8.81%	1.82%	15.25%	10.34%	20.91%	18.64%	6.72%	16.44%	14.09%	17.36%	12.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	5	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0									
		0.27%	0.81%	0.00%	0.18%	0.36%	0.00%	0.00%	0.00%	0.00%	0.55%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.84%	0.00%	0.67%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	593	97	116	82	77	2	0	13	24	13	15	20	11	9	5	3	5	11	1	5	6	16	22	4	6	7	16	7									
		11.38%	15.62%	16.36%	14.77%	13.80%	1.71%	0.00%	9.29%	17.02%	7.18%	5.98%	10.81%	9.02%	12.33%	6.76%	5.56%	7.04%	6.92%	1.82%	4.24%	6.90%	14.55%	12.43%	3.36%	8.22%	4.70%	11.11%	5.60%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
