Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Вышневолоцкая																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196					
18	"1. ""ЕДИНЕНИЕ"""	230	5	1	4	7	6	8	3	0	12	10	1	1	1	8	1	6	14	4	20	3	1	4	2	2	5	2	11	13	2	9	0	1	16	27	10	8	2					
		1.80%	2.04%	1.66%	1.88%	2.58%	1.84%	1.62%	3.48%	0.0%	1.34%	3.78%	0.78%	0.44%	0.72%	1.91%	0.58%	2.47%	2.56%	1.62%	1.93%	1.75%	0.34%	1.32%	0.92%	1.52%	2.35%	2.35%	1.42%	2.25%	1.56%	1.70%	0.0%	0.65%	2.81%	2.97%	1.65%	1.10%	1.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	219	2	0	0	1	1	3	1	0	23	5	0	4	0	7	4	2	9	4	23	1	2	0	4	1	6	1	30	12	2	7	1	5	11	28	9	9	1					
		1.72%	0.81%	0.0%	0.0%	0.36%	0.30%	0.60%	1.16%	0.0%	2.58%	1.89%	0.0%	1.79%	0.0%	1.67%	2.35%	0.82%	1.64%	1.62%	2.22%	0.58%	0.69%	0.0%	1.84%	0.76%	2.83%	1.17%	3.89%	2.08%	1.56%	1.32%	0.70%	3.26%	1.93%	3.08%	1.48%	1.24%	0.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	335	4	2	5	5	9	14	1	6	20	6	2	3	4	17	3	11	26	5	21	8	3	2	15	2	6	3	15	22	6	20	8	4	8	21	14	10	4					
		2.63%	1.63%	3.33%	2.35%	1.84%	2.76%	2.84%	1.16%	5.35%	2.24%	2.27%	1.56%	1.34%	2.89%	4.07%	1.76%	4.54%	4.76%	2.03%	2.03%	4.67%	1.04%	0.66%	6.91%	1.52%	2.83%	3.52%	1.94%	3.81%	4.68%	3.79%	5.67%	2.61%	1.40%	2.31%	2.31%	1.38%	3.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	424	2	1	13	2	6	5	0	1	47	4	0	2	5	20	4	7	15	6	36	1	2	18	1	5	2	2	37	17	1	28	9	12	12	37	30	32	2					
		3.33%	0.81%	1.66%	6.13%	0.73%	1.84%	1.01%	0.0%	0.89%	5.28%	1.51%	0.0%	0.89%	3.62%	4.79%	2.35%	2.89%	2.74%	2.43%	3.48%	0.58%	0.69%	5.96%	0.46%	3.81%	0.94%	2.35%	4.79%	2.95%	0.78%	5.31%	6.38%	7.84%	2.11%	4.07%	4.95%	4.41%	1.72%					
22	"5. ""За Русь Святую"""	131	6	0	2	0	0	2	0	4	4	0	1	1	1	6	1	9	10	4	21	3	2	0	4	2	3	1	5	8	1	5	5	0	10	3	3	4	0					
		1.02%	2.44%	0.0%	0.94%	0.0%	0.0%	0.40%	0.0%	3.57%	0.44%	0.0%	0.78%	0.44%	0.72%	1.43%	0.58%	3.71%	1.83%	1.62%	2.03%	1.75%	0.69%	0.0%	1.84%	1.52%	1.41%	1.17%	0.64%	1.38%	0.78%	0.94%	3.54%	0.0%	1.76%	0.33%	0.49%	0.55%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	1	0	0	1	2	0	0	0	0	1	1	0	0	1	0	2	1	2	2	0	1	3	1	1	2	0	0	2	0	2	1	0	3	2	0	8	1					
		0.32%	0.40%	0.0%	0.0%	0.36%	0.61%	0.0%	0.0%	0.0%	0.0%	0.37%	0.78%	0.0%	0.0%	0.23%	0.0%	0.82%	0.18%	0.81%	0.19%	0.0%	0.34%	0.99%	0.46%	0.76%	0.94%	0.0%	0.0%	0.34%	0.0%	0.37%	0.70%	0.0%	0.52%	0.22%	0.0%	1.10%	0.86%					
24	"7. ""Новый курс - Автомобильная Россия"""	82	1	0	0	1	0	6	0	0	5	4	0	3	2	4	0	3	2	2	12	0	0	1	0	0	2	0	7	0	1	3	0	2	2	4	9	5	1					
		0.64%	0.40%	0.0%	0.0%	0.36%	0.0%	1.21%	0.0%	0.0%	0.56%	1.51%	0.0%	1.34%	1.44%	0.95%	0.0%	1.23%	0.36%	0.81%	1.16%	0.0%	0.0%	0.33%	0.0%	0.0%	0.94%	0.0%	0.90%	0.0%	0.78%	0.56%	0.0%	1.30%	0.35%	0.44%	1.48%	0.69%	0.86%					
25	"8. ""Народно-республиканская партия России"""	27	1	0	0	0	2	0	2	0	0	1	0	0	0	2	0	0	1	0	2	1	0	2	0	3	0	0	1	2	0	0	0	1	1	3	0	2	0					
		0.21%	0.40%	0.0%	0.0%	0.0%	0.61%	0.0%	2.32%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.18%	0.0%	0.19%	0.58%	0.0%	0.66%	0.0%	2.29%	0.0%	0.0%	0.12%	0.34%	0.0%	0.0%	0.0%	0.65%	0.17%	0.33%	0.0%	0.27%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	53	1	0	1	1	1	2	1	1	5	0	0	1	2	2	0	1	4	0	4	1	1	0	0	1	0	0	4	2	2	6	0	0	3	3	1	0	2					
		0.41%	0.40%	0.0%	0.47%	0.36%	0.30%	0.40%	1.16%	0.89%	0.56%	0.0%	0.0%	0.44%	1.44%	0.47%	0.0%	0.41%	0.73%	0.0%	0.38%	0.58%	0.34%	0.0%	0.0%	0.76%	0.0%	0.0%	0.51%	0.34%	1.56%	1.13%	0.0%	0.0%	0.52%	0.33%	0.16%	0.0%	1.72%					
27	"10. ""Аграрная партия России"""	738	28	3	9	31	17	26	13	8	29	26	10	13	9	11	9	8	6	28	58	27	61	22	14	18	7	13	35	17	13	22	7	5	58	34	19	22	2					
		5.80%	11.42%	5.0%	4.24%	11.43%	5.23%	5.28%	15.11%	7.14%	3.26%	9.84%	7.81%	5.82%	6.52%	2.63%	5.29%	3.30%	1.09%	11.38%	5.62%	15.78%	21.25%	7.28%	6.45%	13.74%	3.30%	15.29%	4.53%	2.95%	10.15%	4.17%	4.96%	3.26%	10.21%	3.74%	3.14%	3.03%	1.72%					
28	"11. ""Истинные патриоты России"""	14	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	2	2	0	0	0	1	1	0	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.78%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.40%	0.29%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.25%	0.34%	0.0%	0.0%	0.0%	0.65%	0.17%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	174	3	1	4	5	6	7	2	1	11	0	0	1	3	9	2	0	9	2	15	5	3	1	0	2	2	0	19	7	3	0	2	5	10	17	6	9	2					
		1.36%	1.22%	1.66%	1.88%	1.84%	1.84%	1.42%	2.32%	0.89%	1.23%	0.0%	0.0%	0.44%	2.17%	2.15%	1.17%	0.0%	1.64%	0.81%	1.45%	2.92%	1.04%	0.33%	0.0%	1.52%	0.94%	0.0%	2.46%	1.21%	2.34%	0.0%	1.41%	3.26%	1.76%	1.87%	0.99%	1.24%	1.72%					
30	"13. ""Демократическая партия России"""	30	1	0	1	3	0	1	0	0	0	0	0	1	0	1	0	1	1	0	3	2	0	1	0	0	0	1	5	1	3	0	0	0	0	1	0	3	0					
		0.23%	0.40%	0.0%	0.47%	1.10%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.23%	0.0%	0.41%	0.18%	0.0%	0.29%	1.16%	0.0%	0.33%	0.0%	0.0%	0.0%	1.17%	0.64%	0.17%	2.34%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.41%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	1	0	2	1	4	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	2	1	1	0	0	0	2	1	2	0					
		0.19%	0.40%	0.0%	0.94%	0.36%	1.23%	0.20%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.09%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.12%	0.34%	0.78%	0.18%	0.0%	0.0%	0.0%	0.22%	0.16%	0.27%	0.0%					
32	"15. ""Партия СЛОН"""	47	1	0	1	0	0	1	0	0	4	1	0	2	0	1	0	0	1	2	1	0	0	0	0	1	18	1	2	1	0	1	1	1	0	1	2	3	0					
		0.36%	0.40%	0.0%	0.47%	0.0%	0.0%	0.20%	0.0%	0.0%	0.44%	0.37%	0.0%	0.89%	0.0%	0.23%	0.0%	0.0%	0.18%	0.81%	0.09%	0.0%	0.0%	0.0%	0.0%	0.76%	8.49%	1.17%	0.25%	0.17%	0.0%	0.18%	0.70%	0.65%	0.0%	0.11%	0.33%	0.41%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	917	23	8	14	9	20	26	5	10	65	19	6	5	10	44	9	28	28	16	103	12	23	11	4	6	11	1	85	35	11	16	10	6	41	70	46	72	9					
		7.20%	9.38%	13.33%	6.60%	3.32%	6.15%	5.28%	5.81%	8.92%	7.31%	7.19%	4.68%	2.24%	7.24%	10.55%	5.29%	11.57%	5.12%	6.50%	9.98%	7.01%	8.01%	3.64%	1.84%	4.58%	5.18%	1.17%	11.02%	6.07%	8.59%	3.03%	7.09%	3.92%	7.21%	7.70%	7.60%	9.94%	7.75%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	1	1	2	1	2	0	1	0	6	1	1	0	0	0	0	1	2	1	2	0	1	0	1	1	1	0	5	4	1	0	0	1	1	1	1	2	0					
		0.33%	0.40%	1.66%	0.94%	0.36%	0.61%	0.0%	1.16%	0.0%	0.67%	0.37%	0.78%	0.0%	0.0%	0.0%	0.0%	0.41%	0.36%	0.40%	0.19%	0.0%	0.34%	0.0%	0.46%	0.76%	0.47%	0.0%	0.64%	0.69%	0.78%	0.0%	0.0%	0.65%	0.17%	0.11%	0.16%	0.27%	0.0%					
35	"18. ""ЛДПР"""	1674	28	6	43	40	29	52	0	10	141	36	26	32	16	60	19	31	41	16	148	21	31	36	38	5	23	16	108	74	12	76	12	30	71	146	78	110	13					
		13.15%	11.42%	10.0%	20.28%	14.76%	8.92%	10.56%	0.0%	8.92%	15.86%	13.63%	20.31%	14.34%	11.59%	14.38%	11.17%	12.80%	7.50%	6.50%	14.34%	12.28%	10.80%	11.92%	17.51%	3.81%	10.84%	18.82%	14.00%	12.84%	9.37%	14.42%	8.51%	19.60%	12.5%	16.06%	12.89%	15.19%	11.20%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	269	1	0	6	11	7	13	1	3	20	7	4	1	2	12	3	4	18	5	16	3	3	6	4	2	4	5	11	11	3	19	2	2	13	18	15	11	3					
		2.11%	0.40%	0.0%	2.83%	4.05%	2.15%	2.64%	1.16%	2.67%	2.24%	2.65%	3.12%	0.44%	1.44%	2.87%	1.76%	1.65%	3.29%	2.03%	1.55%	1.75%	1.04%	1.98%	1.84%	1.52%	1.88%	5.88%	1.42%	1.90%	2.34%	3.60%	1.41%	1.30%	2.28%	1.98%	2.47%	1.51%	2.58%					
37	"20. ""Политическая партия ""Единая Россия"""	5257	103	16	77	124	155	258	47	45	382	101	56	123	62	135	93	83	281	119	375	63	100	160	101	50	85	35	254	245	51	223	58	56	217	325	255	292	52					
		41.32%	42.04%	26.66%	36.32%	45.75%	47.69%	52.43%	54.65%	40.17%	42.96%	38.25%	43.75%	55.15%	44.92%	32.37%	54.70%	34.29%	51.46%	48.37%	36.33%	36.84%	34.84%	52.98%	46.54%	38.16%	40.09%	41.17%	32.94%	42.53%	39.84%	42.31%	41.13%	36.60%	38.20%	35.75%	42.14%	40.33%	44.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	0	0	1	0	0	1	1	0	3	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	2	0	0	2					
		0.15%	0.0%	0.0%	0.47%	0.0%	0.0%	0.20%	1.16%	0.0%	0.33%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.40%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.47%	0.0%	0.12%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	1.72%					
39	"22. ""Развитие предпринимательства"""	22	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	6	0	0	0	1	1	0	0	4	0	1	1	0	0	2	1	1	0	0					
		0.17%	0.40%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.46%	0.76%	0.0%	0.0%	0.51%	0.0%	0.78%	0.18%	0.0%	0.0%	0.35%	0.11%	0.16%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1322	18	13	15	21	43	51	6	20	69	27	11	24	12	55	16	30	40	13	95	11	37	25	20	22	16	2	96	52	5	57	14	10	64	133	85	84	10					
		10.39%	7.34%	21.66%	7.07%	7.74%	13.23%	10.36%	6.97%	17.85%	7.76%	10.22%	8.59%	10.76%	8.69%	13.18%	9.41%	12.39%	7.32%	5.28%	9.20%	6.43%	12.89%	8.27%	9.21%	16.79%	7.54%	2.35%	12.45%	9.02%	3.90%	10.81%	9.92%	6.53%	11.26%	14.63%	14.04%	11.60%	8.62%					
																																												
41	Против всех	403	4	5	3	7	13	9	2	3	32	9	4	6	3	6	2	12	13	14	41	9	9	8	4	4	11	2	22	25	7	15	4	7	19	21	15	26	7					
		3.16%	1.63%	8.33%	1.41%	2.58%	4.0%	1.82%	2.32%	2.67%	3.59%	3.40%	3.12%	2.69%	2.17%	1.43%	1.17%	4.95%	2.38%	5.69%	3.97%	5.26%	3.13%	2.64%	1.84%	3.05%	5.18%	2.35%	2.85%	4.34%	5.46%	2.84%	2.83%	4.57%	3.34%	2.31%	2.47%	3.59%	6.03%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
