Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Динская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248					
20	3.Политическая партия «Демократическая партия России»	82	1	4	1	1	2	2	1	3	0	1	0	1	4	1	2	1	2	2	5	2	2	6	0	1	2	1	1	4	2	0	1	4	10	4	0	1	1	0	0	3	1	0	1	0	0	0	1	0					
		0.17%	0.09%	0.32%	0.07%	0.10%	0.20%	0.20%	0.07%	0.21%	0.00%	0.11%	0.00%	0.11%	0.39%	0.15%	0.12%	0.15%	0.40%	0.15%	0.35%	0.14%	0.15%	0.54%	0.00%	0.13%	0.22%	0.09%	0.09%	0.30%	0.12%	0.00%	0.21%	0.35%	0.75%	0.32%	0.00%	0.08%	0.07%	0.00%	0.00%	0.30%	0.08%	0.00%	0.14%	0.00%	0.00%	0.00%	0.08%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8688	198	289	274	190	223	195	317	270	196	160	143	175	180	148	264	111	57	227	247	222	223	212	160	121	161	182	169	212	214	187	86	189	211	242	191	268	282	52	60	149	208	163	83	70	69	115	196	127					
		17.59%	17.48%	23.19%	20.28%	18.98%	22.32%	19.72%	20.79%	18.66%	21.19%	17.06%	15.07%	20.00%	17.41%	22.84%	15.44%	17.10%	11.35%	17.00%	17.38%	15.93%	17.11%	19.12%	17.94%	15.88%	18.11%	17.12%	14.40%	15.65%	13.20%	15.40%	17.92%	16.38%	15.86%	19.10%	22.26%	20.26%	19.22%	25.24%	18.24%	14.89%	17.22%	18.76%	11.56%	11.44%	11.64%	21.18%	15.95%	16.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	233	7	6	7	3	8	5	8	13	5	9	7	5	4	5	16	6	9	4	7	3	3	3	5	1	3	0	2	5	8	5	1	3	5	5	0	2	6	0	0	10	11	2	2	1	6	0	2	5					
		0.47%	0.62%	0.48%	0.52%	0.30%	0.80%	0.51%	0.52%	0.90%	0.54%	0.96%	0.74%	0.57%	0.39%	0.77%	0.94%	0.92%	1.79%	0.30%	0.49%	0.22%	0.23%	0.27%	0.56%	0.13%	0.34%	0.00%	0.17%	0.37%	0.49%	0.41%	0.21%	0.26%	0.38%	0.39%	0.00%	0.15%	0.41%	0.00%	0.00%	0.99%	0.91%	0.23%	0.28%	0.16%	1.01%	0.00%	0.16%	0.65%					
23	6.Политическая партия «Партия социальной справедливости»	77	2	3	1	2	2	1	2	5	4	2	1	2	2	1	1	0	0	1	2	1	3	5	1	1	1	0	1	6	1	0	0	0	3	1	2	4	3	1	1	1	2	0	0	0	0	2	2	1					
		0.16%	0.18%	0.24%	0.07%	0.20%	0.20%	0.10%	0.13%	0.35%	0.43%	0.21%	0.11%	0.23%	0.19%	0.15%	0.06%	0.00%	0.00%	0.07%	0.14%	0.07%	0.23%	0.45%	0.11%	0.13%	0.11%	0.00%	0.09%	0.44%	0.06%	0.00%	0.00%	0.00%	0.23%	0.08%	0.23%	0.30%	0.20%	0.49%	0.30%	0.10%	0.17%	0.00%	0.00%	0.00%	0.00%	0.37%	0.16%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	3809	98	102	104	97	81	82	128	148	60	85	79	92	72	33	201	53	40	91	99	94	74	101	56	67	49	71	95	102	98	86	29	92	94	109	58	118	120	6	21	88	4	71	50	50	56	40	104	61					
		7.71%	8.65%	8.19%	7.70%	9.69%	8.11%	8.29%	8.39%	10.23%	6.49%	9.06%	8.32%	10.51%	6.96%	5.09%	11.75%	8.17%	7.97%	6.82%	6.97%	6.74%	5.68%	9.11%	6.28%	8.79%	5.51%	6.68%	8.09%	7.53%	6.05%	7.08%	6.04%	7.97%	7.07%	8.60%	6.76%	8.92%	8.18%	2.91%	6.38%	8.79%	0.33%	8.17%	6.96%	8.17%	9.44%	7.37%	8.46%	7.97%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3171	100	107	82	85	88	75	133	123	50	65	50	56	53	64	119	47	30	52	78	43	58	46	38	65	84	85	72	73	70	68	38	65	69	111	59	81	95	8	18	71	92	39	38	22	48	19	65	74					
		6.42%	8.83%	8.59%	6.07%	8.49%	8.81%	7.58%	8.72%	8.50%	5.41%	6.93%	5.27%	6.40%	5.13%	9.88%	6.96%	7.24%	5.98%	3.90%	5.49%	3.08%	4.45%	4.15%	4.26%	8.53%	9.45%	7.99%	6.13%	5.39%	4.32%	5.60%	7.92%	5.63%	5.19%	8.76%	6.88%	6.12%	6.48%	3.88%	5.47%	7.09%	7.62%	4.49%	5.29%	3.59%	8.09%	3.50%	5.29%	9.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	443	14	14	11	3	7	11	21	13	12	18	14	12	5	1	12	8	1	6	6	11	11	8	9	2	4	6	10	8	8	8	3	10	15	19	9	13	12	1	3	10	17	4	8	8	5	5	15	12					
		0.90%	1.24%	1.12%	0.81%	0.30%	0.70%	1.11%	1.38%	0.90%	1.30%	1.92%	1.48%	1.37%	0.48%	0.15%	0.70%	1.23%	0.20%	0.45%	0.42%	0.79%	0.84%	0.72%	1.01%	0.26%	0.45%	0.56%	0.85%	0.59%	0.49%	0.66%	0.63%	0.87%	1.13%	1.50%	1.05%	0.98%	0.82%	0.49%	0.91%	0.99%	1.41%	0.46%	1.11%	1.31%	0.84%	0.92%	1.22%	1.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29662	658	666	786	554	524	550	833	786	557	546	600	485	656	354	999	373	320	891	914	952	838	658	565	456	541	628	773	852	789	822	290	736	846	702	491	782	870	123	212	600	719	542	483	436	380	314	764	446					
		60.04%	58.08%	53.45%	58.18%	55.34%	52.45%	55.61%	54.62%	54.32%	60.22%	58.21%	63.22%	55.43%	63.44%	54.63%	58.42%	57.47%	63.75%	66.74%	64.32%	68.29%	64.31%	59.33%	63.34%	59.84%	60.85%	59.08%	65.84%	62.88%	48.67%	67.71%	60.42%	63.78%	63.61%	55.41%	57.23%	59.11%	59.30%	59.71%	64.44%	59.94%	59.52%	62.37%	67.27%	71.24%	64.08%	57.83%	62.16%	58.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	330	11	12	13	16	12	15	5	15	5	7	4	7	5	0	20	2	1	1	9	9	8	7	2	3	15	3	7	2	6	7	4	4	10	4	5	8	5	0	6	10	6	5	3	5	3	5	13	5					
		0.67%	0.97%	0.96%	0.96%	1.60%	1.20%	1.52%	0.33%	1.04%	0.54%	0.75%	0.42%	0.80%	0.48%	0.00%	1.17%	0.31%	0.20%	0.07%	0.63%	0.65%	0.61%	0.63%	0.22%	0.39%	1.69%	0.28%	0.60%	0.15%	0.37%	0.58%	0.83%	0.35%	0.75%	0.32%	0.58%	0.60%	0.34%	0.00%	1.82%	0.99%	0.50%	0.58%	0.42%	0.82%	0.51%	0.92%	1.06%	0.65%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
