Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Советская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484									
		35.39%	34.83%	31.41%	29.27%	38.24%	42.62%	38.84%	39.72%	48.59%	47.90%	39.55%	29.43%	47.83%	24.38%	32.97%	36.76%	58.73%	38.83%	34.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	3	5	2	0	0	1	2	0	1	0	4	1	0	0	3	0	3	2									
		0.49%	0.33%	0.55%	0.81%	0.00%	0.00%	0.31%	0.93%	0.00%	0.84%	0.00%	0.75%	1.09%	0.00%	0.00%	1.10%	0.00%	0.84%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	1	0	1	0	0	1	0	0	0	3	2	1	0	0	0	1	1									
		0.22%	0.11%	0.11%	0.00%	1.47%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.57%	2.17%	0.63%	0.00%	0.00%	0.00%	0.28%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1230	249	253	52	15	18	85	40	34	28	52	53	18	30	41	34	10	77	141									
		22.43%	27.27%	27.59%	21.14%	22.06%	29.51%	25.99%	18.69%	19.21%	23.53%	23.64%	10.00%	19.57%	18.75%	22.53%	12.50%	15.87%	21.51%	24.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	5	6	2	0	0	0	0	1	0	1	2	1	0	0	4	0	0	2									
		0.44%	0.55%	0.65%	0.81%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.45%	0.38%	1.09%	0.00%	0.00%	1.47%	0.00%	0.00%	0.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	3	2	1	1	0	2	0	1	2	0	0	0	2	2	0	0	3	3									
		0.40%	0.33%	0.22%	0.41%	1.47%	0.00%	0.61%	0.00%	0.56%	1.68%	0.00%	0.00%	0.00%	1.25%	1.10%	0.00%	0.00%	0.84%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1									
		0.13%	0.22%	0.11%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	14	7	2	1	0	2	4	0	1	0	6	3	1	1	1	1	5	8									
		1.04%	1.53%	0.76%	0.81%	1.47%	0.00%	0.61%	1.87%	0.00%	0.84%	0.00%	1.13%	3.26%	0.63%	0.55%	0.37%	1.59%	1.40%	1.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	865	156	179	61	10	13	44	28	11	10	28	55	11	17	34	55	6	62	85									
		15.77%	17.09%	19.52%	24.80%	14.71%	21.31%	13.46%	13.08%	6.21%	8.40%	12.73%	10.38%	11.96%	10.63%	18.68%	20.22%	9.52%	17.32%	15.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	3	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1									
		0.16%	0.33%	0.00%	0.41%	1.47%	0.00%	0.00%	0.47%	0.56%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	727	74	79	25	7	2	31	19	25	11	24	201	8	54	18	43	5	37	64									
		13.26%	8.11%	8.62%	10.16%	10.29%	3.28%	9.48%	8.88%	14.12%	9.24%	10.91%	37.92%	8.70%	33.75%	9.89%	15.81%	7.94%	10.34%	11.33%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
