Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Мышкинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530									
		1.74%	2.08%	1.07%	0.98%	1.96%	1.10%	1.45%	0.00%	3.69%	2.38%	4.60%	1.83%	0.93%	0.76%	0.98%	2.29%	1.36%	1.59%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	109	2	2	2	1	3	2	3	14	2	5	6	3	2	24	10	12	16									
		2.40%	1.39%	1.07%	1.96%	0.98%	1.66%	1.45%	2.68%	3.44%	1.19%	5.75%	2.20%	2.80%	1.52%	3.90%	1.76%	1.81%	2.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2354	91	120	61	54	98	85	71	273	82	46	172	59	62	290	245	318	227									
		51.72%	63.19%	64.17%	59.80%	52.94%	54.14%	61.59%	63.39%	67.08%	48.81%	52.87%	63.00%	55.14%	46.97%	47.15%	43.21%	47.96%	40.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	1	1	1	2	3	0	1	7	2	0	2	3	0	7	3	8	8									
		1.08%	0.69%	0.53%	0.98%	1.96%	1.66%	0.00%	0.89%	1.72%	1.19%	0.00%	0.73%	2.80%	0.00%	1.14%	0.53%	1.21%	1.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2									
		0.13%	0.00%	0.00%	0.00%	2.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.35%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	938	26	34	22	23	43	21	20	47	35	11	51	24	36	122	131	154	138									
		20.61%	18.06%	18.18%	21.57%	22.55%	23.76%	15.22%	17.86%	11.55%	20.83%	12.64%	18.68%	22.43%	27.27%	19.84%	23.10%	23.23%	24.38%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	0	0	0	2	0	0	1	0	0	0	0	2	0	5	3	0	3									
		0.35%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	1.87%	0.00%	0.81%	0.53%	0.00%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	0	0	0	0	2	0	0	2	1	0	0	0	0	3	4	7	7									
		0.57%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.49%	0.60%	0.00%	0.00%	0.00%	0.00%	0.49%	0.71%	1.06%	1.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	0	0	0	0	1	1	1	1	1	1	1	0	2	5	5	7	5									
		0.68%	0.00%	0.00%	0.00%	0.00%	0.55%	0.72%	0.89%	0.25%	0.60%	1.15%	0.37%	0.00%	1.52%	0.81%	0.88%	1.06%	0.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	425	11	15	8	2	15	16	7	27	26	14	22	3	14	62	55	58	70									
		9.34%	7.64%	8.02%	7.84%	1.96%	8.29%	11.59%	6.25%	6.63%	15.48%	16.09%	8.06%	2.80%	10.61%	10.08%	9.70%	8.75%	12.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	2	0	0	0	2	1	0	1	3	1	2	0	3	5	1	4									
		0.55%	0.00%	1.07%	0.00%	0.00%	0.00%	1.45%	0.89%	0.00%	0.60%	3.45%	0.37%	1.87%	0.00%	0.49%	0.88%	0.15%	0.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	371	7	9	7	1	10	7	7	13	6	2	9	3	13	72	76	73	56									
		8.15%	4.86%	4.81%	6.86%	0.98%	5.52%	5.07%	6.25%	3.19%	3.57%	2.30%	3.30%	2.80%	9.85%	11.71%	13.40%	11.01%	9.89%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
