11	Число полученных открепительных  удостоверений	2610	20	20	20	20	30	30	20	20	30	30	20	30	30	30	30	30	30	30	30	20	30	20	20	20	30	30	40	30	30	20	20	20	30	30	20	20	30	30	20	30	20	20	30	30	30	40	30	30	20	20	20	20	30	30	20	30	20	30	30	20	20	30	30	30	30	30	30	30	20	20	40	30	20	50	20	30	50	30	40	30	20	20	20	20	20	20	20	30	50	50	20	20	20	20	20	20	10	40	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1637	19	7	10	15	9	20	9	12	25	23	13	15	22	23	11	18	27	8	17	14	21	16	19	12	12	23	17	21	18	12	15	14	13	21	15	13	22	17	8	17	8	15	14	9	26	23	11	25	18	14	15	16	22	20	7	28	17	17	15	20	13	15	24	20	19	13	26	11	13	10	27	21	7	32	15	14	31	19	31	23	17	12	7	18	14	11	15	13	33	29	7	12	13	9	16	18	5	21	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1538	8	6	51	12	49	19	3	16	15	16	7	90	30	19	6	16	25	13	14	10	18	14	8	18	8	10	30	18	17	13	8	28	20	15	12	13	14	13	11	18	21	21	21	11	10	7	12	14	15	10	13	12	13	18	12	11	9	11	15	15	10	15	12	5	4	14	20	8	5	7	5	10	13	12	13	10	11	12	15	9	27	18	6	15	9	12	6	17	12	24	11	9	8	30	9	23	13	8	13	6	4	5	25	2	5	6	3									
14	Число неиспользованных открепительных удостоверений	973	1	13	10	5	21	10	11	8	5	7	7	15	8	7	19	12	3	22	13	6	9	4	1	8	18	7	23	9	12	8	5	6	17	9	5	7	8	13	12	13	12	5	16	21	4	17	19	5	2	6	5	4	8	10	13	2	3	13	15	0	7	15	6	10	11	17	4	19	7	10	13	9	13	18	5	16	19	11	9	7	3	8	13	2	6	9	5	17	17	21	13	8	7	11	4	2	5	19	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	63	0	0	0	0	0	0	2	1	1	1	1	0	0	0	1	0	1	2	1	0	0	0	1	0	0	1	2	1	2	1	1	1	0	1	0	0	0	2	2	0	0	1	0	0	2	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	3	0	3	0	1	4	0	1	1	1	0	0	0	1	0	1	0	1	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																						
19	Жириновский Владимир Вольфович	10302	76	84	94	106	70	120	82	79	90	107	92	77	109	94	95	101	112	69	87	83	133	96	67	87	127	133	126	117	162	93	88	131	113	136	101	87	119	98	82	124	82	104	121	88	144	137	115	113	106	108	92	91	115	116	85	116	96	140	123	112	76	127	94	98	100	107	138	110	124	88	129	116	81	90	96	137	131	138	161	123	96	77	62	124	95	87	78	172	159	172	54	61	8	62	47	91	16	85	8	8	10	7	175	5	1	19	8									
		8.97%	10.44%	10.92%	11.01%	10.21%	9.01%	9.01%	10.21%	8.57%	7.96%	8.65%	7.82%	8.15%	8.52%	7.78%	7.92%	7.97%	8.02%	7.03%	9.13%	9.00%	9.54%	9.34%	7.97%	9.30%	9.37%	8.92%	10.47%	9.89%	10.96%	7.12%	8.89%	9.08%	9.58%	10.04%	9.44%	7.60%	9.37%	9.01%	7.43%	9.09%	9.62%	10.22%	8.42%	7.68%	9.24%	9.03%	10.56%	7.40%	7.90%	8.44%	8.90%	9.02%	8.96%	9.29%	8.89%	9.51%	8.78%	9.57%	8.29%	10.05%	8.16%	10.09%	7.91%	8.22%	7.96%	8.80%	9.84%	8.74%	8.44%	10.86%	8.26%	7.69%	6.19%	7.42%	6.69%	8.58%	8.47%	8.72%	9.79%	10.33%	8.50%	6.42%	8.03%	11.03%	7.95%	8.78%	7.60%	9.74%	10.04%	12.22%	9.56%	11.11%	1.80%	8.00%	8.69%	9.50%	5.95%	9.75%	6.90%	5.84%	14.08%	7.69%	39.06%	4.76%	1.37%	10.73%	11.43%									
20	Зюганов Геннадий Андреевич	31911	195	161	210	309	207	363	203	246	348	351	339	290	338	341	368	374	392	305	259	232	355	299	252	286	387	454	307	356	383	373	241	385	357	388	293	331	369	316	334	414	268	276	361	327	467	419	311	405	324	377	274	303	373	337	270	334	301	416	446	327	264	375	349	367	360	294	415	400	417	250	451	453	402	380	417	434	431	459	368	349	298	326	202	313	386	296	283	465	450	206	112	140	85	187	131	250	70	203	40	35	9	32	31	26	7	50	16									
		27.79%	26.79%	20.94%	24.59%	29.77%	26.64%	27.25%	25.28%	26.68%	30.80%	28.38%	28.83%	30.69%	26.43%	28.21%	30.67%	29.50%	28.06%	31.09%	27.18%	25.16%	25.47%	29.09%	29.96%	30.59%	28.54%	30.45%	25.50%	30.09%	25.91%	28.54%	24.34%	26.68%	30.25%	28.63%	27.38%	28.91%	29.06%	29.04%	30.28%	30.35%	31.46%	27.11%	25.12%	28.53%	29.96%	27.60%	28.56%	26.54%	24.16%	29.45%	26.50%	30.03%	29.07%	26.98%	28.24%	27.38%	27.54%	28.43%	30.07%	29.35%	28.36%	29.79%	29.35%	30.79%	28.64%	24.18%	29.60%	31.77%	28.39%	30.86%	28.87%	30.04%	30.73%	31.33%	29.08%	27.18%	27.86%	29.01%	22.38%	29.30%	26.37%	27.19%	26.17%	27.85%	32.30%	29.87%	27.58%	26.33%	28.41%	14.63%	19.82%	25.50%	19.14%	24.13%	24.21%	26.10%	26.02%	23.28%	34.48%	25.55%	12.68%	35.16%	6.92%	24.76%	9.59%	28.25%	22.86%									
21	Миронов Сергей Михайлович	5381	37	22	18	58	27	51	45	42	69	55	51	54	74	54	47	86	89	53	42	38	64	60	29	34	47	77	52	59	67	76	54	56	40	59	51	62	63	51	45	57	33	36	73	55	81	85	59	71	67	58	48	51	54	61	52	52	60	81	73	48	44	62	51	53	63	61	74	58	60	36	83	63	78	67	69	80	58	75	76	52	48	91	35	56	66	46	39	64	93	33	24	28	9	29	15	36	5	44	5	7	3	5	8	4	1	8	3									
		4.69%	5.08%	2.86%	2.11%	5.59%	3.47%	3.83%	5.60%	4.56%	6.11%	4.45%	4.34%	5.71%	5.79%	4.47%	3.92%	6.78%	6.37%	5.40%	4.41%	4.12%	4.59%	5.84%	3.45%	3.64%	3.47%	5.16%	4.32%	4.99%	4.53%	5.81%	5.45%	3.88%	3.39%	4.35%	4.77%	5.41%	4.96%	4.69%	4.08%	4.18%	3.87%	3.54%	5.08%	4.80%	5.20%	5.60%	5.42%	4.65%	4.99%	4.53%	4.64%	5.05%	4.21%	4.88%	5.44%	4.26%	5.49%	5.54%	4.92%	4.31%	4.73%	4.92%	4.29%	4.45%	5.01%	5.02%	5.28%	4.61%	4.08%	4.44%	5.31%	4.18%	5.96%	5.52%	4.81%	5.01%	3.75%	4.74%	4.62%	4.37%	4.25%	7.59%	4.53%	4.98%	5.52%	4.64%	3.80%	3.62%	5.87%	2.34%	4.25%	5.10%	2.03%	3.74%	2.77%	3.76%	1.86%	5.05%	4.31%	5.11%	4.23%	5.49%	1.79%	3.81%	1.37%	4.52%	4.29%									
22	Прохоров Михаил Дмитриевич	13132	53	51	64	89	100	163	93	106	144	153	196	133	208	182	132	205	191	158	82	78	151	106	102	79	146	157	146	161	217	147	129	180	110	142	87	130	148	137	118	141	91	108	181	116	171	173	103	207	138	119	78	94	110	127	89	167	166	154	132	113	101	166	132	123	141	133	153	137	146	98	183	206	127	150	193	183	218	217	275	144	132	206	107	106	178	101	101	194	174	92	50	34	37	54	44	95	21	100	6	12	7	10	56	2	15	14	6									
		11.43%	7.28%	6.63%	7.49%	8.57%	12.87%	12.24%	11.58%	11.50%	12.74%	12.37%	16.67%	14.07%	16.26%	15.05%	11.00%	16.17%	13.67%	16.11%	8.60%	8.46%	10.83%	10.31%	12.13%	8.45%	10.77%	10.53%	12.13%	13.61%	14.68%	11.25%	13.03%	12.47%	9.32%	10.48%	8.13%	11.35%	11.65%	12.59%	10.70%	10.34%	10.68%	10.61%	12.60%	10.12%	10.97%	11.40%	9.46%	13.56%	10.29%	9.30%	7.54%	9.32%	8.57%	10.17%	9.31%	13.69%	15.19%	10.53%	8.90%	10.14%	10.85%	13.19%	11.10%	10.32%	11.22%	10.94%	10.91%	10.88%	9.94%	12.10%	11.72%	13.66%	9.71%	12.37%	13.46%	11.46%	14.09%	13.72%	16.73%	12.09%	11.68%	17.18%	13.86%	9.43%	14.90%	10.19%	9.84%	10.99%	10.98%	6.53%	8.85%	6.19%	8.33%	6.97%	8.13%	9.92%	7.81%	11.47%	5.17%	8.76%	9.86%	10.99%	12.50%	1.90%	20.55%	7.91%	8.57%									
23	Путин Владимир Владимирович	52522	360	441	449	456	356	614	367	435	462	553	485	382	535	517	538	489	590	379	468	473	671	458	378	433	630	645	564	472	633	594	467	669	542	609	529	518	551	476	510	610	366	489	681	545	673	686	489	706	650	601	534	459	621	583	455	535	459	644	695	495	437	508	553	540	573	609	602	540	701	331	692	646	600	514	642	726	685	680	750	508	539	478	353	507	457	448	505	839	682	884	325	280	302	433	299	479	156	429	56	75	42	36	173	66	49	82	37									
		45.73%	49.45%	57.35%	52.58%	43.93%	45.82%	46.10%	45.70%	47.18%	40.88%	44.70%	41.24%	40.42%	41.83%	42.76%	44.83%	38.56%	42.23%	38.63%	49.11%	51.30%	48.13%	44.55%	44.95%	46.31%	46.46%	43.26%	46.84%	39.90%	42.83%	45.45%	47.17%	46.36%	45.93%	44.94%	49.44%	45.24%	43.39%	43.75%	46.24%	44.72%	42.96%	48.04%	47.39%	47.56%	43.17%	45.19%	44.90%	46.26%	48.47%	46.95%	51.64%	45.49%	48.40%	46.68%	47.59%	43.85%	41.99%	44.02%	46.86%	44.43%	46.94%	40.35%	46.51%	45.30%	45.58%	50.08%	42.94%	42.89%	47.72%	40.86%	44.30%	42.84%	45.87%	42.37%	44.77%	45.46%	44.28%	42.98%	45.62%	42.65%	47.70%	39.87%	45.73%	45.11%	38.24%	45.21%	49.22%	47.51%	43.06%	62.78%	57.52%	51.00%	68.02%	55.87%	55.27%	50.00%	57.99%	49.20%	48.28%	54.74%	59.15%	39.56%	38.62%	62.86%	67.12%	46.33%	52.86%									
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
