11	Число полученных открепительных  удостоверений	3565	25	25	35	25	63	30	30	35	35	40	35	25	50	25	25	35	35	35	45	35	45	35	25	25	40	28	35	25	35	43	35	38	25	35	45	30	35	40	35	40	40	25	35	38	40	40	35	50	45	35	40	35	25	35	25	40	40	40	35	35	25	40	38	35	35	38	40	40	25	25	35	35	30	35	45	50	50	25	41	30	40	35	25	35	35	25	25	43	60	165	25	25	35	45	25	25	25	40	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3116	19	20	35	19	63	25	28	27	30	38	32	19	46	20	22	33	35	29	36	24	42	27	25	24	39	26	28	12	32	42	32	36	24	30	37	27	35	33	31	37	28	23	31	35	39	39	30	46	45	34	30	32	25	34	16	38	24	35	33	22	21	36	38	30	28	37	38	26	25	24	30	34	17	33	45	39	48	24	40	27	35	24	16	28	29	20	19	40	57	157	15	7	28	39	22	18	24	40	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2538	17	15	43	13	25	65	11	27	19	23	21	17	32	29	12	22	34	35	25	24	21	13	12	18	26	19	34	241	31	19	12	38	20	15	9	24	27	17	21	23	44	41	15	29	30	11	26	26	15	23	13	20	23	22	18	26	29	18	23	29	28	30	25	15	11	28	36	7	20	13	11	19	32	36	30	13	23	8	12	20	19	18	18	14	15	20	13	25	13	86	16	7	14	37	9	26	24	8	6	11	1	5	5	12	14	1	54					
14	Число неиспользованных открепительных удостоверений	449	6	5	0	6	0	5	2	8	5	2	3	6	4	5	3	2	0	6	9	11	3	8	0	1	1	2	7	13	3	1	3	2	1	5	8	3	0	7	4	3	12	2	4	3	1	1	5	4	0	1	10	3	0	1	9	2	16	5	2	13	4	4	0	5	7	1	2	14	0	1	5	1	13	2	0	11	2	1	1	3	5	11	9	7	6	5	6	3	3	8	10	18	7	6	3	7	1	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	29	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	1	2	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																																		
18	Богданов Андрей Владимирович	1906	7	10	20	14	13	25	6	16	22	22	25	22	39	22	18	24	28	19	17	21	24	18	16	13	16	31	20	28	17	17	18	21	11	24	10	10	20	17	13	23	10	14	16	12	28	29	12	30	24	26	8	18	17	21	12	22	14	15	27	18	23	21	17	30	16	23	24	16	22	18	34	21	25	22	17	30	36	30	16	23	12	26	19	18	19	15	19	32	24	8	11	7	9	18	10	19	3	23	4	1	2	1	1	1	1	1	8					
		1.74%	1.16%	1.27%	2.42%	1.51%	1.53%	1.84%	0.82%	1.82%	1.97%	2.04%	2.21%	2.43%	3.10%	1.82%	1.57%	2.01%	2.14%	1.99%	1.84%	2.02%	1.80%	1.80%	1.93%	1.37%	1.26%	2.30%	1.79%	3.26%	1.23%	1.18%	1.88%	1.55%	0.97%	1.88%	0.95%	0.90%	1.67%	1.68%	1.07%	1.80%	1.19%	1.41%	1.45%	1.16%	1.93%	2.04%	1.17%	2.09%	1.82%	2.23%	0.80%	1.78%	1.31%	1.55%	1.48%	1.84%	1.42%	1.10%	1.98%	1.70%	2.53%	1.81%	1.49%	2.59%	1.34%	1.94%	1.82%	1.39%	1.62%	1.98%	2.38%	1.47%	1.99%	1.83%	1.29%	1.92%	2.58%	1.95%	1.65%	1.93%	1.11%	2.21%	2.32%	1.62%	1.65%	1.51%	1.84%	1.83%	1.64%	0.56%	1.77%	1.15%	1.87%	2.09%	1.91%	2.13%	1.15%	2.80%	2.53%	1.03%	2.63%	0.78%	1.04%	1.49%	0.60%	1.10%	1.57%					
19	Жириновский Владимир Вольфович	18080	134	167	204	162	164	241	143	144	151	192	188	141	181	204	177	163	197	136	176	161	225	147	151	156	225	227	200	151	248	261	133	226	231	216	192	183	191	180	193	192	156	179	193	132	263	225	182	273	212	179	156	151	175	169	116	223	193	224	226	160	139	199	193	184	207	166	237	179	202	185	219	197	172	176	191	219	203	244	143	226	203	164	108	207	146	162	147	306	228	276	118	127	37	156	81	130	26	96	28	16	24	12	13	11	25	12	199					
		16.46%	22.22%	21.27%	24.64%	17.49%	19.32%	17.69%	19.62%	16.38%	13.54%	17.76%	16.64%	15.56%	14.39%	16.89%	15.45%	13.63%	15.03%	14.23%	19.07%	15.50%	16.85%	14.71%	18.17%	16.40%	17.72%	16.81%	17.86%	17.56%	17.88%	18.09%	13.85%	16.64%	20.28%	16.89%	18.27%	16.40%	15.92%	17.80%	15.92%	15.01%	18.62%	17.97%	17.53%	12.80%	18.15%	15.81%	17.70%	19.02%	16.05%	15.34%	15.63%	14.89%	13.53%	12.51%	14.30%	18.68%	19.51%	16.41%	16.57%	15.09%	15.29%	17.14%	16.94%	15.89%	17.34%	13.97%	17.95%	15.59%	14.90%	20.37%	15.33%	13.82%	13.73%	14.67%	14.51%	14.00%	14.52%	15.84%	14.77%	18.96%	18.74%	13.97%	13.17%	18.68%	12.71%	16.33%	14.23%	17.46%	15.61%	19.31%	19.00%	20.79%	7.68%	18.14%	15.49%	14.57%	9.92%	11.71%	17.72%	16.49%	31.58%	9.30%	13.54%	16.42%	15.06%	13.19%	39.02%					
20	Зюганов Геннадий Андреевич	28096	154	149	181	272	188	312	190	238	316	322	319	221	346	309	311	357	394	276	222	216	322	296	214	309	325	352	257	195	346	343	262	420	298	373	215	275	307	255	304	345	242	255	270	277	345	364	264	294	346	320	220	309	383	396	257	252	198	351	344	294	225	290	310	371	306	298	319	307	372	201	428	412	348	328	309	407	356	388	197	284	302	375	216	270	372	258	265	433	369	187	118	128	116	159	111	191	66	187	43	22	10	42	22	6	49	18	18					
		25.58%	25.54%	18.98%	21.86%	29.37%	22.14%	22.91%	26.06%	27.08%	28.34%	29.79%	28.23%	24.39%	27.50%	25.58%	27.14%	29.85%	30.05%	28.87%	24.05%	20.79%	24.12%	29.63%	25.75%	32.49%	25.59%	26.07%	22.95%	22.67%	24.95%	23.77%	27.29%	30.93%	26.16%	29.16%	20.46%	24.64%	25.58%	25.22%	25.08%	26.97%	28.88%	25.60%	24.52%	26.87%	23.81%	25.58%	25.68%	20.49%	26.19%	27.42%	22.04%	30.47%	29.62%	29.31%	31.69%	21.11%	20.02%	25.71%	25.22%	27.74%	24.75%	24.98%	27.22%	32.04%	25.63%	25.08%	24.17%	26.74%	27.43%	22.14%	29.95%	28.91%	27.77%	27.33%	23.48%	26.02%	25.46%	25.19%	20.35%	23.83%	27.89%	31.94%	26.34%	24.37%	32.38%	26.01%	25.65%	24.70%	25.26%	13.09%	19.00%	20.95%	24.07%	18.49%	21.22%	21.41%	25.19%	22.80%	27.22%	22.68%	13.16%	32.56%	22.92%	8.96%	29.52%	19.78%	3.53%					
21	Медведев Дмитрий Анатольевич	60208	303	443	410	464	482	768	383	466	610	535	572	503	670	656	622	628	676	513	497	624	747	526	434	454	681	715	630	474	755	801	536	680	581	652	615	637	661	552	685	710	418	542	607	597	781	782	557	817	714	630	607	526	699	746	417	681	571	761	744	574	510	627	611	557	653	691	722	631	744	491	723	770	691	651	781	880	782	858	597	642	563	581	470	596	588	542	588	961	817	934	364	340	314	514	317	540	164	496	82	58	40	72	60	47	89	59	278					
		54.82%	50.25%	56.43%	49.52%	50.11%	56.77%	56.39%	52.54%	53.01%	54.71%	49.49%	50.62%	55.52%	53.26%	54.30%	54.28%	52.51%	51.56%	53.66%	53.85%	60.06%	55.96%	52.65%	52.23%	47.74%	53.62%	52.96%	56.25%	55.12%	54.43%	55.51%	55.83%	50.07%	51.01%	50.98%	58.52%	57.08%	55.08%	54.60%	56.52%	55.51%	49.88%	54.42%	55.13%	57.90%	53.90%	54.95%	54.18%	56.93%	54.05%	53.98%	60.82%	51.87%	54.06%	55.22%	51.42%	57.04%	57.74%	55.75%	54.55%	54.15%	56.11%	54.01%	53.64%	48.10%	54.69%	58.16%	54.70%	54.97%	54.87%	54.07%	50.59%	54.04%	55.15%	54.25%	59.35%	56.27%	55.94%	55.71%	61.67%	53.86%	51.99%	49.49%	57.32%	53.79%	51.17%	54.64%	56.92%	54.82%	55.92%	65.36%	58.62%	55.65%	65.15%	59.77%	60.61%	60.54%	62.60%	60.49%	51.90%	59.79%	52.63%	55.81%	62.50%	70.15%	53.61%	64.84%	54.51%					
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
