Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Новоуральская городская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2614									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	231	0	5	4	6	4	2	8	4	4	7	6	12	11	1	2	3	5	7	4	1	2	8	2	3	6	3	3	3	3	1	2	4	5	5	12	7	6	12	17	6	9	1	5	10									
14	Число погашенных неиспользованных открепительных удостоверений	2351	38	58	55	50	46	57	59	48	61	54	57	0	55	57	56	50	63	51	63	57	58	52	58	48	53	58	58	59	64	62	63	54	55	50	37	55	54	50	37	50	45	66	66	64									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	6	2	1	4	2	0	3	5	2	2	2	0	0	0	1	0	1	1	2	4	2	0	4	1	2	1	1	3	1	4	2	2	6	3	4	4	6	0	1	0	0	0	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	502	10	15	4	12	3	20	20	7	9	10	13	7	16	15	13	6	6	9	8	10	3	12	16	9	14	8	4	8	6	18	9	16	22	12	19	16	26	3	6	0	4	6	28	24									
		1.50%	1.04%	2.06%	0.50%	1.10%	0.96%	1.91%	1.86%	1.20%	1.35%	1.10%	1.91%	2.53%	2.47%	2.22%	1.74%	0.87%	1.05%	1.09%	1.31%	1.52%	0.65%	1.13%	1.27%	0.78%	1.29%	2.05%	0.63%	1.05%	1.09%	2.53%	1.81%	1.53%	1.86%	1.29%	1.45%	1.34%	2.02%	3.41%	1.12%	0.00%	1.22%	1.23%	2.73%	2.69%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	933	34	22	22	23	6	33	21	12	18	23	16	6	13	20	18	24	15	22	17	13	8	36	38	40	40	9	10	14	18	17	17	28	28	26	27	44	36	1	16	2	13	17	39	31									
		2.78%	3.55%	3.03%	2.77%	2.11%	1.93%	3.15%	1.95%	2.06%	2.70%	2.54%	2.35%	2.17%	2.01%	2.96%	2.41%	3.50%	2.61%	2.65%	2.78%	1.98%	1.74%	3.38%	3.01%	3.45%	3.67%	2.30%	1.56%	1.84%	3.27%	2.39%	3.41%	2.68%	2.36%	2.80%	2.06%	3.68%	2.80%	1.14%	2.99%	2.50%	3.96%	3.49%	3.81%	3.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1006	38	27	18	35	11	45	40	8	16	23	25	20	29	17	16	23	18	27	19	20	10	28	33	31	31	8	19	31	13	13	24	42	32	23	36	36	30	4	15	1	12	8	25	26									
		3.00%	3.97%	3.71%	2.26%	3.21%	3.54%	4.30%	3.71%	1.37%	2.40%	2.54%	3.67%	7.22%	4.48%	2.51%	2.14%	3.35%	3.14%	3.26%	3.11%	3.04%	2.17%	2.63%	2.62%	2.67%	2.85%	2.05%	2.97%	4.08%	2.36%	1.83%	4.82%	4.02%	2.70%	2.47%	2.74%	3.01%	2.33%	4.55%	2.80%	1.25%	3.66%	1.64%	2.44%	2.91%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11184	300	200	279	372	107	331	388	252	220	327	241	89	215	220	248	224	184	264	200	213	165	329	419	368	367	105	227	233	172	260	144	319	402	263	425	409	444	37	231	36	148	159	360	288									
		33.37%	31.32%	27.51%	35.09%	34.16%	34.41%	31.64%	35.99%	43.22%	33.03%	36.05%	35.39%	32.13%	33.23%	32.54%	33.24%	32.65%	32.06%	31.85%	32.73%	32.42%	35.79%	30.89%	33.23%	31.75%	33.70%	26.85%	35.47%	30.70%	31.22%	36.57%	28.92%	30.56%	33.95%	28.28%	32.37%	34.23%	34.47%	42.05%	43.18%	45.00%	45.12%	32.65%	35.16%	32.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	399	9	8	8	12	6	10	15	9	3	11	13	3	4	11	17	2	9	13	6	5	2	15	18	15	5	2	7	8	6	9	10	9	15	13	24	22	17	1	0	0	4	3	11	9									
		1.19%	0.94%	1.10%	1.01%	1.10%	1.93%	0.96%	1.39%	1.54%	0.45%	1.21%	1.91%	1.08%	0.62%	1.63%	2.28%	0.29%	1.57%	1.57%	0.98%	0.76%	0.43%	1.41%	1.43%	1.29%	0.46%	0.51%	1.09%	1.05%	1.09%	1.27%	2.01%	0.86%	1.27%	1.40%	1.83%	1.84%	1.32%	1.14%	0.00%	0.00%	1.22%	0.62%	1.07%	1.01%									
24	"6. Политическая партия ""Гражданская Платформа"""	73	2	1	1	1	0	0	3	1	2	3	4	2	3	1	0	0	1	0	2	0	3	4	1	2	0	0	0	2	0	1	1	4	4	4	6	2	2	0	4	0	2	1	2	1									
		0.22%	0.21%	0.14%	0.13%	0.09%	0.00%	0.00%	0.28%	0.17%	0.30%	0.33%	0.59%	0.72%	0.46%	0.15%	0.00%	0.00%	0.17%	0.00%	0.33%	0.00%	0.65%	0.38%	0.08%	0.17%	0.00%	0.00%	0.00%	0.26%	0.00%	0.14%	0.20%	0.38%	0.34%	0.43%	0.46%	0.17%	0.16%	0.00%	0.75%	0.00%	0.61%	0.21%	0.20%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6690	186	171	172	201	53	213	195	139	152	185	120	64	96	141	148	147	97	166	141	135	74	215	281	209	206	96	117	157	105	131	93	194	236	215	256	248	266	16	100	25	65	98	191	174									
		19.96%	19.42%	23.52%	21.64%	18.46%	17.04%	20.36%	18.09%	23.84%	22.82%	20.40%	17.62%	23.10%	14.84%	20.86%	19.84%	21.43%	16.90%	20.02%	23.08%	20.55%	16.05%	20.19%	22.28%	18.03%	18.92%	24.55%	18.28%	20.69%	19.06%	18.42%	18.67%	18.58%	19.93%	23.12%	19.50%	20.75%	20.65%	18.18%	18.69%	31.25%	19.82%	20.12%	18.65%	19.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	343	11	8	9	8	2	8	7	9	6	7	9	1	7	12	9	5	8	6	6	2	3	5	9	13	10	2	7	11	4	11	8	11	11	11	19	7	27	0	4	1	0	10	13	6									
		1.02%	1.15%	1.10%	1.13%	0.73%	0.64%	0.76%	0.65%	1.54%	0.90%	0.77%	1.32%	0.36%	1.08%	1.78%	1.21%	0.73%	1.39%	0.72%	0.98%	0.30%	0.65%	0.47%	0.71%	1.12%	0.92%	0.51%	1.09%	1.45%	0.73%	1.55%	1.61%	1.05%	0.93%	1.18%	1.45%	0.59%	2.10%	0.00%	0.75%	1.25%	0.00%	2.05%	1.27%	0.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	479	9	15	13	19	2	14	13	3	7	12	11	2	12	7	8	7	1	9	8	8	5	12	23	15	5	4	5	9	4	15	6	20	19	13	37	29	42	1	5	0	3	3	11	13									
		1.43%	0.94%	2.06%	1.64%	1.74%	0.64%	1.34%	1.21%	0.51%	1.05%	1.32%	1.62%	0.72%	1.85%	1.04%	1.07%	1.02%	0.17%	1.09%	1.31%	1.22%	1.08%	1.13%	1.82%	1.29%	0.46%	1.02%	0.78%	1.19%	0.73%	2.11%	1.20%	1.92%	1.60%	1.40%	2.82%	2.43%	3.26%	1.14%	0.93%	0.00%	0.91%	0.62%	1.07%	1.46%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	54	0	2	1	0	0	5	1	1	1	0	2	1	2	2	0	2	0	2	1	1	0	1	2	1	4	2	2	0	0	0	1	0	3	2	5	2	1	0	0	0	0	2	2	0									
		0.16%	0.00%	0.28%	0.13%	0.00%	0.00%	0.48%	0.09%	0.17%	0.15%	0.00%	0.29%	0.36%	0.31%	0.30%	0.00%	0.29%	0.00%	0.24%	0.16%	0.15%	0.00%	0.09%	0.16%	0.09%	0.37%	0.51%	0.31%	0.00%	0.00%	0.00%	0.20%	0.00%	0.25%	0.22%	0.38%	0.17%	0.08%	0.00%	0.00%	0.00%	0.00%	0.41%	0.20%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	812	16	24	18	31	15	21	40	15	22	23	17	4	18	22	26	16	8	11	8	12	14	16	25	26	15	7	14	22	2	28	14	17	25	15	55	29	47	3	10	0	3	17	26	15									
		2.42%	1.67%	3.30%	2.26%	2.85%	4.82%	2.01%	3.71%	2.57%	3.30%	2.54%	2.50%	1.44%	2.78%	3.25%	3.49%	2.33%	1.39%	1.33%	1.31%	1.83%	3.04%	1.50%	1.98%	2.24%	1.38%	1.79%	2.19%	2.90%	0.36%	3.94%	2.81%	1.63%	2.11%	1.61%	4.19%	2.43%	3.65%	3.41%	1.87%	0.00%	0.91%	3.49%	2.54%	1.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4480	140	106	95	156	35	123	122	47	85	100	119	32	86	98	105	88	78	111	76	101	69	156	157	181	144	59	89	115	82	97	75	151	147	156	186	156	136	5	67	6	31	62	126	124									
		13.37%	14.61%	14.58%	11.95%	14.33%	11.25%	11.76%	11.32%	8.06%	12.76%	11.03%	17.47%	11.55%	13.29%	14.50%	14.08%	12.83%	13.59%	13.39%	12.44%	15.37%	14.97%	14.65%	12.45%	15.62%	13.22%	15.09%	13.91%	15.15%	14.88%	13.64%	15.06%	14.46%	12.42%	16.77%	14.17%	13.05%	10.56%	5.68%	12.52%	7.50%	9.45%	12.73%	12.30%	13.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	369	15	9	7	14	7	8	14	4	11	10	3	4	4	8	4	5	1	10	7	9	0	13	9	14	9	6	4	9	9	10	6	9	13	13	19	17	16	0	5	0	1	4	12	17									
		1.10%	1.57%	1.24%	0.88%	1.29%	2.25%	0.76%	1.30%	0.69%	1.65%	1.10%	0.44%	1.44%	0.62%	1.18%	0.54%	0.73%	0.17%	1.21%	1.15%	1.37%	0.00%	1.22%	0.71%	1.21%	0.83%	1.53%	0.63%	1.19%	1.63%	1.41%	1.20%	0.86%	1.10%	1.40%	1.45%	1.42%	1.24%	0.00%	0.93%	0.00%	0.30%	0.82%	1.17%	1.90%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5313	165	102	129	185	55	178	176	51	94	153	77	35	124	88	122	115	125	140	91	114	98	188	211	204	199	66	113	117	112	86	75	190	197	146	167	148	176	11	53	7	31	92	163	144									
		15.85%	17.22%	14.03%	16.23%	16.99%	17.68%	17.02%	16.33%	8.75%	14.11%	16.87%	11.31%	12.64%	19.17%	13.02%	16.35%	16.76%	21.78%	16.89%	14.89%	17.35%	21.26%	17.65%	16.73%	17.60%	18.27%	16.88%	17.66%	15.42%	20.33%	12.10%	15.06%	18.20%	16.64%	15.70%	12.72%	12.38%	13.66%	12.50%	9.91%	8.75%	9.45%	18.89%	15.92%	16.13%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
