Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Миасская городская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №164	УИК №165	УИК №166	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	227	1	0	3	0	6	3	1	5	0	2	3	1	1	4	1	1	2	2	5	1	4	8	3	2	9	4	1	6	3	1	5	1	1	4	1	1	4	6	0	6	2	4	3	5	2	1	3	2	5	3	6	3	2	1	2	2	6	2	2	2	3	1	2	9	9	0	4	2	5	3	4	4	1	2	0	3	2	1	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	14343	84	84	76	2	198	271	286	279	295	245	217	272	277	210	257	288	213	360	314	399	324	216	279	147	185	194	226	283	212	273	92	200	90	209	166	249	161	209	163	198	394	132	225	189	249	169	214	216	119	183	190	94	139	229	259	113	196	109	269	93	153	127	135	84	68	88	160	115	91	110	134	61	102	57	68	103	49	50	31	73					
		21.32%	18.79%	26.01%	11.73%	5.56%	14.57%	27.26%	30.36%	28.01%	28.53%	31.25%	25.89%	31.26%	24.87%	25.18%	30.74%	28.10%	23.51%	25.14%	24.57%	27.90%	24.81%	18.60%	20.81%	24.92%	23.33%	18.22%	18.57%	22.60%	21.14%	26.07%	20.63%	18.17%	9.34%	17.85%	23.82%	22.25%	21.07%	23.89%	16.68%	21.24%	27.34%	24.63%	22.55%	20.17%	12.96%	18.43%	21.40%	19.62%	21.76%	20.91%	17.89%	18.91%	19.61%	24.41%	21.57%	21.24%	20.31%	18.89%	21.83%	22.63%	19.34%	23.48%	22.31%	21.82%	6.87%	18.03%	24.69%	19.43%	13.70%	17.89%	22.83%	13.29%	17.14%	10.75%	16.96%	17.85%	12.63%	15.11%	16.67%	13.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7290	60	47	42	1	118	98	68	79	92	78	82	79	119	92	71	111	83	129	129	107	132	137	171	76	109	141	119	113	134	120	63	112	59	137	77	97	99	101	75	124	122	55	133	110	160	80	125	116	57	93	148	86	69	95	134	65	145	73	84	59	95	97	82	48	40	83	82	78	75	95	77	62	106	47	52	83	55	40	30	73					
		10.84%	13.42%	14.55%	6.48%	2.78%	8.68%	9.86%	7.22%	7.93%	8.90%	9.95%	9.79%	9.08%	10.68%	11.03%	8.49%	10.83%	9.16%	9.01%	10.09%	7.48%	10.11%	11.80%	12.75%	12.88%	13.75%	13.24%	9.78%	9.03%	13.36%	11.46%	14.13%	10.17%	6.12%	11.70%	11.05%	8.67%	12.96%	11.54%	7.68%	13.30%	8.47%	10.26%	13.33%	11.74%	8.32%	8.72%	12.50%	10.54%	10.42%	10.63%	13.94%	17.30%	9.73%	10.13%	11.16%	12.22%	15.03%	12.65%	6.82%	14.36%	12.01%	17.93%	13.55%	12.47%	4.04%	17.01%	12.65%	13.18%	11.30%	15.45%	13.12%	13.51%	17.82%	8.87%	12.97%	14.38%	14.18%	12.08%	16.13%	13.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	640	10	3	3	0	18	7	10	11	9	13	8	14	15	10	13	9	9	15	19	12	17	12	9	9	4	15	12	14	10	12	5	14	3	11	6	13	7	8	7	5	12	6	11	6	11	12	14	9	4	7	6	2	7	3	11	5	6	9	6	4	6	7	5	2	0	3	5	3	2	11	6	6	5	5	5	2	0	4	4	7					
		0.95%	2.24%	0.93%	0.46%	0.00%	1.32%	0.70%	1.06%	1.10%	0.87%	1.66%	0.95%	1.61%	1.35%	1.20%	1.56%	0.88%	0.99%	1.05%	1.49%	0.84%	1.30%	1.03%	0.67%	1.53%	0.50%	1.41%	0.99%	1.12%	0.99%	1.15%	1.12%	1.27%	0.31%	0.94%	0.86%	1.16%	0.92%	0.91%	0.72%	0.54%	0.83%	1.12%	1.10%	0.64%	0.57%	1.31%	1.40%	0.82%	0.73%	0.80%	0.56%	0.40%	0.99%	0.32%	0.92%	0.94%	0.62%	1.56%	0.49%	0.97%	0.76%	1.29%	0.83%	0.52%	0.00%	0.61%	0.77%	0.51%	0.30%	1.79%	1.02%	1.31%	0.84%	0.94%	1.25%	0.35%	0.00%	1.21%	2.15%	1.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11570	76	63	52	5	190	202	222	211	219	160	155	175	204	155	173	202	188	314	234	302	296	233	228	104	126	203	205	224	185	165	62	213	56	171	147	192	111	153	131	198	258	116	192	222	195	204	205	197	108	185	191	94	136	193	228	91	131	101	219	49	121	95	99	46	10	73	94	68	78	66	80	69	85	28	37	99	72	53	22	55					
		17.20%	17.00%	19.50%	8.02%	13.89%	13.98%	20.32%	23.57%	21.18%	21.18%	20.41%	18.50%	20.11%	18.31%	18.59%	20.69%	19.71%	20.75%	21.93%	18.31%	21.12%	22.66%	20.07%	17.00%	17.63%	15.89%	19.06%	16.84%	17.89%	18.44%	15.76%	13.90%	19.35%	5.81%	14.60%	21.09%	17.16%	14.53%	17.49%	13.41%	21.24%	17.90%	21.64%	19.24%	23.69%	10.15%	22.25%	20.50%	17.89%	19.74%	21.14%	17.98%	18.91%	19.18%	20.58%	18.98%	17.11%	13.58%	17.50%	17.78%	11.92%	15.30%	17.56%	16.36%	11.95%	1.01%	14.96%	14.51%	11.49%	11.75%	10.73%	13.63%	15.03%	14.29%	5.28%	9.23%	17.16%	18.56%	16.01%	11.83%	10.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2577	14	8	5	4	57	76	53	73	56	30	40	43	82	48	34	54	43	81	75	91	114	29	36	10	28	36	24	43	45	41	20	46	14	48	23	54	22	40	23	18	61	27	43	41	47	35	39	34	16	42	51	19	25	32	39	19	36	20	44	13	24	23	18	15	0	12	10	12	7	5	12	10	17	6	5	7	10	9	0	11					
		3.83%	3.13%	2.48%	0.77%	11.11%	4.19%	7.65%	5.63%	7.33%	5.42%	3.83%	4.77%	4.94%	7.36%	5.76%	4.07%	5.27%	4.75%	5.66%	5.87%	6.36%	8.73%	2.50%	2.68%	1.69%	3.53%	3.38%	1.97%	3.43%	4.49%	3.92%	4.48%	4.18%	1.45%	4.10%	3.30%	4.83%	2.88%	4.57%	2.35%	1.93%	4.23%	5.04%	4.31%	4.38%	2.45%	3.82%	3.90%	3.09%	2.93%	4.80%	4.80%	3.82%	3.53%	3.41%	3.25%	3.57%	3.73%	3.47%	3.57%	3.16%	3.03%	4.25%	2.98%	3.90%	0.00%	2.46%	1.54%	2.03%	1.05%	0.81%	2.04%	2.18%	2.86%	1.13%	1.25%	1.21%	2.58%	2.72%	0.00%	2.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29317	196	110	466	23	740	314	286	313	344	237	310	255	383	293	271	331	352	490	475	496	396	505	591	233	332	426	600	546	396	404	194	490	739	555	258	477	347	332	573	369	554	184	368	351	1252	389	372	501	220	348	470	191	323	365	495	231	424	250	585	185	378	186	256	183	872	224	279	303	399	318	259	236	267	381	228	269	193	165	96	319					
		43.58%	43.85%	34.06%	71.91%	63.89%	54.45%	31.59%	30.36%	31.43%	33.27%	30.23%	36.99%	29.31%	34.38%	35.13%	32.42%	32.29%	38.85%	34.22%	37.17%	34.69%	30.32%	43.50%	44.07%	39.49%	41.87%	40.00%	49.30%	43.61%	39.48%	38.59%	43.50%	44.50%	76.66%	47.40%	37.02%	42.63%	45.42%	37.94%	58.65%	39.59%	38.45%	34.33%	36.87%	37.46%	65.14%	42.42%	37.20%	45.50%	40.22%	39.77%	44.26%	38.43%	45.56%	38.91%	41.22%	43.42%	43.94%	43.33%	47.48%	45.01%	47.79%	34.38%	42.31%	47.53%	88.08%	45.90%	43.06%	51.18%	60.09%	51.71%	44.12%	51.42%	44.87%	71.89%	56.86%	46.62%	49.74%	49.85%	51.61%	58.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	369	1	4	2	1	20	8	3	10	7	4	8	8	10	8	2	7	2	13	7	5	8	3	3	2	2	15	2	4	1	7	0	3	3	14	7	8	6	7	5	4	8	4	4	6	8	6	5	9	2	5	6	2	2	6	7	3	5	4	5	3	4	0	2	2	0	1	2	0	0	2	2	2	3	3	2	1	4	1	0	4					
		0.55%	0.22%	1.24%	0.31%	2.78%	1.47%	0.80%	0.32%	1.00%	0.68%	0.51%	0.95%	0.92%	0.90%	0.96%	0.24%	0.68%	0.22%	0.91%	0.55%	0.35%	0.61%	0.26%	0.22%	0.34%	0.25%	1.41%	0.16%	0.32%	0.10%	0.67%	0.00%	0.27%	0.31%	1.20%	1.00%	0.71%	0.79%	0.80%	0.51%	0.43%	0.56%	0.75%	0.40%	0.64%	0.42%	0.65%	0.50%	0.82%	0.37%	0.57%	0.56%	0.40%	0.28%	0.64%	0.58%	0.56%	0.52%	0.69%	0.41%	0.73%	0.51%	0.00%	0.33%	0.52%	0.00%	0.20%	0.31%	0.00%	0.00%	0.33%	0.34%	0.44%	0.50%	0.57%	0.50%	0.17%	1.03%	0.30%	0.00%	0.73%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
