Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
"Наименование Избирательной комиссии:    Барнаул, Индустриальная"																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1491	21	17	29	31	35	46	15	25	46	28	27	0	17	34	33	6	4	5	29	24	25	31	22	35	38	27	30	38	31	22	34	38	27	34	33	20	20	31	22	32	32	22	31	21	28	27	24	26	28	20	20	43	41	36	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1215	16	9	22	30	35	45	3	22	35	23	17	0	13	30	26	6	2	5	22	21	21	31	22	33	19	19	26	32	22	18	33	33	19	34	22	12	15	25	19	28	26	19	30	21	28	26	20	25	24	13	11	29	31	28	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	973	16	13	17	12	18	23	5	24	10	218	24	17	20	13	13	8	12	43	13	12	4	16	9	14	11	8	9	17	15	15	15	9	8	17	8	9	22	13	15	10	12	17	12	9	8	12	27	8	11	20	14	20	11	7	10					
14	Число погашенных открепительных удостоверений	276	5	8	7	1	0	1	12	3	11	5	10	0	4	4	7	0	2	0	7	3	4	0	0	2	19	8	4	6	9	4	1	5	8	0	11	8	5	6	3	4	6	3	1	0	0	1	4	1	4	7	9	14	10	8	11					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	"1. ""ЕДИНЕНИЕ"""	834	20	15	22	14	22	36	6	8	23	15	33	12	5	11	10	4	7	13	31	15	11	28	16	24	14	8	16	13	14	12	13	12	24	19	17	13	17	14	4	10	14	12	15	11	15	9	11	11	10	21	17	12	22	16	17					
		1.17%	1.32%	1.16%	1.52%	0.77%	1.40%	2.43%	1.59%	0.80%	1.86%	0.94%	2.49%	6.62%	0.50%	1.25%	1.01%	1.23%	1.94%	2.46%	2.04%	1.04%	0.87%	1.74%	1.00%	1.60%	1.09%	0.60%	1.02%	0.89%	1.03%	0.90%	0.83%	0.82%	1.81%	1.21%	1.22%	1.27%	1.26%	0.99%	0.33%	0.74%	1.05%	0.91%	1.22%	0.81%	1.15%	0.70%	0.81%	0.97%	0.67%	1.26%	1.15%	0.82%	1.39%	0.95%	1.03%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4390	101	101	70	103	76	109	12	58	49	61	53	6	46	37	37	10	13	45	92	102	77	95	114	114	88	99	102	110	112	110	140	91	70	108	63	51	95	97	71	70	73	52	73	80	75	104	80	59	103	102	105	110	72	126	118					
		6.19%	6.68%	7.86%	4.84%	5.69%	4.85%	7.37%	3.18%	5.87%	3.96%	3.85%	4.00%	3.31%	4.68%	4.20%	3.76%	3.08%	3.62%	8.52%	6.08%	7.07%	6.13%	5.91%	7.17%	7.60%	6.85%	7.46%	6.53%	7.54%	8.31%	8.29%	8.98%	6.24%	5.29%	6.90%	4.55%	5.01%	7.07%	6.89%	5.89%	5.20%	5.51%	3.96%	5.95%	5.92%	5.77%	8.10%	5.90%	5.23%	6.95%	6.13%	7.10%	7.51%	4.55%	7.52%	7.19%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1811	31	44	44	73	44	34	8	28	36	42	29	13	16	14	12	5	5	15	48	17	33	43	29	34	35	13	25	35	41	31	45	51	38	39	43	34	43	40	52	53	26	42	31	42	38	30	39	32	23	24	29	27	32	40	41					
		2.55%	2.05%	3.42%	3.04%	4.03%	2.81%	2.30%	2.12%	2.83%	2.91%	2.65%	2.19%	7.18%	1.63%	1.59%	1.22%	1.54%	1.39%	2.84%	3.17%	1.17%	2.62%	2.67%	1.82%	2.26%	2.72%	0.98%	1.60%	2.40%	3.04%	2.33%	2.88%	3.50%	2.87%	2.49%	3.10%	3.34%	3.20%	2.84%	4.31%	3.93%	1.96%	3.20%	2.53%	3.11%	2.92%	2.33%	2.88%	2.84%	1.55%	1.44%	1.96%	1.84%	2.02%	2.38%	2.5%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3771	88	62	61	86	69	85	16	41	45	81	39	6	51	26	29	6	22	31	84	85	69	73	95	78	76	98	100	86	86	85	84	85	80	88	73	43	106	75	71	51	61	64	43	47	65	74	56	58	85	112	105	96	89	103	98					
		5.31%	5.82%	4.82%	4.22%	4.75%	4.41%	5.75%	4.24%	4.14%	3.64%	5.12%	2.94%	3.31%	5.19%	2.95%	2.95%	1.85%	6.12%	5.87%	5.55%	5.89%	5.49%	4.54%	5.97%	5.20%	5.92%	7.39%	6.40%	5.90%	6.38%	6.41%	5.38%	5.83%	6.05%	5.62%	5.27%	4.22%	7.89%	5.33%	5.89%	3.78%	4.61%	4.88%	3.51%	3.48%	5.00%	5.76%	4.13%	5.15%	5.74%	6.73%	7.10%	6.56%	5.62%	6.15%	5.97%					
22	"5. ""За Русь Святую"""	239	11	3	4	5	4	1	0	4	5	6	6	1	2	4	3	3	0	1	6	3	6	3	3	6	6	7	2	2	1	9	8	6	4	4	6	9	10	4	7	1	6	4	4	3	3	6	8	3	2	0	8	7	2	4	3					
		0.33%	0.72%	0.23%	0.27%	0.27%	0.25%	0.06%	0.0%	0.40%	0.40%	0.37%	0.45%	0.55%	0.20%	0.45%	0.30%	0.92%	0.0%	0.18%	0.39%	0.20%	0.47%	0.18%	0.18%	0.40%	0.46%	0.52%	0.12%	0.13%	0.07%	0.67%	0.51%	0.41%	0.30%	0.25%	0.43%	0.88%	0.74%	0.28%	0.58%	0.07%	0.45%	0.30%	0.32%	0.22%	0.23%	0.46%	0.59%	0.26%	0.13%	0.0%	0.54%	0.47%	0.12%	0.23%	0.18%					
23	"6. ""Объединенная Российская партия ""Русь"""	124	6	2	2	2	4	1	1	1	5	5	1	1	0	4	3	0	6	2	7	2	2	0	3	3	1	2	5	2	0	3	2	5	1	1	3	5	0	2	0	3	1	0	4	2	2	1	3	0	4	4	1	3	0	0	1					
		0.17%	0.39%	0.15%	0.13%	0.11%	0.25%	0.06%	0.26%	0.10%	0.40%	0.31%	0.07%	0.55%	0.0%	0.45%	0.30%	0.0%	1.67%	0.37%	0.46%	0.13%	0.15%	0.0%	0.18%	0.20%	0.07%	0.15%	0.32%	0.13%	0.0%	0.22%	0.12%	0.34%	0.07%	0.06%	0.21%	0.49%	0.0%	0.14%	0.0%	0.22%	0.07%	0.0%	0.32%	0.14%	0.15%	0.07%	0.22%	0.0%	0.27%	0.24%	0.06%	0.20%	0.0%	0.0%	0.06%					
24	"7. ""Новый курс - Автомобильная Россия"""	501	11	4	12	18	9	15	1	9	8	7	12	1	8	7	7	0	3	3	10	9	8	9	11	6	12	14	10	12	17	12	6	6	4	8	10	7	4	6	4	3	5	5	10	9	10	9	8	14	12	16	19	14	19	10	18					
		0.70%	0.72%	0.31%	0.83%	0.99%	0.57%	1.01%	0.26%	0.91%	0.64%	0.44%	0.90%	0.55%	0.81%	0.79%	0.71%	0.0%	0.83%	0.56%	0.66%	0.62%	0.63%	0.56%	0.69%	0.40%	0.93%	1.05%	0.64%	0.82%	1.26%	0.90%	0.38%	0.41%	0.30%	0.51%	0.72%	0.68%	0.29%	0.42%	0.33%	0.22%	0.37%	0.38%	0.81%	0.66%	0.76%	0.70%	0.59%	1.24%	0.81%	0.96%	1.28%	0.95%	1.20%	0.59%	1.09%					
25	"8. ""Народно-республиканская партия России"""	27	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	3	0	2	0	0	1	0	1	0	0	1	1	2	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	0	3					
		0.03%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.55%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.12%	0.20%	0.0%	0.15%	0.0%	0.0%	0.07%	0.0%	0.06%	0.0%	0.0%	0.06%	0.07%	0.19%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.07%	0.0%	0.07%	0.0%	0.0%	0.0%	0.12%	0.06%	0.0%	0.0%	0.0%	0.18%					
26	"9. ""Российская экологическая партия ""Зеленые"""	473	10	6	6	12	17	11	5	6	3	13	12	1	1	3	1	1	3	2	9	8	5	13	13	9	11	7	15	11	13	12	13	7	7	4	7	2	10	14	6	6	10	11	4	5	6	8	8	8	13	15	16	18	15	14	7					
		0.66%	0.66%	0.46%	0.41%	0.66%	1.08%	0.74%	1.32%	0.60%	0.24%	0.82%	0.90%	0.55%	0.10%	0.34%	0.10%	0.30%	0.83%	0.37%	0.59%	0.55%	0.39%	0.80%	0.81%	0.60%	0.85%	0.52%	0.96%	0.75%	0.96%	0.90%	0.83%	0.48%	0.52%	0.25%	0.50%	0.19%	0.74%	0.99%	0.49%	0.44%	0.75%	0.83%	0.32%	0.37%	0.46%	0.62%	0.59%	0.71%	0.87%	0.90%	1.08%	1.23%	0.94%	0.83%	0.42%					
27	"10. ""Аграрная партия России"""	2612	64	71	76	75	56	55	7	25	40	41	40	4	81	33	55	12	26	36	42	55	27	70	59	9	36	41	37	58	37	52	49	67	51	62	45	47	43	58	49	50	34	41	43	48	67	47	44	38	56	50	49	70	66	47	71					
		3.68%	4.23%	5.52%	5.26%	4.14%	3.58%	3.72%	1.85%	2.53%	3.23%	2.59%	3.02%	2.20%	8.25%	3.74%	5.59%	3.70%	7.24%	6.81%	2.77%	3.81%	2.15%	4.36%	3.71%	0.60%	2.80%	3.09%	2.36%	3.98%	2.74%	3.92%	3.14%	4.59%	3.86%	3.96%	3.25%	4.62%	3.20%	4.12%	4.06%	3.71%	2.56%	3.12%	3.51%	3.55%	5.15%	3.66%	3.24%	3.37%	3.78%	3.00%	3.31%	4.78%	4.17%	2.80%	4.32%					
28	"11. ""Истинные патриоты России"""	46	0	1	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	2	0	0	0	1	2	0	1	2	0	1	1	2	0	0	1	0	0	4	2	1	0	0	2	2	0	1	0	3	2	2	0	2	0	3	2					
		0.06%	0.0%	0.07%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.55%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.06%	0.15%	0.0%	0.06%	0.13%	0.0%	0.07%	0.06%	0.13%	0.0%	0.0%	0.07%	0.0%	0.0%	0.28%	0.16%	0.07%	0.0%	0.0%	0.16%	0.14%	0.0%	0.07%	0.0%	0.26%	0.13%	0.12%	0.0%	0.13%	0.0%	0.17%	0.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	495	6	16	10	7	12	15	3	6	10	6	10	2	2	6	1	0	3	3	9	13	7	12	9	8	10	6	3	12	11	8	7	11	20	10	15	11	13	15	5	9	13	17	8	11	7	8	13	10	5	9	3	10	15	15	9					
		0.69%	0.39%	1.24%	0.69%	0.38%	0.76%	1.01%	0.79%	0.60%	0.80%	0.37%	0.75%	1.10%	0.20%	0.68%	0.10%	0.0%	0.83%	0.56%	0.59%	0.90%	0.55%	0.74%	0.56%	0.53%	0.77%	0.45%	0.19%	0.82%	0.81%	0.60%	0.44%	0.75%	1.51%	0.63%	1.08%	1.08%	0.96%	1.06%	0.41%	0.66%	0.98%	1.29%	0.65%	0.81%	0.53%	0.62%	0.96%	0.88%	0.33%	0.54%	0.20%	0.68%	0.94%	0.89%	0.54%					
30	"13. ""Демократическая партия России"""	163	2	1	3	4	3	1	1	4	3	5	2	1	3	6	2	1	0	0	8	4	0	3	5	3	1	5	4	1	0	0	2	3	8	2	1	8	4	3	2	4	0	1	3	1	8	4	3	4	2	7	3	5	6	1	2					
		0.22%	0.13%	0.07%	0.20%	0.22%	0.19%	0.06%	0.26%	0.40%	0.24%	0.31%	0.15%	0.55%	0.30%	0.68%	0.20%	0.30%	0.0%	0.0%	0.52%	0.27%	0.0%	0.18%	0.31%	0.20%	0.07%	0.37%	0.25%	0.06%	0.0%	0.0%	0.12%	0.20%	0.60%	0.12%	0.07%	0.78%	0.29%	0.21%	0.16%	0.29%	0.0%	0.07%	0.24%	0.07%	0.61%	0.31%	0.22%	0.35%	0.13%	0.42%	0.20%	0.34%	0.37%	0.05%	0.12%					
31	"14. ""Великая Россия - Евразийский Союз"""	113	3	0	0	2	2	4	0	2	3	2	0	4	0	4	3	0	0	4	0	3	4	0	1	0	1	0	3	1	3	2	0	0	5	1	1	3	1	5	5	0	2	1	0	3	5	3	2	4	3	3	3	0	5	5	2					
		0.15%	0.19%	0.0%	0.0%	0.11%	0.12%	0.27%	0.0%	0.20%	0.24%	0.12%	0.0%	2.20%	0.0%	0.45%	0.30%	0.0%	0.0%	0.75%	0.0%	0.20%	0.31%	0.0%	0.06%	0.0%	0.07%	0.0%	0.19%	0.06%	0.22%	0.15%	0.0%	0.0%	0.37%	0.06%	0.07%	0.29%	0.07%	0.35%	0.41%	0.0%	0.15%	0.07%	0.0%	0.22%	0.38%	0.23%	0.14%	0.35%	0.20%	0.18%	0.20%	0.0%	0.31%	0.29%	0.12%					
32	"15. ""Партия СЛОН"""	103	1	1	0	3	5	2	0	1	1	0	1	2	0	2	1	0	0	0	4	0	0	8	1	2	5	7	5	4	1	1	3	3	1	2	4	2	5	2	1	0	0	1	2	0	0	1	0	3	3	5	0	0	2	4	1					
		0.14%	0.06%	0.07%	0.0%	0.16%	0.31%	0.13%	0.0%	0.10%	0.08%	0.0%	0.07%	1.10%	0.0%	0.22%	0.10%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.49%	0.06%	0.13%	0.38%	0.52%	0.32%	0.27%	0.07%	0.07%	0.19%	0.20%	0.07%	0.12%	0.28%	0.19%	0.37%	0.14%	0.08%	0.0%	0.0%	0.07%	0.16%	0.0%	0.0%	0.07%	0.0%	0.26%	0.20%	0.30%	0.0%	0.0%	0.12%	0.23%	0.06%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5094	116	100	85	119	124	136	17	51	63	65	60	6	57	55	81	10	28	48	98	131	92	116	106	95	83	103	131	113	120	111	132	113	87	123	95	63	131	115	81	89	84	108	71	71	99	94	98	80	82	111	132	112	125	141	137					
		7.18%	7.67%	7.78%	5.88%	6.57%	7.92%	9.20%	4.50%	5.16%	5.10%	4.11%	4.53%	3.31%	5.81%	6.24%	8.24%	3.08%	7.79%	9.09%	6.47%	9.08%	7.33%	7.22%	6.67%	6.33%	6.46%	7.76%	8.38%	7.75%	8.90%	8.37%	8.46%	7.75%	6.58%	7.86%	6.86%	6.19%	9.75%	8.17%	6.72%	6.61%	6.34%	8.23%	5.79%	5.25%	7.62%	7.32%	7.23%	7.10%	5.54%	6.67%	8.93%	7.65%	7.90%	8.42%	8.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	115	4	2	0	3	2	4	0	2	2	2	5	2	0	0	2	0	5	0	4	3	1	4	5	0	3	2	4	1	2	1	1	0	1	6	1	1	0	6	3	3	0	3	2	1	0	2	1	4	3	4	3	0	1	2	2					
		0.16%	0.26%	0.15%	0.0%	0.16%	0.12%	0.27%	0.0%	0.20%	0.16%	0.12%	0.37%	1.10%	0.0%	0.0%	0.20%	0.0%	1.39%	0.0%	0.26%	0.20%	0.07%	0.24%	0.31%	0.0%	0.23%	0.15%	0.25%	0.06%	0.14%	0.07%	0.06%	0.0%	0.07%	0.38%	0.07%	0.09%	0.0%	0.42%	0.24%	0.22%	0.0%	0.22%	0.16%	0.07%	0.0%	0.15%	0.07%	0.35%	0.20%	0.24%	0.20%	0.0%	0.06%	0.11%	0.12%					
35	"18. ""ЛДПР"""	9970	218	167	218	212	221	194	52	160	180	246	209	24	123	159	164	39	58	90	228	200	191	262	270	191	178	197	239	214	173	188	196	208	143	166	192	160	182	175	157	197	196	171	156	206	144	168	153	162	222	225	197	217	229	253	230					
		14.06%	14.42%	13.00%	15.09%	11.71%	14.13%	13.12%	13.79%	16.19%	14.57%	15.55%	15.78%	13.25%	12.53%	18.06%	16.68%	12.03%	16.15%	17.04%	15.06%	13.86%	15.21%	16.32%	16.99%	12.74%	13.87%	14.85%	15.30%	14.68%	12.84%	14.17%	12.57%	14.27%	10.82%	10.61%	13.87%	15.73%	13.55%	12.44%	13.03%	14.63%	14.81%	13.04%	12.73%	15.25%	11.08%	13.09%	11.29%	14.38%	15.0%	13.53%	13.33%	14.83%	14.47%	15.11%	14.02%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2310	46	31	27	48	61	47	22	31	57	51	50	14	28	14	27	3	7	14	54	47	47	50	52	54	39	40	49	38	29	30	56	48	30	54	67	43	20	47	32	44	63	44	45	41	53	61	43	31	47	57	50	45	60	48	74					
		3.25%	3.04%	2.41%	1.86%	2.65%	3.90%	3.17%	5.83%	3.13%	4.61%	3.22%	3.77%	7.73%	2.85%	1.59%	2.74%	0.92%	1.94%	2.65%	3.56%	3.25%	3.74%	3.11%	3.27%	3.60%	3.03%	3.01%	3.13%	2.60%	2.15%	2.26%	3.59%	3.29%	2.27%	3.45%	4.84%	4.22%	1.48%	3.34%	2.65%	3.26%	4.76%	3.35%	3.67%	3.03%	4.08%	4.75%	3.17%	2.75%	3.17%	3.42%	3.38%	3.07%	3.79%	2.86%	4.51%					
37	"20. ""Политическая партия ""Единая Россия"""	22289	465	352	430	596	524	420	112	352	441	553	460	49	270	286	324	113	104	140	460	451	391	519	491	510	422	420	479	452	441	413	441	425	438	509	419	285	350	411	338	413	424	430	404	455	432	420	473	376	514	548	437	394	525	526	462					
		31.44%	30.77%	27.41%	29.77%	32.92%	33.50%	28.41%	29.70%	35.62%	35.70%	34.97%	34.74%	27.07%	27.52%	32.5%	32.96%	34.87%	28.96%	26.51%	30.40%	31.27%	31.15%	32.33%	30.89%	34.02%	32.89%	31.67%	30.66%	31.02%	32.73%	31.14%	28.28%	29.16%	33.15%	32.54%	30.27%	28.02%	26.06%	29.23%	28.07%	30.68%	32.04%	32.79%	32.97%	33.70%	33.25%	32.73%	34.93%	33.39%	34.72%	32.97%	29.58%	26.93%	33.18%	31.42%	28.17%					
38	"21. ""Российская Конституционно-демократическая партия"""	85	2	1	2	1	3	4	0	1	1	2	2	2	0	2	3	0	0	0	4	1	1	2	1	0	2	1	2	2	3	0	1	5	2	1	2	1	1	3	1	2	2	2	3	2	0	3	1	0	4	0	0	0	1	1	2					
		0.11%	0.13%	0.07%	0.13%	0.05%	0.19%	0.27%	0.0%	0.10%	0.08%	0.12%	0.15%	1.10%	0.0%	0.22%	0.30%	0.0%	0.0%	0.0%	0.26%	0.06%	0.07%	0.12%	0.06%	0.0%	0.15%	0.07%	0.12%	0.13%	0.22%	0.0%	0.06%	0.34%	0.15%	0.06%	0.14%	0.09%	0.07%	0.21%	0.08%	0.14%	0.15%	0.15%	0.24%	0.14%	0.0%	0.23%	0.07%	0.0%	0.27%	0.0%	0.0%	0.0%	0.06%	0.05%	0.12%					
39	"22. ""Развитие предпринимательства"""	224	5	4	2	10	4	3	1	0	2	2	5	0	2	6	4	0	1	3	9	8	5	5	3	4	4	3	0	7	9	5	3	3	6	7	3	5	3	3	2	1	2	6	1	7	6	3	8	3	5	5	2	7	8	3	6					
		0.31%	0.33%	0.31%	0.13%	0.55%	0.25%	0.20%	0.26%	0.0%	0.16%	0.12%	0.37%	0.0%	0.20%	0.68%	0.40%	0.0%	0.27%	0.56%	0.59%	0.55%	0.39%	0.31%	0.18%	0.26%	0.31%	0.22%	0.0%	0.48%	0.66%	0.37%	0.19%	0.20%	0.45%	0.44%	0.21%	0.49%	0.22%	0.21%	0.16%	0.07%	0.15%	0.45%	0.08%	0.51%	0.46%	0.23%	0.59%	0.26%	0.33%	0.30%	0.13%	0.47%	0.50%	0.17%	0.36%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	10525	218	224	260	298	205	208	82	134	173	254	191	11	226	142	159	92	51	54	214	190	177	199	217	191	177	170	211	192	149	154	244	219	230	258	237	148	221	227	228	248	230	221	226	210	191	144	229	160	180	237	205	215	182	200	212					
		14.84%	14.42%	17.44%	18.00%	16.46%	13.10%	14.07%	21.75%	13.56%	14.00%	16.06%	14.42%	6.07%	23.03%	16.13%	16.17%	28.39%	14.20%	10.22%	14.14%	13.17%	14.10%	12.39%	13.65%	12.74%	13.79%	12.82%	13.50%	13.17%	11.06%	11.61%	15.65%	15.03%	17.41%	16.49%	17.12%	14.55%	16.45%	16.14%	18.93%	18.42%	17.38%	16.85%	18.44%	15.55%	14.70%	11.22%	16.91%	14.20%	12.16%	14.25%	13.87%	14.69%	11.50%	11.94%	12.92%					
																																																														
41	Против всех	3935	72	67	92	97	87	85	26	50	67	99	80	12	52	51	50	20	11	20	81	76	91	85	76	93	77	77	108	86	81	80	97	73	61	83	70	54	74	75	66	64	60	65	59	76	64	75	66	46	85	90	85	85	96	112	105					
		5.55%	4.76%	5.21%	6.37%	5.35%	5.56%	5.75%	6.89%	5.06%	5.42%	6.26%	6.04%	6.62%	5.30%	5.79%	5.08%	6.17%	3.06%	3.78%	5.35%	5.27%	7.25%	5.29%	4.78%	6.20%	6.00%	5.80%	6.91%	5.90%	6.01%	6.03%	6.22%	5.01%	4.61%	5.30%	5.05%	5.30%	5.51%	5.33%	5.48%	4.75%	4.53%	4.95%	4.81%	5.62%	4.92%	5.84%	4.87%	4.08%	5.74%	5.41%	5.75%	5.80%	6.06%	6.69%	6.40%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
