Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
"Наименование Избирательной комиссии:    Воронеж, Ленинская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1295	45	22	30	20	24	23	20	23	20	20	23	17	45	25	20	25	32	40	30	0	20	20	22	20	11	20	26	16	24	25	14	33	18	35	23	20	20	37	43	53	23	40	20	40	33	25	110					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1049	36	21	29	20	24	22	20	21	19	14	23	15	28	20	14	22	32	37	21	0	8	18	21	18	11	17	26	11	24	25	14	25	18	31	23	17	20	28	39	48	23	21	12	31	27	23	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1328	25	20	17	19	15	20	18	55	6	9	10	16	17	14	22	16	19	40	20	7	18	15	32	17	12	12	27	46	24	53	23	12	26	115	113	23	35	128	46	20	17	19	8	19	22	21	40					
14	Число погашенных неиспользованных открепительных удостоверений	246	9	1	1	0	0	1	0	2	1	6	0	2	17	5	6	3	0	3	9	0	12	2	1	2	0	3	0	5	0	0	0	8	0	4	0	3	0	9	4	5	0	19	8	9	6	2	78					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	1419	33	31	35	33	22	22	35	45	25	40	21	22	39	24	39	24	46	53	45	10	33	24	29	21	18	33	21	28	10	51	24	42	21	26	20	23	21	35	38	46	32	24	12	39	36	35	33					
		2.56%	1.84%	2.09%	3.57%	2.41%	2.29%	2.01%	2.70%	3.00%	2.44%	3.87%	1.90%	2.48%	3.06%	2.60%	2.19%	2.17%	2.55%	3.15%	2.81%	3.92%	3.42%	2.49%	2.33%	1.87%	1.96%	2.81%	1.81%	2.36%	1.18%	4.23%	2.47%	3.28%	1.91%	2.23%	2.14%	3.01%	2.72%	2.47%	2.39%	3.01%	2.39%	2.60%	1.69%	2.79%	2.54%	3.38%	2.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	995	25	12	11	32	10	26	17	19	8	12	17	11	20	9	26	13	30	32	24	2	14	17	31	26	20	13	20	18	15	24	27	31	25	24	18	15	12	37	50	47	39	13	7	17	26	25	28					
		1.79%	1.39%	0.81%	1.12%	2.34%	1.04%	2.38%	1.31%	1.27%	0.78%	1.16%	1.54%	1.24%	1.57%	0.97%	1.46%	1.17%	1.66%	1.90%	1.50%	0.78%	1.45%	1.77%	2.49%	2.32%	2.18%	1.11%	1.72%	1.52%	1.77%	1.99%	2.77%	2.42%	2.28%	2.06%	1.92%	1.96%	1.55%	2.61%	3.14%	3.07%	2.91%	1.41%	0.98%	1.21%	1.83%	2.41%	2.13%					
20	3.Политическая партия «Демократическая партия России»	99	3	2	3	1	1	2	6	2	1	1	0	1	5	4	2	3	3	1	5	2	0	2	1	1	1	1	4	3	1	5	0	0	3	4	3	2	1	0	2	4	2	1	1	3	2	0	4					
		0.18%	0.17%	0.13%	0.31%	0.07%	0.10%	0.18%	0.46%	0.13%	0.10%	0.10%	0.00%	0.11%	0.39%	0.43%	0.11%	0.27%	0.17%	0.06%	0.31%	0.78%	0.00%	0.21%	0.08%	0.09%	0.11%	0.09%	0.34%	0.25%	0.12%	0.41%	0.00%	0.00%	0.27%	0.34%	0.32%	0.26%	0.13%	0.00%	0.13%	0.26%	0.15%	0.11%	0.14%	0.21%	0.14%	0.00%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	13106	355	273	281	305	232	278	368	334	260	237	279	217	354	211	247	260	370	490	334	30	223	213	271	250	209	208	276	192	210	352	239	336	260	326	230	188	210	398	338	408	315	216	195	354	403	255	316					
		23.64%	19.80%	18.37%	28.67%	22.26%	24.12%	25.41%	28.42%	22.27%	25.39%	22.92%	25.20%	24.49%	27.74%	22.84%	13.85%	23.47%	20.51%	29.13%	20.82%	11.76%	23.11%	22.12%	21.78%	22.28%	22.77%	17.69%	23.77%	16.18%	24.73%	29.19%	24.56%	26.27%	23.70%	27.96%	24.57%	24.58%	27.20%	28.09%	21.23%	26.67%	23.49%	23.38%	27.39%	25.29%	28.42%	24.59%	24.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	670	15	9	9	17	7	10	14	23	5	8	16	13	7	6	12	21	16	14	17	1	4	3	19	10	7	22	17	16	9	11	18	30	27	11	17	9	13	16	29	29	11	16	5	22	15	20	24					
		1.21%	0.84%	0.61%	0.92%	1.24%	0.73%	0.91%	1.08%	1.53%	0.49%	0.77%	1.45%	1.47%	0.55%	0.65%	0.67%	1.90%	0.89%	0.83%	1.06%	0.39%	0.41%	0.31%	1.53%	0.89%	0.76%	1.87%	1.46%	1.35%	1.06%	0.91%	1.85%	2.35%	2.46%	0.94%	1.82%	1.18%	1.68%	1.13%	1.82%	1.90%	0.82%	1.73%	0.70%	1.57%	1.06%	1.93%	1.83%					
23	6.Политическая партия «Партия социальной справедливости»	135	4	2	1	6	4	3	1	4	2	1	3	0	1	2	4	1	5	2	1	0	3	5	5	2	1	2	3	2	0	4	0	4	2	1	3	6	3	6	7	5	3	4	2	7	3	4	1					
		0.24%	0.22%	0.13%	0.10%	0.44%	0.42%	0.27%	0.08%	0.27%	0.20%	0.10%	0.27%	0.00%	0.08%	0.22%	0.22%	0.09%	0.28%	0.12%	0.06%	0.00%	0.31%	0.52%	0.40%	0.18%	0.11%	0.17%	0.26%	0.17%	0.00%	0.33%	0.00%	0.31%	0.18%	0.09%	0.32%	0.78%	0.39%	0.42%	0.44%	0.33%	0.22%	0.43%	0.28%	0.50%	0.21%	0.39%	0.08%					
24	7.Политическая партия «Либерально-демократическая партия России»	5982	239	175	112	151	126	146	154	170	112	122	132	111	147	124	212	101	208	165	143	13	85	118	135	126	107	149	130	158	91	78	105	91	113	93	92	66	80	147	165	151	145	106	78	132	156	116	106					
		10.79%	13.33%	11.78%	11.43%	11.02%	13.10%	13.35%	11.89%	11.33%	10.94%	11.80%	11.92%	12.53%	11.52%	13.42%	11.88%	9.12%	11.53%	9.81%	8.92%	5.10%	8.81%	12.25%	10.85%	11.23%	11.66%	12.67%	11.20%	13.31%	10.72%	6.47%	10.79%	7.11%	10.30%	7.98%	9.83%	8.63%	10.36%	10.37%	10.36%	9.87%	10.81%	11.47%	10.96%	9.43%	11.00%	11.19%	8.07%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4996	122	102	85	124	76	80	116	119	97	108	111	85	124	92	123	91	140	195	157	34	74	68	129	100	98	98	109	124	87	112	113	132	93	93	79	74	59	100	157	110	107	90	79	150	147	93	140					
		9.01%	6.80%	6.86%	8.67%	9.05%	7.90%	7.31%	8.96%	7.93%	9.47%	10.44%	10.03%	9.59%	9.72%	9.96%	6.89%	8.21%	7.76%	11.59%	9.79%	13.33%	7.67%	7.06%	10.37%	8.91%	10.68%	8.33%	9.39%	10.45%	10.25%	9.29%	11.61%	10.32%	8.48%	7.98%	8.44%	9.67%	7.64%	7.06%	9.86%	7.19%	7.98%	9.74%	11.10%	10.71%	10.37%	8.97%	10.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	524	17	16	4	16	5	12	17	19	9	7	11	8	10	13	9	5	15	21	4	4	10	9	7	8	8	10	14	15	4	9	10	12	11	11	18	5	7	10	18	16	12	7	12	9	19	17	14					
		0.95%	0.95%	1.08%	0.41%	1.17%	0.52%	1.10%	1.31%	1.27%	0.88%	0.68%	0.99%	0.90%	0.78%	1.41%	0.50%	0.45%	0.83%	1.25%	0.25%	1.57%	1.04%	0.93%	0.56%	0.71%	0.87%	0.85%	1.21%	1.26%	0.47%	0.75%	1.03%	0.94%	1.00%	0.94%	1.92%	0.65%	0.91%	0.71%	1.13%	1.05%	0.89%	0.76%	1.69%	0.64%	1.34%	1.64%	1.07%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	25447	933	819	402	639	446	480	522	721	483	467	484	392	537	410	1082	555	909	648	815	152	497	472	560	533	424	591	516	599	395	499	394	534	482	516	398	336	319	610	685	636	630	410	296	622	575	439	583					
		45.91%	52.04%	55.11%	41.02%	46.64%	46.36%	43.88%	40.31%	48.07%	47.17%	45.16%	43.72%	44.24%	42.08%	44.37%	60.65%	50.09%	50.39%	38.53%	50.81%	59.61%	51.50%	49.01%	45.02%	47.50%	46.19%	50.26%	44.44%	50.46%	46.53%	41.38%	40.49%	41.75%	43.94%	44.25%	42.52%	43.92%	41.32%	43.05%	43.03%	41.57%	46.98%	44.37%	41.57%	44.43%	40.55%	42.33%	44.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1445	27	31	21	29	15	23	29	28	12	22	19	15	22	11	16	17	37	47	44	1	17	20	47	35	17	30	41	18	18	45	34	54	52	49	46	34	42	42	81	59	30	21	18	32	25	19	53					
		2.61%	1.51%	2.09%	2.14%	2.12%	1.56%	2.10%	2.24%	1.87%	1.17%	2.13%	1.72%	1.69%	1.72%	1.19%	0.90%	1.53%	2.05%	2.79%	2.74%	0.39%	1.76%	2.08%	3.78%	3.12%	1.85%	2.55%	3.53%	1.52%	2.12%	3.73%	3.49%	4.22%	4.74%	4.20%	4.91%	4.44%	5.44%	2.96%	5.09%	3.86%	2.24%	2.27%	2.53%	2.29%	1.76%	1.83%	4.03%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
