Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    район Южное Медведково																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №3665									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	571	19	26	34	40	58	42	49	33	27	12	68	38	19	35	8	3	10	11	18	15	6									
14	Число погашенных неиспользованных открепительных удостоверений	100	1	0	9	5	5	4	7	4	2	13	4	10	3	11	6	3	8	2	0	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	68	10	5	1	8	2	9	1	1	5	2	0	6	3	1	3	1	2	2	3	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	507	32	35	9	30	21	24	10	32	20	24	33	11	25	19	19	21	45	21	21	31	24									
		2.74%	3.07%	3.90%	1.51%	3.31%	2.34%	3.23%	1.88%	3.50%	1.92%	2.57%	4.04%	1.79%	2.93%	2.47%	2.10%	2.81%	4.66%	2.07%	2.27%	3.16%	1.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	352	19	10	19	11	16	20	15	19	22	26	14	19	15	14	16	9	15	22	16	16	19									
		1.90%	1.82%	1.11%	3.19%	1.21%	1.78%	2.69%	2.81%	2.08%	2.11%	2.78%	1.71%	3.09%	1.76%	1.82%	1.77%	1.20%	1.55%	2.17%	1.73%	1.63%	1.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	545	31	23	21	30	38	21	9	32	28	31	20	22	26	29	25	17	22	26	32	29	33									
		2.94%	2.98%	2.56%	3.53%	3.31%	4.23%	2.82%	1.69%	3.50%	2.68%	3.32%	2.45%	3.58%	3.04%	3.78%	2.77%	2.28%	2.28%	2.56%	3.45%	2.96%	2.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7131	445	324	243	340	343	292	204	339	421	358	327	212	347	258	308	261	328	371	333	350	727									
		38.47%	42.71%	36.08%	40.84%	37.53%	38.20%	39.25%	38.27%	37.09%	40.33%	38.29%	40.02%	34.53%	40.63%	33.59%	34.07%	34.94%	33.95%	36.55%	35.92%	35.68%	50.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	369	21	8	9	23	28	10	14	14	20	14	18	17	18	14	24	5	22	20	24	20	26									
		1.99%	2.02%	0.89%	1.51%	2.54%	3.12%	1.34%	2.63%	1.53%	1.92%	1.50%	2.20%	2.77%	2.11%	1.82%	2.65%	0.67%	2.28%	1.97%	2.59%	2.04%	1.81%									
24	"6. Политическая партия ""Гражданская Платформа"""	62	5	2	0	1	0	3	4	3	2	6	2	3	1	3	5	4	0	7	3	4	4									
		0.33%	0.48%	0.22%	0.00%	0.11%	0.00%	0.40%	0.75%	0.33%	0.19%	0.64%	0.24%	0.49%	0.12%	0.39%	0.55%	0.54%	0.00%	0.69%	0.32%	0.41%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2910	137	174	94	152	160	119	74	143	169	160	123	99	122	108	131	127	138	128	136	108	308									
		15.70%	13.15%	19.38%	15.80%	16.78%	17.82%	15.99%	13.88%	15.65%	16.19%	17.11%	15.06%	16.12%	14.29%	14.06%	14.49%	17.00%	14.29%	12.61%	14.67%	11.01%	21.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	383	18	27	7	17	21	13	11	21	23	10	22	15	20	25	20	10	18	23	12	16	34									
		2.07%	1.73%	3.01%	1.18%	1.88%	2.34%	1.75%	2.06%	2.30%	2.20%	1.07%	2.69%	2.44%	2.34%	3.26%	2.21%	1.34%	1.86%	2.27%	1.29%	1.63%	2.37%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	574	30	24	29	20	24	29	16	18	36	26	25	26	36	27	23	24	30	44	31	28	28									
		3.10%	2.88%	2.67%	4.87%	2.21%	2.67%	3.90%	3.00%	1.97%	3.45%	2.78%	3.06%	4.23%	4.22%	3.52%	2.54%	3.21%	3.11%	4.33%	3.34%	2.85%	1.95%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	168	6	3	2	3	3	2	3	3	0	1	5	3	3	3	1	5	3	2	93	5	19									
		0.91%	0.58%	0.33%	0.34%	0.33%	0.33%	0.27%	0.56%	0.33%	0.00%	0.11%	0.61%	0.49%	0.35%	0.39%	0.11%	0.67%	0.31%	0.20%	10.03%	0.51%	1.33%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1377	75	58	38	61	65	40	43	69	78	79	63	47	67	89	94	73	103	108	3	73	51									
		7.43%	7.20%	6.46%	6.39%	6.73%	7.24%	5.38%	8.07%	7.55%	7.47%	8.45%	7.71%	7.65%	7.85%	11.59%	10.40%	9.77%	10.66%	10.64%	0.32%	7.44%	3.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2603	144	141	85	124	121	111	86	163	141	120	100	90	106	119	158	115	144	139	146	211	39									
		14.04%	13.82%	15.70%	14.29%	13.69%	13.47%	14.92%	16.14%	17.83%	13.51%	12.83%	12.24%	14.66%	12.41%	15.49%	17.48%	15.39%	14.91%	13.69%	15.75%	21.51%	2.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	120	7	5	3	6	5	3	3	5	5	4	7	3	4	8	7	2	5	14	5	10	9									
		0.65%	0.67%	0.56%	0.50%	0.66%	0.56%	0.40%	0.56%	0.55%	0.48%	0.43%	0.86%	0.49%	0.47%	1.04%	0.77%	0.27%	0.52%	1.38%	0.54%	1.02%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1043	46	48	23	70	40	47	31	53	53	55	43	37	41	40	62	55	65	76	57	64	37									
		5.63%	4.41%	5.35%	3.87%	7.73%	4.45%	6.32%	5.82%	5.80%	5.08%	5.88%	5.26%	6.03%	4.80%	5.21%	6.86%	7.36%	6.73%	7.49%	6.15%	6.52%	2.58%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
