Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Кочубеевская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	456	20	15	10	10	18	15	10	10	10	10	10	10	10	5	5	10	5	5	10	10	5	5	5	15	5	5	10	10	10	10	10	5	5	5	5	13	20	5	5	5	5	5	5	5	5	5	5	5	10	5	5	15	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	209	12	15	10	7	17	12	5	5	2	9	1	4	8	0	1	4	0	0	0	3	0	4	1	15	1	0	0	1	2	1	10	0	2	0	4	13	12	0	2	2	0	0	1	0	1	0	1	0	1	0	2	14	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	138	5	3	4	4	11	9	2	0	5	11	1	0	1	0	3	2	0	3	1	9	2	4	0	0	1	2	2	1	3	1	0	0	1	1	2	6	0	23	0	0	0	0	0	2	0	0	2	0	3	0	1	0	4	3									
14	Число погашенных неиспользованных открепительных удостоверений	247	8	0	0	3	1	3	5	5	8	1	9	6	2	5	4	6	5	5	10	7	5	1	4	0	4	5	10	9	8	9	0	5	3	5	1	0	8	5	3	3	5	5	4	5	4	5	4	5	9	5	3	1	1	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	2	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	254	12	9	7	4	4	16	3	2	9	2	5	12	16	0	2	7	2	1	5	5	0	1	0	9	0	0	7	6	5	8	7	12	0	1	4	12	11	0	0	0	1	0	0	0	6	0	0	2	7	2	2	17	6	5									
		1.01%	1.41%	0.89%	1.05%	0.67%	0.62%	1.48%	0.35%	0.41%	1.14%	0.24%	1.29%	1.63%	1.86%	0.00%	0.58%	1.81%	1.50%	1.06%	0.61%	0.60%	0.00%	0.37%	0.00%	2.17%	0.00%	0.00%	1.05%	0.71%	0.42%	0.88%	1.34%	3.11%	0.00%	0.27%	1.02%	1.96%	2.07%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	2.11%	0.00%	0.00%	0.68%	1.18%	0.93%	0.89%	1.76%	1.83%	0.96%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	659	24	26	14	15	11	22	12	15	15	32	10	23	32	4	13	16	5	2	40	26	4	7	1	5	1	1	18	4	21	37	17	0	8	14	8	26	22	2	6	5	7	0	2	8	10	0	1	6	31	11	5	4	3	7									
		2.62%	2.82%	2.57%	2.11%	2.50%	1.71%	2.03%	1.38%	3.09%	1.90%	3.79%	2.57%	3.12%	3.72%	2.86%	3.79%	4.15%	3.76%	2.13%	4.90%	3.12%	2.61%	2.57%	0.53%	1.20%	1.43%	0.70%	2.69%	0.47%	1.77%	4.09%	3.24%	0.00%	4.35%	3.79%	2.05%	4.24%	4.14%	1.41%	3.00%	2.05%	4.29%	0.00%	1.89%	10.13%	3.52%	0.00%	1.11%	2.04%	5.21%	5.12%	2.22%	0.41%	0.91%	1.34%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	399	8	19	6	15	14	30	9	5	9	17	7	10	23	1	5	12	0	0	3	18	3	5	3	6	1	1	13	12	9	14	12	1	1	14	6	8	9	1	0	4	2	1	4	2	7	0	0	1	13	4	1	20	8	2									
		1.59%	0.94%	1.88%	0.90%	2.50%	2.18%	2.77%	1.04%	1.03%	1.14%	2.01%	1.80%	1.36%	2.67%	0.71%	1.46%	3.11%	0.00%	0.00%	0.37%	2.16%	1.96%	1.84%	1.58%	1.45%	1.43%	0.70%	1.94%	1.42%	0.76%	1.55%	2.29%	0.26%	0.54%	3.79%	1.53%	1.31%	1.69%	0.70%	0.00%	1.64%	1.23%	0.84%	3.77%	2.53%	2.46%	0.00%	0.00%	0.34%	2.18%	1.86%	0.44%	2.07%	2.44%	0.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14167	394	514	401	331	364	582	608	217	520	439	197	340	382	75	185	182	93	54	351	295	88	164	130	260	49	106	344	611	925	464	286	221	148	190	219	316	284	110	148	134	66	104	61	25	126	138	43	196	314	112	157	577	195	332									
		56.30%	46.24%	50.79%	60.30%	55.17%	56.61%	53.79%	69.97%	44.65%	65.74%	51.95%	50.64%	46.13%	44.42%	53.57%	53.94%	47.15%	69.92%	57.45%	43.01%	35.37%	57.52%	60.29%	68.42%	62.65%	70.00%	74.65%	51.42%	72.22%	78.13%	51.33%	54.58%	57.25%	80.43%	51.49%	56.01%	51.55%	53.38%	77.46%	74.00%	54.92%	40.49%	87.39%	57.55%	31.65%	44.37%	81.18%	47.78%	66.67%	52.77%	52.09%	69.78%	59.73%	59.45%	63.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	155	5	12	3	4	1	16	4	1	3	3	2	6	10	2	5	0	0	1	4	7	0	3	1	0	0	1	2	3	8	8	1	0	1	4	4	3	2	0	0	1	0	1	1	1	3	1	1	0	4	4	0	6	0	2									
		0.62%	0.59%	1.19%	0.45%	0.67%	0.16%	1.48%	0.46%	0.21%	0.38%	0.36%	0.51%	0.81%	1.16%	1.43%	1.46%	0.00%	0.00%	1.06%	0.49%	0.84%	0.00%	1.10%	0.53%	0.00%	0.00%	0.70%	0.30%	0.35%	0.68%	0.88%	0.19%	0.00%	0.54%	1.08%	1.02%	0.49%	0.38%	0.00%	0.00%	0.41%	0.00%	0.84%	0.94%	1.27%	1.06%	0.59%	1.11%	0.00%	0.67%	1.86%	0.00%	0.62%	0.00%	0.38%									
24	"6. Политическая партия ""Гражданская Платформа"""	65	1	2	1	1	16	3	2	1	0	1	0	3	1	0	1	2	0	0	0	3	0	0	1	1	0	0	3	0	0	2	3	1	0	2	2	1	2	0	1	0	1	0	0	2	0	0	0	1	0	0	0	3	0	1									
		0.26%	0.12%	0.20%	0.15%	0.17%	2.49%	0.28%	0.23%	0.21%	0.00%	0.12%	0.00%	0.41%	0.12%	0.00%	0.29%	0.52%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.53%	0.24%	0.00%	0.00%	0.45%	0.00%	0.00%	0.22%	0.57%	0.26%	0.00%	0.54%	0.51%	0.16%	0.38%	0.00%	0.50%	0.00%	0.61%	0.00%	0.00%	2.53%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.31%	0.00%	0.19%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4008	158	171	90	107	104	205	96	92	75	136	70	140	168	24	64	83	16	16	188	198	33	47	34	70	10	18	161	86	105	113	75	17	10	64	63	103	82	15	25	38	26	5	16	16	53	11	13	32	109	44	30	154	46	83									
		15.93%	18.54%	16.90%	13.53%	17.83%	16.17%	18.95%	11.05%	18.93%	9.48%	16.09%	17.99%	18.99%	19.53%	17.14%	18.66%	21.50%	12.03%	17.02%	23.04%	23.74%	21.57%	17.28%	17.89%	16.87%	14.29%	12.68%	24.07%	10.17%	8.87%	12.50%	14.31%	4.40%	5.43%	17.34%	16.11%	16.80%	15.41%	10.56%	12.50%	15.57%	15.95%	4.20%	15.09%	20.25%	18.66%	6.47%	14.44%	10.88%	18.32%	20.47%	13.33%	15.94%	14.02%	15.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	58	0	2	3	1	1	2	1	0	1	2	1	3	0	1	0	0	0	0	1	2	0	1	0	0	0	1	2	6	1	4	3	0	0	0	2	1	0	1	0	1	1	0	0	0	0	1	1	0	1	3	0	3	2	2									
		0.23%	0.00%	0.20%	0.45%	0.17%	0.16%	0.18%	0.12%	0.00%	0.13%	0.24%	0.26%	0.41%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.12%	0.24%	0.00%	0.37%	0.00%	0.00%	0.00%	0.70%	0.30%	0.71%	0.08%	0.44%	0.57%	0.00%	0.00%	0.00%	0.51%	0.16%	0.00%	0.70%	0.00%	0.41%	0.61%	0.00%	0.00%	0.00%	0.00%	0.59%	1.11%	0.00%	0.17%	1.40%	0.00%	0.31%	0.61%	0.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	180	18	9	12	5	6	11	6	6	6	8	3	7	7	0	1	4	1	0	2	5	0	0	0	0	2	0	3	2	4	8	5	1	0	1	1	12	1	0	0	2	0	0	1	0	0	0	0	0	0	2	0	7	6	5									
		0.72%	2.11%	0.89%	1.80%	0.83%	0.93%	1.02%	0.69%	1.23%	0.76%	0.95%	0.77%	0.95%	0.81%	0.00%	0.29%	1.04%	0.75%	0.00%	0.25%	0.60%	0.00%	0.00%	0.00%	0.00%	2.86%	0.00%	0.45%	0.24%	0.34%	0.88%	0.95%	0.26%	0.00%	0.27%	0.26%	1.96%	0.19%	0.00%	0.00%	0.82%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.72%	1.83%	0.96%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	41	2	1	2	1	1	1	0	1	1	2	1	1	1	0	1	0	0	0	4	2	0	1	0	0	0	0	0	3	2	2	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0									
		0.16%	0.23%	0.10%	0.30%	0.17%	0.16%	0.09%	0.00%	0.21%	0.13%	0.24%	0.26%	0.14%	0.12%	0.00%	0.29%	0.00%	0.00%	0.00%	0.49%	0.24%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.17%	0.22%	0.19%	0.26%	0.00%	0.27%	0.00%	0.16%	0.00%	0.00%	0.50%	0.41%	0.00%	0.00%	0.00%	1.27%	0.35%	0.00%	0.00%	0.00%	0.17%	0.47%	0.44%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	8	10	3	0	4	7	2	1	2	5	2	2	2	0	3	2	1	1	2	6	0	1	2	2	0	0	2	4	4	2	0	0	0	0	0	1	3	0	1	2	4	4	0	2	6	0	0	0	1	0	0	7	2	3									
		0.46%	0.94%	0.99%	0.45%	0.00%	0.62%	0.65%	0.23%	0.21%	0.25%	0.59%	0.51%	0.27%	0.23%	0.00%	0.87%	0.52%	0.75%	1.06%	0.25%	0.72%	0.00%	0.37%	1.05%	0.48%	0.00%	0.00%	0.30%	0.47%	0.34%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.56%	0.00%	0.50%	0.82%	2.45%	3.36%	0.00%	2.53%	2.11%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.72%	0.61%	0.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3360	150	161	88	86	76	109	92	80	101	139	47	107	143	18	44	45	8	11	149	195	14	27	11	35	3	8	67	66	80	186	84	74	13	50	53	90	81	6	12	34	44	4	11	15	50	8	26	35	70	19	23	129	31	52									
		13.35%	17.61%	15.91%	13.23%	14.33%	11.82%	10.07%	10.59%	16.46%	12.77%	16.45%	12.08%	14.52%	16.63%	12.86%	12.83%	11.66%	6.02%	11.70%	18.26%	23.38%	9.15%	9.93%	5.79%	8.43%	4.29%	5.63%	10.01%	7.80%	6.76%	20.58%	16.03%	19.17%	7.07%	13.55%	13.55%	14.68%	15.23%	4.23%	6.00%	13.93%	26.99%	3.36%	10.38%	18.99%	17.61%	4.71%	28.89%	11.90%	11.76%	8.84%	10.22%	13.35%	9.45%	9.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	8	4	3	0	2	7	1	1	6	2	2	4	13	0	0	1	0	0	3	3	0	0	0	2	1	0	0	4	3	4	1	0	1	1	2	8	4	1	0	0	0	0	0	0	0	0	0	1	2	0	0	4	3	2									
		0.41%	0.94%	0.40%	0.45%	0.00%	0.31%	0.65%	0.12%	0.21%	0.76%	0.24%	0.51%	0.54%	1.51%	0.00%	0.00%	0.26%	0.00%	0.00%	0.37%	0.36%	0.00%	0.00%	0.00%	0.48%	1.43%	0.00%	0.00%	0.47%	0.25%	0.44%	0.19%	0.00%	0.54%	0.27%	0.51%	1.31%	0.75%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.34%	0.00%	0.00%	0.41%	0.91%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	960	35	45	22	24	39	57	27	22	24	46	13	41	39	4	7	15	2	1	31	25	7	8	7	22	0	2	14	28	17	27	22	45	0	12	11	19	19	2	6	20	7	0	4	5	10	10	1	15	22	12	6	30	16	15									
		3.81%	4.11%	4.45%	3.31%	4.00%	6.07%	5.27%	3.11%	4.53%	3.03%	5.44%	3.34%	5.56%	4.53%	2.86%	2.04%	3.89%	1.50%	1.06%	3.80%	2.99%	4.58%	2.94%	3.68%	5.30%	0.00%	1.41%	2.09%	3.31%	1.44%	2.99%	4.20%	11.66%	0.00%	3.25%	2.81%	3.10%	3.57%	1.41%	3.00%	8.20%	4.29%	0.00%	3.77%	6.33%	3.52%	5.88%	1.11%	5.10%	3.70%	5.58%	2.67%	3.11%	4.88%	2.87%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
