Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Дедовичская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2190	222	221	225	229	27	89	51	101	145	58	46	84	53	125	93	138	75	106	102									
		46.03%	42.53%	37.27%	34.67%	34.23%	39.71%	58.94%	50.50%	56.11%	56.86%	53.21%	54.76%	62.22%	49.53%	63.78%	56.02%	62.16%	57.69%	52.74%	46.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	3	6	1	4	1	0	1	1	1	0	1	0	0	1	1	0	3	0	0									
		0.50%	0.57%	1.01%	0.15%	0.60%	1.47%	0.00%	0.99%	0.56%	0.39%	0.00%	1.19%	0.00%	0.00%	0.51%	0.60%	0.00%	2.31%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0									
		0.11%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.60%	0.00%	0.00%	0.50%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	695	85	86	88	72	15	18	17	26	33	22	17	25	21	33	21	35	12	27	42									
		14.61%	16.28%	14.50%	13.56%	10.76%	22.06%	11.92%	16.83%	14.44%	12.94%	20.18%	20.24%	18.52%	19.63%	16.84%	12.65%	15.77%	9.23%	13.43%	19.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	2	1	2	5	0	1	1	0	2	0	0	0	1	1	0	0	1	0	2									
		0.40%	0.38%	0.17%	0.31%	0.75%	0.00%	0.66%	0.99%	0.00%	0.78%	0.00%	0.00%	0.00%	0.93%	0.51%	0.00%	0.00%	0.77%	0.00%	0.91%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	5	9	8	13	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1									
		0.86%	0.96%	1.52%	1.23%	1.94%	1.47%	0.00%	0.99%	0.00%	0.78%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	1	3	1	0	2	0	0	0	0	0	1	1	0	0	0	0	1									
		0.23%	0.00%	0.17%	0.15%	0.45%	1.47%	0.00%	1.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.51%	0.00%	0.00%	0.00%	0.00%	0.45%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	99	11	11	17	22	2	2	2	1	4	2	3	1	5	4	0	0	2	1	9									
		2.08%	2.11%	1.85%	2.62%	3.29%	2.94%	1.32%	1.98%	0.56%	1.57%	1.83%	3.57%	0.74%	4.67%	2.04%	0.00%	0.00%	1.54%	0.50%	4.09%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	951	108	149	176	175	12	23	18	28	39	14	8	12	10	23	30	19	24	39	44									
		19.99%	20.69%	25.13%	27.12%	26.16%	17.65%	15.23%	17.82%	15.56%	15.29%	12.84%	9.52%	8.89%	9.35%	11.73%	18.07%	8.56%	18.46%	19.40%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	4	2	2	7	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0									
		0.42%	0.77%	0.34%	0.31%	1.05%	0.00%	0.00%	0.00%	0.56%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.99%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	348	43	53	76	70	4	5	4	9	11	8	5	3	10	3	9	16	6	5	8									
		7.31%	8.24%	8.94%	11.71%	10.46%	5.88%	3.31%	3.96%	5.00%	4.31%	7.34%	5.95%	2.22%	9.35%	1.53%	5.42%	7.21%	4.62%	2.49%	3.64%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
