Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Ленинградская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037					
14	Число неиспользованных открепительных удостоверений	462	12	10	19	22	21	14	12	13	11	11	19	9	27	17	23	17	5	6	4	18	5	10	11	4	12	18	20	10	15	15	3	5	14	5	7	4	14					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	1171	31	53	47	61	72	28	43	24	22	49	57	53	32	51	53	48	2	2	8	64	3	33	28	1	27	26	44	28	33	22	1	33	31	33	23	2	3					
		3.79%	2.90%	5.83%	4.25%	4.43%	5.71%	3.14%	5.53%	3.15%	2.63%	5.90%	4.30%	5.60%	2.60%	4.39%	4.70%	5.07%	0.87%	0.71%	1.37%	4.37%	4.11%	3.99%	3.09%	0.25%	3.28%	3.04%	3.60%	3.85%	3.45%	2.86%	0.91%	3.59%	3.64%	2.79%	3.13%	1.74%	1.01%					
19	. Малышкин Олег Александрович	735	36	15	20	28	32	21	20	14	13	17	28	23	13	17	24	21	10	5	13	57	2	36	18	5	37	12	37	15	18	10	4	30	41	19	11	2	11					
		2.38%	3.36%	1.65%	1.81%	2.03%	2.54%	2.36%	2.57%	1.84%	1.56%	2.05%	2.11%	2.43%	1.05%	1.46%	2.13%	2.22%	4.37%	1.77%	2.23%	3.89%	2.74%	4.35%	1.99%	1.27%	4.50%	1.41%	3.03%	2.06%	1.88%	1.30%	3.64%	3.27%	4.82%	1.61%	1.50%	1.74%	3.69%					
20	. Миронов Сергей Михайлович	197	8	3	6	11	6	4	4	6	4	3	9	7	8	9	9	8	2	5	2	2	3	7	9	1	1	2	8	6	3	2	0	2	5	13	12	0	7					
		0.64%	0.75%	0.33%	0.54%	0.80%	0.48%	0.45%	0.51%	0.79%	0.48%	0.36%	0.68%	0.74%	0.65%	0.77%	0.80%	0.85%	0.87%	1.77%	0.34%	0.14%	4.11%	0.85%	0.99%	0.25%	0.12%	0.23%	0.65%	0.83%	0.31%	0.26%	0.00%	0.22%	0.59%	1.10%	1.63%	0.00%	2.35%					
21	. Путин Владимир Владимирович	18475	721	525	635	810	708	601	463	486	527	485	830	561	819	705	660	564	153	216	406	901	37	517	577	299	439	471	637	440	569	471	80	350	378	744	434	99	157					
		59.82%	67.38%	57.76%	57.47%	58.78%	56.10%	67.45%	59.51%	63.78%	63.04%	58.36%	62.59%	59.24%	66.42%	60.67%	58.56%	59.62%	66.81%	76.33%	69.52%	61.50%	50.68%	62.52%	63.76%	76.08%	53.41%	55.15%	52.09%	60.52%	59.46%	61.17%	72.73%	38.13%	44.42%	62.89%	59.05%	86.09%	52.68%					
22	. Хакамада Ирина Муцуовна	632	18	27	30	34	24	17	15	12	18	41	41	13	29	28	17	23	7	3	19	28	1	6	9	1	18	19	20	5	14	6	0	28	18	16	15	1	11					
		2.05%	1.68%	2.97%	2.71%	2.47%	1.90%	1.91%	1.93%	1.57%	2.15%	4.93%	3.09%	1.37%	2.35%	2.41%	1.51%	2.43%	3.06%	1.06%	3.25%	1.91%	1.37%	0.73%	0.99%	0.25%	2.19%	2.22%	1.64%	0.69%	1.46%	0.78%	0.00%	3.05%	2.12%	1.35%	2.04%	0.87%	3.69%					
23	. Харитонов Николай Михайлович	8395	187	247	306	368	330	190	204	185	213	188	301	248	281	306	310	230	45	49	115	385	23	211	243	76	278	293	431	205	293	245	24	428	333	302	214	8	100					
		27.18%	17.48%	27.17%	27.69%	26.71%	26.15%	21.32%	26.22%	24.28%	25.48%	22.62%	22.70%	26.19%	22.79%	26.33%	27.51%	24.31%	19.65%	17.31%	19.69%	26.28%	31.51%	25.51%	26.85%	19.34%	33.82%	34.31%	35.24%	28.20%	30.62%	31.82%	21.82%	46.62%	39.13%	25.53%	29.12%	6.96%	33.56%					
																																												
24	Против всех	1033	58	33	49	52	77	23	21	32	36	44	53	31	42	39	45	49	8	3	15	23	4	15	18	7	17	23	19	26	26	14	0	32	38	39	16	2	4					
		3.34%	5.42%	3.63%	4.43%	3.77%	6.10%	2.58%	2.70%	4.20%	4.31%	5.29%	4.00%	3.27%	3.41%	3.36%	3.99%	5.18%	3.49%	1.06%	2.57%	1.57%	5.48%	1.81%	1.99%	1.78%	2.07%	2.69%	1.55%	3.58%	2.72%	1.82%	0.00%	3.49%	4.47%	3.30%	2.18%	1.74%	1.34%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
