Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Кавалеровская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	90	1	0	1	2	0	3	7	1	0	12	5	10	8	2	10	8	4	2	10	1	2	1					
		0.74%	0.32%	0.0%	0.76%	0.94%	0.0%	1.44%	0.81%	0.24%	0.0%	0.89%	0.49%	1.34%	0.70%	0.23%	1.62%	1.11%	0.45%	0.59%	2.60%	0.26%	0.27%	1.08%					
30	"13. ""Демократическая партия России"""	36	0	0	0	1	0	2	2	1	3	1	1	3	6	1	1	4	3	1	3	0	3	0					
		0.29%	0.0%	0.0%	0.0%	0.47%	0.0%	0.96%	0.23%	0.24%	0.59%	0.07%	0.09%	0.40%	0.53%	0.11%	0.16%	0.55%	0.34%	0.29%	0.78%	0.0%	0.41%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	0	0	0	0	0	1	0	1	1	1	1	2	0	3	2	1	0	2	0	1	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.24%	0.19%	0.07%	0.09%	0.26%	0.0%	0.34%	0.32%	0.13%	0.0%	0.59%	0.0%	0.26%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	11	0	0	0	0	0	1	1	0	1	2	1	3	0	0	0	0	0	0	0	1	1	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.11%	0.0%	0.19%	0.14%	0.09%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.13%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	756	9	7	2	6	9	16	45	19	26	117	83	59	94	58	37	24	63	23	15	8	32	4					
		6.23%	2.91%	4.92%	1.52%	2.83%	6.81%	7.69%	5.21%	4.73%	5.14%	8.70%	8.14%	7.95%	8.33%	6.75%	5.99%	3.33%	7.15%	6.86%	3.90%	2.10%	4.43%	4.34%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	2	1	0	1	1	0	2	0	0	2	2	2	1	0	1	1	0	0	1	1	3	0					
		0.17%	0.64%	0.70%	0.0%	0.47%	0.75%	0.0%	0.23%	0.0%	0.0%	0.14%	0.19%	0.26%	0.08%	0.0%	0.16%	0.13%	0.0%	0.0%	0.26%	0.26%	0.41%	0.0%					
35	"18. ""ЛДПР"""	1833	34	34	23	23	27	21	132	51	74	186	126	115	133	160	84	138	123	59	81	57	139	13					
		15.12%	11.00%	23.94%	17.55%	10.84%	20.45%	10.09%	15.29%	12.71%	14.65%	13.83%	12.36%	15.49%	11.79%	18.64%	13.61%	19.19%	13.97%	17.61%	21.09%	14.99%	19.25%	14.13%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	343	6	2	2	1	2	7	26	2	9	51	31	19	47	14	17	19	22	14	17	15	18	2					
		2.82%	1.94%	1.40%	1.52%	0.47%	1.51%	3.36%	3.01%	0.49%	1.78%	3.79%	3.04%	2.56%	4.16%	1.63%	2.75%	2.64%	2.5%	4.17%	4.42%	3.94%	2.49%	2.17%					
37	"20. ""Политическая партия ""Единая Россия"""	3797	126	33	59	110	57	75	362	167	159	351	270	226	309	243	166	230	279	103	130	120	192	30					
		31.32%	40.77%	23.23%	45.03%	51.88%	43.18%	36.05%	41.94%	41.64%	31.48%	26.11%	26.49%	30.45%	27.39%	28.32%	26.90%	31.98%	31.70%	30.74%	33.85%	31.57%	26.59%	32.60%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	0	0	0	1	0	1	0	0	0	2	0	1	1	1	1	1	0	2	0	0	1	0					
		0.09%	0.0%	0.0%	0.0%	0.47%	0.0%	0.48%	0.0%	0.0%	0.0%	0.14%	0.0%	0.13%	0.08%	0.11%	0.16%	0.13%	0.0%	0.59%	0.0%	0.0%	0.13%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	1	0	0	0	0	0	3	0	2	4	1	0	3	3	0	1	1	0	0	0	1	0					
		0.16%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.39%	0.29%	0.09%	0.0%	0.26%	0.34%	0.0%	0.13%	0.11%	0.0%	0.0%	0.0%	0.13%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2858	76	40	26	36	21	41	169	96	129	338	262	143	277	230	169	167	178	86	59	92	202	21					
		23.57%	24.59%	28.16%	19.84%	16.98%	15.90%	19.71%	19.58%	23.94%	25.54%	25.14%	25.71%	19.27%	24.55%	26.80%	27.39%	23.22%	20.22%	25.67%	15.36%	24.21%	27.97%	22.82%					
																													
41	Против всех	467	15	6	7	3	3	10	17	14	18	65	48	44	46	27	19	23	39	7	12	19	24	1					
		3.85%	4.85%	4.22%	5.34%	1.41%	2.27%	4.80%	1.96%	3.49%	3.56%	4.83%	4.71%	5.92%	4.07%	3.14%	3.07%	3.19%	4.43%	2.08%	3.12%	5.0%	3.32%	1.08%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
