Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Марксовская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	382	6	1	3	2	2	6	5	2	0	5	2	1	0	3	4	4	0	4	2	1	63	2	3	5	6	2	2	8	9	22	84	5	10	10	16	26	3	5	1	4	1	2	3	2	6	3	2	5	2	4	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	257	0	3	0	0	0	0	0	8	13	0	0	14	16	0	0	0	0	0	0	0	0	6	4	8	12	4	2	8	0	4	0	0	21	39	6	34	29	22	0	2	0	2	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	7	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	7	0	4	3	0	0					
16	Число утраченных избирательных бюллетеней	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	609	8	0	2	0	5	1	14	12	3	7	0	0	15	5	6	19	8	8	8	1	15	9	1	0	22	3	3	0	17	31	80	18	21	24	4	32	14	8	13	17	15	3	5	5	9	16	22	21	22	4	24	9					
		1.64%	3.21%	0.00%	0.94%	0.00%	1.92%	0.56%	1.88%	4.44%	0.91%	1.39%	0.00%	0.00%	3.46%	0.73%	1.15%	3.09%	1.42%	1.03%	1.27%	0.17%	1.38%	1.01%	0.54%	0.00%	2.52%	1.80%	2.11%	0.00%	0.83%	1.45%	4.48%	1.17%	0.83%	1.05%	0.19%	1.61%	1.33%	1.09%	2.49%	9.50%	3.25%	2.00%	0.79%	1.54%	2.48%	3.76%	2.13%	1.40%	3.46%	2.63%	6.30%	1.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	109	0	0	1	0	3	0	0	0	0	1	0	2	1	0	0	0	0	2	1	2	2	1	0	1	0	0	0	0	4	5	39	4	5	8	1	5	1	5	1	0	2	0	0	0	0	2	1	4	4	0	0	1					
		0.29%	0.00%	0.00%	0.47%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.89%	0.23%	0.00%	0.00%	0.00%	0.00%	0.26%	0.16%	0.34%	0.18%	0.11%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.20%	0.23%	2.18%	0.26%	0.20%	0.35%	0.05%	0.25%	0.10%	0.68%	0.19%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.47%	0.10%	0.27%	0.63%	0.00%	0.00%	0.17%					
20	3.Политическая партия «Демократическая партия России»	94	0	0	2	0	1	0	0	1	0	0	1	0	1	1	2	0	1	1	0	4	2	1	0	0	11	0	0	0	2	3	36	1	0	14	0	2	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	2					
		0.25%	0.00%	0.00%	0.94%	0.00%	0.38%	0.00%	0.00%	0.37%	0.00%	0.00%	1.14%	0.00%	0.23%	0.15%	0.38%	0.00%	0.18%	0.13%	0.00%	0.68%	0.18%	0.11%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.10%	0.14%	2.02%	0.07%	0.00%	0.61%	0.00%	0.10%	0.10%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.24%	0.00%	0.00%	0.16%	0.00%	0.00%	0.34%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4437	19	4	3	5	12	34	62	18	9	32	4	5	30	84	26	55	41	73	33	95	73	167	27	27	77	15	24	3	220	436	206	182	180	409	264	234	160	126	25	18	53	22	80	22	34	37	139	282	89	19	36	107					
		11.92%	7.63%	5.13%	1.42%	2.46%	4.62%	18.89%	8.32%	6.67%	2.72%	6.37%	4.55%	2.23%	6.93%	12.33%	4.98%	8.94%	7.30%	9.36%	5.24%	16.16%	6.70%	18.72%	14.67%	24.11%	8.83%	8.98%	16.90%	6.52%	10.77%	20.35%	11.53%	11.88%	7.12%	17.89%	12.46%	11.76%	15.24%	17.24%	4.79%	10.06%	11.47%	14.67%	12.70%	6.79%	9.37%	8.71%	13.46%	18.86%	13.99%	12.50%	9.45%	17.98%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	115	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	0	0	12	0	0	0	4	7	37	2	1	16	5	5	2	4	2	2	0	0	0	0	0	0	2	4	1	0	0	0					
		0.31%	0.40%	0.00%	0.00%	0.00%	0.00%	0.56%	0.13%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.16%	0.00%	0.09%	0.11%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.20%	0.33%	2.07%	0.13%	0.04%	0.70%	0.24%	0.25%	0.19%	0.55%	0.38%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.27%	0.16%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	77	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	2	2	0	0	0	0	0	0	0	1	5	37	1	3	0	1	1	0	2	2	1	2	0	1	0	0	0	1	1	2	0	4	2					
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.59%	0.00%	0.16%	0.00%	0.00%	0.00%	0.34%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.23%	2.07%	0.07%	0.12%	0.00%	0.05%	0.05%	0.00%	0.27%	0.38%	0.56%	0.43%	0.00%	0.16%	0.00%	0.00%	0.00%	0.10%	0.07%	0.31%	0.00%	1.05%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	1573	14	1	7	2	3	5	14	12	2	21	0	9	34	29	7	29	13	19	30	13	43	21	12	6	36	2	3	2	110	101	105	65	100	169	33	93	40	67	10	7	20	6	16	6	18	29	35	61	31	10	18	34					
		4.23%	5.62%	1.28%	3.30%	0.99%	1.15%	2.78%	1.88%	4.44%	0.60%	4.18%	0.00%	4.02%	7.85%	4.26%	1.34%	4.72%	2.31%	2.44%	4.76%	2.21%	3.94%	2.35%	6.52%	5.36%	4.13%	1.20%	2.11%	4.35%	5.39%	4.71%	5.88%	4.24%	3.96%	7.39%	1.56%	4.68%	3.81%	9.17%	1.92%	3.91%	4.33%	4.00%	2.54%	1.85%	4.96%	6.82%	3.39%	4.08%	4.87%	6.58%	4.72%	5.71%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2965	25	0	9	0	4	6	29	18	9	16	1	11	39	47	18	40	32	16	33	21	58	104	6	5	61	1	4	0	210	222	161	188	183	427	102	155	76	76	19	7	22	4	29	14	20	31	114	168	41	7	47	29					
		7.97%	10.04%	0.00%	4.25%	0.00%	1.54%	3.33%	3.89%	6.67%	2.72%	3.19%	1.14%	4.91%	9.01%	6.90%	3.45%	6.50%	5.69%	2.05%	5.24%	3.57%	5.32%	11.66%	3.26%	4.46%	6.99%	0.60%	2.82%	0.00%	10.28%	10.36%	9.01%	12.27%	7.24%	18.68%	4.81%	7.79%	7.24%	10.40%	3.64%	3.91%	4.76%	2.67%	4.60%	4.32%	5.51%	7.29%	11.04%	11.24%	6.45%	4.61%	12.34%	4.87%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	178	0	0	0	3	0	1	4	3	1	2	0	0	0	4	3	2	5	3	1	5	2	1	0	1	14	2	0	0	13	3	37	3	10	12	4	5	4	4	3	1	0	1	2	1	1	4	0	3	3	4	1	2					
		0.48%	0.00%	0.00%	0.00%	1.48%	0.00%	0.56%	0.54%	1.11%	0.30%	0.40%	0.00%	0.00%	0.00%	0.59%	0.57%	0.33%	0.89%	0.38%	0.16%	0.85%	0.18%	0.11%	0.00%	0.89%	1.61%	1.20%	0.00%	0.00%	0.64%	0.14%	2.07%	0.20%	0.40%	0.52%	0.19%	0.25%	0.38%	0.55%	0.57%	0.56%	0.00%	0.67%	0.32%	0.31%	0.28%	0.94%	0.00%	0.20%	0.47%	2.63%	0.26%	0.34%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26298	178	72	188	192	227	128	614	199	304	414	78	195	306	503	450	460	437	652	509	429	855	576	135	66	618	137	106	41	1428	1283	986	1036	1980	1165	1689	1411	717	425	445	117	343	109	484	272	275	296	690	929	431	93	236	389					
		70.67%	71.49%	92.31%	88.68%	94.58%	87.31%	71.11%	82.42%	73.70%	91.84%	82.47%	88.64%	87.05%	70.67%	73.86%	86.21%	74.80%	77.76%	83.59%	80.79%	72.96%	78.44%	64.57%	73.37%	58.93%	70.87%	82.04%	74.65%	89.13%	69.93%	59.87%	55.21%	67.62%	78.35%	50.96%	79.71%	70.94%	68.29%	58.14%	85.25%	65.36%	74.24%	72.67%	76.83%	83.95%	75.76%	69.65%	66.80%	62.14%	67.77%	61.18%	61.94%	65.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	253	1	1	0	0	0	0	1	0	3	1	1	1	1	2	1	3	7	1	2	1	5	3	0	0	12	0	0	0	22	15	45	10	16	18	3	20	9	7	2	3	2	0	3	0	1	6	10	8	1	0	1	4					
		0.68%	0.40%	1.28%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.91%	0.20%	1.14%	0.45%	0.23%	0.29%	0.19%	0.49%	1.25%	0.13%	0.32%	0.17%	0.46%	0.34%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	1.08%	0.70%	2.52%	0.65%	0.63%	0.79%	0.14%	1.01%	0.86%	0.96%	0.38%	1.68%	0.43%	0.00%	0.48%	0.00%	0.28%	1.41%	0.97%	0.54%	0.16%	0.00%	0.26%	0.67%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
