Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Оловяннинская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636									
		1.18%	2.67%	1.44%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.76%	1.35%	2.13%	0.00%	0.00%	0.95%	0.68%	0.45%	1.00%	0.00%	1.05%	0.87%	2.48%	0.41%	0.44%	0.00%	0.55%	2.48%	3.48%	0.85%	1.70%	1.09%	0.34%	1.12%	1.05%	1.29%	1.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	354	0	2	16	3	10	2	4	0	1	1	9	0	6	3	4	17	10	14	1	4	5	7	6	5	5	8	23	12	31	53	15	12	22	18	16	9									
		3.20%	0.00%	0.96%	7.55%	3.75%	5.88%	1.40%	2.42%	0.00%	2.27%	0.76%	4.05%	0.00%	3.55%	3.30%	1.90%	3.86%	4.46%	3.50%	0.99%	4.21%	2.16%	1.93%	2.46%	1.10%	4.27%	4.37%	3.81%	2.09%	3.30%	4.50%	1.81%	4.03%	3.51%	4.74%	4.11%	2.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	247	3	5	1	1	3	11	6	1	1	1	4	0	2	1	1	10	2	19	0	2	2	20	9	6	1	6	17	16	22	26	14	4	12	5	4	9									
		2.23%	4.00%	2.39%	0.47%	1.25%	1.76%	7.69%	3.64%	2.27%	2.27%	0.76%	1.80%	0.00%	1.18%	1.10%	0.47%	2.27%	0.89%	4.75%	0.00%	2.11%	0.87%	5.51%	3.69%	1.32%	0.85%	3.28%	2.81%	2.79%	2.34%	2.21%	1.69%	1.34%	1.91%	1.32%	1.03%	2.31%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4066	43	93	63	38	54	70	88	27	35	96	101	29	64	60	126	170	108	111	61	33	154	142	97	182	56	92	194	201	264	304	254	104	180	136	114	122									
		36.72%	57.33%	44.50%	29.72%	47.50%	31.76%	48.95%	53.33%	61.36%	79.55%	73.28%	45.50%	61.70%	37.87%	65.93%	59.72%	38.64%	48.21%	27.75%	60.40%	34.74%	66.67%	39.12%	39.75%	39.91%	47.86%	50.27%	32.12%	35.02%	28.12%	25.83%	30.68%	34.90%	28.71%	35.79%	29.31%	31.28%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	1	2	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	1	1	0	0	4	1	4	0	1	1	2	5	6	1	1	2	0	0	0									
		0.35%	1.33%	0.96%	0.00%	0.00%	0.59%	0.00%	0.61%	0.00%	0.00%	0.76%	0.90%	2.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.99%	0.00%	0.00%	1.10%	0.41%	0.88%	0.00%	0.55%	0.17%	0.35%	0.53%	0.51%	0.12%	0.34%	0.32%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	2	0	0	0	0	1	0	0	0	0	0	0	2	3	1	0	0	0	1	2	2	1	0	0	0	0	3	2	2	3	2	2	2	6	0									
		0.33%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.20%	1.42%	0.23%	0.00%	0.00%	0.00%	1.05%	0.87%	0.55%	0.41%	0.00%	0.00%	0.00%	0.00%	0.52%	0.21%	0.17%	0.36%	0.67%	0.32%	0.53%	1.54%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3758	18	67	61	9	31	39	39	14	5	19	58	7	43	19	43	159	63	130	21	32	25	145	89	203	33	53	211	201	361	443	310	114	240	123	153	177									
		33.94%	24.00%	32.06%	28.77%	11.25%	18.24%	27.27%	23.64%	31.82%	11.36%	14.50%	26.13%	14.89%	25.44%	20.88%	20.38%	36.14%	28.13%	32.50%	20.79%	33.68%	10.82%	39.94%	36.48%	44.52%	28.21%	28.96%	34.93%	35.02%	38.45%	37.64%	37.44%	38.26%	38.28%	32.37%	39.33%	45.38%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	65	0	1	0	0	0	0	3	0	0	1	0	0	1	1	0	3	0	3	0	0	0	3	0	1	3	1	6	11	3	3	3	1	13	1	1	2									
		0.59%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.76%	0.00%	0.00%	0.59%	1.10%	0.00%	0.68%	0.00%	0.75%	0.00%	0.00%	0.00%	0.83%	0.00%	0.22%	2.56%	0.55%	0.99%	1.92%	0.32%	0.25%	0.36%	0.34%	2.07%	0.26%	0.26%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	0	1	1	0	0	0	2	1	0	0	0	0	0	0	1	2	1	2	1	0	0	5	0	0	0	0	2	0	2	8	4	5	3	4	2	1									
		0.43%	0.00%	0.48%	0.47%	0.00%	0.00%	0.00%	1.21%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.45%	0.45%	0.50%	0.99%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.21%	0.68%	0.48%	1.68%	0.48%	1.05%	0.51%	0.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	1	0	1	1	2	0	4	0	11	0	0	0	0	1									
		0.27%	1.33%	0.00%	0.47%	0.00%	0.59%	0.00%	0.61%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	1.10%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.28%	0.41%	0.00%	0.85%	0.55%	0.33%	0.00%	0.43%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	0	1	1	3	1	0	0	0	0	0	1	3	0	0	1	2	1	1	0	1	2	2	1	0	0	0	10	2	4	6	2	1	4	3	2	0									
		0.50%	0.00%	0.48%	0.47%	3.75%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	6.38%	0.00%	0.00%	0.47%	0.45%	0.45%	0.25%	0.00%	1.05%	0.87%	0.55%	0.41%	0.00%	0.00%	0.00%	1.66%	0.35%	0.43%	0.51%	0.24%	0.34%	0.64%	0.79%	0.51%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1590	4	14	55	22	62	18	17	1	0	1	34	6	35	3	20	57	31	96	5	16	23	13	32	38	14	13	69	64	156	209	153	39	101	62	62	45									
		14.36%	5.33%	6.70%	25.94%	27.50%	36.47%	12.59%	10.30%	2.27%	0.00%	0.76%	15.32%	12.77%	20.71%	3.30%	9.48%	12.95%	13.84%	24.00%	4.95%	16.84%	9.96%	3.58%	13.11%	8.33%	11.97%	7.10%	11.42%	11.15%	16.61%	17.76%	18.48%	13.09%	16.11%	16.32%	15.94%	11.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	0	2	1	3	1	0	0	0	0	2	1	0	0	0	1	1	0	3	0	0	2	0	0	1	0	1	4	3	7	10	3	0	4	1	0	0									
		0.46%	0.00%	0.96%	0.47%	3.75%	0.59%	0.00%	0.00%	0.00%	0.00%	1.53%	0.45%	0.00%	0.00%	0.00%	0.47%	0.23%	0.00%	0.75%	0.00%	0.00%	0.87%	0.00%	0.00%	0.22%	0.00%	0.55%	0.66%	0.52%	0.75%	0.85%	0.36%	0.00%	0.64%	0.26%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	322	1	7	4	1	2	0	1	0	0	6	2	0	11	1	8	8	2	4	1	5	13	6	3	4	4	3	18	12	60	43	27	8	22	11	15	9									
		2.91%	1.33%	3.35%	1.89%	1.25%	1.18%	0.00%	0.61%	0.00%	0.00%	4.58%	0.90%	0.00%	6.51%	1.10%	3.79%	1.82%	0.89%	1.00%	0.99%	5.26%	5.63%	1.65%	1.23%	0.88%	3.42%	1.64%	2.98%	2.09%	6.39%	3.65%	3.26%	2.68%	3.51%	2.89%	3.86%	2.31%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
