Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Лебяжьевская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	1	0	4	0	5	9	5	5	5	1	0	0	0	1	1	1	0	2	2	5	0	0	1	2	0	0	0	0	1	2	3	1	2	4	0	1	4	2	0	1	0	0					
		0.83%	1.28%	0.00%	0.90%	0.00%	1.10%	1.63%	1.35%	1.44%	1.31%	0.34%	0.00%	0.00%	0.00%	0.44%	0.27%	0.62%	0.00%	0.89%	2.67%	1.74%	0.00%	0.00%	0.66%	0.54%	0.00%	0.00%	0.00%	0.00%	0.42%	0.94%	1.36%	0.61%	2.44%	2.56%	0.00%	3.13%	1.95%	1.64%	0.00%	0.44%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4417	57	131	223	153	235	245	186	190	209	118	55	145	93	147	173	79	21	141	32	153	58	37	90	141	155	60	42	22	89	113	103	102	50	85	23	18	85	78	24	124	115	17					
		51.85%	73.08%	53.47%	50.45%	59.53%	51.54%	44.30%	50.13%	54.76%	54.71%	40.69%	49.55%	44.48%	63.27%	65.04%	46.26%	48.77%	65.63%	62.95%	42.67%	53.13%	64.44%	75.51%	59.60%	37.90%	74.88%	49.18%	52.50%	52.38%	37.08%	53.05%	46.82%	62.20%	60.98%	54.49%	45.10%	56.25%	41.46%	63.93%	47.06%	54.15%	52.51%	48.57%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	20	0	0	0	0	2	1	1	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	2	2	2	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0					
		0.23%	0.00%	0.00%	0.00%	0.00%	0.44%	0.18%	0.27%	0.29%	0.00%	0.34%	0.00%	0.31%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.54%	0.97%	1.64%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	3.13%	0.49%	0.00%	0.00%	0.44%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
