7	Число избирательных бюллетеней в переносных ящиках для голосования	3725	62	26	34	41	55	30	26	102	13	8	67	17	23	16	11	33	30	28	27	22	17	13	31	12	15	51	84	80	32	19	118	21	28	28	57	23	34	83	95	19	14	64	42	35	55	16	24	16	29	117	128	15	6	41	0	24	21	8	46	33	7	20	31	26	20	10	125	15	13	8	26	31	22	71	116	30	30	11	42	14	20	34	42	25	23	128	3	51	400	66									
8	Число бюллетеней в стационарных ящиках для голосования	74625	281	431	627	370	501	259	1317	1124	873	708	1104	1069	835	943	722	940	967	1112	832	949	732	857	1249	1214	1002	1325	1353	899	725	1002	1020	992	777	642	731	718	767	886	881	731	746	1172	780	835	813	1037	898	888	1126	843	729	839	1599	673	878	310	559	518	917	809	854	926	795	892	578	887	1044	708	902	1007	811	1051	873	855	625	727	803	873	730	716	672	672	925	853	736	911	723	906	0	134									
9	Число недействительных избирательных бюллетеней	875	3	2	9	0	1	5	12	5	9	7	12	16	11	5	7	9	18	10	13	2	19	7	15	18	11	10	21	12	7	14	16	11	20	12	10	5	10	10	5	10	8	20	7	7	6	7	10	9	7	10	10	3	12	11	12	3	9	8	14	5	10	6	14	6	8	12	24	10	10	9	11	13	13	6	7	12	4	12	8	12	7	13	25	5	8	14	4	8	6	1									
10	Число действительных избирательных бюллетеней	77475	340	455	652	411	555	284	1331	1221	877	709	1159	1070	847	954	726	964	979	1130	846	969	730	863	1265	1208	1006	1366	1416	967	750	1007	1122	1002	785	658	778	736	791	959	971	740	752	1216	815	863	862	1046	912	895	1148	950	847	851	1593	703	866	331	571	518	949	837	851	940	812	912	590	885	1145	713	905	1006	826	1069	882	920	734	745	829	872	764	718	685	693	942	873	751	1025	722	949	394	199									
11	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																					
13	Бабурин Сергей Николаевич	619	4	5	5	6	2	2	8	16	8	9	7	10	6	6	4	8	3	6	7	13	7	4	6	9	8	17	14	10	5	11	13	6	3	6	5	2	9	7	7	5	9	11	8	8	7	13	6	5	9	1	10	3	11	6	7	3	5	2	8	9	5	12	5	6	7	2	9	6	8	6	10	7	11	5	5	6	2	6	5	6	2	8	6	8	7	7	6	11	3	2									
		0.79%	1.17%	1.09%	0.76%	1.46%	0.36%	0.69%	0.60%	1.31%	0.90%	1.26%	0.60%	0.92%	0.70%	0.63%	0.55%	0.82%	0.30%	0.53%	0.81%	1.34%	0.93%	0.46%	0.47%	0.73%	0.79%	1.24%	0.97%	1.02%	0.66%	1.08%	1.14%	0.59%	0.37%	0.90%	0.63%	0.27%	1.12%	0.72%	0.72%	0.67%	1.18%	0.89%	0.97%	0.92%	0.81%	1.23%	0.65%	0.55%	0.78%	0.10%	1.17%	0.35%	0.69%	0.84%	0.80%	0.90%	0.86%	0.38%	0.83%	1.07%	0.58%	1.27%	0.61%	0.65%	1.17%	0.22%	0.77%	0.83%	0.87%	0.59%	1.19%	0.65%	1.23%	0.54%	0.67%	0.79%	0.24%	0.68%	0.65%	0.82%	0.29%	1.13%	0.62%	0.91%	0.92%	0.67%	0.83%	1.15%	0.75%	1.00%									
14	Грудинин Павел Николаевич	8366	44	40	74	53	79	44	137	132	113	89	119	123	81	93	76	106	99	116	116	123	95	76	122	123	117	135	167	93	95	130	111	99	95	75	86	79	81	89	93	101	86	137	94	71	101	121	112	85	112	92	81	92	208	67	59	24	58	68	112	107	114	117	97	67	58	117	109	65	119	125	76	118	97	46	72	83	79	88	80	82	64	77	113	89	66	126	76	81	42	17									
		10.68%	12.83%	8.75%	11.20%	12.90%	14.21%	15.22%	10.20%	10.77%	12.75%	12.43%	10.16%	11.33%	9.44%	9.70%	10.37%	10.89%	9.93%	10.18%	13.50%	12.67%	12.68%	8.74%	9.53%	10.03%	11.50%	9.81%	11.62%	9.50%	12.55%	12.73%	9.75%	9.77%	11.80%	11.19%	10.91%	10.66%	10.11%	9.18%	9.53%	13.47%	11.32%	11.08%	11.44%	8.16%	11.64%	11.49%	12.15%	9.40%	9.70%	9.58%	9.45%	10.77%	12.96%	9.38%	6.72%	7.19%	10.00%	12.93%	11.63%	12.71%	13.24%	12.37%	11.74%	7.30%	9.70%	13.04%	9.32%	8.99%	13.01%	12.32%	9.08%	10.91%	10.84%	4.97%	9.72%	10.96%	9.48%	9.95%	10.36%	11.23%	9.25%	10.91%	11.69%	10.14%	8.70%	12.13%	10.47%	8.46%	10.50%	8.50%									
15	Жириновский Владимир Вольфович	5448	26	26	46	31	30	21	115	65	64	38	63	86	53	59	62	67	82	90	54	67	43	52	81	98	61	113	81	97	59	61	84	81	57	53	59	44	47	56	77	64	59	85	61	63	40	68	83	75	80	67	45	62	94	62	75	31	24	38	50	69	50	86	70	45	43	61	81	50	56	48	41	71	56	69	50	42	59	68	75	62	46	62	88	63	49	59	47	60	32	15									
		6.95%	7.58%	5.69%	6.96%	7.54%	5.40%	7.27%	8.56%	5.30%	7.22%	5.31%	5.38%	7.92%	6.18%	6.15%	8.46%	6.89%	8.22%	7.89%	6.29%	6.90%	5.74%	5.98%	6.33%	7.99%	5.99%	8.21%	5.64%	9.91%	7.79%	5.97%	7.38%	7.99%	7.08%	7.91%	7.49%	5.94%	5.87%	5.78%	7.89%	8.53%	7.76%	6.88%	7.42%	7.24%	4.61%	6.46%	9.00%	8.30%	6.93%	6.98%	5.25%	7.26%	5.86%	8.68%	8.54%	9.28%	4.14%	7.22%	5.19%	8.19%	5.81%	9.09%	8.47%	4.90%	7.19%	6.80%	6.93%	6.92%	6.12%	4.73%	4.90%	6.56%	6.26%	7.45%	6.75%	5.55%	7.08%	7.69%	9.72%	8.49%	6.65%	8.78%	9.10%	7.18%	6.46%	5.68%	6.47%	6.27%	8.00%	7.50%									
16	Путин Владимир Владимирович	58925	258	370	512	286	431	202	994	948	622	529	910	790	632	764	556	741	736	864	623	720	541	674	974	925	766	1032	1071	697	553	752	871	764	582	494	584	580	629	761	731	517	556	894	612	685	676	779	667	674	903	756	661	639	1195	542	697	264	461	398	701	596	618	672	594	759	447	658	899	559	643	743	664	808	678	752	573	572	653	654	574	525	532	523	701	672	572	778	562	741	305	152									
		75.21%	75.22%	80.96%	77.46%	69.59%	77.52%	69.90%	74.01%	77.32%	70.20%	73.88%	77.71%	72.74%	73.66%	79.67%	75.85%	76.16%	73.82%	75.79%	72.53%	74.15%	72.23%	77.47%	76.09%	75.45%	75.32%	75.00%	74.53%	71.20%	73.05%	73.65%	76.54%	75.42%	72.30%	73.73%	74.11%	78.27%	78.53%	78.53%	74.90%	68.93%	73.16%	72.33%	74.45%	78.74%	77.88%	73.98%	72.34%	74.56%	78.18%	78.75%	77.13%	74.82%	74.45%	75.91%	79.38%	79.04%	79.48%	75.67%	72.79%	70.78%	71.78%	71.04%	71.91%	82.68%	74.75%	73.36%	76.90%	77.32%	70.27%	73.20%	79.33%	74.68%	75.75%	81.21%	77.33%	75.56%	78.39%	73.98%	74.35%	71.92%	76.88%	74.08%	72.49%	76.54%	75.36%	74.88%	77.41%	77.43%	76.25%	76.00%									
17	Собчак Ксения Анатольевна	1554	3	5	5	9	8	9	36	20	30	18	19	24	25	15	13	18	18	19	13	23	19	19	30	14	20	18	29	34	14	23	12	23	22	10	15	11	12	20	24	24	15	27	14	9	16	26	16	19	8	12	12	19	26	12	13	4	10	6	28	24	21	16	18	13	17	17	13	9	35	41	10	27	13	23	18	12	17	27	6	18	21	9	10	22	14	26	9	23	4	6									
		1.98%	0.87%	1.09%	0.76%	2.19%	1.44%	3.11%	2.68%	1.63%	3.39%	2.51%	1.62%	2.21%	2.91%	1.56%	1.77%	1.85%	1.81%	1.67%	1.51%	2.37%	2.54%	2.18%	2.34%	1.14%	1.97%	1.31%	2.02%	3.47%	1.85%	2.25%	1.05%	2.27%	2.73%	1.49%	1.90%	1.48%	1.50%	2.06%	2.46%	3.20%	1.97%	2.18%	1.70%	1.03%	1.84%	2.47%	1.74%	2.10%	0.69%	1.25%	1.40%	2.22%	1.62%	1.68%	1.48%	1.20%	1.72%	1.14%	2.91%	2.85%	2.44%	1.69%	2.18%	1.42%	2.84%	1.90%	1.11%	1.24%	3.83%	4.04%	1.19%	2.50%	1.45%	2.48%	2.43%	1.59%	2.04%	3.05%	0.78%	2.47%	3.03%	1.27%	1.03%	2.51%	1.84%	2.50%	1.24%	2.40%	1.00%	3.00%									
18	Сурайкин Максим Александрович	578	1	3	5	8	0	0	9	12	5	6	13	5	15	3	3	7	9	5	10	9	2	9	10	7	11	9	12	12	9	6	12	5	11	2	12	5	1	6	11	6	3	8	7	5	5	8	4	8	15	6	9	6	15	5	3	4	6	3	7	4	3	8	2	1	4	8	6	5	5	6	9	9	9	9	5	8	4	5	7	3	6	2	3	5	10	3	8	6	2	0									
		0.74%	0.29%	0.66%	0.76%	1.95%	0.00%	0.00%	0.67%	0.98%	0.56%	0.84%	1.11%	0.46%	1.75%	0.31%	0.41%	0.72%	0.90%	0.44%	1.16%	0.93%	0.27%	1.03%	0.78%	0.57%	1.08%	0.65%	0.84%	1.23%	1.19%	0.59%	1.05%	0.49%	1.37%	0.30%	1.52%	0.67%	0.12%	0.62%	1.13%	0.80%	0.39%	0.65%	0.85%	0.57%	0.58%	0.76%	0.43%	0.88%	1.30%	0.63%	1.05%	0.70%	0.93%	0.70%	0.34%	1.20%	1.03%	0.57%	0.73%	0.48%	0.35%	0.85%	0.24%	0.11%	0.67%	0.89%	0.51%	0.69%	0.55%	0.59%	1.08%	0.83%	1.01%	0.97%	0.67%	1.06%	0.48%	0.57%	0.91%	0.41%	0.87%	0.28%	0.31%	0.57%	1.32%	0.29%	1.10%	0.63%	0.50%	0.00%									
19	Титов Борис Юрьевич	817	2	3	0	11	2	5	18	13	10	12	11	9	13	9	4	8	13	8	5	5	9	11	16	12	7	16	15	13	9	15	8	9	7	7	5	7	6	8	11	9	12	14	8	11	5	9	8	10	10	9	8	16	23	2	5	0	5	3	10	14	19	8	11	10	3	10	12	6	20	16	7	12	5	6	6	8	5	9	8	15	6	7	12	7	13	10	9	10	1	3									
		1.04%	0.58%	0.66%	0.00%	2.68%	0.36%	1.73%	1.34%	1.06%	1.13%	1.68%	0.94%	0.83%	1.52%	0.94%	0.55%	0.82%	1.30%	0.70%	0.58%	0.51%	1.20%	1.26%	1.25%	0.98%	0.69%	1.16%	1.04%	1.33%	1.19%	1.47%	0.70%	0.89%	0.87%	1.04%	0.63%	0.94%	0.75%	0.83%	1.13%	1.20%	1.58%	1.13%	0.97%	1.26%	0.58%	0.85%	0.87%	1.11%	0.87%	0.94%	0.93%	1.87%	1.43%	0.28%	0.57%	0.00%	0.86%	0.57%	1.04%	1.66%	2.21%	0.85%	1.33%	1.09%	0.50%	1.11%	1.03%	0.83%	2.19%	1.58%	0.84%	1.11%	0.56%	0.65%	0.81%	1.06%	0.60%	1.02%	1.04%	2.05%	0.87%	0.99%	1.24%	0.80%	1.71%	0.96%	1.24%	1.04%	0.25%	1.50%									
20	Явлинский Григорий Алексеевич	1168	2	3	5	7	3	1	14	15	25	8	17	23	22	5	8	9	19	22	18	9	14	18	26	20	16	26	27	11	6	9	11	15	8	11	12	8	6	12	17	14	12	40	11	11	12	22	16	19	11	7	21	14	21	7	7	1	2	0	33	14	21	21	15	11	11	12	16	13	19	21	9	17	13	10	5	14	10	15	9	7	8	5	9	7	20	16	5	17	5	4									
		1.49%	0.58%	0.66%	0.76%	1.70%	0.54%	0.35%	1.04%	1.22%	2.82%	1.12%	1.45%	2.12%	2.56%	0.52%	1.09%	0.92%	1.91%	1.93%	2.10%	0.93%	1.87%	2.07%	2.03%	1.63%	1.57%	1.89%	1.88%	1.12%	0.79%	0.88%	0.97%	1.48%	0.99%	1.64%	1.52%	1.08%	0.75%	1.24%	1.74%	1.87%	1.58%	3.24%	1.34%	1.26%	1.38%	2.09%	1.74%	2.10%	0.95%	0.73%	2.45%	1.64%	1.31%	0.98%	0.80%	0.30%	0.34%	0.00%	3.43%	1.66%	2.44%	2.22%	1.82%	1.20%	1.84%	1.34%	1.37%	1.80%	2.08%	2.07%	1.08%	1.57%	1.45%	1.08%	0.67%	1.85%	1.20%	1.70%	1.17%	0.96%	1.16%	0.71%	0.93%	0.80%	2.64%	1.54%	0.69%	1.78%	1.25%	2.00%									
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
