Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Коченевская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	166	2	2	0	0	4	0	0	5	0	2	1	0	2	0	0	3	1	3	1	0	4	1	5	0	0	2	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	38	7	23	15	13	7	11	2	6					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2221	84	14	21	6	97	5	4	28	23	53	8	2	84	2	8	47	7	53	2	5	158	41	62	10	31	27	9	25	23	9	25	3	16	46	1	0	37	14	10	7	19	36	31	44	16	5	100	61	144	129	112	106	87	112	112					
		11.17%	15.56%	5.96%	11.48%	11.76%	13.06%	3.94%	10.26%	8.24%	14.38%	11.88%	10.00%	4.76%	14.14%	5.56%	11.43%	13.43%	8.05%	8.95%	4.76%	9.09%	11.79%	10.12%	13.81%	6.29%	13.84%	10.27%	7.69%	17.24%	13.69%	6.47%	14.04%	5.26%	5.35%	9.66%	2.78%	0.00%	10.22%	8.24%	8.00%	15.56%	12.34%	10.78%	9.09%	12.46%	13.68%	4.35%	12.21%	11.32%	8.35%	13.04%	14.51%	12.54%	10.15%	11.68%	11.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3314	84	33	28	2	97	23	8	47	18	70	9	2	107	4	12	72	19	119	5	3	212	87	98	35	37	69	17	31	46	22	16	19	79	54	0	19	52	21	4	9	23	50	50	49	30	30	136	74	317	136	137	150	152	129	162					
		16.66%	15.56%	14.04%	15.30%	3.92%	13.06%	18.11%	20.51%	13.82%	11.25%	15.70%	11.25%	4.76%	18.01%	11.11%	17.14%	20.57%	21.84%	20.10%	11.90%	5.45%	15.82%	21.48%	21.83%	22.01%	16.52%	26.24%	14.53%	21.38%	27.38%	15.83%	8.99%	33.33%	26.42%	11.34%	0.00%	36.54%	14.36%	12.35%	3.20%	20.00%	14.94%	14.97%	14.66%	13.88%	25.64%	26.09%	16.61%	13.73%	18.38%	13.75%	17.75%	17.75%	17.74%	13.45%	17.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	169	2	0	0	1	9	1	0	0	4	7	2	0	2	0	0	2	1	9	0	0	9	0	1	3	0	3	1	0	1	1	1	0	2	1	0	0	1	0	0	0	1	1	7	5	3	0	4	4	26	15	3	7	8	5	16					
		0.85%	0.37%	0.00%	0.00%	1.96%	1.21%	0.79%	0.00%	0.00%	2.50%	1.57%	2.50%	0.00%	0.34%	0.00%	0.00%	0.57%	1.15%	1.52%	0.00%	0.00%	0.67%	0.00%	0.22%	1.89%	0.00%	1.14%	0.85%	0.00%	0.60%	0.72%	0.56%	0.00%	0.67%	0.21%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.65%	0.30%	2.05%	1.42%	2.56%	0.00%	0.49%	0.74%	1.51%	1.52%	0.39%	0.83%	0.93%	0.52%	1.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5121	99	50	23	10	289	21	13	54	64	94	6	10	94	8	30	95	16	74	9	17	427	102	101	27	53	40	22	15	26	57	34	6	50	105	13	4	75	17	16	7	19	74	55	96	25	38	232	177	432	324	204	242	254	366	310					
		25.75%	18.33%	21.28%	12.57%	19.61%	38.90%	16.54%	33.33%	15.88%	40.00%	21.08%	7.50%	23.81%	15.82%	22.22%	42.86%	27.14%	18.39%	12.50%	21.43%	30.91%	31.87%	25.19%	22.49%	16.98%	23.66%	15.21%	18.80%	10.34%	15.48%	41.01%	19.10%	10.53%	16.72%	22.06%	36.11%	7.69%	20.72%	10.00%	12.80%	15.56%	12.34%	22.16%	16.13%	27.20%	21.37%	33.04%	28.33%	32.84%	25.04%	32.76%	26.42%	28.64%	29.64%	38.16%	32.60%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	356	6	3	3	2	2	2	0	2	2	8	2	0	2	0	0	1	1	17	0	1	37	8	11	0	3	5	0	3	5	2	1	1	4	7	1	0	2	1	1	0	0	6	13	2	0	1	20	23	29	21	9	11	21	33	21					
		1.79%	1.11%	1.28%	1.64%	3.92%	0.27%	1.57%	0.00%	0.59%	1.25%	1.79%	2.50%	0.00%	0.34%	0.00%	0.00%	0.29%	1.15%	2.87%	0.00%	1.82%	2.76%	1.98%	2.45%	0.00%	1.34%	1.90%	0.00%	2.07%	2.98%	1.44%	0.56%	1.75%	1.34%	1.47%	2.78%	0.00%	0.55%	0.59%	0.80%	0.00%	0.00%	1.80%	3.81%	0.57%	0.00%	0.87%	2.44%	4.27%	1.68%	2.12%	1.17%	1.30%	2.45%	3.44%	2.21%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8277	245	134	108	30	234	73	13	198	42	206	51	27	294	22	20	122	42	311	26	28	475	159	159	79	98	114	65	68	64	45	95	26	143	243	21	27	186	117	94	20	89	157	179	150	39	40	310	189	748	336	294	309	316	296	301					
		41.61%	45.37%	57.02%	59.02%	58.82%	31.49%	57.48%	33.33%	58.24%	26.25%	46.19%	63.75%	64.29%	49.49%	61.11%	28.57%	34.86%	48.28%	52.53%	61.90%	50.91%	35.45%	39.26%	35.41%	49.69%	43.75%	43.35%	55.56%	46.90%	38.10%	32.37%	53.37%	45.61%	47.83%	51.05%	58.33%	51.92%	51.38%	68.82%	75.20%	44.44%	57.79%	47.01%	52.49%	42.49%	33.33%	34.78%	37.85%	35.06%	43.36%	33.97%	38.08%	36.57%	36.87%	30.87%	31.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	86	4	0	0	0	3	1	1	0	0	0	0	0	2	0	0	3	0	2	0	0	4	0	1	3	0	2	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	2	1	2	0	3	1	16	9	6	3	2	4	5					
		0.43%	0.74%	0.00%	0.00%	0.00%	0.40%	0.79%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.86%	0.00%	0.34%	0.00%	0.00%	0.30%	0.00%	0.22%	1.89%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.42%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.59%	0.28%	1.71%	0.00%	0.37%	0.19%	0.93%	0.91%	0.78%	0.36%	0.23%	0.42%	0.53%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
