Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Дергачевская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	39	3	1	6	3	5	3	0	2	3	0	1	0	0	0	0	0	0	0	1	2	0	0	2	0	0	2	0	0	0	5									
		0.26%	0.37%	0.22%	0.80%	0.58%	0.60%	0.44%	0.00%	0.23%	0.31%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.29%	0.00%	0.00%	0.30%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.73%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	175	15	27	9	13	15	7	0	4	23	1	4	1	0	4	0	2	1	0	16	8	4	0	2	2	0	3	2	2	1	9									
		1.15%	1.87%	5.84%	1.21%	2.50%	1.80%	1.03%	0.00%	0.45%	2.40%	0.18%	0.70%	0.19%	0.00%	3.28%	0.00%	0.43%	0.25%	0.00%	3.80%	1.17%	0.85%	0.00%	0.30%	1.15%	0.00%	0.79%	2.20%	4.55%	0.23%	1.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	101	11	16	11	4	7	6	0	3	9	0	4	0	0	1	0	0	3	0	6	2	2	0	6	1	0	1	1	1	0	6									
		0.67%	1.37%	3.46%	1.47%	0.77%	0.84%	0.88%	0.00%	0.34%	0.94%	0.00%	0.70%	0.00%	0.00%	0.82%	0.00%	0.00%	0.75%	0.00%	1.43%	0.29%	0.42%	0.00%	0.90%	0.57%	0.00%	0.26%	1.10%	2.27%	0.00%	0.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12682	613	281	611	362	660	482	176	781	700	517	512	485	470	117	318	432	349	723	331	631	412	356	569	147	243	347	74	32	363	588									
		83.58%	76.53%	60.82%	81.90%	69.75%	79.04%	70.99%	80.37%	87.95%	72.92%	91.02%	89.35%	93.99%	92.52%	95.90%	85.48%	93.10%	86.82%	87.74%	78.62%	91.98%	87.29%	86.20%	85.82%	84.48%	93.46%	91.08%	81.32%	72.73%	84.62%	86.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	1	0	1	5	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	3	0	2	0	0	0	2	1	0	2									
		0.15%	0.12%	0.00%	0.13%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.48%	0.00%	0.64%	0.00%	0.30%	0.00%	0.00%	0.00%	2.20%	2.27%	0.00%	0.29%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.12%	0.43%	0.27%	0.00%	0.12%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	618	63	52	36	61	50	44	4	20	80	3	15	3	3	0	12	3	5	30	9	15	25	13	9	5	7	7	8	0	7	29									
		4.07%	7.87%	11.26%	4.83%	11.75%	5.99%	6.48%	1.83%	2.25%	8.33%	0.53%	2.62%	0.58%	0.59%	0.00%	3.23%	0.65%	1.24%	3.64%	2.14%	2.19%	5.30%	3.15%	1.36%	2.87%	2.69%	1.84%	8.79%	0.00%	1.63%	4.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	2	3	1	1	0	2	0	0	4	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.25%	0.65%	0.13%	0.19%	0.00%	0.29%	0.00%	0.00%	0.42%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	2	3	1	1	1	2	0	0	0	0	0	0	0	0	0	1	1	0	1	1	3	0	1	0	0	0	0	0	0	0									
		0.12%	0.25%	0.65%	0.13%	0.19%	0.12%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.25%	0.00%	0.24%	0.15%	0.64%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.03%	0.12%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	3	1	1	2	3	3	0	6	3	0	2	0	0	0	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	1									
		0.22%	0.37%	0.22%	0.13%	0.39%	0.36%	0.44%	0.00%	0.68%	0.31%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.24%	0.71%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1219	58	58	61	48	70	100	39	67	120	31	21	25	30	0	40	25	34	65	39	17	19	44	61	19	10	17	4	8	58	31									
		8.03%	7.24%	12.55%	8.18%	9.25%	8.38%	14.73%	17.81%	7.55%	12.50%	5.46%	3.66%	4.84%	5.91%	0.00%	10.75%	5.39%	8.46%	7.89%	9.26%	2.48%	4.03%	10.65%	9.20%	10.92%	3.85%	4.46%	4.40%	18.18%	13.52%	4.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	3	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0									
		0.08%	0.37%	0.22%	0.00%	0.19%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.21%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	91	7	6	6	1	2	7	0	5	9	2	4	2	2	0	2	0	2	4	5	5	3	0	6	0	0	2	0	0	0	9									
		0.60%	0.87%	1.30%	0.80%	0.19%	0.24%	1.03%	0.00%	0.56%	0.94%	0.35%	0.70%	0.39%	0.39%	0.00%	0.54%	0.00%	0.50%	0.49%	1.19%	0.73%	0.64%	0.00%	0.90%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	1.32%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
