Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
"Наименование Избирательной комиссии:    Пенза, Железнодорожная"																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83					
25	"8. ""Народно-республиканская партия России"""	34	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	3	2	5	1	0	1	1	2	1	1	1	4	1	0	0	2	0	0	1	0	2					
		0.07%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.23%	0.08%	0.0%	0.0%	0.22%	0.24%	0.55%	0.10%	0.0%	0.13%	0.12%	0.13%	0.07%	0.07%	0.16%	0.52%	0.17%	0.0%	0.0%	0.21%	0.0%	0.0%	0.08%	0.0%	0.12%					
26	"9. ""Российская экологическая партия ""Зеленые"""	156	3	5	3	3	5	6	5	0	12	8	4	5	7	2	6	4	7	3	4	3	1	6	6	1	2	3	3	4	1	1	2	3	4	2	5	4	7	1	5					
		0.36%	0.31%	0.74%	0.34%	0.20%	0.33%	0.40%	0.35%	0.0%	0.97%	0.58%	0.42%	0.50%	0.62%	0.19%	0.46%	0.33%	0.56%	0.26%	0.29%	0.36%	0.11%	0.60%	0.50%	0.13%	0.24%	0.20%	0.21%	0.29%	0.16%	0.13%	0.35%	0.33%	0.35%	0.21%	0.53%	0.25%	0.57%	0.17%	0.32%					
27	"10. ""Аграрная партия России"""	664	11	4	16	21	31	24	25	16	13	14	18	16	14	11	22	15	10	11	21	10	20	16	19	16	16	24	19	39	12	6	10	7	18	9	10	51	21	8	20					
		1.54%	1.15%	0.59%	1.82%	1.40%	2.07%	1.61%	1.77%	1.14%	1.06%	1.03%	1.89%	1.61%	1.25%	1.05%	1.69%	1.25%	0.80%	0.98%	1.54%	1.22%	2.22%	1.61%	1.58%	2.18%	1.92%	1.64%	1.37%	2.87%	2.02%	0.79%	1.76%	0.79%	1.60%	0.98%	1.06%	3.22%	1.72%	1.41%	1.28%					
28	"11. ""Истинные патриоты России"""	56	0	2	2	4	2	3	2	2	0	4	0	0	0	2	1	2	0	0	4	0	1	0	2	2	1	3	1	1	3	0	0	1	4	1	3	1	0	0	2					
		0.13%	0.0%	0.29%	0.22%	0.26%	0.13%	0.20%	0.14%	0.14%	0.0%	0.29%	0.0%	0.0%	0.0%	0.19%	0.07%	0.16%	0.0%	0.0%	0.29%	0.0%	0.11%	0.0%	0.16%	0.27%	0.12%	0.20%	0.07%	0.07%	0.50%	0.0%	0.0%	0.11%	0.35%	0.10%	0.32%	0.06%	0.0%	0.0%	0.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	400	9	3	7	6	8	21	11	8	6	6	6	11	4	4	12	12	13	15	16	5	5	17	16	7	10	21	16	15	8	8	3	8	14	8	9	13	12	6	21					
		0.92%	0.94%	0.44%	0.79%	0.40%	0.53%	1.41%	0.77%	0.57%	0.48%	0.44%	0.63%	1.11%	0.35%	0.38%	0.92%	1.00%	1.04%	1.34%	1.18%	0.61%	0.55%	1.71%	1.33%	0.95%	1.20%	1.44%	1.15%	1.10%	1.35%	1.05%	0.52%	0.90%	1.24%	0.87%	0.96%	0.82%	0.98%	1.06%	1.34%					
30	"13. ""Демократическая партия России"""	70	1	0	2	6	3	0	5	3	1	3	0	1	2	2	1	1	1	0	3	3	0	4	3	2	1	2	2	2	2	1	1	1	1	0	0	2	6	0	2					
		0.16%	0.10%	0.0%	0.22%	0.40%	0.20%	0.0%	0.35%	0.21%	0.08%	0.22%	0.0%	0.10%	0.17%	0.19%	0.07%	0.08%	0.08%	0.0%	0.22%	0.36%	0.0%	0.40%	0.25%	0.27%	0.12%	0.13%	0.14%	0.14%	0.33%	0.13%	0.17%	0.11%	0.08%	0.0%	0.0%	0.12%	0.49%	0.0%	0.12%					
31	"14. ""Великая Россия - Евразийский Союз"""	78	1	1	0	2	2	0	3	1	1	3	1	1	1	4	4	0	1	4	4	3	1	3	1	1	0	5	4	3	1	1	2	1	1	1	1	7	3	0	5					
		0.18%	0.10%	0.14%	0.0%	0.13%	0.13%	0.0%	0.21%	0.07%	0.08%	0.22%	0.10%	0.10%	0.08%	0.38%	0.30%	0.0%	0.08%	0.35%	0.29%	0.36%	0.11%	0.30%	0.08%	0.13%	0.0%	0.34%	0.28%	0.22%	0.16%	0.13%	0.35%	0.11%	0.08%	0.10%	0.10%	0.44%	0.24%	0.0%	0.32%					
32	"15. ""Партия СЛОН"""	108	1	2	4	4	8	4	4	4	2	2	5	2	2	3	5	3	6	0	1	3	3	6	2	3	2	1	2	4	4	3	1	1	1	2	2	2	1	1	2					
		0.25%	0.10%	0.29%	0.45%	0.26%	0.53%	0.26%	0.28%	0.28%	0.16%	0.14%	0.52%	0.20%	0.17%	0.28%	0.38%	0.25%	0.48%	0.0%	0.07%	0.36%	0.33%	0.60%	0.16%	0.40%	0.24%	0.06%	0.14%	0.29%	0.67%	0.39%	0.17%	0.11%	0.08%	0.21%	0.21%	0.12%	0.08%	0.17%	0.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4304	58	53	74	165	138	166	161	136	132	111	109	123	128	89	102	130	129	90	134	71	96	69	121	57	77	114	131	160	44	74	65	76	144	118	128	147	147	63	174					
		10.00%	6.09%	7.89%	8.44%	11.05%	9.24%	11.15%	11.41%	9.77%	10.77%	8.17%	11.46%	12.42%	11.51%	8.56%	7.84%	10.84%	10.36%	8.04%	9.88%	8.70%	10.69%	6.95%	10.09%	7.78%	9.25%	7.82%	9.49%	11.80%	7.43%	9.80%	11.46%	8.59%	12.81%	12.89%	13.66%	9.28%	12.08%	11.17%	11.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	92	4	2	0	1	2	1	2	1	4	0	3	2	4	3	4	2	2	2	6	1	3	4	0	3	0	7	2	1	0	0	0	2	3	1	3	3	4	1	9					
		0.21%	0.42%	0.29%	0.0%	0.06%	0.13%	0.06%	0.14%	0.07%	0.32%	0.0%	0.31%	0.20%	0.35%	0.28%	0.30%	0.16%	0.16%	0.17%	0.44%	0.12%	0.33%	0.40%	0.0%	0.40%	0.0%	0.48%	0.14%	0.07%	0.0%	0.0%	0.0%	0.22%	0.26%	0.10%	0.32%	0.18%	0.32%	0.17%	0.57%					
35	"18. ""ЛДПР"""	5186	156	83	104	164	172	148	169	164	134	147	100	109	106	136	160	165	196	154	188	115	111	123	171	104	109	174	152	152	74	101	68	102	122	94	91	136	149	71	212					
		12.05%	16.38%	12.36%	11.87%	10.99%	11.52%	9.94%	11.97%	11.78%	10.93%	10.83%	10.51%	11.01%	9.53%	13.08%	12.29%	13.76%	15.74%	13.76%	13.87%	14.09%	12.36%	12.39%	14.26%	14.20%	13.10%	11.94%	11.01%	11.21%	12.5%	13.37%	11.99%	11.53%	10.85%	10.27%	9.71%	8.59%	12.25%	12.58%	13.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	724	8	22	15	21	30	15	19	32	21	26	15	16	20	22	33	17	11	15	23	11	27	17	25	12	13	22	17	25	6	11	7	11	20	23	17	21	22	5	31					
		1.68%	0.84%	3.27%	1.71%	1.40%	2.01%	1.00%	1.34%	2.29%	1.71%	1.91%	1.57%	1.61%	1.79%	2.11%	2.53%	1.41%	0.88%	1.34%	1.69%	1.34%	3.00%	1.71%	2.08%	1.63%	1.56%	1.50%	1.23%	1.84%	1.01%	1.45%	1.23%	1.24%	1.77%	2.51%	1.81%	1.32%	1.80%	0.88%	1.98%					
37	"20. ""Политическая партия ""Единая Россия"""	15367	393	254	345	477	465	465	451	457	384	442	312	335	354	366	478	416	447	462	479	339	330	368	397	298	268	523	540	466	225	247	204	357	416	305	339	717	452	203	591					
		35.71%	41.28%	37.85%	39.38%	31.97%	31.16%	31.25%	31.96%	32.83%	31.34%	32.57%	32.80%	33.83%	31.83%	35.22%	36.74%	34.69%	35.90%	41.28%	35.35%	41.54%	36.74%	37.09%	33.11%	40.71%	32.21%	35.89%	39.13%	34.39%	38.00%	32.71%	35.97%	40.38%	37.01%	33.33%	36.17%	45.29%	37.17%	35.99%	37.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	59	3	2	0	2	1	3	0	3	1	1	2	0	0	1	2	3	0	5	1	0	0	1	1	1	3	5	3	0	1	1	2	3	1	0	2	0	1	2	2					
		0.13%	0.31%	0.29%	0.0%	0.13%	0.06%	0.20%	0.0%	0.21%	0.08%	0.07%	0.21%	0.0%	0.0%	0.09%	0.15%	0.25%	0.0%	0.44%	0.07%	0.0%	0.0%	0.10%	0.08%	0.13%	0.36%	0.34%	0.21%	0.0%	0.16%	0.13%	0.35%	0.33%	0.08%	0.0%	0.21%	0.0%	0.08%	0.35%	0.12%					
39	"22. ""Развитие предпринимательства"""	102	2	0	1	4	1	6	7	3	6	3	3	1	4	3	1	3	4	3	2	0	1	1	4	0	6	6	0	4	0	1	1	3	3	0	2	1	5	3	4					
		0.23%	0.21%	0.0%	0.11%	0.26%	0.06%	0.40%	0.49%	0.21%	0.48%	0.22%	0.31%	0.10%	0.35%	0.28%	0.07%	0.25%	0.32%	0.26%	0.14%	0.0%	0.11%	0.10%	0.33%	0.0%	0.72%	0.41%	0.0%	0.29%	0.0%	0.13%	0.17%	0.33%	0.26%	0.0%	0.21%	0.06%	0.41%	0.53%	0.25%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6579	136	108	143	281	251	275	249	222	234	265	137	146	190	150	180	171	148	141	200	104	122	150	183	98	131	231	194	202	105	127	86	119	137	145	138	202	179	93	206					
		15.29%	14.28%	16.09%	16.32%	18.83%	16.82%	18.48%	17.64%	15.94%	19.10%	19.52%	14.40%	14.74%	17.08%	14.43%	13.83%	14.26%	11.88%	12.60%	14.76%	12.74%	13.58%	15.12%	15.26%	13.38%	15.74%	15.85%	14.05%	14.90%	17.73%	16.82%	15.16%	13.46%	12.18%	15.84%	14.72%	12.76%	14.72%	16.48%	13.19%					
																																														
41	Против всех	2330	68	45	35	74	81	86	79	73	59	70	53	40	56	42	68	71	94	55	83	36	31	57	82	25	41	93	76	65	31	33	21	63	64	52	41	113	53	31	90					
		5.41%	7.14%	6.70%	3.99%	4.95%	5.42%	5.77%	5.59%	5.24%	4.81%	5.15%	5.57%	4.04%	5.03%	4.04%	5.22%	5.92%	7.55%	4.91%	6.12%	4.41%	3.45%	5.74%	6.83%	3.41%	4.92%	6.38%	5.50%	4.79%	5.23%	4.37%	3.70%	7.12%	5.69%	5.68%	4.37%	7.13%	4.35%	5.49%	5.76%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
