Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Усть-Кутская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1915									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	116	3	0	0	3	0	1	2	2	4	0	3	2	3	1	1	5	3	4	4	2	5	1	4	5	4	2	8	10	2	4	2	2	7	3	1	2	1	3	2	0	4	1									
		1.11%	11.11%	0.00%	0.00%	11.11%	0.00%	0.39%	0.58%	0.74%	2.52%	0.00%	1.59%	0.91%	1.16%	0.53%	0.47%	1.17%	0.68%	1.65%	0.72%	0.89%	1.19%	0.30%	1.46%	1.13%	1.33%	0.46%	1.68%	1.78%	1.45%	1.27%	0.60%	0.65%	2.10%	0.82%	0.53%	2.11%	3.45%	1.35%	2.38%	0.00%	1.74%	1.39%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	367	2	6	0	0	1	5	10	6	2	4	3	8	11	7	10	14	18	7	21	6	20	7	14	3	10	12	15	18	2	16	12	12	8	7	13	9	1	17	8	7	10	5									
		3.51%	7.41%	15.79%	0.00%	0.00%	3.45%	1.96%	2.92%	2.21%	1.26%	3.92%	1.59%	3.64%	4.25%	3.72%	4.72%	3.28%	4.08%	2.88%	3.77%	2.68%	4.75%	2.12%	5.11%	0.68%	3.33%	2.77%	3.16%	3.20%	1.45%	5.08%	3.59%	3.88%	2.40%	1.92%	6.95%	9.47%	3.45%	7.66%	9.52%	2.59%	4.35%	6.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	246	5	2	1	1	2	12	15	8	4	5	1	0	5	5	3	6	7	7	8	7	15	3	9	11	8	8	10	21	2	6	1	3	6	7	5	5	1	2	4	8	7	0									
		2.35%	18.52%	5.26%	3.85%	3.70%	6.90%	4.71%	4.37%	2.94%	2.52%	4.90%	0.53%	0.00%	1.93%	2.66%	1.42%	1.41%	1.59%	2.88%	1.44%	3.13%	3.56%	0.91%	3.28%	2.49%	2.67%	1.85%	2.11%	3.73%	1.45%	1.90%	0.30%	0.97%	1.80%	1.92%	2.67%	5.26%	3.45%	0.90%	4.76%	2.96%	3.04%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3501	6	11	14	7	10	102	135	70	36	32	59	66	90	73	70	141	128	91	182	96	126	99	86	150	87	135	138	218	49	88	100	92	115	116	93	39	16	72	30	119	92	22									
		33.48%	22.22%	28.95%	53.85%	25.93%	34.48%	40.00%	39.36%	25.74%	22.64%	31.37%	31.22%	30.00%	34.75%	38.83%	33.02%	33.02%	29.02%	37.45%	32.68%	42.86%	29.93%	30.00%	31.39%	34.01%	29.00%	31.18%	29.05%	38.72%	35.51%	27.94%	29.94%	29.77%	34.53%	31.78%	49.73%	41.05%	55.17%	32.43%	35.71%	44.07%	40.00%	30.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	83	1	0	0	0	0	2	1	1	1	0	2	1	3	0	0	4	8	0	4	1	3	3	2	4	5	5	2	5	1	3	3	1	3	5	0	2	1	0	1	1	3	1									
		0.79%	3.70%	0.00%	0.00%	0.00%	0.00%	0.78%	0.29%	0.37%	0.63%	0.00%	1.06%	0.45%	1.16%	0.00%	0.00%	0.94%	1.81%	0.00%	0.72%	0.45%	0.71%	0.91%	0.73%	0.91%	1.67%	1.15%	0.42%	0.89%	0.72%	0.95%	0.90%	0.32%	0.90%	1.37%	0.00%	2.11%	3.45%	0.00%	1.19%	0.37%	1.30%	1.39%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	3	0	0	0	1	4	1	0	1	1	1	0	1	3	0	3	0	1	1	0	0	0	0	1	0	1	0									
		0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.37%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.45%	0.95%	0.30%	0.00%	0.23%	0.33%	0.23%	0.00%	0.18%	2.17%	0.00%	0.90%	0.00%	0.30%	0.27%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.43%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2678	3	13	8	9	9	73	78	99	52	25	62	72	72	51	55	118	99	70	129	49	92	81	63	98	85	110	117	128	28	88	113	56	68	128	30	12	6	57	13	73	60	26									
		25.61%	11.11%	34.21%	30.77%	33.33%	31.03%	28.63%	22.74%	36.40%	32.70%	24.51%	32.80%	32.73%	27.80%	27.13%	25.94%	27.63%	22.45%	28.81%	23.16%	21.88%	21.85%	24.55%	22.99%	22.22%	28.33%	25.40%	24.63%	22.74%	20.29%	27.94%	33.83%	18.12%	20.42%	35.07%	16.04%	12.63%	20.69%	25.68%	15.48%	27.04%	26.09%	36.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	0	0	1	0	0	0	8	0	1	0	0	0	1	0	0	0	2	0	3	0	4	1	5	5	0	0	0	2	1	0	0	2	0	3	0	1	0	2	1	1	0	0									
		0.42%	0.00%	0.00%	3.85%	0.00%	0.00%	0.00%	2.33%	0.00%	0.63%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.45%	0.00%	0.54%	0.00%	0.95%	0.30%	1.82%	1.13%	0.00%	0.00%	0.00%	0.36%	0.72%	0.00%	0.00%	0.65%	0.00%	0.82%	0.00%	1.05%	0.00%	0.90%	1.19%	0.37%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	86	0	0	0	0	0	2	1	0	2	0	0	1	2	3	1	3	5	2	10	3	2	1	3	1	3	5	9	4	1	3	4	3	0	1	1	0	0	2	0	1	5	2									
		0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.29%	0.00%	1.26%	0.00%	0.00%	0.45%	0.77%	1.60%	0.47%	0.70%	1.13%	0.82%	1.80%	1.34%	0.48%	0.30%	1.09%	0.23%	1.00%	1.15%	1.89%	0.71%	0.72%	0.95%	1.20%	0.97%	0.00%	0.27%	0.53%	0.00%	0.00%	0.90%	0.00%	0.37%	2.17%	2.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.37%	0.63%	0.98%	0.00%	0.00%	0.00%	0.53%	0.00%	0.23%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.36%	0.23%	0.33%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	0	0	0	0	0	1	0	1	2	0	2	3	2	2	0	5	2	0	3	2	1	3	4	2	4	4	2	3	0	7	3	2	2	3	1	0	0	0	0	0	0	0									
		0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.37%	1.26%	0.00%	1.06%	1.36%	0.77%	1.06%	0.00%	1.17%	0.45%	0.00%	0.54%	0.89%	0.24%	0.91%	1.46%	0.45%	1.33%	0.92%	0.42%	0.53%	0.00%	2.22%	0.90%	0.65%	0.60%	0.82%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2682	3	6	2	6	3	40	68	67	44	31	50	57	61	38	58	99	149	50	157	47	126	108	77	135	83	126	133	117	45	88	82	120	101	73	36	19	3	56	20	47	39	12									
		25.65%	11.11%	15.79%	7.69%	22.22%	10.34%	15.69%	19.83%	24.63%	27.67%	30.39%	26.46%	25.91%	23.55%	20.21%	27.36%	23.19%	33.79%	20.58%	28.19%	20.98%	29.93%	32.73%	28.10%	30.61%	27.67%	29.10%	28.00%	20.78%	32.61%	27.94%	24.55%	38.83%	30.33%	20.00%	19.25%	20.00%	10.34%	25.23%	23.81%	17.41%	16.96%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	0	0	0	0	0	3	1	2	3	0	0	1	1	2	2	0	1	1	2	1	0	3	0	3	0	2	4	9	0	0	1	0	2	1	0	1	0	0	1	0	0	0									
		0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.29%	0.74%	1.89%	0.00%	0.00%	0.45%	0.39%	1.06%	0.94%	0.00%	0.23%	0.41%	0.36%	0.45%	0.00%	0.91%	0.00%	0.68%	0.00%	0.46%	0.84%	1.60%	0.00%	0.00%	0.30%	0.00%	0.60%	0.27%	0.00%	1.05%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	291	4	0	0	0	0	3	10	10	3	1	4	5	5	3	7	11	10	9	19	6	10	12	3	13	7	16	24	16	3	9	9	7	14	13	4	2	0	7	1	7	4	0									
		2.78%	14.81%	0.00%	0.00%	0.00%	0.00%	1.18%	2.92%	3.68%	1.89%	0.98%	2.12%	2.27%	1.93%	1.60%	3.30%	2.58%	2.27%	3.70%	3.41%	2.68%	2.38%	3.64%	1.09%	2.95%	2.33%	3.70%	5.05%	2.84%	2.17%	2.86%	2.69%	2.27%	4.20%	3.56%	2.14%	2.11%	0.00%	3.15%	1.19%	2.59%	1.74%	0.00%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
