Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Козельская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	407	16	2	10	15	2	10	4	1	6	11	2	16	3	11	2	4	9	12	7	12	26	10	19	28	20	22	28	27	24	25	12	9	2									
		2.86%	2.66%	1.72%	3.82%	3.17%	2.00%	4.03%	2.22%	0.79%	2.28%	2.88%	1.53%	2.93%	2.08%	2.71%	1.87%	2.99%	1.99%	4.00%	1.80%	3.51%	2.67%	2.95%	3.14%	3.14%	1.74%	4.48%	4.01%	3.62%	4.06%	3.20%	2.66%	1.61%	0.83%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	353	9	4	1	8	0	3	2	3	2	6	3	7	4	8	1	1	18	5	18	10	32	8	15	28	22	12	20	29	18	14	16	22	4									
		2.48%	1.50%	3.45%	0.38%	1.69%	0.00%	1.21%	1.11%	2.36%	0.76%	1.57%	2.29%	1.28%	2.78%	1.97%	0.93%	0.75%	3.99%	1.67%	4.64%	2.92%	3.29%	2.36%	2.48%	3.14%	1.92%	2.44%	2.87%	3.89%	3.05%	1.79%	3.55%	3.94%	1.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7045	326	86	181	270	61	127	141	89	198	239	75	248	66	249	73	90	243	150	196	168	435	153	223	369	589	234	283	314	211	362	232	229	135									
		49.56%	54.24%	74.14%	69.08%	57.08%	61.00%	51.21%	78.33%	70.08%	75.29%	62.57%	57.25%	45.42%	45.83%	61.33%	68.22%	67.16%	53.88%	50.00%	50.52%	49.12%	44.71%	45.13%	36.86%	41.37%	51.35%	47.66%	40.54%	42.15%	35.70%	46.29%	51.44%	40.97%	55.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	112	5	1	0	2	0	1	0	0	1	1	2	6	8	0	0	0	2	1	3	1	8	6	3	9	12	4	8	8	5	6	1	2	6									
		0.79%	0.83%	0.86%	0.00%	0.42%	0.00%	0.40%	0.00%	0.00%	0.38%	0.26%	1.53%	1.10%	5.56%	0.00%	0.00%	0.00%	0.44%	0.33%	0.77%	0.29%	0.82%	1.77%	0.50%	1.01%	1.05%	0.81%	1.15%	1.07%	0.85%	0.77%	0.22%	0.36%	2.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	1	0	1	5	2	0	0	0	3	0	0	1	1									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.46%	0.10%	0.00%	0.17%	0.56%	0.17%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.18%	0.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2416	113	9	40	71	17	54	16	11	22	48	26	125	35	65	15	27	71	57	53	70	162	62	63	170	256	72	142	102	103	104	66	107	62									
		16.99%	18.80%	7.76%	15.27%	15.01%	17.00%	21.77%	8.89%	8.66%	8.37%	12.57%	19.85%	22.89%	24.31%	16.01%	14.02%	20.15%	15.74%	19.00%	13.66%	20.47%	16.65%	18.29%	10.41%	19.06%	22.32%	14.66%	20.34%	13.69%	17.43%	13.30%	14.63%	19.14%	25.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	1	0	1	2	0	3	0	0	0	0	1	2	0	1	0	0	3	4	2	1	3	1	3	1	7	4	5	2	5	3	2	0	2									
		0.42%	0.17%	0.00%	0.38%	0.42%	0.00%	1.21%	0.00%	0.00%	0.00%	0.00%	0.76%	0.37%	0.00%	0.25%	0.00%	0.00%	0.67%	1.33%	0.52%	0.29%	0.31%	0.29%	0.50%	0.11%	0.61%	0.81%	0.72%	0.27%	0.85%	0.38%	0.44%	0.00%	0.83%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	91	4	0	1	1	0	1	0	1	1	6	2	2	0	0	0	0	0	0	1	1	2	1	5	9	12	2	8	6	11	4	5	5	0									
		0.64%	0.67%	0.00%	0.38%	0.21%	0.00%	0.40%	0.00%	0.79%	0.38%	1.57%	1.53%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.29%	0.21%	0.29%	0.83%	1.01%	1.05%	0.41%	1.15%	0.81%	1.86%	0.51%	1.11%	0.89%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	5	0	1	1	2	1	0	0	2									
		0.13%	0.17%	0.86%	0.00%	0.00%	0.00%	0.40%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.22%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.44%	0.00%	0.14%	0.13%	0.34%	0.13%	0.00%	0.00%	0.83%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	123	4	0	0	1	1	1	0	2	1	3	0	1	1	0	0	0	3	3	3	2	5	2	8	7	21	6	7	16	7	5	2	6	5									
		0.87%	0.67%	0.00%	0.00%	0.21%	1.00%	0.40%	0.00%	1.57%	0.38%	0.79%	0.00%	0.18%	0.69%	0.00%	0.00%	0.00%	0.67%	1.00%	0.77%	0.58%	0.51%	0.59%	1.32%	0.78%	1.83%	1.22%	1.00%	2.15%	1.18%	0.64%	0.44%	1.07%	2.07%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2231	71	6	23	82	8	37	11	13	27	52	7	108	21	55	8	6	75	45	74	41	191	74	210	141	105	79	108	123	123	128	70	101	8									
		15.69%	11.81%	5.17%	8.78%	17.34%	8.00%	14.92%	6.11%	10.24%	10.27%	13.61%	5.34%	19.78%	14.58%	13.55%	7.48%	4.48%	16.63%	15.00%	19.07%	11.99%	19.63%	21.83%	34.71%	15.81%	9.15%	16.09%	15.47%	16.51%	20.81%	16.37%	15.52%	18.07%	3.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	4	1	1	2	1	0	1	0	0	2	1	3	1	2	3	1	1	0	3	3	8	0	5	7	12	5	4	7	3	5	6	0	2									
		0.66%	0.67%	0.86%	0.38%	0.42%	1.00%	0.00%	0.56%	0.00%	0.00%	0.52%	0.76%	0.55%	0.69%	0.49%	2.80%	0.75%	0.22%	0.00%	0.77%	0.88%	0.82%	0.00%	0.83%	0.78%	1.05%	1.02%	0.57%	0.94%	0.51%	0.64%	1.33%	0.00%	0.83%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	821	35	3	2	12	9	4	4	2	2	9	6	19	1	3	1	0	18	14	14	17	69	9	32	85	41	30	61	84	56	84	23	67	5									
		5.78%	5.82%	2.59%	0.76%	2.54%	9.00%	1.61%	2.22%	1.57%	0.76%	2.36%	4.58%	3.48%	0.69%	0.74%	0.93%	0.00%	3.99%	4.67%	3.61%	4.97%	7.09%	2.65%	5.29%	9.53%	3.57%	6.11%	8.74%	11.28%	9.48%	10.74%	5.10%	11.99%	2.07%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
