Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
"Наименование Избирательной комиссии:    Орел, Северная "																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №741									
		2.20%	1.73%	1.86%	1.87%	2.47%	2.60%	1.87%	2.39%	1.97%	2.40%	1.57%	2.59%	2.23%	2.42%	3.28%	2.91%	1.59%	2.37%	2.97%	2.99%	0.84%	1.77%	2.58%	1.71%	1.43%	2.58%	0.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8178	323	567	339	300	290	246	380	374	336	283	313	332	270	350	271	368	281	350	330	430	190	326	353	301	200	75									
		35.27%	37.34%	44.06%	52.89%	35.25%	32.81%	35.45%	32.48%	33.42%	32.28%	34.26%	32.47%	33.71%	31.11%	31.93%	31.59%	36.51%	30.28%	33.49%	32.97%	45.22%	47.98%	35.05%	31.83%	30.71%	39.76%	40.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	226	7	12	2	12	14	3	9	13	8	11	7	10	8	10	22	11	4	14	9	3	4	9	8	13	2	1									
		0.97%	0.81%	0.93%	0.31%	1.41%	1.58%	0.43%	0.77%	1.16%	0.77%	1.33%	0.73%	1.02%	0.92%	0.91%	2.56%	1.09%	0.43%	1.34%	0.90%	0.32%	1.01%	0.97%	0.72%	1.33%	0.40%	0.54%									
24	"6. Политическая партия ""Гражданская Платформа"""	60	1	9	2	3	5	3	2	3	2	2	0	2	2	4	3	2	0	3	0	4	1	0	0	4	2	1									
		0.26%	0.12%	0.70%	0.31%	0.35%	0.57%	0.43%	0.17%	0.27%	0.19%	0.24%	0.00%	0.20%	0.23%	0.36%	0.35%	0.20%	0.00%	0.29%	0.00%	0.42%	0.25%	0.00%	0.00%	0.41%	0.40%	0.54%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4173	163	236	103	169	185	135	210	179	159	122	175	205	155	193	178	160	180	185	185	140	48	162	204	213	106	23									
		17.99%	18.84%	18.34%	16.07%	19.86%	20.93%	19.45%	17.95%	15.99%	15.27%	14.77%	18.15%	20.81%	17.86%	17.61%	20.75%	15.87%	19.40%	17.70%	18.48%	14.72%	12.12%	17.42%	18.39%	21.73%	21.07%	12.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	150	8	5	1	4	0	6	5	6	7	3	5	9	4	10	6	9	9	6	3	2	4	14	10	10	4	0									
		0.65%	0.92%	0.39%	0.16%	0.47%	0.00%	0.86%	0.43%	0.54%	0.67%	0.36%	0.52%	0.91%	0.46%	0.91%	0.70%	0.89%	0.97%	0.57%	0.30%	0.21%	1.01%	1.51%	0.90%	1.02%	0.80%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	347	13	11	10	11	12	8	22	15	21	13	11	7	13	24	28	15	8	13	9	14	6	23	7	14	17	2									
		1.50%	1.50%	0.85%	1.56%	1.29%	1.36%	1.15%	1.88%	1.34%	2.02%	1.57%	1.14%	0.71%	1.50%	2.19%	3.26%	1.49%	0.86%	1.24%	0.90%	1.47%	1.52%	2.47%	0.63%	1.43%	3.38%	1.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	3	2	1	2	1	0	2	2	1	0	0	0	1	0	2	1	1	0	0	1	0	0	1	3	1	0									
		0.11%	0.35%	0.16%	0.16%	0.24%	0.11%	0.00%	0.17%	0.18%	0.10%	0.00%	0.00%	0.00%	0.12%	0.00%	0.23%	0.10%	0.11%	0.00%	0.00%	0.11%	0.00%	0.00%	0.09%	0.31%	0.20%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	366	26	20	6	15	13	9	29	18	23	7	20	10	13	20	15	8	16	13	13	13	6	12	18	14	6	3									
		1.58%	3.01%	1.55%	0.94%	1.76%	1.47%	1.30%	2.48%	1.61%	2.21%	0.85%	2.07%	1.02%	1.50%	1.82%	1.75%	0.79%	1.72%	1.24%	1.30%	1.37%	1.52%	1.29%	1.62%	1.43%	1.19%	1.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4813	153	186	66	164	160	149	242	273	257	207	208	219	220	232	160	212	206	219	221	206	59	203	275	198	76	42									
		20.76%	17.69%	14.45%	10.30%	19.27%	18.10%	21.47%	20.68%	24.40%	24.69%	25.06%	21.58%	22.23%	25.35%	21.17%	18.65%	21.03%	22.20%	20.96%	22.08%	21.66%	14.90%	21.83%	24.80%	20.20%	15.11%	22.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	0	7	3	3	3	3	5	4	7	3	0	5	4	5	5	1	1	5	5	1	1	2	5	4	3	1									
		0.37%	0.00%	0.54%	0.47%	0.35%	0.34%	0.43%	0.43%	0.36%	0.67%	0.36%	0.00%	0.51%	0.46%	0.46%	0.58%	0.10%	0.11%	0.48%	0.50%	0.11%	0.25%	0.22%	0.45%	0.41%	0.60%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2124	73	103	47	68	100	57	102	101	93	83	95	71	80	134	72	110	96	97	103	63	38	83	99	108	30	18									
		9.16%	8.44%	8.00%	7.33%	7.99%	11.31%	8.21%	8.72%	9.03%	8.93%	10.05%	9.85%	7.21%	9.22%	12.23%	8.39%	10.91%	10.34%	9.28%	10.29%	6.62%	9.60%	8.92%	8.93%	11.02%	5.96%	9.68%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
