Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Чернушинская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328	УИК №4329	УИК №4330	УИК №4331	УИК №4332	УИК №4333	УИК №4334	УИК №4335	УИК №4336	УИК №4337	УИК №4338	УИК №4339	УИК №4340	УИК №4341					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	386	12	12	7	8	14	10	12	17	16	15	12	12	16	11	15	17	5	10	12	7	11	7	7	12	10	7	7	5	2	7	7	10	7	7	10	7	7	3	3	7	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	264	7	7	4	4	14	1	6	14	13	14	7	12	11	8	13	17	2	7	12	3	8	3	2	12	10	0	4	3	0	2	5	6	7	5	6	4	6	0	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	2	1	2	1	4	3	3	0	3	14	7	1	7	2	2	3	3	3	3	1	1	1	3	2	4	1	1	3	0	0	0	1	1	0	2	0	2	2	0	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	122	5	5	3	4	0	9	6	3	3	1	5	0	5	3	2	0	3	3	0	4	3	4	5	0	0	7	3	2	2	5	2	4	0	2	4	3	1	3	2	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	0	0	0	0	2	1	0	0	1	0	0	1	3	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2266	83	91	81	71	65	37	160	72	84	107	118	97	83	120	114	88	35	83	86	32	15	19	22	36	34	25	25	42	12	12	13	52	31	28	65	29	24	30	15	23	7					
		10.15%	9.49%	10.91%	8.87%	13.58%	8.37%	9.59%	17.17%	10.68%	11.88%	10.91%	12.84%	12.75%	9.88%	16.09%	11.96%	9.88%	9.62%	11.22%	9.50%	11.64%	4.75%	10.38%	5.53%	7.30%	6.87%	8.31%	6.53%	11.67%	6.98%	5.71%	5.86%	8.81%	8.81%	5.31%	10.08%	6.59%	12.12%	8.75%	10.42%	8.39%	2.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3715	176	155	160	78	151	69	137	115	98	160	162	123	143	149	175	172	72	118	163	37	36	21	79	73	109	54	77	53	32	34	28	101	67	26	89	59	28	35	26	36	39					
		16.65%	20.11%	18.59%	17.52%	14.91%	19.43%	17.88%	14.70%	17.06%	13.86%	16.31%	17.63%	16.16%	17.02%	19.97%	18.36%	19.30%	19.78%	15.95%	18.01%	13.45%	11.39%	11.48%	19.85%	14.81%	22.02%	17.94%	20.10%	14.72%	18.60%	16.19%	12.61%	17.12%	19.03%	4.93%	13.80%	13.41%	14.14%	10.20%	18.06%	13.14%	14.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	177	9	9	10	4	4	3	12	10	5	11	4	2	6	4	6	5	3	7	3	9	2	0	3	3	2	2	2	6	0	2	4	4	2	2	8	1	2	1	2	0	3					
		0.79%	1.03%	1.08%	1.10%	0.76%	0.51%	0.78%	1.29%	1.48%	0.71%	1.12%	0.44%	0.26%	0.71%	0.54%	0.63%	0.56%	0.82%	0.95%	0.33%	3.27%	0.63%	0.00%	0.75%	0.61%	0.40%	0.66%	0.52%	1.67%	0.00%	0.95%	1.80%	0.68%	0.57%	0.38%	1.24%	0.23%	1.01%	0.29%	1.39%	0.00%	1.10%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5341	207	153	199	117	166	121	251	190	201	249	250	194	266	173	242	222	89	242	248	52	52	34	107	99	99	30	72	96	47	48	31	143	64	124	113	98	18	86	31	64	53					
		23.93%	23.66%	18.35%	21.80%	22.37%	21.36%	31.35%	26.93%	28.19%	28.43%	25.38%	27.20%	25.49%	31.67%	23.19%	25.39%	24.92%	24.45%	32.70%	27.40%	18.91%	16.46%	18.58%	26.88%	20.08%	20.00%	9.97%	18.80%	26.67%	27.33%	22.86%	13.96%	24.24%	18.18%	23.53%	17.52%	22.27%	9.09%	25.07%	21.53%	23.36%	19.41%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	368	7	10	11	14	7	7	17	16	16	20	16	15	22	22	22	22	7	18	13	14	2	0	3	3	8	1	4	4	3	3	3	3	5	6	5	2	1	7	3	3	3					
		1.65%	0.80%	1.20%	1.20%	2.68%	0.90%	1.81%	1.82%	2.37%	2.26%	2.04%	1.74%	1.97%	2.62%	2.95%	2.31%	2.47%	1.92%	2.43%	1.44%	5.09%	0.63%	0.00%	0.75%	0.61%	1.62%	0.33%	1.04%	1.11%	1.74%	1.43%	1.35%	0.51%	1.42%	1.14%	0.78%	0.45%	0.51%	2.04%	2.08%	1.09%	1.10%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9943	374	398	423	234	357	142	330	255	285	412	343	314	307	256	370	370	147	252	361	128	208	107	174	271	229	181	198	148	76	109	141	278	176	328	351	242	122	173	65	143	165					
		44.56%	42.74%	47.72%	46.33%	44.74%	45.95%	36.79%	35.41%	37.83%	40.31%	41.99%	37.32%	41.26%	36.55%	34.32%	38.82%	41.53%	40.38%	34.05%	39.89%	46.55%	65.82%	58.47%	43.72%	54.97%	46.26%	60.13%	51.70%	41.11%	44.19%	51.90%	63.51%	47.12%	50.00%	62.24%	54.42%	55.00%	61.62%	50.44%	45.14%	52.19%	60.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	86	7	1	4	1	5	3	6	6	3	3	3	2	3	4	3	1	0	3	4	0	1	0	0	0	3	2	1	4	1	1	2	1	0	1	3	0	2	0	0	1	1					
		0.39%	0.80%	0.12%	0.44%	0.19%	0.64%	0.78%	0.64%	0.89%	0.42%	0.31%	0.33%	0.26%	0.36%	0.54%	0.31%	0.11%	0.00%	0.41%	0.44%	0.00%	0.32%	0.00%	0.00%	0.00%	0.61%	0.66%	0.26%	1.11%	0.58%	0.48%	0.90%	0.17%	0.00%	0.19%	0.47%	0.00%	1.01%	0.00%	0.00%	0.36%	0.37%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
