Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Солтонская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522									
		0.13%	0.00%	0.00%	0.00%	0.38%	0.00%	1.41%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	2	0	11	3	1	0	0	0	3	5	2	2	0	1	4	2									
		1.14%	1.63%	0.00%	2.47%	0.56%	1.54%	0.00%	0.00%	0.00%	1.12%	1.04%	1.94%	0.67%	0.00%	2.50%	1.63%	2.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	870	52	14	154	198	11	33	40	23	60	92	11	65	5	14	80	18									
		27.66%	42.28%	23.33%	34.53%	37.29%	16.92%	46.48%	21.39%	21.70%	22.30%	19.13%	10.68%	21.74%	10.64%	35.00%	32.52%	25.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	126	10	1	19	25	4	1	9	4	9	11	3	9	2	3	11	5									
		4.01%	8.13%	1.67%	4.26%	4.71%	6.15%	1.41%	4.81%	3.77%	3.35%	2.29%	2.91%	3.01%	4.26%	7.50%	4.47%	7.04%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
