Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Троицко-Печорская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №680									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	2.13%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	0	12	2	1	2	2	0	1	3	0	2	3	5	3	1	6	5	1	0	3	2	0	2	0									
		1.12%	0.00%	2.93%	0.65%	0.92%	2.67%	1.19%	0.00%	0.51%	3.45%	0.00%	1.68%	2.08%	0.80%	0.83%	1.35%	1.86%	0.64%	0.37%	0.00%	2.14%	2.27%	0.00%	0.98%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	697	2	69	50	15	4	19	3	17	10	38	13	32	104	48	9	48	132	22	1	11	11	1	35	3									
		13.91%	2.56%	16.87%	16.13%	13.76%	5.33%	11.31%	3.95%	8.63%	11.49%	14.02%	10.92%	22.22%	16.56%	13.22%	12.16%	14.91%	16.90%	8.21%	2.13%	7.86%	12.50%	2.38%	17.07%	33.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	4	1	1	1	0	0	0	0	1	0	2	4	5	0	1	4	0	0	1	1	0	0	0									
		0.52%	0.00%	0.98%	0.32%	0.92%	1.33%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	1.39%	0.64%	1.38%	0.00%	0.31%	0.51%	0.00%	0.00%	0.71%	1.14%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	365	7	29	12	17	5	13	5	19	4	19	3	6	39	24	4	28	83	11	1	5	15	3	12	1									
		7.29%	8.97%	7.09%	3.87%	15.60%	6.67%	7.74%	6.58%	9.64%	4.60%	7.01%	2.52%	4.17%	6.21%	6.61%	5.41%	8.70%	10.63%	4.10%	2.13%	3.57%	17.05%	7.14%	5.85%	11.11%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
