Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Нефтеюганская городская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343					
12	Число выданных открепительных удостоверений	562	29	19	13	7	22	20	14	21	17	15	11	20	24	26	20	19	5	3	6	10	18	4	15	35	14	21	24	25	31	17	26	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	182	12	4	7	11	8	19	3	15	3	3	5	0	7	8	1	14	3	1	4	1	3	2	2	6	1	6	3	5	15	1	5	4					
14	Число неиспользованных открепительных удостоверений	365	7	7	18	8	9	11	18	10	14	16	20	11	7	5	11	12	6	5	25	21	13	27	17	6	7	10	7	6	0	22	5	4					
15	"Число открепительных удостоверений, выданных в ТИК"	111	3	4	2	8	3	5	3	2	1	2	2	6	8	3	2	1	0	3	0	2	1	1	2	5	3	6	6	7	6	4	6	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	1730	55	66	37	32	62	61	58	70	41	49	49	67	65	76	65	60	6	17	24	15	52	16	68	78	64	62	77	70	95	58	87	28					
		3.99%	3.44%	4.16%	2.95%	3.89%	4.18%	3.92%	4.66%	3.70%	3.84%	3.62%	4.18%	4.63%	3.89%	4.45%	4.32%	4.32%	1.16%	3.34%	3.24%	1.74%	3.95%	1.96%	4.63%	4.55%	4.63%	3.51%	4.58%	4.61%	4.21%	4.05%	4.57%	3.99%					
19	. Малышкин Олег Александрович	1069	34	43	21	15	38	37	24	52	15	29	26	31	38	36	48	51	22	14	27	22	52	31	24	44	30	37	48	39	43	33	54	11					
		2.47%	2.13%	2.71%	1.68%	1.82%	2.56%	2.37%	1.93%	2.75%	1.40%	2.14%	2.22%	2.14%	2.28%	2.11%	3.19%	3.67%	4.24%	2.75%	3.65%	2.55%	3.95%	3.79%	1.63%	2.57%	2.17%	2.09%	2.86%	2.57%	1.90%	2.31%	2.83%	1.57%					
20	. Миронов Сергей Михайлович	243	14	6	4	3	11	11	6	9	4	6	2	7	8	18	5	6	1	9	4	6	3	2	6	10	6	10	14	14	14	10	12	2					
		0.56%	0.88%	0.38%	0.32%	0.36%	0.74%	0.71%	0.48%	0.48%	0.37%	0.44%	0.17%	0.48%	0.48%	1.05%	0.33%	0.43%	0.19%	1.77%	0.54%	0.70%	0.23%	0.24%	0.41%	0.58%	0.43%	0.57%	0.83%	0.92%	0.62%	0.70%	0.63%	0.29%					
21	. Путин Владимир Владимирович	31716	1198	1166	922	589	1079	1147	915	1410	799	1022	840	1068	1214	1237	1064	992	402	374	576	688	980	621	1046	1193	1014	1261	1199	1112	1643	1057	1353	535					
		73.18%	75.02%	73.43%	73.58%	71.65%	72.76%	73.62%	73.49%	74.52%	74.81%	75.48%	71.67%	73.86%	72.74%	72.38%	70.70%	71.42%	77.46%	73.48%	77.84%	79.81%	74.52%	76.01%	71.25%	69.60%	73.37%	71.32%	71.37%	73.25%	72.73%	73.86%	71.02%	76.32%					
22	. Хакамада Ирина Муцуовна	2791	96	90	69	51	92	99	77	111	82	84	84	102	121	104	108	81	20	30	25	39	47	34	125	130	87	161	128	93	163	84	137	37					
		6.44%	6.01%	5.67%	5.51%	6.20%	6.20%	6.35%	6.18%	5.87%	7.68%	6.20%	7.17%	7.05%	7.25%	6.09%	7.18%	5.83%	3.85%	5.89%	3.38%	4.52%	3.57%	4.16%	8.51%	7.58%	6.30%	9.11%	7.62%	6.13%	7.22%	5.87%	7.19%	5.28%					
23	. Харитонов Николай Михайлович	3400	107	119	110	94	123	111	93	146	82	94	111	104	131	158	114	105	35	42	55	54	121	77	109	152	95	129	131	112	170	111	144	61					
		7.85%	6.70%	7.49%	8.78%	11.44%	8.29%	7.12%	7.47%	7.72%	7.68%	6.94%	9.47%	7.19%	7.85%	9.25%	7.57%	7.56%	6.74%	8.25%	7.43%	6.26%	9.20%	9.42%	7.43%	8.87%	6.87%	7.30%	7.80%	7.38%	7.53%	7.76%	7.56%	8.70%					
																																							
24	Против всех	2107	76	95	75	33	64	86	58	83	36	68	57	58	86	70	87	79	28	21	28	33	40	31	77	95	74	100	76	67	123	70	111	22					
		4.86%	4.76%	5.98%	5.99%	4.01%	4.32%	5.52%	4.66%	4.39%	3.37%	5.02%	4.86%	4.01%	5.15%	4.10%	5.78%	5.69%	5.39%	4.13%	3.78%	3.83%	3.04%	3.79%	5.25%	5.54%	5.35%	5.66%	4.52%	4.41%	5.44%	4.89%	5.83%	3.14%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
