Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Кологривская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №128	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176					
		1.77%	1.63%	2.13%	2.99%	0.86%	0.54%	5.40%	3.96%	1.17%	0.95%	1.70%	0.51%	1.73%	1.02%	1.61%	1.75%	2.56%	2.91%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	27	3	1	0	0	2	2	1	0	2	0	1	2	4	1	5	1	2					
		0.68%	1.22%	0.53%	0.0%	0.0%	1.08%	1.80%	0.49%	0.0%	1.90%	0.0%	0.51%	0.86%	0.58%	0.40%	0.62%	0.64%	1.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	105	1	5	9	5	3	3	1	1	2	6	1	10	18	7	29	2	2					
		2.66%	0.40%	2.67%	5.38%	4.31%	1.63%	2.70%	0.49%	1.17%	1.90%	5.12%	0.51%	4.34%	2.63%	2.82%	3.62%	1.28%	1.94%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	61	4	2	5	1	0	0	5	1	0	1	2	3	12	6	16	3	0					
		1.55%	1.63%	1.06%	2.99%	0.86%	0.0%	0.0%	2.47%	1.17%	0.0%	0.85%	1.02%	1.30%	1.75%	2.41%	2.00%	1.92%	0.0%					
22	"5. ""За Русь Святую"""	23	1	1	0	3	0	2	1	0	0	0	1	4	4	1	4	1	0					
		0.58%	0.40%	0.53%	0.0%	2.58%	0.0%	1.80%	0.49%	0.0%	0.0%	0.0%	0.51%	1.73%	0.58%	0.40%	0.50%	0.64%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	1	0					
		0.17%	0.0%	0.53%	1.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.12%	0.64%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	2	0	1	0	2	0	1	1	1	2	2	1	1	0	3	0	0					
		0.43%	0.81%	0.0%	0.59%	0.0%	1.08%	0.0%	0.49%	1.17%	0.95%	1.70%	1.02%	0.43%	0.14%	0.0%	0.37%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	0	0	1	0	0	0	2	0	1	0	2	1	0	0	0	1	0					
		0.20%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.99%	0.0%	0.95%	0.0%	1.02%	0.43%	0.0%	0.0%	0.0%	0.64%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0					
		0.12%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.12%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	399	23	11	8	42	26	3	15	29	14	2	35	4	57	27	61	27	15					
		10.14%	9.38%	5.88%	4.79%	36.20%	14.13%	2.70%	7.42%	34.11%	13.33%	1.70%	17.94%	1.73%	8.34%	10.88%	7.63%	17.30%	14.56%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0					
		0.07%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.12%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	108	7	6	3	2	2	2	6	3	6	7	5	2	20	3	25	5	4					
		2.74%	2.85%	3.20%	1.79%	1.72%	1.08%	1.80%	2.97%	3.52%	5.71%	5.98%	2.56%	0.86%	2.92%	1.20%	3.12%	3.20%	3.88%					
30	"13. ""Демократическая партия России"""	13	1	1	0	0	1	0	1	0	2	2	2	0	1	0	2	0	0					
		0.33%	0.40%	0.53%	0.0%	0.0%	0.54%	0.0%	0.49%	0.0%	1.90%	1.70%	1.02%	0.0%	0.14%	0.0%	0.25%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	1	0					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.87%	0.40%	0.0%	0.64%	0.0%					
32	"15. ""Партия СЛОН"""	5	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0					
		0.12%	0.40%	0.53%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.12%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	240	24	13	3	3	10	12	4	2	0	3	10	9	39	24	70	10	4					
		6.10%	9.79%	6.95%	1.79%	2.58%	5.43%	10.81%	1.98%	2.35%	0.0%	2.56%	5.12%	3.91%	5.71%	9.67%	8.76%	6.41%	3.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	3	3	1	0	0	0	1	0	0	0	0	0	3	2	7	1	0					
		0.53%	1.22%	1.60%	0.59%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.80%	0.87%	0.64%	0.0%					
35	"18. ""ЛДПР"""	481	32	13	32	13	36	16	12	9	14	22	32	30	99	26	74	6	15					
		12.22%	13.06%	6.95%	19.16%	11.20%	19.56%	14.41%	5.94%	10.58%	13.33%	18.80%	16.41%	13.04%	14.49%	10.48%	9.26%	3.84%	14.56%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	74	6	5	2	1	1	2	7	1	2	0	1	6	15	4	18	1	2					
		1.88%	2.44%	2.67%	1.19%	0.86%	0.54%	1.80%	3.46%	1.17%	1.90%	0.0%	0.51%	2.60%	2.19%	1.61%	2.25%	0.64%	1.94%					
37	"20. ""Политическая партия ""Единая Россия"""	1426	84	71	61	27	68	41	88	10	40	42	65	108	236	94	287	71	33					
		36.25%	34.28%	37.96%	36.52%	23.27%	36.95%	36.93%	43.56%	11.76%	38.09%	35.89%	33.33%	46.95%	34.55%	37.90%	35.91%	45.51%	32.03%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0					
		0.15%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.51%	0.0%	0.14%	0.0%	0.12%	0.64%	0.0%					
39	"22. ""Развитие предпринимательства"""	9	0	0	1	0	0	0	0	0	0	0	0	1	2	0	5	0	0					
		0.22%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.29%	0.0%	0.62%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	650	36	45	27	13	22	11	37	26	14	17	29	29	129	35	145	13	22					
		16.52%	14.69%	24.06%	16.16%	11.20%	11.95%	9.90%	18.31%	30.58%	13.33%	14.52%	14.87%	12.60%	18.88%	14.11%	18.14%	8.33%	21.35%					
																								
41	Против всех	113	8	2	2	3	8	7	5	1	4	8	4	6	19	9	20	6	1					
		2.87%	3.26%	1.06%	1.19%	2.58%	4.34%	6.30%	2.47%	1.17%	3.80%	6.83%	2.05%	2.60%	2.78%	3.62%	2.50%	3.84%	0.97%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
