Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Нижнедевицкая																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134									
		69.47%	80.99%	70.81%	72.48%	62.94%	60.34%	64.63%	80.41%	74.42%	60.69%	79.77%	68.85%	59.48%	68.31%	62.70%	81.40%	62.63%	80.82%	46.22%	73.09%	61.46%	63.32%	68.69%	67.53%	86.05%	48.04%	69.14%	65.83%	75.12%	75.33%	85.00%	61.96%	68.92%	68.16%	52.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	0	0	3	0	4	1	0	1	1	0	1	0	1	0	1	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0									
		0.16%	0.00%	0.00%	0.47%	0.00%	1.69%	0.44%	0.00%	0.39%	0.25%	0.00%	0.38%	0.00%	0.35%	0.00%	0.47%	0.71%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.39%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	780	57	88	42	28	21	23	11	16	32	6	25	36	18	18	12	33	5	17	13	7	16	23	28	0	47	22	31	7	11	3	18	27	23	16									
		6.41%	3.22%	5.47%	6.60%	6.53%	8.86%	10.04%	7.43%	6.20%	7.86%	2.29%	9.62%	11.76%	6.34%	9.73%	5.58%	11.74%	3.42%	5.14%	5.83%	7.29%	6.18%	7.35%	9.09%	0.00%	15.36%	5.43%	8.68%	3.23%	7.33%	1.50%	6.52%	6.77%	6.42%	7.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	0	2	2	0	0	2	2	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0									
		0.13%	0.06%	0.00%	0.31%	0.47%	0.00%	0.00%	1.35%	0.78%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.60%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	4	2	3	0	0	0	1	2	1	2	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	3	1									
		0.22%	0.23%	0.12%	0.47%	0.00%	0.00%	0.00%	0.68%	0.78%	0.25%	0.76%	0.38%	0.33%	0.35%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.84%	0.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.39%	0.00%	0.00%	0.00%	0.33%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	3	2	2	2	0	1	0	2	0	2	1	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	0	3									
		0.23%	0.17%	0.12%	0.31%	0.47%	0.00%	0.44%	0.00%	0.78%	0.00%	0.76%	0.38%	0.65%	0.00%	0.54%	0.00%	0.00%	0.68%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.50%	0.00%	1.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1677	207	264	77	83	47	33	8	20	46	13	23	35	46	32	14	48	12	45	24	19	56	41	53	3	74	47	64	35	18	10	41	42	31	66									
		13.78%	11.71%	16.40%	12.11%	19.35%	19.83%	14.41%	5.41%	7.75%	11.30%	4.96%	8.85%	11.44%	16.20%	17.30%	6.51%	17.08%	8.22%	13.60%	10.76%	19.79%	21.62%	13.10%	17.21%	3.49%	24.18%	11.60%	17.93%	16.13%	12.00%	5.00%	14.86%	10.53%	8.66%	29.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	0	5	0	0	3	0	0	2	2	0	1	0	2	2	0	3	1	0	0	0	2	0	0	0	8	20	2	0	0	0	0	1	0	1									
		0.45%	0.00%	0.31%	0.00%	0.00%	1.27%	0.00%	0.00%	0.78%	0.49%	0.00%	0.38%	0.00%	0.70%	1.08%	0.00%	1.07%	0.68%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	2.61%	4.94%	0.56%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	683	51	67	15	28	11	8	2	8	63	24	4	42	6	12	10	5	8	94	15	4	7	15	4	9	7	15	13	11	5	17	25	32	41	5									
		5.61%	2.88%	4.16%	2.36%	6.53%	4.64%	3.49%	1.35%	3.10%	15.48%	9.16%	1.54%	13.73%	2.11%	6.49%	4.65%	1.78%	5.48%	28.40%	6.73%	4.17%	2.70%	4.79%	1.30%	10.47%	2.29%	3.70%	3.64%	5.07%	3.33%	8.50%	9.06%	8.02%	11.45%	2.22%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
