Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Можгинская городская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	159	3	3	9	5	5	1	7	8	4	6	17	9	4	4	6	6	7	6	2	14	24	9	0									
		1.08%	0.45%	0.71%	1.06%	0.73%	0.83%	0.24%	0.72%	1.62%	0.63%	1.04%	2.29%	1.47%	0.69%	0.74%	1.24%	1.24%	1.19%	0.51%	0.45%	1.20%	2.56%	1.54%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	1	2	0	1	1	1	0	1	1	0	0	0	1	3	2	0	3	1	1	0									
		0.13%	0.00%	0.00%	0.00%	0.15%	0.33%	0.00%	0.10%	0.20%	0.16%	0.00%	0.13%	0.16%	0.00%	0.00%	0.00%	0.21%	0.51%	0.17%	0.00%	0.26%	0.11%	0.17%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	124	9	2	2	3	6	4	5	1	7	3	7	10	8	5	5	7	6	14	3	7	7	3	0									
		0.84%	1.34%	0.48%	0.24%	0.44%	0.99%	0.97%	0.52%	0.20%	1.11%	0.52%	0.94%	1.64%	1.38%	0.93%	1.04%	1.45%	1.02%	1.19%	0.68%	0.60%	0.75%	0.51%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2255	73	54	116	82	97	46	178	75	95	84	106	99	88	99	85	56	64	214	76	196	182	87	3									
		15.35%	10.86%	12.86%	13.68%	12.04%	16.11%	11.19%	18.39%	15.18%	15.06%	14.61%	14.29%	16.20%	15.22%	18.37%	17.63%	11.62%	10.90%	18.18%	17.16%	16.74%	19.44%	14.92%	4.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	2	4	4	1	4	1	1	2	3	2	1	2	4	3	1	0	4	5	1	2	5	3	0									
		0.37%	0.30%	0.95%	0.47%	0.15%	0.66%	0.24%	0.10%	0.40%	0.48%	0.35%	0.13%	0.33%	0.69%	0.56%	0.21%	0.00%	0.68%	0.42%	0.23%	0.17%	0.53%	0.51%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	784	32	17	37	31	36	18	34	17	24	22	44	31	34	31	28	23	41	69	35	89	59	31	1									
		5.34%	4.76%	4.05%	4.36%	4.55%	5.98%	4.38%	3.51%	3.44%	3.80%	3.83%	5.93%	5.07%	5.88%	5.75%	5.81%	4.77%	6.98%	5.86%	7.90%	7.60%	6.30%	5.32%	1.64%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
