Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Октябрьская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3436	50	50	81	40	88	45	50	50	56	50	90	85	90	103	95	98	100	95	95	95	90	95	80	53	80	70	80	50	75	90	100	80	85	55	85	75	53	40	20	50	60	20	70	39	40	55	50	60	20	20	40	40	10	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3166	40	40	80	40	85	36	31	42	51	42	88	85	83	91	91	97	87	95	95	91	90	91	65	52	80	70	80	38	68	83	100	58	82	52	76	75	52	40	14	50	57	17	64	33	27	51	50	60	12	15	40	31	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1966	32	31	86	161	15	12	40	32	33	39	62	104	129	21	42	37	49	24	45	33	13	3	23	75	14	39	62	6	5	28	22	57	3	31	16	21	12	10	17	16	29	47	15	30	10	16	47	21	8	25	8	39	6	2	85	78					
14	Число погашенных неиспользованных открепительных удостоверений	270	10	10	1	0	3	9	19	8	5	8	2	0	7	12	4	1	13	0	0	4	0	4	15	1	0	0	0	12	7	7	0	22	3	3	9	0	1	0	6	0	3	3	6	6	13	4	0	0	8	5	0	9	7	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	1	0	0	0	1	3	0	2	2	1	3	0	0	2	1	1	1	3	0	2	4	0	0	0	1	1	2	1	0	0	3	2	1	0	2	2	4	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1974	6	10	143	97	27	73	10	84	61	69	11	7	14	0	0	5	3	5	5	2	18	32	31	64	7	0	5	20	11	15	28	113	18	58	20	47	91	83	24	84	22	39	32	0	79	99	78	87	0	33	38	62	3	0	1	0					
		2.01%	0.30%	0.62%	7.13%	6.87%	1.02%	4.52%	0.38%	5.70%	4.11%	5.97%	0.44%	0.26%	0.51%	0.00%	0.00%	0.20%	0.13%	0.18%	0.20%	0.08%	0.66%	1.50%	1.31%	4.54%	0.30%	0.00%	0.19%	1.18%	0.47%	0.59%	1.10%	5.73%	0.79%	4.40%	0.75%	4.31%	4.70%	4.69%	4.61%	4.00%	1.03%	5.10%	4.55%	0.00%	5.79%	5.03%	5.34%	5.05%	0.00%	6.61%	5.27%	6.38%	0.97%	0.00%	1.05%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2594	11	70	155	92	19	89	28	110	85	86	3	8	38	10	5	8	0	17	11	7	20	15	12	83	8	0	27	14	70	8	27	141	63	87	14	76	110	110	45	114	24	61	42	2	109	119	105	97	2	41	37	59	0	0	0	0					
		2.64%	0.55%	4.33%	7.72%	6.52%	0.72%	5.51%	1.06%	7.47%	5.72%	7.45%	0.12%	0.29%	1.39%	0.48%	0.19%	0.32%	0.00%	0.62%	0.43%	0.28%	0.73%	0.70%	0.51%	5.89%	0.34%	0.00%	1.00%	0.82%	2.98%	0.31%	1.06%	7.15%	2.78%	6.60%	0.52%	6.97%	5.68%	6.22%	8.64%	5.43%	1.13%	7.98%	5.97%	0.57%	7.99%	6.05%	7.19%	5.63%	0.53%	8.22%	5.13%	6.07%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	213	1	2	11	11	0	2	3	8	3	10	0	2	0	0	0	0	0	0	0	0	5	0	7	3	15	0	0	3	2	3	3	9	6	8	3	6	11	7	6	10	0	3	4	0	6	6	10	12	0	5	3	4	0	0	0	0					
		0.22%	0.05%	0.12%	0.55%	0.78%	0.00%	0.12%	0.11%	0.54%	0.20%	0.87%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.30%	0.21%	0.64%	0.00%	0.00%	0.18%	0.09%	0.12%	0.12%	0.46%	0.26%	0.61%	0.11%	0.55%	0.57%	0.40%	1.15%	0.48%	0.00%	0.39%	0.57%	0.00%	0.44%	0.31%	0.68%	0.70%	0.00%	1.00%	0.42%	0.41%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6312	174	50	279	180	60	135	32	161	119	130	28	283	170	152	289	226	230	21	34	25	25	106	64	169	104	125	74	121	144	95	77	244	107	183	225	93	182	144	34	167	30	57	64	3	163	231	140	156	8	51	55	86	7	0	0	0					
		6.44%	8.71%	3.09%	13.90%	12.75%	2.28%	8.36%	1.21%	10.93%	8.01%	11.26%	1.13%	10.43%	6.20%	7.23%	10.81%	8.96%	9.63%	0.76%	1.33%	1.00%	0.91%	4.98%	2.71%	11.99%	4.42%	5.01%	2.74%	7.12%	6.13%	3.73%	3.03%	12.38%	4.72%	13.88%	8.42%	8.53%	9.40%	8.14%	6.53%	7.96%	1.41%	7.46%	9.10%	0.86%	11.95%	11.74%	9.59%	9.06%	2.11%	10.22%	7.63%	8.85%	2.26%	0.00%	0.00%	0.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	471	1	1	31	30	0	19	4	24	12	6	0	2	14	7	0	0	0	12	0	0	0	32	9	18	3	0	0	8	3	0	5	24	7	13	5	27	22	22	5	15	0	8	6	0	16	16	14	9	0	6	11	4	0	0	0	0					
		0.48%	0.05%	0.06%	1.54%	2.12%	0.00%	1.18%	0.15%	1.63%	0.81%	0.52%	0.00%	0.07%	0.51%	0.33%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	1.50%	0.38%	1.28%	0.13%	0.00%	0.00%	0.47%	0.13%	0.00%	0.20%	1.22%	0.31%	0.99%	0.19%	2.48%	1.14%	1.24%	0.96%	0.71%	0.00%	1.05%	0.85%	0.00%	1.17%	0.81%	0.96%	0.52%	0.00%	1.20%	1.53%	0.41%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	85633	1798	1481	1337	951	2504	1274	2559	1055	1173	827	2432	2407	2507	1929	2377	2283	2156	2707	2507	2459	2667	1937	2225	1022	2214	2370	2584	1529	2118	2423	2393	1402	2031	933	2406	811	1482	1365	400	1659	2049	576	540	343	959	1469	1067	1312	370	359	569	723	300	43	93	167					
		87.31%	89.99%	91.65%	66.62%	67.35%	94.99%	78.93%	96.93%	71.62%	78.99%	71.60%	98.30%	88.72%	91.40%	91.81%	88.93%	90.52%	90.25%	98.01%	98.04%	98.64%	97.51%	90.94%	94.16%	72.48%	94.09%	94.99%	95.85%	89.99%	90.09%	95.02%	94.29%	71.13%	89.63%	70.79%	90.01%	74.40%	76.55%	77.16%	76.78%	79.04%	96.06%	75.39%	76.81%	98.00%	70.31%	74.68%	73.08%	76.19%	97.37%	71.94%	78.92%	74.38%	96.77%	100.00%	97.89%	97.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	195	1	1	7	11	17	3	1	6	7	1	0	1	0	3	0	0	0	0	0	0	0	0	6	6	2	0	0	2	3	6	5	7	10	7	0	5	12	10	2	12	0	2	2	0	11	6	4	7	0	1	5	3	0	0	0	0					
		0.20%	0.05%	0.06%	0.35%	0.78%	0.64%	0.19%	0.04%	0.41%	0.47%	0.09%	0.00%	0.04%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.43%	0.08%	0.00%	0.00%	0.12%	0.13%	0.24%	0.20%	0.36%	0.44%	0.53%	0.00%	0.46%	0.62%	0.57%	0.38%	0.57%	0.00%	0.26%	0.28%	0.00%	0.81%	0.31%	0.27%	0.41%	0.00%	0.20%	0.69%	0.31%	0.00%	0.00%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
