Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Октябрьская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
		0.23%	0.25%	0.00%	0.00%	0.00%	0.00%	0.07%	0.32%	0.16%	0.35%	1.72%	0.37%	0.51%	0.19%	0.00%	0.07%	0.78%	0.09%	0.10%	0.12%	0.00%	0.28%	0.00%	0.41%	0.22%	0.00%	0.00%	0.00%	0.18%	0.04%	0.00%	0.31%	1.52%	0.04%	0.00%	0.78%	0.53%	0.10%	0.05%	0.00%	0.00%	0.40%	1.08%	0.43%	0.58%	0.07%	0.00%	0.71%	0.21%	0.88%	1.02%	0.17%	0.00%	0.96%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	102	0	3	0	0	7	3	3	1	0	3	0	4	2	0	1	0	0	6	0	3	3	0	5	2	0	0	2	6	1	0	6	9	3	0	13	4	0	0	3	0	2	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0					
		0.11%	0.00%	0.18%	0.00%	0.00%	0.27%	0.20%	0.12%	0.08%	0.00%	0.34%	0.00%	0.21%	0.09%	0.00%	0.04%	0.00%	0.00%	0.21%	0.00%	0.12%	0.12%	0.00%	0.23%	0.15%	0.00%	0.00%	0.08%	0.37%	0.04%	0.00%	0.23%	0.59%	0.13%	0.00%	0.84%	0.35%	0.00%	0.00%	0.62%	0.00%	0.16%	0.40%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	24	0	0	0	0	0	0	1	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.11%	0.00%	0.05%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.71%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.28%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4954	112	50	43	40	66	28	81	116	113	90	118	190	190	194	91	71	242	112	205	18	64	140	160	143	171	76	71	164	61	122	235	242	23	82	169	17	124	94	19	102	77	50	30	14	24	128	78	18	10	26	15	6	29	0	0	0					
		5.38%	6.87%	2.94%	2.70%	3.16%	2.56%	1.83%	3.28%	9.21%	9.96%	10.32%	5.44%	9.78%	8.83%	7.91%	3.25%	2.53%	10.85%	3.83%	8.43%	0.71%	2.55%	8.39%	7.23%	10.66%	6.92%	3.17%	2.79%	10.02%	2.62%	4.90%	9.15%	15.97%	0.97%	5.67%	10.97%	1.51%	6.17%	5.14%	3.93%	4.74%	6.19%	6.74%	4.26%	4.06%	1.70%	6.28%	5.06%	0.96%	2.92%	5.31%	2.60%	0.64%	9.27%	0.00%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	133	0	4	5	0	26	1	3	2	4	0	5	8	7	0	2	5	3	0	0	2	1	0	3	7	2	6	0	2	0	0	2	4	5	0	7	1	4	1	0	0	0	2	1	0	0	6	0	0	0	0	2	0	0	0	0	0					
		0.14%	0.00%	0.24%	0.31%	0.00%	1.01%	0.07%	0.12%	0.16%	0.35%	0.00%	0.23%	0.41%	0.33%	0.00%	0.07%	0.18%	0.13%	0.00%	0.00%	0.08%	0.04%	0.00%	0.14%	0.52%	0.08%	0.25%	0.00%	0.12%	0.00%	0.00%	0.08%	0.26%	0.21%	0.00%	0.45%	0.09%	0.20%	0.05%	0.00%	0.00%	0.00%	0.27%	0.14%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.08%	0.09%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.04%	0.20%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1321	24	21	23	17	15	25	57	20	24	46	7	101	0	15	10	31	0	71	14	11	44	30	0	24	4	28	35	6	51	0	30	102	6	10	93	19	60	23	16	0	60	37	25	4	4	8	22	16	11	13	6	1	0	0	0	1					
		1.43%	1.47%	1.24%	1.44%	1.34%	0.58%	1.63%	2.31%	1.59%	2.11%	5.28%	0.32%	5.20%	0.00%	0.61%	0.36%	1.10%	0.00%	2.43%	0.58%	0.43%	1.76%	1.80%	0.00%	1.79%	0.16%	1.17%	1.37%	0.37%	2.19%	0.00%	1.17%	6.73%	0.25%	0.69%	6.04%	1.68%	2.99%	1.26%	3.31%	0.00%	4.83%	4.99%	3.55%	1.16%	0.28%	0.39%	1.43%	0.85%	3.22%	2.65%	1.04%	0.11%	0.00%	0.00%	0.00%	0.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	928	18	5	38	4	7	0	37	7	21	36	17	66	3	70	3	8	65	7	11	8	12	20	23	14	3	2	17	7	9	67	8	67	35	6	73	2	3	1	3	0	10	15	19	12	3	0	30	7	10	13	5	1	0	0	0	0					
		1.01%	1.10%	0.29%	2.38%	0.32%	0.27%	0.00%	1.50%	0.56%	1.85%	4.13%	0.78%	3.40%	0.14%	2.85%	0.11%	0.28%	2.91%	0.24%	0.45%	0.31%	0.48%	1.20%	1.04%	1.04%	0.12%	0.08%	0.67%	0.43%	0.39%	2.69%	0.31%	4.42%	1.47%	0.42%	4.74%	0.18%	0.15%	0.05%	0.62%	0.00%	0.80%	2.02%	2.70%	3.48%	0.21%	0.00%	1.95%	0.37%	2.92%	2.65%	0.87%	0.11%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	169	0	1	0	2	4	0	5	0	3	3	5	19	4	0	1	2	0	6	5	6	2	0	8	4	0	0	0	3	4	0	8	15	9	0	12	2	2	0	3	0	3	2	7	2	0	0	3	4	1	1	7	1	0	0	0	0					
		0.18%	0.00%	0.06%	0.00%	0.16%	0.16%	0.00%	0.20%	0.00%	0.26%	0.34%	0.23%	0.98%	0.19%	0.00%	0.04%	0.07%	0.00%	0.21%	0.21%	0.24%	0.08%	0.00%	0.36%	0.30%	0.00%	0.00%	0.00%	0.18%	0.17%	0.00%	0.31%	0.99%	0.38%	0.00%	0.78%	0.18%	0.10%	0.00%	0.62%	0.00%	0.24%	0.27%	0.99%	0.58%	0.00%	0.00%	0.19%	0.21%	0.29%	0.20%	1.21%	0.11%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	83835	1468	1613	1473	1198	2449	1464	2247	1103	961	664	1979	1524	1938	2166	2686	2668	1916	2713	2194	2501	2367	1452	1985	1130	2269	2280	2420	1432	2197	2296	2254	1044	2291	1347	1143	1072	1814	1705	436	2047	1072	618	604	306	1377	1895	1374	1827	292	428	538	927	281	125	112	153					
		91.03%	90.01%	94.99%	92.41%	94.70%	94.99%	95.69%	91.05%	87.54%	84.67%	76.15%	91.28%	78.44%	90.06%	88.34%	96.07%	94.98%	85.92%	92.75%	90.18%	98.08%	94.45%	86.99%	89.70%	84.27%	91.86%	94.96%	95.01%	87.53%	94.45%	92.28%	87.74%	68.91%	96.26%	93.22%	74.22%	95.04%	90.25%	93.27%	90.08%	95.03%	86.24%	83.29%	85.67%	88.70%	97.45%	93.03%	89.16%	97.28%	85.38%	87.35%	93.08%	98.72%	89.78%	10.00%	99.12%	98.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	113	0	1	0	0	4	0	2	5	0	3	10	11	3	3	0	2	0	3	0	1	4	0	4	8	0	4	2	4	1	0	6	6	2	0	7	2	1	1	2	0	3	2	1	0	0	0	3	1	0	1	0	0	0	0	0	0					
		0.12%	0.00%	0.06%	0.00%	0.00%	0.16%	0.00%	0.08%	0.40%	0.00%	0.34%	0.46%	0.57%	0.14%	0.12%	0.00%	0.07%	0.00%	0.10%	0.00%	0.04%	0.16%	0.00%	0.18%	0.60%	0.00%	0.17%	0.08%	0.24%	0.04%	0.00%	0.23%	0.40%	0.08%	0.00%	0.45%	0.18%	0.05%	0.05%	0.41%	0.00%	0.24%	0.27%	0.14%	0.00%	0.00%	0.00%	0.19%	0.05%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
