Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Октябрьская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
		0.23%	0.10%	0.23%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.79%	0.38%					
32	"15. ""Партия СЛОН"""	5	0	2	0	1	0	0	0	0	0	0	0	0	1	1					
		0.08%	0.0%	0.15%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	167	32	60	5	14	5	3	10	3	2	3	3	2	22	3					
		2.85%	3.33%	4.77%	3.84%	3.34%	1.00%	1.35%	3.03%	3.15%	1.32%	2.4%	0.87%	1.16%	2.48%	1.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	5	6	1	3	3	0	0	0	2	2	0	0	5	1					
		0.47%	0.52%	0.47%	0.76%	0.71%	0.60%	0.0%	0.0%	0.0%	1.32%	1.6%	0.0%	0.0%	0.56%	0.38%					
35	"18. ""ЛДПР"""	743	162	186	22	50	38	16	35	10	24	15	32	16	96	41					
		12.72%	16.87%	14.80%	16.92%	11.96%	7.64%	7.23%	10.63%	10.52%	15.89%	12.0%	9.38%	9.30%	10.85%	15.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	75	15	16	3	5	3	2	4	2	0	3	3	2	11	6					
		1.28%	1.56%	1.27%	2.30%	1.19%	0.60%	0.90%	1.21%	2.10%	0.0%	2.4%	0.87%	1.16%	1.24%	2.29%					
37	"20. ""Политическая партия ""Единая Россия"""	2696	407	561	63	164	252	145	187	54	83	40	174	72	386	108					
		46.16%	42.39%	44.66%	48.46%	39.23%	50.70%	65.61%	56.83%	56.84%	54.96%	32.0%	51.02%	41.86%	43.66%	41.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	1	5	1	1	0	1	0	0	2	0	4	0	1	1					
		0.29%	0.10%	0.39%	0.76%	0.23%	0.0%	0.45%	0.0%	0.0%	1.32%	0.0%	1.17%	0.0%	0.11%	0.38%					
39	"22. ""Развитие предпринимательства"""	10	1	0	0	1	2	0	0	1	0	1	0	1	2	1					
		0.17%	0.10%	0.0%	0.0%	0.23%	0.40%	0.0%	0.0%	1.05%	0.0%	0.8%	0.0%	0.58%	0.22%	0.38%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1069	139	191	22	107	138	23	38	13	16	29	77	48	174	54					
		18.30%	14.47%	15.20%	16.92%	25.59%	27.76%	10.40%	11.55%	13.68%	10.59%	23.2%	22.58%	27.90%	19.68%	20.68%					
																					
41	Против всех	204	39	42	0	13	22	4	7	2	7	9	6	7	33	13					
		3.49%	4.06%	3.34%	0.0%	3.11%	4.42%	1.80%	2.12%	2.10%	4.63%	7.2%	1.75%	4.06%	3.73%	4.98%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
