Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																									
Дата голосования: 18.09.2016																									
																									
Наименование Избирательной комиссии:    Сосковская																									
																									
Сводная таблица итогов голосования по федеральному избирательному округу																									
																									
		Сумма	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	2.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	1	0	0	1	0	0	0	0	0	0	0	2									
		0.12%	0.00%	0.00%	0.33%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	411	22	15	41	26	16	37	34	22	19	34	14	93	22	16									
		12.50%	8.40%	7.98%	13.58%	9.63%	10.81%	11.94%	23.61%	16.92%	15.20%	12.59%	10.14%	12.45%	16.54%	13.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.13%	0.00%	0.83%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	1	2	0	0	2	0	0	1	1	2	0	0	0									
		0.27%	0.00%	0.53%	0.66%	0.00%	0.00%	0.65%	0.00%	0.00%	0.80%	0.37%	1.45%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	1	2	0	0	0	1	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	1.54%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	0	1	0	1	0	0	0	1	0	4	0	4	1	1									
		0.40%	0.00%	0.53%	0.00%	0.37%	0.00%	0.00%	0.00%	0.77%	0.00%	1.48%	0.00%	0.54%	0.75%	0.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	515	26	11	54	64	10	63	29	18	15	39	26	131	13	16									
		15.67%	9.92%	5.85%	17.88%	23.70%	6.76%	20.32%	20.14%	13.85%	12.00%	14.44%	18.84%	17.54%	9.77%	13.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.72%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	58	6	1	2	2	5	3	2	0	1	7	6	20	0	3									
		1.76%	2.29%	0.53%	0.66%	0.74%	3.38%	0.97%	1.39%	0.00%	0.80%	2.59%	4.35%	2.68%	0.00%	2.50%									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
