Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
"Наименование Избирательной комиссии:    Самара, Самарская"																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №8002	УИК №8003									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	297	17	13	18	28	23	24	28	8	15	18	13	16	12	45	19									
		2.26%	2.07%	2.18%	2.20%	3.73%	3.01%	2.96%	4.40%	1.15%	1.98%	2.54%	2.13%	2.13%	1.75%	2.01%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	248	11	11	12	12	10	18	15	9	8	13	15	18	13	44	39									
		1.89%	1.34%	1.85%	1.46%	1.60%	1.31%	2.22%	2.35%	1.29%	1.06%	1.83%	2.45%	2.39%	1.89%	1.97%	2.60%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6241	378	246	338	327	329	320	264	315	280	271	241	312	292	1498	830									
		47.47%	45.93%	41.34%	41.22%	43.60%	43.06%	39.41%	41.44%	45.32%	36.94%	38.17%	39.44%	41.49%	42.50%	66.99%	55.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	165	9	13	16	8	7	17	7	12	14	12	6	15	9	6	14									
		1.25%	1.09%	2.18%	1.95%	1.07%	0.92%	2.09%	1.10%	1.73%	1.85%	1.69%	0.98%	1.99%	1.31%	0.27%	0.93%									
24	"6. Политическая партия ""Гражданская Платформа"""	100	11	10	5	5	7	9	2	7	9	5	3	9	5	10	3									
		0.76%	1.34%	1.68%	0.61%	0.67%	0.92%	1.11%	0.31%	1.01%	1.19%	0.70%	0.49%	1.20%	0.73%	0.45%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1690	117	89	113	100	132	109	88	102	103	108	100	119	100	159	151									
		12.85%	14.22%	14.96%	13.78%	13.33%	17.28%	13.42%	13.81%	14.68%	13.59%	15.21%	16.37%	15.82%	14.56%	7.11%	10.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	213	13	11	26	13	7	22	10	16	17	16	13	16	9	16	8									
		1.62%	1.58%	1.85%	3.17%	1.73%	0.92%	2.71%	1.57%	2.30%	2.24%	2.25%	2.13%	2.13%	1.31%	0.72%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	272	17	12	24	9	14	27	9	17	27	14	17	15	22	21	27									
		2.07%	2.07%	2.02%	2.93%	1.20%	1.83%	3.33%	1.41%	2.45%	3.56%	1.97%	2.78%	1.99%	3.20%	0.94%	1.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	41	1	0	0	1	1	2	0	3	1	1	1	2	0	24	4									
		0.31%	0.12%	0.00%	0.00%	0.13%	0.13%	0.25%	0.00%	0.43%	0.13%	0.14%	0.16%	0.27%	0.00%	1.07%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	653	35	27	35	42	34	60	46	38	71	63	42	50	52	25	33									
		4.97%	4.25%	4.54%	4.27%	5.60%	4.45%	7.39%	7.22%	5.47%	9.37%	8.87%	6.87%	6.65%	7.57%	1.12%	2.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1996	136	97	138	145	126	132	108	105	138	127	88	116	108	228	204									
		15.18%	16.52%	16.30%	16.83%	19.33%	16.49%	16.26%	16.95%	15.11%	18.21%	17.89%	14.40%	15.43%	15.72%	10.20%	13.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	5	3	4	1	6	2	0	2	5	2	4	4	2	5	4									
		0.37%	0.61%	0.50%	0.49%	0.13%	0.79%	0.25%	0.00%	0.29%	0.66%	0.28%	0.65%	0.53%	0.29%	0.22%	0.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	530	29	26	31	27	37	29	30	31	29	19	34	30	30	72	76									
		4.03%	3.52%	4.37%	3.78%	3.60%	4.84%	3.57%	4.71%	4.46%	3.83%	2.68%	5.56%	3.99%	4.37%	3.22%	5.07%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
