Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
"Наименование Избирательной комиссии:    Киров, Первомайская"																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482									
		2.16%	1.90%	2.92%	1.82%	1.75%	1.43%	2.77%	1.19%	1.62%	2.42%	2.14%	4.27%	1.13%	2.90%	0.83%	2.01%	1.43%	2.18%	1.68%	3.42%	1.68%	2.08%	1.86%	2.71%	2.92%	2.28%	1.46%	1.46%	2.35%	2.27%	2.07%	1.78%	1.69%	11.17%	2.27%	1.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	665	30	17	25	33	23	36	30	17	16	24	17	25	22	15	9	20	12	20	18	20	30	10	6	22	15	13	11	11	26	31	27	19	8	5	2									
		2.76%	3.56%	2.07%	3.51%	4.45%	2.99%	3.56%	3.25%	2.50%	2.15%	2.70%	4.53%	2.83%	3.75%	2.50%	1.81%	2.60%	1.54%	2.81%	3.42%	2.10%	3.13%	1.69%	1.63%	2.92%	2.85%	2.70%	1.78%	1.99%	3.10%	3.20%	2.40%	3.58%	2.13%	1.89%	0.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7916	233	218	253	266	260	301	273	175	233	284	98	278	165	178	136	263	256	266	176	289	313	197	141	248	164	189	224	195	248	314	428	191	148	120	195									
		32.89%	27.67%	26.55%	35.48%	35.90%	33.85%	29.80%	29.58%	25.70%	31.28%	31.98%	26.13%	31.45%	28.11%	29.67%	27.31%	34.20%	32.86%	37.31%	33.46%	30.33%	32.60%	33.28%	38.21%	32.89%	31.12%	39.29%	36.25%	35.20%	29.59%	32.44%	38.01%	35.97%	39.36%	45.45%	66.55%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	304	11	9	8	9	9	16	11	10	19	20	8	9	14	9	12	8	15	5	7	21	5	5	2	7	4	3	10	4	8	4	9	8	0	1	4									
		1.26%	1.31%	1.10%	1.12%	1.21%	1.17%	1.58%	1.19%	1.47%	2.55%	2.25%	2.13%	1.02%	2.39%	1.50%	2.41%	1.04%	1.93%	0.70%	1.33%	2.20%	0.52%	0.84%	0.54%	0.93%	0.76%	0.62%	1.62%	0.72%	0.95%	0.41%	0.80%	1.51%	0.00%	0.38%	1.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	77	1	3	5	4	2	3	0	4	1	1	0	3	1	2	1	4	6	4	0	4	5	4	0	1	0	2	1	1	3	3	2	4	0	2	0									
		0.32%	0.12%	0.37%	0.70%	0.54%	0.26%	0.30%	0.00%	0.59%	0.13%	0.11%	0.00%	0.34%	0.17%	0.33%	0.20%	0.52%	0.77%	0.56%	0.00%	0.42%	0.52%	0.68%	0.00%	0.13%	0.00%	0.42%	0.16%	0.18%	0.36%	0.31%	0.18%	0.75%	0.00%	0.76%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5897	228	234	180	183	191	222	220	189	161	163	80	182	121	152	106	166	166	167	138	191	239	127	123	235	134	114	193	146	252	257	315	123	97	56	46									
		24.50%	27.08%	28.50%	25.25%	24.70%	24.87%	21.98%	23.84%	27.75%	21.61%	18.36%	21.33%	20.59%	20.61%	25.33%	21.29%	21.59%	21.31%	23.42%	26.24%	20.04%	24.90%	21.45%	33.33%	31.17%	25.43%	23.70%	31.23%	26.35%	30.07%	26.55%	27.98%	23.16%	25.80%	21.21%	15.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	272	10	2	14	6	3	10	0	6	10	24	9	8	8	13	8	13	10	5	6	18	7	4	3	12	4	10	7	2	6	13	7	8	3	3	0									
		1.13%	1.19%	0.24%	1.96%	0.81%	0.39%	0.99%	0.00%	0.88%	1.34%	2.70%	2.40%	0.90%	1.36%	2.17%	1.61%	1.69%	1.28%	0.70%	1.14%	1.89%	0.73%	0.68%	0.81%	1.59%	0.76%	2.08%	1.13%	0.36%	0.72%	1.34%	0.62%	1.51%	0.80%	1.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	717	16	21	18	12	22	36	18	21	38	45	14	48	34	39	32	36	39	14	16	46	23	9	0	16	14	10	7	8	9	15	17	13	7	1	3									
		2.98%	1.90%	2.56%	2.52%	1.62%	2.86%	3.56%	1.95%	3.08%	5.10%	5.07%	3.73%	5.43%	5.79%	6.50%	6.43%	4.68%	5.01%	1.96%	3.04%	4.83%	2.40%	1.52%	0.00%	2.12%	2.66%	2.08%	1.13%	1.44%	1.07%	1.55%	1.51%	2.45%	1.86%	0.38%	1.02%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	2	0	0	0	1	1	0	1	1	1	1	3	1	0	1	3	0	1	0	4	2	1	1	4	0	1	2	1	0	1	1	1	0	0	0									
		0.15%	0.24%	0.00%	0.00%	0.00%	0.13%	0.10%	0.00%	0.15%	0.13%	0.11%	0.27%	0.34%	0.17%	0.00%	0.20%	0.39%	0.00%	0.14%	0.00%	0.42%	0.21%	0.17%	0.27%	0.53%	0.00%	0.21%	0.32%	0.18%	0.00%	0.10%	0.09%	0.19%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	986	37	28	25	21	29	58	57	34	39	37	22	69	35	38	41	36	38	40	22	69	42	15	4	18	15	12	12	9	17	15	21	11	12	4	4									
		4.10%	4.39%	3.41%	3.51%	2.83%	3.78%	5.74%	6.18%	4.99%	5.23%	4.17%	5.87%	7.81%	5.96%	6.33%	8.23%	4.68%	4.88%	5.61%	4.18%	7.24%	4.38%	2.53%	1.08%	2.39%	2.85%	2.49%	1.94%	1.62%	2.03%	1.55%	1.87%	2.07%	3.19%	1.52%	1.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3018	103	105	88	76	93	150	144	107	88	133	50	140	90	60	64	91	87	83	50	122	123	107	24	63	95	58	61	79	133	123	105	70	16	31	6									
		12.54%	12.23%	12.79%	12.34%	10.26%	12.11%	14.85%	15.60%	15.71%	11.81%	14.98%	13.33%	15.84%	15.33%	10.00%	12.85%	11.83%	11.17%	11.64%	9.51%	12.80%	12.81%	18.07%	6.50%	8.36%	18.03%	12.06%	9.87%	14.26%	15.87%	12.71%	9.33%	13.18%	4.26%	11.74%	2.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	113	5	3	1	5	1	8	2	4	7	6	4	2	3	3	0	4	6	1	2	5	6	2	1	5	4	1	1	3	0	8	2	2	3	1	2									
		0.47%	0.59%	0.37%	0.14%	0.67%	0.13%	0.79%	0.22%	0.59%	0.94%	0.68%	1.07%	0.23%	0.51%	0.50%	0.00%	0.52%	0.77%	0.14%	0.38%	0.52%	0.63%	0.34%	0.27%	0.66%	0.76%	0.21%	0.16%	0.54%	0.00%	0.83%	0.18%	0.38%	0.80%	0.38%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2433	115	120	53	81	89	101	105	70	75	98	33	68	55	50	53	72	95	52	53	117	95	72	36	69	39	41	54	52	75	124	120	38	30	19	14									
		10.11%	13.66%	14.62%	7.43%	10.93%	11.59%	10.00%	11.38%	10.28%	10.07%	11.04%	8.80%	7.69%	9.37%	8.33%	10.64%	9.36%	12.20%	7.29%	10.08%	12.28%	9.90%	12.16%	9.76%	9.15%	7.40%	8.52%	8.74%	9.39%	8.95%	12.81%	10.66%	7.16%	7.98%	7.20%	4.78%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
