Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Хорольская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128									
		3.33%	4.36%	4.20%	3.59%	6.58%	4.86%	3.90%	3.45%	2.11%	3.61%	2.99%	1.80%	3.66%	4.19%	5.15%	4.25%	1.89%	1.37%	3.92%	1.97%	4.35%	3.70%	4.32%	8.05%	1.08%	1.28%	2.39%	1.42%	7.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	278	22	0	14	25	26	13	2	22	11	5	24	3	19	2	13	5	4	2	6	2	2	5	1	9	11	5	2	23									
		2.21%	2.99%	0.00%	3.14%	5.48%	3.95%	3.90%	1.38%	2.58%	2.21%	0.47%	2.70%	1.83%	3.19%	1.47%	2.05%	0.94%	1.37%	1.96%	1.32%	1.24%	1.23%	1.66%	1.15%	1.38%	1.76%	0.99%	0.94%	5.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6919	264	341	158	149	192	130	89	509	244	685	570	82	222	63	332	397	202	62	294	93	70	190	30	501	443	351	136	120									
		54.93%	35.97%	71.64%	35.43%	32.68%	29.14%	39.04%	61.38%	59.67%	48.99%	64.14%	64.12%	50.00%	37.25%	46.32%	52.28%	74.91%	69.18%	60.78%	64.47%	57.76%	43.21%	63.12%	34.48%	76.96%	70.99%	69.78%	64.15%	28.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	6	1	2	2	3	0	1	3	4	3	4	0	1	2	6	2	1	0	3	0	0	0	0	2	6	1	0	0									
		0.42%	0.82%	0.21%	0.45%	0.44%	0.46%	0.00%	0.69%	0.35%	0.80%	0.28%	0.45%	0.00%	0.17%	1.47%	0.94%	0.38%	0.34%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.31%	0.96%	0.20%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	1	2	1	0	1	0	1	0	1	0	0	0	1	0	2	2	0	0	0	2	2	2	0	0	4	0	0	0									
		0.17%	0.14%	0.42%	0.22%	0.00%	0.15%	0.00%	0.69%	0.00%	0.20%	0.00%	0.00%	0.00%	0.17%	0.00%	0.31%	0.38%	0.00%	0.00%	0.00%	1.24%	1.23%	0.66%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2118	159	52	96	92	153	92	16	143	90	144	142	27	140	34	114	54	60	20	68	23	21	46	16	62	41	64	37	112									
		16.81%	21.66%	10.92%	21.52%	20.18%	23.22%	27.63%	11.03%	16.76%	18.07%	13.48%	15.97%	16.46%	23.49%	25.00%	17.95%	10.19%	20.55%	19.61%	14.91%	14.29%	12.96%	15.28%	18.39%	9.52%	6.57%	12.72%	17.45%	26.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	64	3	0	4	3	4	2	0	1	5	7	4	0	5	0	5	1	0	0	5	1	1	1	1	0	7	1	0	3									
		0.51%	0.41%	0.00%	0.90%	0.66%	0.61%	0.60%	0.00%	0.12%	1.00%	0.66%	0.45%	0.00%	0.84%	0.00%	0.79%	0.19%	0.00%	0.00%	1.10%	0.62%	0.62%	0.33%	1.15%	0.00%	1.12%	0.20%	0.00%	0.70%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	85	7	1	3	4	14	3	0	8	9	4	2	1	5	1	2	2	1	1	0	2	4	0	1	0	5	3	0	2									
		0.67%	0.95%	0.21%	0.67%	0.88%	2.12%	0.90%	0.00%	0.94%	1.81%	0.37%	0.22%	0.61%	0.84%	0.74%	0.31%	0.38%	0.34%	0.98%	0.00%	1.24%	2.47%	0.00%	1.15%	0.00%	0.80%	0.60%	0.00%	0.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	2	0	1	1	3	0	1	0	1	0	1	1	3	0	1	2	1	0	1	0	1	0	0	1	16	1	0	0									
		0.30%	0.27%	0.00%	0.22%	0.22%	0.46%	0.00%	0.69%	0.00%	0.20%	0.00%	0.11%	0.61%	0.50%	0.00%	0.16%	0.38%	0.34%	0.00%	0.22%	0.00%	0.62%	0.00%	0.00%	0.15%	2.56%	0.20%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	6	3	9	6	12	0	6	6	4	4	1	2	7	0	10	2	1	9	3	3	3	2	0	2	10	0	2	3									
		0.92%	0.82%	0.63%	2.02%	1.32%	1.82%	0.00%	4.14%	0.70%	0.80%	0.37%	0.11%	1.22%	1.17%	0.00%	1.57%	0.38%	0.34%	8.82%	0.66%	1.86%	1.85%	0.66%	0.00%	0.31%	1.60%	0.00%	0.94%	0.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1727	157	42	105	104	149	56	16	96	82	121	85	37	117	19	88	33	13	0	54	15	42	23	16	46	54	49	23	85									
		13.71%	21.39%	8.82%	23.54%	22.81%	22.61%	16.82%	11.03%	11.25%	16.47%	11.33%	9.56%	22.56%	19.63%	13.97%	13.86%	6.23%	4.45%	0.00%	11.84%	9.32%	25.93%	7.64%	18.39%	7.07%	8.65%	9.74%	10.85%	19.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	4	0	1	0	4	0	0	2	0	4	5	1	1	0	2	1	0	0	2	0	0	1	2	0	0	1	3	4									
		0.30%	0.54%	0.00%	0.22%	0.00%	0.61%	0.00%	0.00%	0.23%	0.00%	0.37%	0.56%	0.61%	0.17%	0.00%	0.31%	0.19%	0.00%	0.00%	0.44%	0.00%	0.00%	0.33%	2.30%	0.00%	0.00%	0.20%	1.42%	0.94%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	379	43	3	25	23	47	7	3	23	12	23	18	2	19	4	23	12	2	4	6	7	4	4	6	10	12	13	0	24									
		3.01%	5.86%	0.63%	5.61%	5.04%	7.13%	2.10%	2.07%	2.70%	2.41%	2.15%	2.02%	1.22%	3.19%	2.94%	3.62%	2.26%	0.68%	3.92%	1.32%	4.35%	2.47%	1.33%	6.90%	1.54%	1.92%	2.58%	0.00%	5.62%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
