Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Нагорный район																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	581	33	26	18	19	25	32	25	22	3	23	23	15	41	34	32	22	42	42	24	36	44									
		3.01%	3.56%	3.35%	1.19%	1.46%	3.73%	4.33%	3.52%	1.98%	2.27%	2.94%	2.56%	1.88%	2.80%	4.08%	3.86%	2.39%	3.59%	5.02%	3.20%	2.74%	5.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	263	20	12	11	4	11	15	16	11	3	10	17	4	22	20	9	8	10	15	16	18	11									
		1.36%	2.16%	1.54%	0.73%	0.31%	1.64%	2.03%	2.25%	0.99%	2.27%	1.28%	1.89%	0.50%	1.50%	2.40%	1.09%	0.87%	0.85%	1.79%	2.13%	1.37%	1.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	453	30	16	19	25	30	20	22	18	5	19	24	9	16	26	19	31	24	21	30	19	30									
		2.34%	3.24%	2.06%	1.25%	1.92%	4.48%	2.71%	3.10%	1.62%	3.79%	2.43%	2.67%	1.13%	1.09%	3.12%	2.29%	3.36%	2.05%	2.51%	3.99%	1.44%	3.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9459	313	388	1115	925	234	252	268	608	54	284	313	556	851	271	297	403	623	284	249	835	336									
		48.93%	33.80%	49.94%	73.55%	70.94%	34.93%	34.10%	37.75%	54.68%	40.91%	36.27%	34.82%	69.50%	58.05%	32.53%	35.83%	43.71%	53.20%	33.97%	33.16%	63.50%	39.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	323	21	8	21	14	2	22	12	16	3	17	20	6	27	25	13	11	22	21	14	16	12									
		1.67%	2.27%	1.03%	1.39%	1.07%	0.30%	2.98%	1.69%	1.44%	2.27%	2.17%	2.22%	0.75%	1.84%	3.00%	1.57%	1.19%	1.88%	2.51%	1.86%	1.22%	1.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	61	3	1	3	1	3	3	0	1	1	1	4	0	16	4	2	1	2	3	9	1	2									
		0.32%	0.32%	0.13%	0.20%	0.08%	0.45%	0.41%	0.00%	0.09%	0.76%	0.13%	0.44%	0.00%	1.09%	0.48%	0.24%	0.11%	0.17%	0.36%	1.20%	0.08%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1930	132	95	103	92	88	75	77	144	26	97	121	40	55	89	117	99	91	97	110	93	89									
		9.98%	14.25%	12.23%	6.79%	7.06%	13.13%	10.15%	10.85%	12.95%	19.70%	12.39%	13.46%	5.00%	3.75%	10.68%	14.11%	10.74%	7.77%	11.60%	14.65%	7.07%	10.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	394	24	7	15	11	14	20	24	8	1	34	29	9	28	24	26	20	10	18	24	18	30									
		2.04%	2.59%	0.90%	0.99%	0.84%	2.09%	2.71%	3.38%	0.72%	0.76%	4.34%	3.23%	1.13%	1.91%	2.88%	3.14%	2.17%	0.85%	2.15%	3.20%	1.37%	3.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	592	43	17	25	1	24	34	18	27	3	31	43	12	78	39	29	24	27	60	23	17	17									
		3.06%	4.64%	2.19%	1.65%	0.08%	3.58%	4.60%	2.54%	2.43%	2.27%	3.96%	4.78%	1.50%	5.32%	4.68%	3.50%	2.60%	2.31%	7.18%	3.06%	1.29%	2.02%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	1	2	1	2	0	2	1	0	0	1	4	1	17	1	2	0	2	1	1	0	0									
		0.20%	0.11%	0.26%	0.07%	0.15%	0.00%	0.27%	0.14%	0.00%	0.00%	0.13%	0.44%	0.13%	1.16%	0.12%	0.24%	0.00%	0.17%	0.12%	0.13%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1565	88	55	61	73	58	58	62	70	8	64	96	43	69	104	90	93	81	113	96	84	99									
		8.09%	9.50%	7.08%	4.02%	5.60%	8.66%	7.85%	8.73%	6.29%	6.06%	8.17%	10.68%	5.38%	4.71%	12.48%	10.86%	10.09%	6.92%	13.52%	12.78%	6.39%	11.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2280	145	100	78	83	105	104	96	119	17	134	141	64	173	130	121	140	136	83	103	120	88									
		11.79%	15.66%	12.87%	5.15%	6.37%	15.67%	14.07%	13.52%	10.70%	12.88%	17.11%	15.68%	8.00%	11.80%	15.61%	14.60%	15.18%	11.61%	9.93%	13.72%	9.13%	10.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	128	12	4	5	9	6	7	5	1	0	3	4	4	17	2	9	5	9	11	7	5	3									
		0.66%	1.30%	0.51%	0.33%	0.69%	0.90%	0.95%	0.70%	0.09%	0.00%	0.38%	0.44%	0.50%	1.16%	0.24%	1.09%	0.54%	0.77%	1.32%	0.93%	0.38%	0.36%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	982	50	31	32	35	55	60	67	56	5	48	38	30	44	47	51	43	78	59	37	45	71									
		5.08%	5.40%	3.99%	2.11%	2.68%	8.21%	8.12%	9.44%	5.04%	3.79%	6.13%	4.23%	3.75%	3.00%	5.64%	6.15%	4.66%	6.66%	7.06%	4.93%	3.42%	8.43%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
