Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    Архангельск, Октябрьская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	910	30	30	40	30	40	30	30	30	30	30	50	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	530	9	19	28	6	29	18	19	23	18	22	29	21	23	20	22	14	23	21	26	14	12	18	15	4	12	8	12	25	20	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	543	15	9	15	19	9	14	14	15	11	18	13	10	36	26	8	10	15	15	21	12	11	12	15	5	7	12	5	24	21	2	5	12	16	0	13	7	71					
14	Число погашенных неиспользованных открепительных удостоверений	380	21	11	12	24	11	12	11	7	12	8	21	9	7	10	8	16	7	9	4	16	18	12	15	26	18	22	18	5	10	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	0	0	1	1	1	2	0	1	2	0	0	1	3	0	3	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	1570	68	64	50	47	78	59	49	57	54	52	45	47	59	56	65	41	45	64	51	63	65	49	45	28	53	48	17	32	59	4	5	21	8	0	8	1	13					
		4.01%	4.48%	4.60%	3.58%	4.36%	5.62%	4.48%	3.77%	4.71%	3.99%	3.89%	3.19%	3.39%	4.39%	4.12%	4.99%	3.51%	3.19%	3.98%	3.46%	4.43%	4.89%	4.04%	3.14%	3.42%	5.41%	4.44%	2.15%	2.59%	4.24%	6.67%	4.85%	3.96%	4.26%	0.00%	4.82%	0.74%	2.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1055	37	29	30	45	33	32	23	28	24	32	32	49	42	53	37	47	47	62	62	41	51	18	35	23	24	31	2	34	29	0	0	5	2	0	2	3	11					
		2.69%	2.44%	2.09%	2.15%	4.17%	2.38%	2.43%	1.77%	2.31%	1.78%	2.39%	2.27%	3.54%	3.13%	3.90%	2.84%	4.02%	3.33%	3.85%	4.21%	2.88%	3.84%	1.48%	2.45%	2.81%	2.45%	2.87%	0.25%	2.76%	2.09%	0.00%	0.00%	0.94%	1.06%	0.00%	1.20%	2.21%	2.11%					
20	3.Политическая партия «Демократическая партия России»	67	0	2	1	4	6	0	1	2	1	0	1	3	1	3	1	5	3	4	4	5	1	3	2	2	2	2	1	2	1	0	0	1	0	1	2	0	0					
		0.17%	0.00%	0.14%	0.07%	0.37%	0.43%	0.00%	0.08%	0.17%	0.07%	0.00%	0.07%	0.22%	0.07%	0.22%	0.08%	0.43%	0.21%	0.25%	0.27%	0.35%	0.08%	0.25%	0.14%	0.24%	0.20%	0.18%	0.13%	0.16%	0.07%	0.00%	0.00%	0.19%	0.00%	3.23%	1.20%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5533	212	166	182	140	174	198	193	189	209	195	210	218	250	238	225	182	218	211	255	228	197	106	259	120	159	143	29	105	167	15	10	65	23	3	19	15	5					
		14.13%	13.97%	11.94%	13.03%	12.97%	12.55%	15.03%	14.85%	15.62%	15.46%	14.57%	14.88%	15.74%	18.60%	17.50%	17.29%	15.58%	15.46%	13.11%	17.32%	16.03%	14.83%	8.74%	18.10%	14.65%	16.24%	13.22%	3.67%	8.51%	12.01%	25.00%	9.71%	12.26%	12.23%	9.68%	11.45%	11.03%	0.96%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	768	47	21	27	26	25	29	21	19	21	28	27	31	26	41	35	34	30	44	24	38	30	28	23	14	3	17	7	9	26	1	1	4	4	0	2	0	5					
		1.96%	3.10%	1.51%	1.93%	2.41%	1.80%	2.20%	1.62%	1.57%	1.55%	2.09%	1.91%	2.24%	1.93%	3.01%	2.69%	2.91%	2.13%	2.73%	1.63%	2.67%	2.26%	2.31%	1.61%	1.71%	0.31%	1.57%	0.89%	0.73%	1.87%	1.67%	0.97%	0.75%	2.13%	0.00%	1.20%	0.00%	0.96%					
23	6.Политическая партия «Партия социальной справедливости»	199	7	3	9	4	11	7	3	6	5	7	7	8	6	11	5	8	10	5	11	10	8	6	3	3	3	3	6	8	9	1	0	4	1	0	1	0	0					
		0.51%	0.46%	0.22%	0.64%	0.37%	0.79%	0.53%	0.23%	0.50%	0.37%	0.52%	0.50%	0.58%	0.45%	0.81%	0.38%	0.68%	0.71%	0.31%	0.75%	0.70%	0.60%	0.49%	0.21%	0.37%	0.31%	0.28%	0.76%	0.65%	0.65%	1.67%	0.00%	0.75%	0.53%	0.00%	0.60%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4174	161	163	138	105	149	140	115	128	138	162	184	162	106	120	108	104	142	170	144	147	150	131	144	86	87	104	60	136	145	7	14	57	16	5	10	24	212					
		10.66%	10.61%	11.73%	9.88%	9.73%	10.74%	10.63%	8.85%	10.58%	10.21%	12.11%	13.04%	11.70%	7.89%	8.82%	8.30%	8.90%	10.07%	10.57%	9.78%	10.34%	11.30%	10.80%	10.06%	10.50%	8.89%	9.61%	7.59%	11.02%	10.43%	11.67%	13.59%	10.75%	8.51%	16.13%	6.02%	17.65%	40.69%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5024	204	173	214	125	171	201	144	154	202	131	174	158	153	137	177	190	171	243	186	168	153	165	160	134	135	173	158	123	200	7	13	62	12	3	29	12	9					
		12.83%	13.45%	12.45%	15.32%	11.58%	12.33%	15.26%	11.08%	12.73%	14.94%	9.79%	12.33%	11.41%	11.38%	10.07%	13.60%	16.27%	12.13%	15.10%	12.64%	11.81%	11.52%	13.60%	11.18%	16.36%	13.79%	15.99%	20.00%	9.97%	14.39%	11.67%	12.62%	11.70%	6.38%	9.68%	17.47%	8.82%	1.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	543	24	17	20	14	19	16	20	21	20	18	23	25	21	26	19	22	25	11	19	13	26	13	17	10	7	13	1	18	21	1	0	9	3	1	2	1	7					
		1.39%	1.58%	1.22%	1.43%	1.30%	1.37%	1.21%	1.54%	1.74%	1.48%	1.35%	1.63%	1.81%	1.56%	1.91%	1.46%	1.88%	1.77%	0.68%	1.29%	0.91%	1.96%	1.07%	1.19%	1.22%	0.72%	1.20%	0.13%	1.46%	1.51%	1.67%	0.00%	1.70%	1.60%	3.23%	1.20%	0.74%	1.34%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17893	684	695	626	508	630	519	646	554	598	645	618	605	595	572	524	453	627	702	632	590	570	637	669	354	448	465	486	718	638	24	60	275	115	15	89	79	228					
		45.68%	45.09%	50.00%	44.81%	47.08%	45.42%	39.41%	49.69%	45.79%	44.23%	48.21%	43.80%	43.68%	44.27%	42.06%	40.28%	38.78%	44.47%	43.63%	42.93%	41.49%	42.92%	52.51%	46.75%	43.22%	45.76%	42.98%	61.52%	58.18%	45.90%	40.00%	58.25%	51.89%	61.17%	48.39%	53.61%	58.09%	43.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1937	61	44	79	56	78	98	72	40	60	55	79	68	70	93	88	78	76	82	79	90	61	42	63	38	54	72	14	39	76	0	0	23	3	2	2	0	2					
		4.95%	4.02%	3.17%	5.65%	5.19%	5.62%	7.44%	5.54%	3.31%	4.44%	4.11%	5.60%	4.91%	5.21%	6.84%	6.76%	6.68%	5.39%	5.10%	5.37%	6.33%	4.59%	3.46%	4.40%	4.64%	5.52%	6.65%	1.77%	3.16%	5.47%	0.00%	0.00%	4.34%	1.60%	6.45%	1.20%	0.00%	0.38%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
